Date,IEX.NS
2017-10-23,49.3067512512207
2017-10-24,48.52742004394531
2017-10-25,47.306209564208984
2017-10-26,47.29411315917969
2017-10-27,47.368255615234375
2017-10-30,47.430301666259766
2017-10-31,47.03987503051758
2017-11-01,47.194236755371094
2017-11-02,47.309242248535156
2017-11-03,48.19147872924805
2017-11-06,48.50471878051758
2017-11-07,48.63637924194336
2017-11-08,48.00080490112305
2017-11-09,48.42905807495117
2017-11-10,48.32312774658203
2017-11-13,47.60280990600586
2017-11-14,46.694854736328125
2017-11-15,45.74452209472656
2017-11-16,45.650699615478516
2017-11-17,45.81715774536133
2017-11-20,45.523582458496094
2017-11-21,45.87012481689453
2017-11-22,47.14883041381836
2017-11-23,47.1140251159668
2017-11-24,46.8961181640625
2017-11-27,47.002044677734375
2017-11-28,46.81742477416992
2017-11-29,46.210609436035156
2017-11-30,46.42852020263672
2017-12-01,46.31654357910156
2017-12-04,45.606815338134766
2017-12-05,45.56595993041992
2017-12-06,45.81867218017578
2017-12-07,46.24390411376953
2017-12-08,46.91124725341797
2017-12-11,47.08679962158203
2017-12-12,48.649993896484375
2017-12-13,48.533477783203125
2017-12-14,48.02956008911133
2017-12-15,47.67394256591797
2017-12-18,48.121864318847656
2017-12-19,47.83283615112305
2017-12-20,48.08100891113281
2017-12-21,48.05376052856445
2017-12-22,48.53044509887695
2017-12-26,48.46234893798828
2017-12-27,47.97053527832031
2017-12-28,49.03285217285156
2017-12-29,48.72868347167969
2018-01-01,48.678749084472656
2018-01-02,48.63637924194336
2018-01-03,48.371559143066406
2018-01-04,48.78921127319336
2018-01-05,48.56071472167969
2018-01-08,48.58491897583008
2018-01-09,48.94053268432617
2018-01-10,49.320369720458984
2018-01-11,48.59703063964844
2018-01-12,49.46564483642578
2018-01-15,48.86034393310547
2018-01-16,48.91330337524414
2018-01-17,48.601566314697266
2018-01-18,48.86336898803711
2018-01-19,49.05403137207031
2018-01-22,48.96626663208008
2018-01-23,48.463863372802734
2018-01-24,48.42754364013672
2018-01-25,48.566768646240234
2018-01-29,48.56827926635742
2018-01-30,48.31253433227539
2018-01-31,48.46234893798828
2018-02-01,48.6318359375
2018-02-02,48.33675003051758
2018-02-05,47.8040771484375
2018-02-06,46.62978744506836
2018-02-07,46.50720977783203
2018-02-08,47.24568557739258
2018-02-09,46.821964263916016
2018-02-12,47.291080474853516
2018-02-14,47.0792236328125
2018-02-15,46.78111267089844
2018-02-16,46.47542953491211
2018-02-19,46.02447509765625
2018-02-20,45.86104202270508
2018-02-21,45.69761276245117
2018-02-22,45.0877685546875
2018-02-23,43.9543342590332
2018-02-26,44.163150787353516
2018-02-27,43.78786849975586
2018-02-28,44.16012954711914
2018-03-01,44.07236862182617
2018-03-05,43.9513053894043
2018-03-06,43.77122497558594
2018-03-07,42.619632720947266
2018-03-08,43.37171936035156
2018-03-09,43.58660888671875
2018-03-12,43.57752227783203
2018-03-13,44.443111419677734
2018-03-14,44.48094940185547
2018-03-15,44.73215103149414
2018-03-16,45.26935958862305
2018-03-19,44.316001892089844
2018-03-20,44.19190979003906
2018-03-21,44.322052001953125
2018-03-22,44.2070426940918
2018-03-23,44.03907012939453
2018-03-26,45.900394439697266
2018-03-27,46.71907043457031
2018-03-28,48.51228332519531
2018-04-02,48.08554458618164
2018-04-03,48.02047348022461
2018-04-04,46.619197845458984
2018-04-05,48.04922866821289
2018-04-06,48.48655700683594
2018-04-09,49.396034240722656
2018-04-10,49.19326400756836
2018-04-11,48.35944747924805
2018-04-12,48.46840286254883
2018-04-13,48.63486099243164
2018-04-16,49.31280517578125
2018-04-17,49.344581604003906
2018-04-18,49.639671325683594
2018-04-19,49.886329650878906
2018-04-20,49.58367919921875
2018-04-23,49.44143295288086
2018-04-24,49.91659927368164
2018-04-25,50.568817138671875
2018-04-26,50.308528900146484
2018-04-27,49.3914909362793
2018-04-30,48.84066390991211
2018-05-02,47.58768081665039
2018-05-03,47.723876953125
2018-05-04,47.788944244384766
2018-05-07,48.2353630065918
2018-05-08,48.931461334228516
2018-05-09,49.38846206665039
2018-05-10,49.700199127197266
2018-05-11,48.949623107910156
2018-05-14,48.905738830566406
2018-05-15,49.2189826965332
2018-05-16,49.3914909362793
2018-05-17,49.71230697631836
2018-05-18,49.119102478027344
2018-05-21,48.93449020385742
2018-05-22,49.529205322265625
2018-05-23,48.200557708740234
2018-05-24,48.32615661621094
2018-05-25,49.3067512512207
2018-05-28,49.33247375488281
2018-05-29,48.332210540771484
2018-05-30,48.136993408203125
2018-05-31,47.76776123046875
2018-06-01,47.61794662475586
2018-06-04,47.90092849731445
