Date,COO
2015-08-03,44.20688247680664
2015-08-04,43.91242599487305
2015-08-05,44.55125427246094
2015-08-06,43.6953239440918
2015-08-07,43.390872955322266
2015-08-10,43.82009506225586
2015-08-11,43.26859664916992
2015-08-12,43.36591720581055
2015-08-13,43.388370513916016
2015-08-14,43.24363708496094
2015-08-17,43.42082214355469
2015-08-18,43.675357818603516
2015-08-19,42.64723205566406
2015-08-20,41.54174041748047
2015-08-21,40.531089782714844
2015-08-24,39.30332565307617
2015-08-25,39.17356872558594
2015-08-26,40.244102478027344
2015-08-27,40.97528076171875
2015-08-28,41.11002731323242
2015-08-31,40.531089782714844
2015-09-01,39.779972076416016
2015-09-02,40.52609634399414
2015-09-03,40.254093170166016
2015-09-04,37.64883804321289
2015-09-08,37.162227630615234
2015-09-09,37.12978744506836
2015-09-10,37.07490158081055
2015-09-11,37.34689712524414
2015-09-14,36.88274002075195
2015-09-15,37.07988357543945
2015-09-16,37.414276123046875
2015-09-17,37.566490173339844
2015-09-18,38.17538070678711
2015-09-21,38.64453125
2015-09-22,38.53972244262695
2015-09-23,38.6844596862793
2015-09-24,38.40496063232422
2015-09-25,37.39680099487305
2015-09-28,36.12412643432617
2015-09-29,36.25638198852539
2015-09-30,37.14726257324219
2015-10-01,36.60324478149414
2015-10-02,37.14974594116211
2015-10-05,36.977569580078125
2015-10-06,36.11164855957031
2015-10-07,35.605064392089844
2015-10-08,35.432891845703125
2015-10-09,34.34237289428711
2015-10-12,34.73415756225586
2015-10-13,34.79654312133789
2015-10-14,34.983707427978516
2015-10-15,36.24141311645508
2015-10-16,36.019309997558594
2015-10-19,35.86210632324219
2015-10-20,36.174034118652344
2015-10-21,36.4635009765625
2015-10-22,35.802207946777344
2015-10-23,36.51091766357422
2015-10-26,36.56830978393555
2015-10-27,36.55833053588867
2015-10-28,37.182193756103516
2015-10-29,37.52656173706055
2015-10-30,38.02066421508789
2015-11-02,38.622074127197266
2015-11-03,37.96575927734375
2015-11-04,38.3001594543457
2015-11-05,38.307640075683594
2015-11-06,38.25773620605469
2015-11-09,37.93582534790039
2015-11-10,37.9183464050293
2015-11-11,37.107330322265625
2015-11-12,36.63818359375
2015-11-13,36.79789352416992
2015-11-16,37.46168899536133
2015-11-17,36.06422805786133
2015-11-18,36.35869216918945
2015-11-19,36.04427719116211
2015-11-20,36.00185012817383
2015-11-23,35.724857330322266
2015-11-24,36.021812438964844
2015-11-25,36.261383056640625
2015-11-27,36.67312240600586
2015-11-30,36.495948791503906
2015-12-01,36.930152893066406
2015-12-02,37.27702331542969
2015-12-03,35.44785690307617
2015-12-04,32.52568054199219
2015-12-07,33.02227783203125
2015-12-08,33.65861892700195
2015-12-09,32.840110778808594
2015-12-10,33.6735954284668
2015-12-11,33.73847579956055
2015-12-14,33.643646240234375
2015-12-15,34.06537628173828
2015-12-16,34.502071380615234
2015-12-17,34.047908782958984
2015-12-18,33.86075210571289
2015-12-21,33.36415100097656
2015-12-22,33.52635192871094
2015-12-23,34.00049591064453
2015-12-24,34.022953033447266
2015-12-28,33.95558166503906
2015-12-29,34.0279426574707
2015-12-30,33.80834197998047
2015-12-31,33.48892593383789
2016-01-04,32.904998779296875
2016-01-05,32.83511734008789
2016-01-06,32.83761215209961
2016-01-07,31.9317684173584
2016-01-08,32.11893081665039
2016-01-11,31.85690689086914
2016-01-12,31.841934204101562
2016-01-13,31.30541229248047
2016-01-14,30.95355224609375
2016-01-15,30.4095458984375
2016-01-19,30.197431564331055
2016-01-20,30.986186981201172
2016-01-21,30.913803100585938
2016-01-22,31.9122314453125
2016-01-25,31.328149795532227
2016-01-26,32.17681121826172
2016-01-27,32.09943389892578
2016-01-28,31.65763282775879
2016-01-29,32.735923767089844
2016-02-01,32.9605827331543
2016-02-02,32.94560241699219
2016-02-03,33.31501770019531
2016-02-04,32.9156494140625
2016-02-05,31.72752571105957
2016-02-08,31.305686950683594
2016-02-09,31.94967269897461
2016-02-10,33.02048110961914
2016-02-11,33.514705657958984
2016-02-12,33.34247589111328
2016-02-16,34.41828155517578
2016-02-17,34.77771759033203
2016-02-18,34.835121154785156
2016-02-19,35.154624938964844
2016-02-22,35.57146072387695
2016-02-23,35.20954132080078
2016-02-24,35.30439376831055
2016-02-25,36.18300247192383
2016-02-26,36.145565032958984
2016-02-29,35.683799743652344
2016-03-01,36.30780792236328
2016-03-02,35.79610824584961
2016-03-03,36.19548416137695
2016-03-04,38.09998321533203
2016-03-07,37.97768020629883
2016-03-08,37.171451568603516
2016-03-09,36.9243278503418
2016-03-10,37.19640350341797
2016-03-11,37.55833435058594
2016-03-14,37.158958435058594
2016-03-15,36.43260955810547
2016-03-16,36.415138244628906
2016-03-17,36.0706787109375
2016-03-18,37.44102096557617
2016-03-21,37.58080291748047
2016-03-22,37.40607452392578
2016-03-23,37.09407043457031
2016-03-24,37.141502380371094
2016-03-28,37.30125427246094
2016-03-29,38.60169219970703
2016-03-30,38.95113754272461
2016-03-31,38.43196105957031
2016-04-01,39.33803176879883
2016-04-04,39.105899810791016
2016-04-05,38.793880462646484
2016-04-06,39.814788818359375
2016-04-07,39.003562927246094
2016-04-08,38.741477966308594
2016-04-11,38.676578521728516
2016-04-12,38.80137634277344
2016-04-13,38.639137268066406
2016-04-14,38.38203430175781
2016-04-15,38.99606704711914
2016-04-18,39.235694885253906
2016-04-19,39.30059051513672
2016-04-20,39.622581481933594
2016-04-21,39.59513473510742
2016-04-22,39.40292739868164
2016-04-25,39.27812957763672
2016-04-26,39.70744705200195
2016-04-27,39.4478645324707
2016-04-28,38.888736724853516
2016-04-29,38.209808349609375
2016-05-02,38.59170913696289
2016-05-03,38.51683044433594
2016-05-04,38.254737854003906
2016-05-05,38.3620719909668
2016-05-06,38.2672233581543
2016-05-09,38.72150421142578
2016-05-10,38.953636169433594
2016-05-11,38.69404602050781
2016-05-12,38.791385650634766
2016-05-13,38.93117141723633
2016-05-16,40.01945877075195
2016-05-17,39.48780059814453
2016-05-18,39.50776290893555
2016-05-19,39.759864807128906
2016-05-20,40.02445602416992
2016-05-23,40.21165466308594
2016-05-24,40.68840408325195
2016-05-25,41.090274810791016
2016-05-26,40.41883850097656
2016-05-27,40.56110382080078
2016-05-31,40.638492584228516
2016-06-01,41.342376708984375
2016-06-02,41.78916931152344
2016-06-03,41.28496551513672
2016-06-06,40.70337677001953
2016-06-07,41.190120697021484
2016-06-08,41.165157318115234
2016-06-09,41.235042572021484
2016-06-10,40.745819091796875
2016-06-13,40.516178131103516
2016-06-14,40.68341827392578
2016-06-15,40.57109069824219
2016-06-16,40.66843795776367
2016-06-17,40.40884780883789
2016-06-20,41.00541687011719
2016-06-21,41.32490921020508
2016-06-22,41.07279586791992
2016-06-23,41.582000732421875
2016-06-24,41.63441848754883
2016-06-27,40.68341827392578
2016-06-28,42.05874252319336
2016-06-29,42.39571762084961
2016-06-30,42.825042724609375
2016-07-01,44.265262603759766
2016-07-05,44.285247802734375
2016-07-06,44.3476448059082
2016-07-07,44.554813385009766
2016-07-08,45.386009216308594
2016-07-11,45.45339584350586
2016-07-12,44.564796447753906
2016-07-13,44.63719177246094
2016-07-14,44.669639587402344
2016-07-15,44.534847259521484
2016-07-18,44.32517623901367
2016-07-19,44.21534729003906
2016-07-20,44.50743865966797
2016-07-21,44.03560256958008
2016-07-22,44.32768630981445
2016-07-25,43.9432258605957
2016-07-26,44.71963882446289
2016-07-27,44.774559020996094
2016-07-28,45.171512603759766
2016-07-29,45.553462982177734
2016-08-01,45.588417053222656
2016-08-02,45.42864990234375
2016-08-03,45.261375427246094
2016-08-04,45.37871551513672
2016-08-05,45.6533317565918
2016-08-08,45.25887680053711
2016-08-09,45.47358322143555
2016-08-10,45.24140930175781
2016-08-11,45.49604797363281
2016-08-12,45.1390495300293
2016-08-15,45.43114471435547
2016-08-16,45.26637268066406
2016-08-17,44.891910552978516
2016-08-18,45.27885055541992
2016-08-19,45.900482177734375
2016-08-22,45.98286819458008
2016-08-23,46.382301330566406
2016-08-24,46.1900749206543
2016-08-25,45.88799285888672
2016-08-26,45.91545867919922
2016-08-29,46.57453155517578
2016-08-30,46.529598236083984
2016-08-31,46.414756774902344
2016-09-01,46.27745056152344
2016-09-02,46.414756774902344
2016-09-06,47.00891876220703
2016-09-07,47.073829650878906
2016-09-08,46.61947250366211
2016-09-09,46.14263916015625
2016-09-12,46.61947250366211
2016-09-13,46.387290954589844
2016-09-14,46.31740188598633
2016-09-15,47.408355712890625
2016-09-16,47.06135559082031
2016-09-19,47.05136489868164
2016-09-20,46.537086486816406
2016-09-21,46.47966384887695
2016-09-22,46.06026077270508
2016-09-23,45.178993225097656
2016-09-26,44.4849739074707
2016-09-27,44.51243209838867
2016-09-28,44.657230377197266
2016-09-29,43.94822311401367
2016-09-30,44.752098083496094
2016-10-03,44.375125885009766
2016-10-04,44.15793228149414
2016-10-05,44.23032760620117
2016-10-06,44.60980224609375
2016-10-07,45.15652084350586
2016-10-10,45.43114471435547
2016-10-11,44.84196853637695
2016-10-12,44.757083892822266
2016-10-13,44.58482360839844
2016-10-14,44.335182189941406
2016-10-17,44.52241516113281
2016-10-18,45.10658264160156
2016-10-19,44.682193756103516
2016-10-20,44.8120002746582
2016-10-21,44.632259368896484
2016-10-24,45.0117301940918
2016-10-25,45.338775634765625
2016-10-26,43.988162994384766
2016-10-27,43.758487701416016
2016-10-28,43.778465270996094
2016-10-31,43.94822311401367
2016-11-01,43.381526947021484
2016-11-02,43.39899444580078
2016-11-03,43.349063873291016
2016-11-04,43.89329528808594
2016-11-07,44.991756439208984
2016-11-08,45.66081619262695
2016-11-09,45.376216888427734
2016-11-10,45.004234313964844
2016-11-11,44.25529479980469
2016-11-14,42.47280502319336
2016-11-15,42.92716598510742
2016-11-16,42.93964767456055
