Date,SONACOMS.NS
2021-06-24,354.1451416015625
2021-06-25,357.5767822265625
2021-06-28,340.7127380371094
2021-06-29,342.28143310546875
2021-06-30,335.6142578125
2021-07-01,338.2125244140625
2021-07-02,370.0777587890625
2021-07-05,375.5683288574219
2021-07-06,380.421630859375
2021-07-07,397.4328308105469
2021-07-08,394.58941650390625
2021-07-09,414.002685546875
2021-07-12,401.1095886230469
2021-07-13,394.1972351074219
2021-07-14,393.9521179199219
2021-07-15,386.9908447265625
2021-07-16,393.6579895019531
2021-07-19,386.1083984375
2021-07-20,431.25897216796875
2021-07-22,431.896240234375
2021-07-23,414.9831848144531
2021-07-26,397.6288757324219
2021-07-27,388.8536682128906
2021-07-28,410.571044921875
2021-07-29,426.8959045410156
2021-07-30,430.670654296875
2021-08-02,430.670654296875
2021-08-03,427.533203125
2021-08-04,413.7085266113281
2021-08-05,401.5017395019531
2021-08-06,403.4137268066406
2021-08-09,468.46771240234375
2021-08-10,479.7921447753906
2021-08-11,489.1556091308594
2021-08-12,481.6549987792969
2021-08-13,491.9989318847656
2021-08-16,506.166748046875
2021-08-17,486.6553955078125
2021-08-18,464.496826171875
2021-08-20,457.2413635253906
2021-08-23,436.5044860839844
2021-08-24,441.3577880859375
2021-08-25,463.1731872558594
2021-08-26,462.29071044921875
2021-08-27,464.93804931640625
2021-08-30,502.6370849609375
2021-08-31,490.33221435546875
2021-09-01,488.7143859863281
2021-09-02,484.8905029296875
2021-09-03,515.4321899414062
2021-09-06,538.0319213867188
2021-09-07,538.1790161132812
2021-09-08,534.2081298828125
2021-09-09,539.747802734375
2021-09-13,572.0541381835938
2021-09-14,560.8279418945312
2021-09-15,571.0737915039062
2021-09-16,573.9170532226562
2021-09-17,559.2590942382812
2021-09-20,555.0430908203125
2021-09-21,551.8075561523438
2021-09-22,563.5731811523438
2021-09-23,563.6221313476562
2021-09-24,547.1013793945312
2021-09-27,549.552490234375
2021-09-28,545.3854370117188
2021-09-29,552.2486572265625
2021-09-30,544.9932861328125
2021-10-01,551.5624389648438
2021-10-04,563.9654541015625
2021-10-05,573.8189697265625
2021-10-06,569.7010498046875
2021-10-07,640.1966552734375
2021-10-08,618.6265258789062
2021-10-11,639.0692138671875
2021-10-12,638.284912109375
2021-10-13,726.919189453125
2021-10-14,740.400634765625
2021-10-18,750.695556640625
2021-10-19,683.9746704101562
2021-10-20,630.7843017578125
2021-10-21,612.939697265625
2021-10-22,604.0664672851562
2021-10-25,592.2027587890625
2021-10-26,626.8132934570312
2021-10-27,603.0369262695312
2021-10-28,655.3450317382812
2021-10-29,635.0492553710938
2021-11-01,635.735595703125
2021-11-02,636.6670532226562
2021-11-03,630.9802856445312
2021-11-04,630.9802856445312
2021-11-08,653.2859497070312
2021-11-09,671.5716552734375
2021-11-10,673.238525390625
2021-11-11,681.4254760742188
2021-11-12,666.6693115234375
2021-11-15,676.8172607421875
2021-11-16,698.681640625
2021-11-17,697.014892578125
2021-11-18,696.1325073242188
2021-11-22,682.7489624023438
2021-11-23,724.2719116210938
2021-11-24,727.3604125976562
2021-11-25,745.10693359375
2021-11-26,715.0554809570312
2021-11-29,728.9780883789062
2021-11-30,733.6843872070312
2021-12-01,730.15478515625
2021-12-02,744.1264038085938
2021-12-03,751.430908203125
2021-12-06,737.0670776367188
2021-12-07,745.6951293945312
2021-12-08,756.333251953125
2021-12-09,760.84326171875
2021-12-10,773.883544921875
2021-12-13,806.6312255859375
2021-12-14,783.982421875
2021-12-15,781.1390991210938
2021-12-16,764.2749633789062
2021-12-17,741.0869140625
2021-12-20,685.5924682617188
2021-12-21,695.4461669921875
2021-12-22,682.5038452148438
2021-12-23,684.8570556640625
2021-12-24,698.8287963867188
2021-12-27,690.788818359375
2021-12-28,714.6141967773438
2021-12-29,695.5441284179688
2021-12-30,709.025634765625
2021-12-31,729.0271606445312
2022-01-03,726.0857543945312
2022-01-04,739.420166015625
2022-01-05,724.0267944335938
2022-01-06,717.9969482421875
2022-01-07,719.8107299804688
2022-01-10,725.0563354492188
2022-01-11,741.33203125
2022-01-12,744.5675659179688
2022-01-13,737.0670776367188
2022-01-14,741.4791259765625
2022-01-17,755.2056884765625
2022-01-18,755.6469116210938
2022-01-19,724.9092407226562
2022-01-20,721.7716674804688
2022-01-21,688.4357299804688
2022-01-24,638.4319458007812
2022-01-25,614.9987182617188
2022-01-27,591.1243286132812
2022-01-28,613.2338256835938
2022-01-31,629.8037109375
2022-02-01,650.9329223632812
2022-02-02,662.4534301757812
2022-02-03,673.04248046875
2022-02-04,668.7283325195312
2022-02-07,646.9619140625
2022-02-08,613.1848754882812
2022-02-09,635.3924560546875
2022-02-10,630.4900512695312
2022-02-11,620.1533813476562
2022-02-14,592.5201416015625
2022-02-15,640.375244140625
2022-02-16,639.29541015625
2022-02-17,645.087158203125
2022-02-18,644.5471801757812
2022-02-21,644.1546020507812
2022-02-22,622.6075439453125
2022-02-23,625.846923828125
2022-02-24,584.96142578125
2022-02-25,638.0192260742188
2022-02-28,624.4234619140625
2022-03-02,610.3860473632812
2022-03-03,593.1581420898438
2022-03-04,578.9734497070312
2022-03-07,561.9419555664062
2022-03-08,559.0460815429688
2022-03-09,562.629150390625
2022-03-10,591.29296875
2022-03-11,605.3795776367188
2022-03-14,601.698486328125
2022-03-15,620.25146484375
2022-03-16,632.6693725585938
2022-03-17,671.9351196289062
2022-03-21,662.2167358398438
2022-03-22,655.9342651367188
2022-03-23,676.696044921875
2022-03-24,662.8057861328125
2022-03-25,650.191650390625
2022-03-28,646.7068481445312
2022-03-29,650.9277954101562
2022-03-30,665.3090209960938
2022-03-31,666.977783203125
2022-04-01,644.6945190429688
2022-04-04,650.829833984375
2022-04-05,664.8181762695312
2022-04-06,655.6888427734375
2022-04-07,637.5775146484375
2022-04-08,642.927490234375
2022-04-11,635.957763671875
2022-04-12,619.0245361328125
2022-04-13,609.5026245117188
2022-04-18,611.1221923828125
2022-04-19,621.6748046875
2022-04-20,649.4063720703125
2022-04-21,652.4985961914062
2022-04-22,658.9283447265625
2022-04-25,654.5108642578125
2022-04-26,662.2167358398438
2022-04-27,644.8908081054688
2022-04-28,640.2770385742188
2022-04-29,623.8836059570312
2022-05-02,622.21484375
2022-05-04,599.8333129882812
2022-05-05,602.5818481445312
2022-05-06,584.1760864257812
2022-05-09,589.6243286132812
2022-05-10,561.3529052734375
2022-05-11,552.5181274414062
2022-05-12,558.506103515625
2022-05-13,558.7515869140625
2022-05-16,544.2233276367188
2022-05-17,576.5193481445312
2022-05-18,551.880126953125
2022-05-19,527.3881225585938
2022-05-20,545.106689453125
2022-05-23,529.155029296875
2022-05-24,540.4439697265625
2022-05-25,523.510498046875
2022-05-26,524.6885375976562
2022-05-27,528.0751953125
2022-05-30,539.2659912109375
2022-05-31,547.1681518554688
2022-06-01,561.4020385742188
2022-06-02,562.6781616210938
2022-06-03,562.4818725585938
2022-06-06,567.635498046875
2022-06-07,576.07763671875
2022-06-08,584.225341796875
2022-06-09,583.0963134765625
2022-06-10,590.5077514648438
2022-06-13,590.2623291015625
2022-06-14,586.9247436523438
2022-06-15,588.593505859375
2022-06-16,559.0460815429688
2022-06-17,556.3956298828125
2022-06-20,537.351806640625
2022-06-21,551.9782104492188
2022-06-22,529.9402465820312
2022-06-23,545.5975341796875
2022-06-24,569.4024047851562
2022-06-27,571.0711669921875
2022-06-28,557.8189697265625
2022-06-29,549.7782592773438
2022-06-30,544.3719482421875
2022-07-01,558.0352783203125
2022-07-04,558.3301391601562
2022-07-05,550.5646362304688
2022-07-06,558.8707885742188
2022-07-07,557.1997680664062
2022-07-08,557.7896118164062
2022-07-11,566.9312133789062
2022-07-12,560.5418701171875
2022-07-13,570.81396484375
2022-07-14,565.161865234375
2022-07-15,560.4927978515625
2022-07-18,560.3943481445312
2022-07-19,560.1978149414062
2022-07-20,562.9501953125
2022-07-21,568.9462890625
2022-07-22,565.4076538085938
2022-07-25,560.1978149414062
2022-07-26,543.4381103515625
2022-07-27,540.6365966796875
2022-07-28,554.05419921875
2022-07-29,558.6741943359375
2022-08-01,586.0501098632812
2022-08-02,576.9083862304688
2022-08-03,575.0407104492188
2022-08-04,566.1939697265625
2022-08-05,548.1564331054688
2022-08-08,551.9408569335938
2022-08-10,557.7404174804688
2022-08-11,552.4814453125
