Date,SUZB3.SA
2015-08-24,17.28140640258789
2015-08-25,17.28140640258789
2015-08-26,17.28140640258789
2015-08-27,17.28140640258789
2015-08-28,17.28140640258789
2015-08-31,17.28140640258789
2015-09-01,17.28140640258789
2015-09-02,17.28140640258789
2015-09-03,17.28140640258789
2015-09-04,17.28140640258789
2015-09-08,17.28140640258789
2015-09-09,17.28140640258789
2015-09-10,17.28140640258789
2015-09-11,17.28140640258789
2015-09-14,17.28140640258789
2015-09-15,17.28140640258789
2015-09-16,17.28140640258789
2015-09-17,17.28140640258789
2015-09-18,17.28140640258789
2015-09-21,17.28140640258789
2015-09-22,17.28140640258789
2015-09-23,17.28140640258789
2015-09-24,17.28140640258789
2015-09-25,17.28140640258789
2015-09-28,17.28140640258789
2015-09-29,17.28140640258789
2015-09-30,17.28140640258789
2015-10-01,17.28140640258789
2015-10-02,17.28140640258789
2015-10-05,17.28140640258789
2015-10-06,17.28140640258789
2015-10-07,17.28140640258789
2015-10-08,17.28140640258789
2015-10-09,17.28140640258789
2015-10-13,17.28140640258789
2015-10-14,17.28140640258789
2015-10-15,17.28140640258789
2015-10-16,17.28140640258789
2015-10-19,17.28140640258789
2015-10-20,17.28140640258789
2015-10-21,17.28140640258789
2015-10-22,17.28140640258789
2015-10-23,17.28140640258789
2015-10-26,17.28140640258789
2015-10-27,17.28140640258789
2015-10-28,17.28140640258789
2015-10-29,17.28140640258789
2015-10-30,17.28140640258789
2015-11-03,17.28140640258789
2015-11-04,17.28140640258789
2015-11-05,17.28140640258789
2015-11-06,17.28140640258789
2015-11-09,17.28140640258789
2015-11-10,17.28140640258789
2015-11-11,17.28140640258789
2015-11-12,17.28140640258789
2015-11-13,17.371143341064453
2015-11-16,17.371143341064453
2015-11-17,17.371143341064453
2015-11-18,17.371143341064453
2015-11-19,17.371143341064453
2015-11-23,17.371143341064453
2015-11-24,17.371143341064453
2015-11-25,17.371143341064453
2015-11-26,17.371143341064453
2015-11-27,17.371143341064453
2015-11-30,17.371143341064453
2015-12-01,17.371143341064453
2015-12-02,17.371143341064453
2015-12-03,17.371143341064453
2015-12-04,17.371143341064453
2015-12-07,17.371143341064453
2015-12-08,17.371143341064453
2015-12-09,17.371143341064453
2015-12-10,17.371143341064453
2015-12-11,17.371143341064453
2015-12-14,17.371143341064453
2015-12-15,17.371143341064453
2015-12-16,17.371143341064453
2015-12-17,17.371143341064453
2015-12-18,17.371143341064453
2015-12-21,17.371143341064453
2015-12-22,17.371143341064453
2015-12-23,17.371143341064453
2015-12-28,17.371143341064453
2015-12-29,17.371143341064453
2015-12-30,17.371143341064453
2016-01-04,17.371143341064453
2016-01-05,17.371143341064453
2016-01-06,17.371143341064453
2016-01-07,17.371143341064453
2016-01-08,17.371143341064453
2016-01-11,17.371143341064453
2016-01-12,17.371143341064453
2016-01-13,17.371143341064453
2016-01-14,17.371143341064453
2016-01-15,17.371143341064453
2016-01-18,17.371143341064453
2016-01-19,17.371143341064453
2016-01-20,17.371143341064453
2016-01-21,17.371143341064453
2016-01-22,17.371143341064453
2016-01-26,17.371143341064453
2016-01-27,17.371143341064453
2016-01-28,17.371143341064453
2016-01-29,17.371143341064453
2016-02-01,17.371143341064453
2016-02-02,17.371143341064453
2016-02-03,17.371143341064453
2016-02-04,17.371143341064453
2016-02-05,17.371143341064453
2016-02-10,17.371143341064453
2016-02-11,17.371143341064453
2016-02-12,17.371143341064453
2016-02-15,17.371143341064453
2016-02-16,17.371143341064453
2016-02-17,17.371143341064453
2016-02-18,17.371143341064453
2016-02-19,17.371143341064453
2016-02-22,17.371143341064453
2016-02-23,17.371143341064453
2016-02-24,17.371143341064453
2016-02-25,17.371143341064453
2016-02-26,17.371143341064453
2016-02-29,17.371143341064453
2016-03-01,17.371143341064453
2016-03-02,17.371143341064453
2016-03-03,17.371143341064453
2016-03-04,17.371143341064453
2016-03-07,17.371143341064453
2016-03-08,17.371143341064453
2016-03-09,17.371143341064453
2016-03-10,17.371143341064453
2016-03-11,17.371143341064453
2016-03-14,17.371143341064453
2016-03-15,17.371143341064453
2016-03-16,17.371143341064453
2016-03-17,17.371143341064453
2016-03-18,17.371143341064453
2016-03-21,17.371143341064453
2016-03-22,17.371143341064453
2016-03-23,17.371143341064453
2016-03-24,17.371143341064453
2016-03-28,17.371143341064453
2016-03-29,17.371143341064453
2016-03-30,17.371143341064453
2016-03-31,17.371143341064453
2016-04-01,17.371143341064453
2016-04-04,17.371143341064453
