Date,ALB
2015-08-03,46.2442741394043
2015-08-04,46.5393180847168
2015-08-05,46.218238830566406
2015-08-06,44.925235748291016
2015-08-07,44.4653205871582
2015-08-10,45.723594665527344
2015-08-11,45.12481689453125
2015-08-12,44.361183166503906
2015-08-13,43.75373077392578
2015-08-14,44.352508544921875
2015-08-17,44.925235748291016
2015-08-18,44.352508544921875
2015-08-19,43.285133361816406
2015-08-20,42.79916000366211
2015-08-21,40.62101745605469
2015-08-24,38.47759246826172
2015-08-25,37.14120101928711
2015-08-26,37.37549591064453
2015-08-27,39.163143157958984
2015-08-28,39.310665130615234
2015-08-31,39.23256301879883
2015-09-01,37.1845817565918
2015-09-02,37.08045959472656
2015-09-03,37.20194625854492
2015-09-04,36.82012176513672
2015-09-08,37.332115173339844
2015-09-09,37.340797424316406
2015-09-10,37.14120101928711
2015-09-11,36.446983337402344
2015-09-14,36.59553527832031
2015-09-15,38.683956146240234
2015-09-16,39.09465408325195
2015-09-17,39.36552429199219
2015-09-18,39.9422492980957
2015-09-21,40.5451774597168
2015-09-22,39.9422492980957
2015-09-23,39.592716217041016
2015-09-24,39.51409149169922
2015-09-25,39.43544006347656
2015-09-28,36.508140563964844
2015-09-29,37.16350555419922
2015-09-30,38.535400390625
2015-10-01,39.47040939331055
2015-10-02,40.32674789428711
2015-10-05,41.445228576660156
2015-10-06,41.602500915527344
2015-10-07,42.738468170166016
2015-10-08,44.18901824951172
2015-10-09,44.320072174072266
2015-10-12,44.13657760620117
2015-10-13,43.918121337890625
2015-10-14,44.9492301940918
2015-10-15,44.97544860839844
2015-10-16,45.83179473876953
2015-10-19,45.665775299072266
2015-10-20,45.52594757080078
2015-10-21,44.7220458984375
2015-10-22,45.77936553955078
2015-10-23,45.94540023803711
2015-10-26,46.03276824951172
2015-10-27,45.377418518066406
2015-10-28,46.81920623779297
2015-10-29,47.43961715698242
2015-10-30,46.766788482666016
2015-11-02,47.39592742919922
2015-11-03,47.77166748046875
2015-11-04,47.37845230102539
2015-11-05,43.192848205566406
2015-11-06,44.28512954711914
2015-11-09,43.621028900146484
2015-11-10,43.32394027709961
2015-11-11,42.729736328125
2015-11-12,40.999576568603516
2015-11-13,41.61124801635742
2015-11-16,41.92581558227539
2015-11-17,42.397682189941406
2015-11-18,44.39872741699219
2015-11-19,44.29388427734375
2015-11-20,45.15020751953125
2015-11-23,45.534706115722656
2015-11-24,46.32112121582031
2015-11-25,46.22500228881836
2015-11-27,46.408512115478516
2015-11-30,46.801734924316406
2015-12-01,46.268699645996094
2015-12-02,45.683250427246094
2015-12-03,46.16385269165039
2015-12-04,46.30365753173828
2015-12-07,44.652130126953125
2015-12-08,43.49870681762695
2015-12-09,43.708404541015625
2015-12-10,43.000614166259766
2015-12-11,42.14799118041992
2015-12-14,41.98097610473633
2015-12-15,42.7896614074707
2015-12-16,45.558509826660156
2015-12-17,46.07711410522461
2015-12-18,44.98716354370117
2015-12-21,45.23328399658203
2015-12-22,47.738433837890625
2015-12-23,49.47884750366211
2015-12-24,49.17998123168945
2015-12-28,49.88318634033203
2015-12-29,49.865596771240234
2015-12-30,49.522796630859375
2015-12-31,49.23272705078125
2016-01-04,48.8283805847168
2016-01-05,48.08122253417969
2016-01-06,45.980430603027344
2016-01-07,43.90598678588867
2016-01-08,43.0797233581543
2016-01-11,42.22709655761719
2016-01-12,43.02699661254883
2016-01-13,41.93702697753906
2016-01-14,42.98304748535156
2016-01-15,42.11283493041992
2016-01-19,42.56111526489258
2016-01-20,42.20073318481445
2016-01-21,43.44889831542969
2016-01-22,45.08384323120117
2016-01-25,43.9323616027832
2016-01-26,45.602455139160156
2016-01-27,44.767398834228516
2016-01-28,45.496978759765625
2016-01-29,46.27048873901367
2016-02-01,46.42871856689453
2016-02-02,45.58488082885742
2016-02-03,47.04401397705078
2016-02-04,45.66398239135742
2016-02-05,45.30359649658203
2016-02-08,42.8863525390625
2016-02-09,43.853248596191406
2016-02-10,44.02904510498047
2016-02-11,44.02904510498047
2016-02-12,45.1629524230957
2016-02-16,45.989219665527344
2016-02-17,46.384761810302734
2016-02-18,47.931793212890625
2016-02-19,47.88785171508789
2016-02-22,48.19551086425781
2016-02-23,46.2880744934082
2016-02-24,46.85942459106445
2016-02-25,48.7316780090332
2016-02-26,49.71615982055664
2016-02-29,49.41731643676758
2016-03-01,51.562076568603516
2016-03-02,50.72701644897461
2016-03-03,50.296295166015625
2016-03-04,52.01036071777344
2016-03-07,51.68513107299805
2016-03-08,51.40385055541992
2016-03-09,52.95089340209961
2016-03-10,52.1949462890625
2016-03-11,53.82987976074219
2016-03-14,53.02156448364258
2016-03-15,52.288360595703125
2016-03-16,54.43501281738281
2016-03-17,55.15055847167969
2016-03-18,54.22300338745117
2016-03-21,54.45267868041992
2016-03-22,54.91205596923828
2016-03-23,54.23183059692383
2016-03-24,54.70003128051758
2016-03-28,54.876712799072266
2016-03-29,55.61875915527344
2016-03-30,56.52866744995117
2016-03-31,56.47565841674805
2016-04-01,57.59756851196289
2016-04-04,57.71242141723633
2016-04-05,56.97917938232422
2016-04-06,58.330787658691406
2016-04-07,57.14704895019531
2016-04-08,57.28837966918945
2016-04-11,57.6417350769043
2016-04-12,57.68592071533203
2016-04-13,57.4208984375
2016-04-14,57.81843566894531
2016-04-15,57.74775695800781
2016-04-18,57.853759765625
2016-04-19,57.721248626708984
2016-04-20,57.9951057434082
2016-04-21,57.98626708984375
2016-04-22,58.51631546020508
2016-04-25,58.82548522949219
2016-04-26,59.85908508300781
2016-04-27,59.94741439819336
2016-04-28,58.675315856933594
2016-04-29,58.445648193359375
2016-05-02,59.982757568359375
2016-05-03,59.479225158691406
2016-05-04,58.82548522949219
2016-05-05,59.276031494140625
2016-05-06,60.62763214111328
2016-05-09,59.4350471496582
2016-05-10,59.94741439819336
2016-05-11,65.9457015991211
2016-05-12,67.0234375
2016-05-13,67.27963256835938
2016-05-16,68.73722839355469
2016-05-17,67.28844451904297
2016-05-18,67.28844451904297
2016-05-19,66.93509674072266
2016-05-20,67.45628356933594
2016-05-23,67.46513366699219
2016-05-24,67.43862915039062
2016-05-25,69.67362976074219
2016-05-26,69.82381439208984
2016-05-27,70.75138092041016
2016-05-31,69.34678649902344
2016-06-01,70.38917541503906
2016-06-02,70.53052520751953
2016-06-03,70.67186737060547
2016-06-06,71.51993560791016
2016-06-07,71.81147766113281
2016-06-08,71.74077606201172
2016-06-09,70.90157318115234
2016-06-10,70.52169036865234
2016-06-13,69.30237579345703
2016-06-14,69.5240478515625
2016-06-15,70.68575286865234
2016-06-16,70.93405151367188
2016-06-17,73.42591094970703
2016-06-20,73.61215209960938
2016-06-21,74.153076171875
2016-06-22,73.88703155517578
2016-06-23,74.84477996826172
2016-06-24,70.03838348388672
2016-06-27,66.81048583984375
2016-06-28,69.42650604248047
2016-06-29,70.16252136230469
2016-06-30,70.33101654052734
2016-07-01,72.11346435546875
2016-07-05,70.85424041748047
2016-07-06,71.7055435180664
