Date,HRL
2015-08-03,23.49100685119629
2015-08-04,23.834888458251953
2015-08-05,24.03252601623535
2015-08-06,23.826990127563477
2015-08-07,23.807218551635742
2015-08-10,24.056241989135742
2015-08-11,23.898136138916016
2015-08-12,24.068103790283203
2015-08-13,23.913942337036133
2015-08-14,24.194589614868164
2015-08-17,24.24597930908203
2015-08-18,23.913942337036133
2015-08-19,24.198543548583984
2015-08-20,25.135334014892578
2015-08-21,24.26178741455078
2015-08-24,23.451480865478516
2015-08-25,23.23407745361328
2015-08-26,23.894189834594727
2015-08-27,24.26178741455078
2015-08-28,24.309219360351562
2015-08-31,24.15110969543457
2015-09-01,23.57796287536621
2015-09-02,23.969280242919922
2015-09-03,24.182727813720703
2015-09-04,23.981142044067383
2015-09-08,24.54242706298828
2015-09-09,24.135299682617188
2015-09-10,24.115537643432617
2015-09-11,24.396181106567383
2015-09-14,24.2657413482666
2015-09-15,24.49894905090332
2015-09-16,24.83098030090332
2015-09-17,24.574050903320312
2015-09-18,24.143205642700195
2015-09-21,24.198543548583984
2015-09-22,23.846750259399414
2015-09-23,23.993003845214844
2015-09-24,24.190631866455078
2015-09-25,24.581951141357422
2015-09-28,24.289453506469727
2015-09-29,24.41989517211914
2015-09-30,25.024660110473633
2015-10-01,24.985130310058594
2015-10-02,25.368549346923828
2015-10-05,25.82706069946289
2015-10-06,25.21043586730957
2015-10-07,25.30135154724121
2015-10-08,25.744049072265625
2015-10-09,25.85868263244629
2015-10-12,26.24604606628418
2015-10-13,26.04446792602539
2015-10-14,25.574081420898438
2015-10-15,25.74868392944336
2015-10-16,26.149457931518555
2015-10-19,26.320083618164062
2015-10-20,26.16533088684082
2015-10-21,26.43118667602539
2015-10-22,27.17717742919922
2015-10-23,27.113693237304688
2015-10-26,26.831958770751953
2015-10-27,26.522445678710938
2015-10-28,26.835927963256836
2015-10-29,26.915292739868164
2015-10-30,26.80418586730957
2015-11-02,26.792274475097656
2015-11-03,26.891483306884766
2015-11-04,26.673236846923828
2015-11-05,26.824024200439453
2015-11-06,26.43912124633789
2015-11-09,26.423246383666992
2015-11-10,26.609743118286133
2015-11-11,26.728790283203125
2015-11-12,26.35976219177246
2015-11-13,26.256593704223633
2015-11-16,26.907350540161133
2015-11-17,26.835927963256836
2015-11-18,27.161312103271484
2015-11-19,27.316057205200195
2015-11-20,27.050199508666992
2015-11-23,27.482717514038086
2015-11-24,28.30013084411621
2015-11-25,29.185009002685547
2015-11-27,29.76435089111328
2015-11-30,29.728647232055664
2015-12-01,29.96275520324707
2015-12-02,29.95085334777832
2015-12-03,30.06195640563965
2015-12-04,30.788103103637695
2015-12-07,30.736515045166016
2015-12-08,30.839691162109375
2015-12-09,30.557958602905273
2015-12-10,30.565895080566406
2015-12-11,30.72858428955078
2015-12-14,30.94286346435547
2015-12-15,30.954771041870117
2015-12-16,31.680904388427734
2015-12-17,31.542024612426758
2015-12-18,31.264278411865234
2015-12-21,31.609493255615234
2015-12-22,31.9467716217041
2015-12-23,31.64520263671875
2015-12-24,31.672990798950195
2015-12-28,31.74836540222168
2015-12-29,31.94281578063965
2015-12-30,31.609493255615234
2015-12-31,31.379350662231445
2016-01-04,31.038097381591797
2016-01-05,31.669021606445312
2016-01-06,31.776138305664062
2016-01-07,31.200782775878906
2016-01-08,31.018251419067383
2016-01-11,30.966659545898438
2016-01-12,31.549985885620117
2016-01-13,31.12539291381836
2016-01-14,31.400205612182617
2016-01-15,30.31688690185547
2016-01-19,30.62754249572754
2016-01-20,30.093852996826172
2016-01-21,29.66371726989746
2016-01-22,30.261131286621094
2016-01-25,30.077919006347656
2016-01-26,30.599674224853516
2016-01-27,30.51204490661621
2016-01-28,31.197080612182617
2016-01-29,32.02549362182617
2016-02-01,32.66672897338867
2016-02-02,32.39191436767578
2016-02-03,31.830345153808594
2016-02-04,31.236900329589844
2016-02-05,31.440032958984375
2016-02-08,32.419795989990234
2016-02-09,33.00128173828125
