Date,ERIE
2015-08-03,68.74942779541016
2015-08-04,68.7812728881836
2015-08-05,68.59024047851562
2015-08-06,68.2002182006836
2015-08-07,68.61412811279297
2015-08-10,68.38328552246094
2015-08-11,68.4708251953125
2015-08-12,67.77832794189453
2015-08-13,68.2081527709961
2015-08-14,69.08375549316406
2015-08-17,69.67276763916016
2015-08-18,69.90359497070312
2015-08-19,69.7364501953125
2015-08-20,68.86884307861328
2015-08-21,67.2768325805664
2015-08-24,64.92072296142578
2015-08-25,63.909828186035156
2015-08-26,65.20728302001953
2015-08-27,65.79633331298828
2015-08-28,65.8122329711914
2015-08-31,65.2470703125
2015-09-01,63.96554946899414
2015-09-02,65.2470703125
2015-09-03,64.45111083984375
2015-09-04,63.51183319091797
2015-09-08,64.22824096679688
2015-09-09,63.870033264160156
2015-09-10,64.02923583984375
2015-09-11,64.10882568359375
2015-09-14,63.870033264160156
2015-09-15,63.76655578613281
2015-09-16,64.02127838134766
2015-09-17,64.53069305419922
2015-09-18,64.41130065917969
2015-09-21,65.048095703125
2015-09-22,64.30782318115234
2015-09-23,64.39537811279297
2015-09-24,64.11677551269531
2015-09-25,64.83317565917969
2015-09-28,64.57847595214844
2015-09-29,65.0401382446289
2015-09-30,66.01921844482422
2015-10-01,65.30571746826172
2015-10-02,65.35385131835938
2015-10-05,66.54169464111328
2015-10-06,66.15645599365234
2015-10-07,66.85470581054688
2015-10-08,67.75354766845703
2015-10-09,67.80974578857422
2015-10-12,67.81777954101562
2015-10-13,67.57698059082031
2015-10-14,66.5577163696289
2015-10-15,67.48069763183594
2015-10-16,68.29127502441406
2015-10-19,68.94137573242188
2015-10-20,69.46306610107422
2015-10-21,69.03770446777344
2015-10-22,69.99275207519531
2015-10-23,69.78408813476562
2015-10-26,70.12920379638672
2015-10-27,70.18537902832031
2015-10-28,70.75518798828125
2015-10-29,71.64605712890625
2015-10-30,70.19342041015625
2015-11-02,69.7038345336914
2015-11-03,70.0730209350586
2015-11-04,69.52728271484375
2015-11-05,69.98475646972656
2015-11-06,69.97673034667969
2015-11-09,69.43096160888672
2015-11-10,70.016845703125
2015-11-11,70.76324462890625
2015-11-12,69.71185302734375
2015-11-13,69.6235580444336
2015-11-16,71.96710968017578
2015-11-17,72.68943786621094
2015-11-18,73.4679183959961
2015-11-19,72.87401580810547
2015-11-20,73.45184326171875
2015-11-23,73.7648696899414
2015-11-24,73.4759521484375
2015-11-25,74.16619110107422
2015-11-27,74.0136489868164
2015-11-30,77.31226348876953
2015-12-01,78.16300201416016
2015-12-02,78.84516906738281
2015-12-03,78.62847900390625
2015-12-04,79.84841918945312
2015-12-07,80.70716094970703
2015-12-08,79.34280395507812
2015-12-09,78.98965454101562
2015-12-10,77.87407684326172
2015-12-11,77.36042022705078
2015-12-14,77.46476745605469
2015-12-15,77.77778625488281
2015-12-16,78.6445541381836
2015-12-17,78.63651275634766
2015-12-18,75.44222259521484
2015-12-21,76.63008117675781
2015-12-22,77.80183410644531
2015-12-23,77.24002075195312
2015-12-24,77.9463119506836
2015-12-28,78.66862487792969
2015-12-29,79.11003112792969
2015-12-30,78.56430053710938
2015-12-31,77.335205078125
2016-01-04,76.29210662841797
2016-01-05,75.88780975341797
2016-01-06,76.06568145751953
2016-01-07,75.13579559326172
2016-01-08,74.34334564208984
2016-01-11,74.17351531982422
2016-01-12,74.79617309570312
2016-01-13,73.65605163574219
2016-01-14,74.82852172851562
2016-01-15,74.06033325195312
2016-01-19,75.25708770751953
2016-01-20,73.66410827636719
2016-01-21,73.93098449707031
2016-01-22,75.73416900634766
2016-01-25,74.6991195678711
2016-01-26,75.70989227294922
2016-01-27,75.12769317626953
2016-01-28,75.9928970336914
2016-01-29,77.71524047851562
2016-02-01,77.9820785522461
2016-02-02,77.37565612792969
2016-02-03,77.35945129394531
2016-02-04,77.16537475585938
2016-02-05,77.21391296386719
2016-02-08,78.30552673339844
2016-02-09,78.08719635009766
2016-02-10,78.0629653930664
2016-02-11,76.78534698486328
2016-02-12,78.41874694824219
2016-02-16,79.38904571533203
2016-02-17,78.88772583007812
2016-02-18,79.3567123413086
2016-02-19,79.19500732421875
2016-02-22,79.17074584960938
2016-02-23,80.35940551757812
2016-02-24,81.01436614990234
2016-02-25,81.2892837524414
2016-02-26,76.28401184082031
2016-02-29,76.01717376708984
2016-03-01,78.11146545410156
2016-03-02,77.28667449951172
2016-03-03,77.89315795898438
2016-03-04,77.83654022216797
2016-03-07,72.7099609375
2016-03-08,73.42963409423828
2016-03-09,73.41346740722656
2016-03-10,72.79891204833984
2016-03-11,73.73690032958984
2016-03-14,72.92021179199219
2016-03-15,73.85011291503906
2016-03-16,73.33258056640625
2016-03-17,74.88511657714844
2016-03-18,75.57244110107422
2016-03-21,74.51316833496094
2016-03-22,74.8608627319336
2016-03-23,74.59403228759766
2016-03-24,74.09268188476562
2016-03-28,74.81237030029297
2016-03-29,75.70989227294922
2016-03-30,76.13847351074219
2016-03-31,75.1923828125
2016-04-01,75.81503295898438
2016-04-04,75.57054901123047
2016-04-05,74.37255859375
2016-04-06,74.82077026367188
2016-04-07,73.83467864990234
2016-04-08,74.46218872070312
2016-04-11,74.18511962890625
2016-04-12,74.7066879272461
2016-04-13,75.44012451171875
2016-04-14,75.17937469482422
2016-04-15,75.11416625976562
2016-04-18,76.4588394165039
2016-04-19,76.47511291503906
2016-04-20,76.29582214355469
2016-04-21,74.11994934082031
2016-04-22,74.79632568359375
2016-04-25,74.79632568359375
2016-04-26,74.90227508544922
2016-04-27,75.84761810302734
2016-04-28,74.5518569946289
2016-04-29,76.92335510253906
2016-05-02,77.200439453125
2016-05-03,77.38787078857422
2016-05-04,77.27378845214844
2016-05-05,77.8768539428711
2016-05-06,77.08634185791016
2016-05-09,78.30062866210938
2016-05-10,78.3658218383789
2016-05-11,78.14578247070312
2016-05-12,79.14817810058594
2016-05-13,79.02593231201172
2016-05-16,78.80589294433594
2016-05-17,77.77906799316406
2016-05-18,78.2598648071289
2016-05-19,78.1131820678711
2016-05-20,78.98519134521484
2016-05-23,78.48807525634766
2016-05-24,79.2378158569336
