Date,ALIV-SDB.ST
2016-11-28,923.3709716796875
2016-11-29,928.7366333007812
2016-11-30,941.4190063476562
2016-12-01,946.296875
2016-12-02,933.6146240234375
2016-12-05,928.7366333007812
2016-12-06,941.4190063476562
2016-12-07,953.1259765625
2016-12-08,971.6614990234375
2016-12-09,982.3927001953125
2016-12-12,978.4906616210938
2016-12-13,987.2704467773438
2016-12-14,990.197265625
2016-12-15,999.9530029296875
2016-12-16,998.9771728515625
2016-12-19,988.2462158203125
2016-12-20,1009.7083129882812
2016-12-21,1018.48876953125
2016-12-22,1004.8306884765625
2016-12-23,999.9530029296875
2016-12-27,1015.5616455078125
2016-12-28,1014.5864868164062
2016-12-29,1014.5864868164062
2016-12-30,1002.8795166015625
2017-01-02,1030.1951904296875
2017-01-03,1022.3908081054688
2017-01-04,1009.7083129882812
2017-01-05,1011.659423828125
2017-01-09,989.2216796875
2017-01-10,994.0994262695312
2017-01-11,1008.7330322265625
2017-01-12,982.3927001953125
2017-01-13,1007.757568359375
2017-01-16,1002.8795166015625
2017-01-17,986.2950439453125
2017-01-18,986.2950439453125
2017-01-19,987.2704467773438
2017-01-20,987.2704467773438
2017-01-23,970.1981811523438
2017-01-24,979.4661254882812
2017-01-25,995.0750732421875
2017-01-26,1001.9039306640625
2017-01-27,988.2462158203125
2017-01-30,977.5147705078125
2017-01-31,982.3927001953125
2017-02-01,984.3438110351562
2017-02-02,908.25
2017-02-03,898.00634765625
2017-02-06,885.8118896484375
2017-02-07,897.5184936523438
2017-02-08,894.5919189453125
2017-02-09,915.0787353515625
2017-02-10,915.0787353515625
2017-02-13,931.6634521484375
2017-02-14,932.33056640625
2017-02-15,944.10107421875
2017-02-16,929.8779296875
2017-02-17,918.1075439453125
2017-02-20,920.559814453125
2017-02-21,926.445068359375
2017-02-22,926.445068359375
2017-02-23,927.4259643554688
2017-02-24,922.0311279296875
2017-02-27,924.4833374023438
2017-02-28,929.8779296875
2017-03-01,935.7637329101562
2017-03-02,925.464111328125
2017-03-03,918.5979614257812
2017-03-06,905.3561401367188
2017-03-07,904.8657836914062
2017-03-08,903.3941650390625
2017-03-09,906.3370971679688
2017-03-10,917.1267700195312
2017-03-13,931.8399658203125
2017-03-14,918.1075439453125
2017-03-15,914.6744384765625
2017-03-16,909.77001953125
2017-03-17,898.980224609375
2017-03-20,900.4515991210938
2017-03-21,883.2860717773438
2017-03-22,875.4391479492188
2017-03-23,875.4391479492188
2017-03-24,882.3052978515625
2017-03-27,873.4775390625
2017-03-28,878.3818359375
2017-03-29,886.7192993164062
2017-03-30,880.833984375
2017-03-31,900.4515991210938
2017-04-03,882.3052978515625
2017-04-04,862.6875610351562
2017-04-05,859.7449340820312
2017-04-06,856.3118286132812
2017-04-07,863.1781616210938
2017-04-10,869.5537719726562
2017-04-11,863.6685791015625
2017-04-12,861.7067260742188
2017-04-13,856.3118286132812
2017-04-18,857.2927856445312
2017-04-19,870.5347290039062
2017-04-20,873.9678955078125
2017-04-21,881.8148193359375
2017-04-24,886.7192993164062
2017-04-25,894.075927734375
2017-04-26,906.8273315429688
2017-04-27,920.0692749023438
2017-04-28,869.5537719726562
2017-05-02,852.8787841796875
2017-05-03,869.0633544921875
2017-05-04,887.7001342773438
2017-05-05,897.9993286132812
2017-05-08,892.1141357421875
2017-05-09,899.961181640625
2017-05-10,903.8845825195312
2017-05-11,896.0377197265625
2017-05-12,892.1141357421875
2017-05-15,891.1332397460938
2017-05-16,892.6046142578125
2017-05-17,890.1525268554688
2017-05-18,890.1525268554688
2017-05-19,900.942138671875
2017-05-22,911.731689453125
2017-05-23,919.0885620117188
2017-05-24,923.5023803710938
2017-05-26,934.2921142578125
2017-05-29,936.744384765625
2017-05-30,940.6679077148438
2017-05-31,939.68701171875
2017-06-01,965.6805419921875
2017-06-02,973.037109375
2017-06-05,976.4703369140625
2017-06-06,976.4703369140625
2017-06-07,975.489501953125
2017-06-08,960.7760009765625
2017-06-09,958.3240356445312
2017-06-12,955.87158203125
2017-06-13,954.8907470703125
2017-06-14,945.5723876953125
2017-06-15,950.9671020507812
2017-06-16,933.311279296875
2017-06-19,943.1200561523438
2017-06-20,940.6679077148438
2017-06-21,930.8590087890625
2017-06-22,931.3497314453125
2017-06-23,931.3497314453125
2017-06-26,928.8972778320312
2017-06-27,915.6553955078125
2017-06-28,910.7510986328125
2017-06-29,903.3941650390625
2017-06-30,906.3370971679688
2017-07-03,927.9165649414062
2017-07-04,919.0885620117188
2017-07-05,943.6105346679688
2017-07-06,939.68701171875
2017-07-07,940.6679077148438
2017-07-10,948.0244140625
2017-07-11,949.4959106445312
2017-07-12,956.3619995117188
2017-07-13,953.9098510742188
2017-07-14,947.533935546875
2017-07-17,951.9480590820312
2017-07-18,949.9862670898438
2017-07-19,948.0244140625
2017-07-20,938.2156372070312
2017-07-21,863.1781616210938
2017-07-24,869.0633544921875
2017-07-25,882.795654296875
2017-07-26,877.8914184570312
2017-07-27,879.3626098632812
2017-07-28,866.1205444335938
2017-07-31,857.7832641601562
2017-08-01,856.8023071289062
2017-08-02,860.2353515625
2017-08-03,855.3310546875
2017-08-04,866.1205444335938
2017-08-07,869.0633544921875
2017-08-08,875.4391479492188
2017-08-09,869.0633544921875
2017-08-10,858.7640380859375
2017-08-11,855.3310546875
2017-08-14,868.5728759765625
2017-08-15,862.6875610351562
2017-08-16,862.1971435546875
2017-08-17,854.8406372070312
2017-08-18,839.1464233398438
2017-08-21,836.6942138671875
2017-08-22,837.1846923828125
2017-08-23,836.6942138671875
2017-08-24,832.7706909179688
2017-08-25,828.3566284179688
2017-08-28,830.3184814453125
2017-08-29,823.9428100585938
2017-08-30,841.5986938476562
2017-08-31,844.5413208007812
2017-09-01,855.8213500976562
2017-09-04,857.7832641601562
2017-09-05,858.273681640625
2017-09-06,842.089111328125
2017-09-07,848.4649658203125
2017-09-08,855.3310546875
2017-09-11,867.592041015625
2017-09-12,876.910400390625
2017-09-13,887.2098388671875
2017-09-14,987.7503051757812
2017-09-15,979.4130249023438
2017-09-18,955.87158203125
2017-09-19,946.55322265625
2017-09-20,952.9290161132812
2017-09-21,966.1707763671875
2017-09-22,975.979736328125
2017-09-25,982.845947265625
2017-09-26,999.5208740234375
2017-09-27,986.7694702148438
2017-09-28,983.8267822265625
2017-09-29,989.7120971679688
2017-10-02,982.845947265625
2017-10-03,987.7503051757812
2017-10-04,1001.4828491210938
2017-10-05,1005.40625
2017-10-06,1006.3872680664062
2017-10-09,1016.1956787109375
2017-10-10,1008.3488159179688
2017-10-11,1000.5017700195312
2017-10-12,1002.4636840820312
2017-10-13,1003.4444580078125
2017-10-16,1004.42529296875
2017-10-17,1004.42529296875
2017-10-18,1003.4444580078125
2017-10-19,985.7885131835938
2017-10-20,980.8841552734375
2017-10-23,987.7503051757812
2017-10-24,997.5592041015625
2017-10-25,985.7885131835938
2017-10-26,1004.42529296875
2017-10-27,1023.0621948242188
2017-10-30,1010.3104858398438
2017-10-31,1029.9281005859375
2017-11-01,1036.79443359375
2017-11-02,1036.79443359375
2017-11-03,1044.6417236328125
2017-11-06,1037.7755126953125
2017-11-07,1038.75634765625
2017-11-08,1023.0621948242188
2017-11-09,1017.177001953125
2017-11-10,1010.3104858398438
2017-11-13,1009.3298950195312
2017-11-14,1017.177001953125
2017-11-15,999.5208740234375
2017-11-16,990.6930541992188
2017-11-17,1000.5017700195312
2017-11-20,1025.02392578125
2017-11-21,1020.70556640625
2017-11-22,1017.76123046875
2017-11-23,1007.9466552734375
2017-11-24,1008.927978515625
2017-11-27,1018.7429809570312
2017-11-28,1037.39013671875
2017-11-29,1036.408447265625
2017-11-30,1042.2972412109375
2017-12-01,1052.1119384765625
2017-12-04,1062.907958984375
2017-12-05,1065.8521728515625
2017-12-06,1050.149169921875
2017-12-07,1063.8892822265625
2017-12-08,1072.7220458984375
2017-12-11,1067.815185546875
2017-12-12,1066.8331298828125
2017-12-13,1052.1119384765625
2017-12-14,1044.26025390625
2017-12-15,1053.0933837890625
2017-12-18,1067.815185546875
2017-12-19,1058.0003662109375
2017-12-20,1046.2230224609375
2017-12-21,1059.9632568359375
2017-12-22,1046.2230224609375
2017-12-27,1043.2789306640625
2017-12-28,1039.3531494140625
2017-12-29,1027.57568359375
2018-01-02,1019.7244873046875
2018-01-03,1031.9920654296875
2018-01-04,1041.316162109375
2018-01-05,1052.6025390625
2018-01-08,1062.4171142578125
2018-01-09,1070.75927734375
2018-01-10,1065.8521728515625
2018-01-11,1068.3060302734375
2018-01-12,1077.6295166015625
2018-01-15,1063.8892822265625
2018-01-16,1081.064453125
2018-01-17,1072.7220458984375
2018-01-18,1068.7967529296875
2018-01-19,1079.59228515625
2018-01-22,1071.25
2018-01-23,1080.57373046875
2018-01-24,1076.157470703125
2018-01-25,1056.0379638671875
2018-01-26,1060.945068359375
2018-01-29,1069.7781982421875
2018-01-30,1149.275390625
2018-01-31,1164.9786376953125
2018-02-01,1150.2567138671875
2018-02-02,1128.6650390625
2018-02-05,1123.2667236328125
2018-02-06,1103.6380615234375
2018-02-07,1144.3677978515625
2018-02-08,1109.0360107421875
2018-02-09,1094.3143310546875
2018-02-12,1125.7203369140625
2018-02-13,1112.470947265625
2018-02-14,1124.248291015625
2018-02-15,1134.062744140625
2018-02-16,1140.9329833984375
2018-02-19,1133.5721435546875
2018-02-20,1147.3123779296875
2018-02-21,1159.68505859375
2018-02-22,1162.1402587890625
2018-02-23,1171.9591064453125
2018-02-26,1176.3782958984375
2018-02-27,1185.7069091796875
2018-02-28,1178.341796875
2018-03-01,1148.883544921875
2018-03-02,1163.61279296875
2018-03-05,1202.399658203125
2018-03-06,1210.746337890625
2018-03-07,1224.4937744140625
2018-03-08,1217.1290283203125
2018-03-09,1219.09326171875
2018-03-12,1219.09326171875
2018-03-13,1209.7646484375
2018-03-14,1214.674072265625
2018-03-15,1202.890625
2018-03-16,1199.453857421875
2018-03-19,1191.1072998046875
2018-03-20,1198.4720458984375
2018-03-21,1217.1290283203125
2018-03-22,1200.92724609375
2018-03-23,1189.1435546875
2018-03-26,1186.19775390625
2018-03-27,1207.800537109375
2018-03-28,1165.085693359375
2018-03-29,1181.287841796875
2018-04-03,1209.7646484375
2018-04-04,1223.5118408203125
2018-04-05,1216.1470947265625
2018-04-06,1213.2010498046875
2018-04-09,1207.800537109375
2018-04-10,1226.94873046875
2018-04-11,1216.1470947265625
2018-04-12,1241.1871337890625
2018-04-13,1243.6414794921875
2018-04-16,1251.9884033203125
2018-04-17,1256.898193359375
2018-04-18,1259.843994140625
2018-04-19,1253.461181640625
2018-04-20,1246.5877685546875
2018-04-23,1258.8621826171875
2018-04-24,1247.5697021484375
2018-04-25,1227.4395751953125
2018-04-26,1237.259033203125
2018-04-27,1180.3062744140625
2018-04-30,1166.558349609375
2018-05-02,1213.2010498046875
2018-05-03,1197.4896240234375
2018-05-04,1208.78271484375
2018-05-07,1214.18310546875
2018-05-08,1215.656005859375
2018-05-09,1204.3636474609375
2018-05-11,1205.345947265625
2018-05-14,1217.1290283203125
2018-05-15,1243.1510009765625
2018-05-16,1243.1510009765625
2018-05-17,1258.3712158203125
2018-05-18,1268.1907958984375
2018-05-21,1294.2125244140625
2018-05-22,1282.0498046875
2018-05-23,1265.34912109375
2018-05-24,1261.41943359375
2018-05-25,1268.2962646484375
2018-05-28,1264.3668212890625
2018-05-29,1262.4013671875
2018-05-30,1247.17431640625
2018-05-31,1282.5411376953125
2018-06-01,1300.7158203125
2018-06-04,1312.504638671875
2018-06-05,1345.9068603515625
2018-06-06,1345.9068603515625
2018-06-07,1345.9068603515625
2018-06-08,1359.1695556640625
2018-06-11,1359.6605224609375
2018-06-12,1346.8890380859375
2018-06-13,1349.8365478515625
2018-06-14,1357.2047119140625
2018-06-15,1358.187255859375
2018-06-18,1375.3792724609375
2018-06-19,1354.2578125
2018-06-20,1370.9583740234375
2018-06-21,1334.1180419921875
2018-06-22,1334.1180419921875
2018-06-25,1290.4005126953125
2018-06-26,1280.085205078125
2018-06-27,1296.7862548828125
2018-06-28,1234.4029541015625
2018-06-29,905.5889892578125
2018-07-02,887.9056396484375
2018-07-03,882.797119140625
2018-07-04,878.6709594726562
2018-07-05,888.1019897460938
2018-07-06,890.8529052734375
2018-07-09,895.3718872070312
2018-07-10,896.3543701171875
2018-07-11,893.2106323242188
2018-07-12,912.2694702148438
2018-07-13,928.1846313476562
2018-07-16,919.5394287109375
2018-07-17,921.5039672851562
2018-07-18,925.4337768554688
2018-07-19,926.2197265625
2018-07-20,916.3956298828125
2018-07-23,902.4453125
2018-07-24,899.3016967773438
2018-07-25,869.436279296875
2018-07-26,889.2810668945312
2018-07-27,888.6915283203125
2018-07-30,880.0463256835938
2018-07-31,879.8499145507812
2018-08-01,868.4537353515625
2018-08-02,851.9490966796875
2018-08-03,857.25439453125
2018-08-06,862.9523315429688
2018-08-07,869.2396850585938
2018-08-08,863.5418090820312
2018-08-09,865.506591796875
2018-08-10,852.931640625
2018-08-13,844.8759155273438
2018-08-14,843.697021484375
2018-08-15,826.2100830078125
2018-08-16,833.283447265625
2018-08-17,828.1747436523438
2018-08-20,843.8934326171875
2018-08-21,834.4752197265625
2018-08-22,801.638916015625
2018-08-23,797.3131713867188
2018-08-24,802.228759765625
2018-08-27,815.4025268554688
2018-08-28,821.6946411132812
2018-08-29,826.8068237304688
2018-08-30,819.9248657226562
2018-08-31,800.2625732421875
2018-09-03,795.1502075195312
2018-09-04,794.3637084960938
2018-09-05,769.3922729492188
2018-09-06,766.8360595703125
2018-09-07,764.8699951171875
2018-09-10,755.2354125976562
2018-09-11,749.9266357421875
2018-09-12,753.4656982421875
2018-09-13,763.4935913085938
2018-09-14,781.5831298828125
2018-09-17,774.7012329101562
2018-09-18,765.6564331054688
2018-09-19,773.128173828125
2018-09-20,801.4423828125
2018-09-21,808.3240966796875
2018-09-24,790.6278076171875
2018-09-25,761.3308715820312
2018-09-26,770.37548828125
2018-09-27,765.6564331054688
2018-09-28,762.70703125
2018-10-01,762.9036865234375
2018-10-02,759.56103515625
2018-10-03,768.4092407226562
2018-10-04,748.943359375
2018-10-05,728.4944458007812
2018-10-08,734.9830322265625
2018-10-09,745.7974853515625
2018-10-10,722.0059204101562
2018-10-11,715.5170288085938
2018-10-12,704.113037109375
2018-10-15,710.994873046875
2018-10-16,720.6292724609375
2018-10-17,710.798095703125
2018-10-18,709.4218139648438
2018-10-19,699.0007934570312
2018-10-22,713.5509643554688
2018-10-23,719.8430786132812
2018-10-24,707.6522216796875
2018-10-25,707.2589721679688
2018-10-26,713.9441528320312
2018-10-29,780.7966918945312
2018-10-30,751.1061401367188
2018-10-31,746.5838623046875
2018-11-01,751.4996337890625
2018-11-02,776.6674194335938
2018-11-05,759.3645629882812
2018-11-06,761.9205932617188
2018-11-07,762.9036865234375
2018-11-08,762.9036865234375
2018-11-09,729.4776611328125
2018-11-12,731.0504150390625
2018-11-13,751.302978515625
2018-11-14,760.1510009765625
2018-11-15,738.718994140625
2018-11-16,744.2244262695312
2018-11-19,759.3645629882812
2018-11-20,747.9708251953125
2018-11-21,774.142822265625
2018-11-22,773.5525512695312
2018-11-23,782.998046875
2018-11-26,798.5440063476562
2018-11-27,782.6046752929688
2018-11-28,766.0748291015625
2018-11-29,767.4522705078125
2018-11-30,759.9744873046875
2018-12-03,792.0501098632812
2018-12-04,776.8978271484375
2018-12-05,762.13916015625
2018-12-06,715.6986083984375
2018-12-07,710.9755859375
2018-12-10,663.5511474609375
2018-12-11,700.1526489257812
2018-12-12,702.907470703125
2018-12-13,690.7070922851562
2018-12-14,664.1414184570312
2018-12-17,657.8442993164062
2018-12-18,656.2699584960938
2018-12-19,658.4346313476562
2018-12-20,640.5274047851562
2018-12-21,641.7083129882812
2018-12-27,612.5841064453125
2018-12-28,619.6685180664062
2019-01-02,619.8652954101562
2019-01-03,603.138671875
2019-01-04,615.3394165039062
2019-01-07,620.4556274414062
2019-01-08,650.1697387695312
2019-01-09,675.7515869140625
2019-01-10,672.9966430664062
2019-01-11,658.4346313476562
2019-01-14,673.7836303710938
2019-01-15,682.0485229492188
2019-01-16,692.08447265625
2019-01-17,681.851806640625
2019-01-18,699.759033203125
2019-01-21,692.6748657226562
2019-01-22,685.9843139648438
2019-01-23,678.3097534179688
2019-01-24,699.168701171875
2019-01-25,711.9595947265625
2019-01-28,724.1600341796875
2019-01-29,691.69091796875
2019-01-30,697.5943603515625
2019-01-31,708.4174194335938
2019-02-01,701.1364135742188
2019-02-04,694.2490844726562
2019-02-05,689.5263061523438
2019-02-06,708.4174194335938
2019-02-07,688.7391967773438
2019-02-08,668.864013671875
2019-02-11,670.4384155273438
2019-02-12,693.8556518554688
2019-02-13,695.2330322265625
2019-02-14,696.8072509765625
2019-02-15,713.337158203125
2019-02-18,731.4410400390625
2019-02-19,725.1439819335938
2019-02-20,747.5771484375
2019-02-21,740.3099365234375
2019-02-22,743.2640380859375
2019-02-25,754.8838500976562
2019-02-26,760.5951538085938
2019-02-27,753.7021484375
2019-02-28,741.294677734375
2019-03-01,753.1115112304688
2019-03-04,763.3523559570312
2019-03-05,760.7921142578125
2019-03-06,753.3082275390625
2019-03-07,731.2506713867188
2019-03-08,719.8279418945312
2019-03-11,724.75146484375
2019-03-12,717.8584594726562
2019-03-13,711.5562744140625
2019-03-14,699.9367065429688
2019-03-15,717.2676391601562
2019-03-18,709.5868530273438
2019-03-19,720.2218627929688
2019-03-20,693.4376220703125
2019-03-21,693.2406616210938
2019-03-22,679.8484497070312
2019-03-25,677.2882080078125
2019-03-26,668.62255859375
2019-03-27,672.5615844726562
2019-03-28,671.3798217773438
2019-03-29,669.607421875
2019-04-01,700.7244262695312
2019-04-02,706.23876953125
2019-04-03,727.7056274414062
2019-04-04,726.52392578125
2019-04-05,719.2371826171875
2019-04-08,718.44921875
2019-04-09,716.0859985351562
2019-04-10,721.7972412109375
2019-04-11,741.294677734375
2019-04-12,758.0348510742188
2019-04-15,758.4287109375
2019-04-16,755.277587890625
2019-04-17,765.9126586914062
2019-04-18,777.5321655273438
2019-04-23,779.3047485351562
2019-04-24,785.41015625
2019-04-25,756.8533935546875
2019-04-26,766.1095581054688
2019-04-29,772.21484375
2019-04-30,758.0348510742188
2019-05-02,740.5071411132812
2019-05-03,735.5833740234375
2019-05-06,725.93310546875
