Date,ALIV-SDB.ST
2015-08-24,767.0682373046875
2015-08-25,815.4893188476562
2015-08-26,796.7921142578125
2015-08-27,832.2689208984375
2015-08-28,826.9952392578125
2015-08-31,832.2689208984375
2015-09-01,805.9008178710938
2015-09-02,791.9977416992188
2015-09-03,817.886474609375
2015-09-04,803.5037231445312
2015-09-07,822.6806030273438
2015-09-08,830.8306884765625
2015-09-09,860.5545043945312
2015-09-10,838.0219116210938
2015-09-11,824.5982055664062
2015-09-14,832.2689208984375
2015-09-15,839.9396362304688
2015-09-16,858.1574096679688
2015-09-17,868.22509765625
2015-09-18,851.9248657226562
2015-09-21,862.47216796875
2015-09-22,829.8717651367188
2015-09-23,838.5012817382812
2015-09-24,800.1478881835938
2015-09-25,834.1866455078125
2015-09-28,824.5982055664062
2015-09-29,829.8717651367188
2015-09-30,870.1430053710938
2015-10-01,881.1696166992188
2015-10-02,871.1016235351562
2015-10-05,886.4429931640625
2015-10-06,878.2927856445312
2015-10-07,868.7046508789062
2015-10-08,885.4842529296875
2015-10-09,885.0048217773438
2015-10-12,897.4696655273438
2015-10-13,878.7723388671875
2015-10-14,869.663330078125
2015-10-15,889.3194580078125
2015-10-16,899.38720703125
2015-10-19,901.3048706054688
2015-10-20,917.6052856445312
2015-10-21,914.249267578125
2015-10-22,934.3848266601562
2015-10-23,985.6824340820312
2015-10-26,981.8468017578125
2015-10-27,984.7236328125
2015-10-28,985.6824340820312
2015-10-29,987.6002807617188
2015-10-30,982.8060913085938
2015-11-02,989.5177612304688
2015-11-03,986.6412963867188
2015-11-04,1019.2417602539062
2015-11-05,1038.41845703125
2015-11-06,1048.0064697265625
2015-11-09,1046.089111328125
2015-11-10,1038.41845703125
2015-11-11,1045.13037109375
2015-11-12,1024.994873046875
2015-11-13,1016.3649291992188
2015-11-16,1021.1594848632812
2015-11-17,1037.0460205078125
2015-11-18,1033.2086181640625
2015-11-19,1037.0460205078125
2015-11-20,1050.476806640625
2015-11-23,1047.5989990234375
2015-11-24,1036.086669921875
2015-11-25,1043.7615966796875
2015-11-26,1033.2086181640625
2015-11-27,1039.9239501953125
2015-11-30,1053.35498046875
2015-12-01,1058.1514892578125
2015-12-02,1068.704345703125
2015-12-03,1051.4361572265625
2015-12-04,1042.802001953125
2015-12-07,1049.517333984375
2015-12-08,1032.2490234375
2015-12-09,1041.8426513671875
2015-12-10,1040.8834228515625
2015-12-11,1005.387939453125
2015-12-14,990.9978637695312
2015-12-15,1006.3472290039062
2015-12-16,1016.8994750976562
2015-12-17,1027.453125
2015-12-18,1013.0623779296875
2015-12-21,1012.1032104492188
2015-12-22,1012.1032104492188
2015-12-23,1030.3306884765625
2015-12-28,1013.0623779296875
2015-12-29,1024.57470703125
2015-12-30,1029.37158203125
2016-01-04,987.1603393554688
2016-01-05,989.079345703125
2016-01-07,920.9660034179688
2016-01-08,909.4539184570312
2016-01-11,916.1693115234375
2016-01-12,928.6406860351562
2016-01-13,929.5999755859375
2016-01-14,887.3892822265625
2016-01-15,864.8446655273438
2016-01-18,860.0478515625
2016-01-19,868.2022705078125
2016-01-20,859.5682983398438
2016-01-21,879.7145385742188
2016-01-22,909.4539184570312
2016-01-25,924.8034057617188
2016-01-26,939.193603515625
2016-01-27,945.90869140625
2016-01-28,941.1122436523438
2016-01-29,844.6986694335938
2016-02-01,858.60888671875
2016-02-02,831.7474365234375
2016-02-03,805.8452758789062
2016-02-04,808.243408203125
2016-02-05,810.6419067382812
2016-02-08,779.9429931640625
2016-02-09,779.9429931640625
2016-02-10,813.0402221679688
2016-02-11,802.0076904296875
2016-02-12,837.9830932617188
2016-02-15,846.6170654296875
2016-02-16,847.5764770507812
2016-02-17,882.6720581054688
2016-02-18,888.9119873046875
2016-02-19,881.71240234375
2016-02-22,898.9912719726562
2016-02-23,887.9520874023438
2016-02-24,865.393310546875
2016-02-25,866.8330078125
2016-02-26,870.6727905273438
2016-02-29,887.9520874023438
2016-03-01,895.6315307617188
2016-03-02,903.791015625
2016-03-03,904.7509765625
2016-03-04,910.99072265625
2016-03-07,913.390625
2016-03-08,886.9920043945312
2016-03-09,901.3912963867188
2016-03-10,889.8716430664062
2016-03-11,911.950439453125
2016-03-14,910.99072265625
2016-03-15,906.6710205078125
2016-03-16,921.0702514648438
2016-03-17,903.3110961914062
2016-03-18,893.7116088867188
2016-03-21,891.791748046875
2016-03-22,902.8310546875
2016-03-23,893.7116088867188
2016-03-24,893.7116088867188
2016-03-29,904.7509765625
2016-03-30,931.629638671875
2016-03-31,926.3497924804688
2016-04-01,906.6710205078125
2016-04-04,893.2317504882812
2016-04-05,864.9133911132812
2016-04-06,872.1126708984375
2016-04-07,864.9133911132812
2016-04-08,874.5125732421875
2016-04-11,874.5125732421875
2016-04-12,880.2724609375
2016-04-13,888.9119873046875
2016-04-14,896.1115112304688
2016-04-15,888.9119873046875
2016-04-18,888.9119873046875
2016-04-19,896.1115112304688
2016-04-20,895.6315307617188
2016-04-21,890.8317260742188
2016-04-22,877.3925170898438
2016-04-25,879.312255859375
2016-04-26,879.312255859375
2016-04-27,887.4718017578125
2016-04-28,885.55224609375
2016-04-29,934.0294189453125
2016-05-02,949.8685302734375
2016-05-03,933.5494995117188
2016-05-04,949.3886108398438
2016-05-06,973.3873291015625
2016-05-09,973.3873291015625
2016-05-10,972.4274291992188
2016-05-11,981.0667724609375
2016-05-12,971.4674072265625
2016-05-13,979.14697265625
2016-05-16,982.986572265625
2016-05-17,979.8787841796875
2016-05-18,972.1631469726562
2016-05-19,961.5543823242188
2016-05-20,972.1631469726562
2016-05-23,974.0919799804688
2016-05-24,982.7719116210938
2016-05-25,990.4876708984375
2016-05-26,978.9143676757812
2016-05-27,989.5231323242188
2016-05-30,987.5943603515625
2016-05-31,975.0564575195312
2016-06-01,977.949951171875
2016-06-02,1002.0611572265625
2016-06-03,976.9854736328125
2016-06-07,983.736328125
2016-06-08,977.949951171875
2016-06-09,976.0209350585938
2016-06-10,970.234375
2016-06-13,958.1786499023438
2016-06-14,946.1231079101562
2016-06-15,961.0719604492188
2016-06-16,949.4987182617188
2016-06-17,966.3763427734375
2016-06-20,977.949951171875
2016-06-21,978.9143676757812
2016-06-22,982.7719116210938
2016-06-23,986.6298217773438
2016-06-27,885.3629760742188
2016-06-28,897.41845703125
2016-06-29,867.0383911132812
2016-06-30,868.4849243164062
2016-07-01,876.2006225585938
2016-07-04,861.73388671875
2016-07-05,852.5717163085938
2016-07-06,848.7138671875
2016-07-07,868.0028686523438
2016-07-08,893.0784301757812
2016-07-11,904.6517333984375
2016-07-12,909.4742431640625
2016-07-13,902.2406005859375
2016-07-14,913.81396484375
2016-07-15,909.9561157226562
2016-07-18,917.1895751953125
2016-07-19,920.5652465820312
2016-07-20,929.245361328125
2016-07-21,936.4786987304688
2016-07-22,863.662841796875
2016-07-25,880.540771484375
2016-07-26,896.4540405273438
2016-07-27,904.1695556640625
2016-07-28,869.9318237304688
2016-07-29,873.3073120117188
2016-08-01,875.7183227539062
2016-08-02,849.67822265625
2016-08-03,850.1605834960938
2016-08-04,861.73388671875
2016-08-05,880.540771484375
2016-08-08,879.576171875
2016-08-09,893.5606079101562
2016-08-10,882.9518432617188
2016-08-11,875.7183227539062
2016-08-12,869.4495849609375
2016-08-15,876.6829223632812
2016-08-16,858.8405151367188
2016-08-17,852.4249877929688
2016-08-18,859.2135620117188
2016-08-19,855.3345336914062
2016-08-22,862.122802734375
2016-08-23,869.8809204101562
2016-08-24,871.8204345703125
2016-08-25,867.4564819335938
2016-08-26,876.1845092773438
2016-08-29,880.54833984375
2016-08-30,887.82177734375
2016-08-31,884.427490234375
2016-09-01,874.2449951171875
2016-09-02,875.6995849609375
2016-09-05,876.6694946289062
2016-09-06,876.1845092773438
2016-09-07,881.0332641601562
2016-09-08,882.972900390625
2016-09-09,874.2449951171875
2016-09-12,863.092529296875
2016-09-13,855.3345336914062
2016-09-14,858.7286376953125
2016-09-15,873.2750244140625
2016-09-16,871.3356323242188
2016-09-19,875.6995849609375
2016-09-20,878.1239624023438
2016-09-21,883.4577026367188
2016-09-22,891.2159423828125
2016-09-23,895.0949096679688
2016-09-26,880.0634155273438
2016-09-27,877.1542358398438
2016-09-28,882.4878540039062
2016-09-29,880.54833984375
2016-09-30,882.4878540039062
2016-10-03,884.9124145507812
2016-10-04,881.5182495117188
2016-10-05,885.3974609375
2016-10-06,873.2750244140625
2016-10-07,877.63916015625
2016-10-10,882.0031127929688
2016-10-11,877.1542358398438
2016-10-12,875.6995849609375
2016-10-13,865.51708984375
2016-10-14,862.122802734375
2016-10-17,857.7589721679688
2016-10-18,849.5159912109375
2016-10-19,858.243896484375
2016-10-20,862.122802734375
2016-10-21,859.2135620117188
2016-10-24,866.9717407226562
2016-10-25,864.0625
2016-10-26,881.5182495117188
2016-10-27,852.9100341796875
2016-10-28,843.6971435546875
2016-10-31,844.1823120117188
2016-11-01,835.4541625976562
2016-11-02,831.5751953125
2016-11-03,837.3937377929688
2016-11-04,824.3019409179688
2016-11-07,836.9088134765625
2016-11-08,837.8787841796875
2016-11-09,827.696044921875
2016-11-10,845.6365966796875
2016-11-11,851.45556640625
2016-11-14,865.51708984375
2016-11-15,871.1784057617188
2016-11-16,870.6907348632812
2016-11-17,878.0073852539062
2016-11-18,887.7628784179688
2016-11-21,885.3241577148438
2016-11-22,899.4698486328125
2016-11-23,909.2254028320312
2016-11-24,914.1033935546875
2016-11-25,922.3955688476562
