Date,ZEEL.NS
2015-08-21,360.8653564453125
2015-08-24,337.7933349609375
2015-08-25,344.1498718261719
2015-08-26,347.3516845703125
2015-08-27,349.3763732910156
2015-08-28,365.1972351074219
2015-08-31,362.3720397949219
2015-09-01,349.9884948730469
2015-09-02,339.959228515625
2015-09-03,346.50421142578125
2015-09-04,339.3941955566406
2015-09-07,339.3941955566406
2015-09-08,348.3404846191406
2015-09-09,362.60748291015625
2015-09-10,369.24658203125
2015-09-11,369.15240478515625
2015-09-14,372.1659851074219
2015-09-15,371.0358581542969
2015-09-16,372.8251037597656
2015-09-18,375.4148254394531
2015-09-21,378.28704833984375
2015-09-22,367.12774658203125
2015-09-23,364.7734680175781
2015-09-24,371.5537414550781
2015-09-28,361.2890930175781
2015-09-29,368.3049011230469
2015-09-30,369.57623291015625
2015-10-01,377.2511901855469
2015-10-05,379.1816711425781
2015-10-06,375.7444152832031
2015-10-07,376.1211242675781
2015-10-08,374.37890625
2015-10-09,378.0516052246094
2015-10-12,377.9103698730469
2015-10-13,377.9103698730469
2015-10-14,364.0671691894531
2015-10-15,394.34332275390625
2015-10-16,398.7693786621094
2015-10-19,405.2672119140625
2015-10-20,410.25830078125
2015-10-21,408.79864501953125
2015-10-23,406.96234130859375
2015-10-26,400.18194580078125
2015-10-27,400.0406799316406
2015-10-28,396.2738037109375
2015-10-29,391.47113037109375
2015-10-30,384.83197021484375
2015-11-02,388.834228515625
2015-11-03,390.7176818847656
2015-11-04,390.9530944824219
2015-11-05,382.38348388671875
2015-11-06,375.2264709472656
2015-11-09,368.11651611328125
2015-11-10,364.6321716308594
2015-11-13,355.3562927246094
2015-11-16,357.0043029785156
2015-11-17,357.7576599121094
2015-11-18,357.0043029785156
2015-11-19,368.5873718261719
2015-11-20,373.2017822265625
2015-11-23,383.5135498046875
2015-11-24,378.1929016113281
2015-11-26,385.16156005859375
2015-11-27,388.3633728027344
2015-11-30,384.36114501953125
2015-12-01,390.2939147949219
2015-12-02,389.587646484375
2015-12-03,385.72662353515625
2015-12-04,372.5896911621094
2015-12-07,376.7803039550781
2015-12-08,377.4394836425781
2015-12-09,372.8722229003906
2015-12-10,378.7579345703125
2015-12-11,374.5672607421875
2015-12-14,382.1009826660156
2015-12-15,384.5494689941406
2015-12-16,384.83197021484375
2015-12-17,390.8589782714844
2015-12-18,389.4463806152344
2015-12-21,392.9307556152344
2015-12-22,391.1885681152344
2015-12-23,394.6257629394531
2015-12-24,386.8095703125
2015-12-28,387.56298828125
2015-12-29,392.0831604003906
2015-12-30,403.2425231933594
2015-12-31,411.7650146484375
2016-01-01,407.6685791015625
2016-01-04,397.3567810058594
2016-01-05,400.2760925292969
2016-01-06,398.48681640625
2016-01-07,391.1885681152344
2016-01-08,387.70416259765625
2016-01-11,385.72662353515625
2016-01-12,383.3251953125
2016-01-13,390.1055603027344
2016-01-14,391.8006591796875
2016-01-15,378.94622802734375
2016-01-18,370.941650390625
2016-01-19,371.3183288574219
2016-01-20,361.90118408203125
2016-01-21,363.1725158691406
2016-01-22,372.3542175292969
2016-01-25,368.44610595703125
2016-01-27,373.5785217285156
2016-01-28,381.01800537109375
2016-01-29,395.5675354003906
2016-02-01,392.2243957519531
2016-02-02,378.2398986816406
2016-02-03,380.4530334472656
2016-02-04,376.0269470214844
2016-02-05,385.16156005859375
2016-02-08,379.13458251953125
2016-02-09,366.75103759765625
2016-02-10,357.2397155761719
2016-02-11,347.8225402832031
2016-02-12,348.90557861328125
2016-02-15,361.5245056152344
2016-02-16,341.4188537597656
2016-02-17,348.9526062011719
2016-02-18,359.21734619140625
2016-02-19,361.4774475097656
2016-02-22,369.99993896484375
2016-02-23,364.5379943847656
2016-02-24,365.3855895996094
2016-02-25,357.3810119628906
2016-02-26,358.8876647949219
2016-02-29,350.647705078125
2016-03-01,368.63446044921875
2016-03-02,375.9798889160156
2016-03-03,371.45965576171875
2016-03-04,373.0605163574219
2016-03-08,367.9281921386719
2016-03-09,372.4013366699219
2016-03-10,368.9169921875
2016-03-11,375.3677673339844
2016-03-14,377.156982421875
2016-03-15,363.7846374511719
2016-03-16,362.04248046875
2016-03-17,364.4438171386719
2016-03-18,367.8810729980469
2016-03-21,368.2107238769531
2016-03-22,367.26898193359375
2016-03-23,365.85638427734375
2016-03-28,365.0559997558594
2016-03-29,359.6410827636719
2016-03-30,354.6029357910156
2016-03-31,364.39678955078125
2016-04-01,364.2084045410156
2016-04-04,371.7421569824219
2016-04-05,361.94830322265625
2016-04-06,365.33843994140625
2016-04-07,361.94830322265625
2016-04-08,366.42144775390625
2016-04-11,371.64794921875
2016-04-12,382.0539245605469
2016-04-13,378.4753723144531
2016-04-18,383.98443603515625
2016-04-20,376.59197998046875
2016-04-21,376.0269470214844
2016-04-22,377.7220458984375
2016-04-25,377.3453369140625
2016-04-26,389.3993225097656
2016-04-27,384.07861328125
2016-04-28,381.3947448730469
2016-04-29,390.7176818847656
2016-05-02,392.1302185058594
2016-05-03,395.2850341796875
2016-05-04,380.9709167480469
2016-05-05,377.1098937988281
2016-05-06,379.60546875
2016-05-09,396.17962646484375
2016-05-10,393.2603454589844
2016-05-11,421.8414001464844
2016-05-12,421.4176330566406
2016-05-13,422.6888732910156
2016-05-16,421.04095458984375
2016-05-17,419.25164794921875
2016-05-18,410.35247802734375
2016-05-19,412.6125793457031
2016-05-20,409.08111572265625
2016-05-23,410.25830078125
2016-05-24,413.5072021484375
2016-05-25,416.8031921386719
2016-05-26,418.5453796386719
2016-05-27,426.9737243652344
2016-05-30,418.0274658203125
2016-05-31,417.509521484375
2016-06-01,423.5835266113281
2016-06-02,430.0343322753906
2016-06-03,429.9400939941406
2016-06-06,427.8212585449219
2016-06-07,435.8258361816406
2016-06-08,429.186767578125
2016-06-09,435.0254211425781
2016-06-10,432.0119323730469
2016-06-13,436.7204895019531
2016-06-14,428.9984436035156
2016-06-15,431.1172790527344
2016-06-16,425.5611572265625
2016-06-17,424.1485900878906
2016-06-20,423.724853515625
2016-06-21,421.4646911621094
2016-06-22,422.1709899902344
2016-06-23,421.8414001464844
2016-06-24,422.26519775390625
2016-06-27,414.1664123535156
2016-06-28,411.4353942871094
2016-06-29,419.0162048339844
2016-06-30,429.89306640625
2016-07-01,425.9378356933594
2016-07-04,434.8370666503906
2016-07-05,435.0254211425781
2016-07-07,421.7472229003906
2016-07-08,426.691162109375
2016-07-11,427.96258544921875
2016-07-12,428.05670166015625
2016-07-13,430.3638610839844
2016-07-14,439.1218566894531
2016-07-15,444.44256591796875
2016-07-18,434.1778259277344
2016-07-19,439.2630920410156
2016-07-20,435.4963073730469
2016-07-21,428.77734375
2016-07-22,439.5654602050781
2016-07-25,449.2652282714844
2016-07-26,449.0759582519531
2016-07-27,461.6620178222656
2016-07-28,458.82305908203125
2016-07-29,470.60467529296875
2016-08-01,477.70208740234375
2016-08-02,472.6866149902344
2016-08-03,466.39361572265625
