Date,WIPRO.NS
2015-08-21,99.56462097167969
2015-08-24,94.09374237060547
2015-08-25,93.56651306152344
2015-08-26,95.23458099365234
2015-08-27,95.3037338256836
2015-08-28,97.42121124267578
2015-08-31,98.83861541748047
2015-09-01,97.51627349853516
2015-09-02,95.80500030517578
2015-09-03,98.03485107421875
2015-09-04,95.76178741455078
2015-09-07,95.43336486816406
2015-09-08,97.42121124267578
2015-09-09,96.98905944824219
2015-09-10,95.43336486816406
2015-09-11,96.64336395263672
2015-09-14,98.81269836425781
2015-09-15,98.71762084960938
2015-09-16,100.3510971069336
2015-09-18,102.33030700683594
2015-09-21,102.36485290527344
2015-09-22,103.00442504882812
2015-09-23,102.11422729492188
2015-09-24,104.2403335571289
2015-09-28,102.49451446533203
2015-09-29,101.69071197509766
2015-09-30,103.34149169921875
2015-10-01,103.669921875
2015-10-05,103.76498413085938
2015-10-06,103.60077667236328
2015-10-07,101.78579711914062
2015-10-08,101.95000457763672
2015-10-09,102.39077758789062
2015-10-12,100.9388198852539
2015-10-13,101.1808090209961
2015-10-14,100.75731658935547
2015-10-15,99.75475311279297
2015-10-16,99.72882843017578
2015-10-19,99.8325424194336
2015-10-20,98.83861541748047
2015-10-21,99.88440704345703
2015-10-23,98.1385498046875
2015-10-26,98.36326599121094
2015-10-27,99.4090347290039
2015-10-28,99.91033172607422
2015-10-29,99.3226089477539
2015-10-30,99.02010345458984
2015-11-02,99.41767883300781
2015-11-03,99.2621078491211
2015-11-04,99.05469512939453
2015-11-05,98.67440032958984
2015-11-06,98.51884460449219
2015-11-09,96.84213256835938
2015-11-10,96.11613464355469
2015-11-13,95.32966613769531
2015-11-16,95.67536163330078
2015-11-17,96.08158874511719
2015-11-18,95.8222885131836
2015-11-19,96.23713684082031
2015-11-20,98.47561645507812
2015-11-23,98.54476928710938
2015-11-24,97.46440887451172
2015-11-26,98.4410400390625
2015-11-27,98.51884460449219
2015-11-30,98.51884460449219
2015-12-01,100.59310150146484
2015-12-02,99.86711120605469
2015-12-03,98.96825408935547
2015-12-04,98.40648651123047
2015-12-07,99.57325744628906
