Date,MRPL.NS
2015-08-21,55.72829818725586
2015-08-24,46.674041748046875
2015-08-25,43.74097442626953
2015-08-26,43.86848831176758
2015-08-27,45.35628128051758
2015-08-28,47.39667892456055
2015-08-31,47.09912109375
2015-09-01,43.86848831176758
2015-09-02,45.101234436035156
2015-09-03,45.696346282958984
2015-09-04,44.33609390258789
2015-09-07,43.230873107910156
2015-09-08,42.380699157714844
2015-09-09,44.42110061645508
2015-09-10,45.0162239074707
2015-09-11,43.78348159790039
2015-09-14,43.86848831176758
2015-09-15,43.91100311279297
2015-09-16,43.78348159790039
2015-09-18,43.10334396362305
2015-09-21,43.91100311279297
2015-09-22,44.25107192993164
2015-09-23,44.54862976074219
2015-09-24,44.12354278564453
2015-09-28,44.03852462768555
2015-09-29,44.76116943359375
2015-09-30,45.696346282958984
2015-10-01,45.143741607666016
2015-10-05,45.73885726928711
2015-10-06,46.206451416015625
2015-10-07,46.759056091308594
2015-10-08,46.546512603759766
2015-10-09,46.504005432128906
2015-10-12,46.036415100097656
2015-10-13,47.52420425415039
2015-10-14,47.77925491333008
2015-10-15,47.39667892456055
2015-10-16,47.52420425415039
2015-10-19,48.88446807861328
2015-10-20,49.05450439453125
2015-10-21,48.28935241699219
2015-10-23,48.161827087402344
2015-10-26,47.73674774169922
2015-10-27,47.39667892456055
2015-10-28,47.73674774169922
2015-10-29,48.161827087402344
2015-10-30,46.546512603759766
2015-11-02,45.95139694213867
2015-11-03,44.76116943359375
2015-11-04,45.18625259399414
2015-11-05,45.48380661010742
2015-11-06,44.54862976074219
2015-11-09,45.86637878417969
2015-11-10,45.90889358520508
2015-11-13,44.76116943359375
2015-11-16,45.52631759643555
2015-11-17,46.07892990112305
2015-11-18,45.568824768066406
2015-11-19,48.416873931884766
2015-11-20,48.07680892944336
2015-11-23,47.566715240478516
2015-11-24,50.83984375
2015-11-26,54.53806686401367
2015-11-27,57.76869583129883
2015-11-30,56.918521881103516
2015-12-01,57.76869583129883
2015-12-02,57.25858688354492
2015-12-03,56.918521881103516
2015-12-04,56.36591720581055
2015-12-07,55.30321502685547
2015-12-08,53.51786422729492
2015-12-09,52.327632904052734
2015-12-10,53.90044021606445
2015-12-11,53.81542205810547
2015-12-14,53.60287857055664
2015-12-15,54.240509033203125
2015-12-16,55.558258056640625
2015-12-17,57.7261848449707
2015-12-18,57.76869583129883
2015-12-21,56.96103286743164
2015-12-22,57.343597412109375
2015-12-23,56.918521881103516
2015-12-24,55.77079772949219
2015-12-28,55.30321502685547
2015-12-29,54.750606536865234
2015-12-30,55.34572219848633
2015-12-31,57.68367004394531
2016-01-01,58.61885070800781
2016-01-04,56.2808952331543
2016-01-05,56.62096405029297
2016-01-06,58.406314849853516
2016-01-07,57.0035400390625
2016-01-08,56.79099655151367
2016-01-11,57.76869583129883
2016-01-12,57.938720703125
2016-01-13,56.87601089477539
2016-01-14,58.57634353637695
2016-01-15,56.11086654663086
2016-01-18,54.45304870605469
2016-01-19,54.963138580322266
2016-01-20,53.4328498840332
2016-01-21,53.645389556884766
2016-01-22,56.49343490600586
2016-01-25,55.21819305419922
2016-01-27,54.750606536865234
2016-01-28,54.963138580322266
2016-01-29,55.473243713378906
2016-02-01,55.09067153930664
2016-02-02,52.455162048339844
2016-02-03,51.00987243652344
2016-02-04,51.34994888305664
2016-02-05,53.39033126831055
2016-02-08,53.56037139892578
2016-02-09,52.24262237548828
2016-02-10,50.66981506347656
2016-02-11,47.651729583740234
2016-02-12,48.45938491821289
2016-02-15,51.69001007080078
2016-02-16,49.9046630859375
2016-02-17,51.09489059448242
2016-02-18,50.83984375
2016-02-19,50.244728088378906
2016-02-22,50.62730407714844
2016-02-23,46.1639404296875
2016-02-24,47.2691535949707
2016-02-25,47.60921859741211
2016-02-26,46.759056091308594
2016-02-29,48.969486236572266
2016-03-01,50.882354736328125
2016-03-02,48.67192459106445
2016-03-03,51.26492691040039
2016-03-04,51.60499572753906
2016-03-08,50.96737289428711
2016-03-09,49.73462677001953
2016-03-10,49.77714157104492
2016-03-11,49.097007751464844
2016-03-14,49.1395149230957
2016-03-15,48.20433807373047
2016-03-16,47.14162826538086
2016-03-17,49.22453689575195
2016-03-18,48.586910247802734
2016-03-21,48.586910247802734
2016-03-22,50.499778747558594
2016-03-23,54.28301239013672
2016-03-28,52.582679748535156
2016-03-29,54.92063522338867
2016-03-30,57.64116668701172
2016-03-31,57.301090240478516
2016-04-01,58.83138656616211
2016-04-04,57.811195373535156
2016-04-05,56.450931549072266
2016-04-06,58.6613655090332
2016-04-07,59.51152801513672
2016-04-08,60.914310455322266
2016-04-11,57.89621353149414
2016-04-12,55.21819305419922
2016-04-13,57.046043395996094
2016-04-18,57.0035400390625
2016-04-20,56.19588088989258
2016-04-21,59.72406005859375
2016-04-22,58.448814392089844
