Date,PSSA3.SA
2015-08-24,9.732815742492676
2015-08-25,9.978437423706055
2015-08-26,10.131954193115234
2015-08-27,10.442049980163574
2015-08-28,10.340734481811523
2015-08-31,10.217923164367676
2015-09-01,10.006071090698242
2015-09-02,9.917032241821289
2015-09-03,10.049054145812988
2015-09-04,9.821853637695312
2015-09-08,9.9201021194458
2015-09-09,9.886329650878906
2015-09-10,9.748167991638184
2015-09-11,9.4964017868042
2015-09-14,10.178009033203125
2015-09-15,10.546440124511719
2015-09-16,10.592495918273926
2015-09-17,10.571006774902344
2015-09-18,10.03984546661377
2015-09-21,9.778871536254883
2015-09-22,10.045985221862793
2015-09-23,9.517894744873047
2015-09-24,9.54245662689209
2015-09-25,9.124898910522461
2015-09-28,9.376663208007812
2015-09-29,9.511754035949707
2015-09-30,9.241570472717285
2015-10-01,9.324466705322266
2015-10-02,9.766590118408203
2015-10-05,10.561793327331543
2015-10-06,10.374505996704102
2015-10-07,10.408278465270996
2015-10-08,10.36529541015625
2015-10-09,10.310029983520508
2015-10-13,10.31617259979248
2015-10-14,10.500389099121094
2015-10-15,10.512667655944824
2015-10-16,10.515740394592285
2015-10-19,10.592495918273926
2015-10-20,10.724519729614258
2015-10-21,10.887245178222656
2015-10-22,10.475826263427734
2015-10-23,10.595564842224121
2015-10-26,10.746012687683105
2015-10-27,10.6078462600708
2015-10-28,10.552581787109375
2015-10-29,10.244678497314453
2015-10-30,10.159832000732422
2015-11-03,10.169258117675781
2015-11-04,9.851861000061035
2015-11-05,10.464658737182617
2015-11-06,10.439517974853516
2015-11-09,10.18497085571289
2015-11-10,10.008991241455078
2015-11-11,10.606072425842285
2015-11-12,10.684635162353516
2015-11-13,10.442659378051758
2015-11-16,10.684635162353516
2015-11-17,11.002031326293945
2015-11-18,10.753771781921387
2015-11-19,10.74748706817627
2015-11-23,10.920327186584473
2015-11-24,11.140303611755371
2015-11-25,10.844903945922852
2015-11-26,10.873188018798828
2015-11-27,10.684635162353516
2015-11-30,10.225823402404785
2015-12-01,10.936038970947266
2015-12-02,10.895188331604004
2015-12-03,11.152877807617188
2015-12-04,11.156018257141113
2015-12-07,10.98317813873291
2015-12-08,10.489799499511719
2015-12-09,10.634355545043945
2015-12-10,10.37352466583252
2015-12-11,10.20068645477295
2015-12-14,10.09190559387207
2015-12-15,9.977659225463867
2015-12-16,9.742814064025879
2015-12-17,10.076040267944336
2015-12-18,9.603178977966309
2015-12-21,9.460369110107422
2015-12-22,9.479410171508789
2015-12-23,9.625393867492676
2015-12-28,9.377857208251953
2015-12-29,9.2128324508667
2015-12-30,9.136669158935547
2016-01-04,9.08588981628418
2016-01-05,9.361987113952637
2016-01-06,9.184270858764648
2016-01-07,8.806617736816406
2016-01-08,8.641590118408203
2016-01-11,8.235376358032227
2016-01-12,8.543214797973633
2016-01-13,8.520997047424316
2016-01-14,8.476567268371582
2016-01-15,8.241724014282227
2016-01-18,7.933888912200928
2016-01-19,8.029094696044922
2016-01-20,7.584795951843262
2016-01-21,7.216666221618652
2016-01-22,7.299178600311279
2016-01-26,7.619709014892578
2016-01-27,7.737129211425781
2016-01-28,7.933888912200928
2016-01-29,8.305193901062012
2016-02-01,8.378185272216797
2016-02-02,7.902153015136719
2016-02-03,8.448005676269531
2016-02-04,8.013227462768555
2016-02-05,7.473723411560059
2016-02-10,7.5879716873168945
2016-02-11,7.594317436218262
2016-02-12,7.518153190612793
2016-02-15,7.362649440765381
2016-02-16,7.223013401031494
2016-02-17,7.549888610839844
2016-02-18,7.695874214172363
2016-02-19,7.664135932922363
2016-02-22,8.054484367370605
2016-02-23,7.616534233093262
2016-02-24,7.330915451049805
2016-02-25,7.356302738189697
2016-02-26,7.207143306732178
2016-02-29,7.499109745025635
2016-03-01,7.74664831161499
2016-03-02,7.99418830871582
2016-03-03,8.156039237976074
2016-03-04,8.108431816101074
2016-03-07,8.362318992614746
2016-03-08,8.584468841552734
2016-03-09,8.78757381439209
2016-03-10,8.80979061126709
2016-03-11,9.038284301757812
2016-03-14,8.981161117553711
2016-03-15,8.254417419433594
2016-03-16,8.311544418334961
2016-03-17,9.143014907836914
2016-03-18,8.94942569732666
2016-03-21,9.044634819030762
2016-03-22,8.743144989013672
2016-03-23,8.616203308105469
2016-03-24,8.562252044677734
2016-03-28,8.613029479980469
2016-03-29,9.009723663330078
2016-03-30,8.866694450378418
2016-03-31,8.844367027282715
2016-04-01,9.2781343460083
2016-04-04,8.936861991882324
2016-04-05,8.831608772277832
2016-04-06,8.940052032470703
2016-04-07,8.885830879211426
2016-04-08,9.153742790222168
2016-04-11,9.284512519836426
2016-04-12,9.472691535949707
2016-04-13,9.325976371765137
2016-04-14,9.450364112854004
