Date,MRVE3.SA
2015-08-24,4.687702655792236
2015-08-25,4.7098846435546875
2015-08-26,4.916912078857422
2015-08-27,5.013032913208008
2015-08-28,4.828185558319092
2015-08-31,4.7098846435546875
2015-09-01,4.52503776550293
2015-09-02,4.473280906677246
2015-09-03,4.6359453201293945
2015-09-04,4.6285529136657715
2015-09-08,4.680308818817139
2015-09-09,4.695096969604492
2015-09-10,4.52503776550293
2015-09-11,4.658127784729004
2015-09-14,4.7098846435546875
2015-09-15,4.894730567932129
2015-09-16,5.123940467834473
2015-09-17,5.072183132171631
2015-09-18,4.909518241882324
2015-09-21,4.754247188568115
2015-09-22,4.739459991455078
2015-09-23,4.665521144866943
2015-09-24,4.769035816192627
2015-09-25,4.598977565765381
2015-09-28,4.5767951011657715
2015-09-29,4.650733470916748
2015-09-30,4.502856731414795
2015-10-01,4.7320661544799805
2015-10-02,4.879942893981934
2015-10-05,4.961276054382324
2015-10-06,4.961276054382324
2015-10-07,5.160909652709961
2015-10-08,5.123940467834473
2015-10-09,5.308786392211914
2015-10-13,5.242241382598877
2015-10-14,5.220060348510742
2015-10-15,5.345755577087402
2015-10-16,5.3679375648498535
2015-10-19,5.574965000152588
2015-10-20,5.434483051300049
2015-10-21,5.486238956451416
2015-10-22,5.456663608551025
2015-10-23,5.3679375648498535
2015-10-26,5.390120029449463
2015-10-27,5.345755577087402
2015-10-28,5.5010271072387695
2015-10-29,5.375331878662109
2015-10-30,5.486238956451416
2015-11-03,5.759811878204346
2015-11-04,5.8707194328308105
2015-11-05,5.996414661407471
2015-11-06,5.8707194328308105
2015-11-09,5.959446430206299
2015-11-10,5.92987060546875
2015-11-11,6.159079551696777
2015-11-12,6.136898040771484
2015-11-13,6.299562931060791
2015-11-16,6.432652950286865
2015-11-17,6.654467582702637
2015-11-18,6.366108417510986
2015-11-19,6.536165237426758
2015-11-23,6.499197483062744
2015-11-24,6.506591320037842
2015-11-25,6.351320266723633
2015-11-26,6.513984680175781
2015-11-27,6.343926429748535
2015-11-30,6.107322692871094
2015-12-01,6.358714580535889
2015-12-02,6.18126106262207
2015-12-03,6.521378517150879
2015-12-04,6.469621658325195
2015-12-07,6.632286548614502
2015-12-08,6.432652950286865
2015-12-09,6.558348655700684
2015-12-10,6.432652950286865
2015-12-11,6.477015972137451
2015-12-14,6.425258636474609
2015-12-15,6.380894660949707
2015-12-16,6.247805595397949
2015-12-17,6.617498397827148
2015-12-18,6.469621658325195
2015-12-21,6.388289451599121
2015-12-22,6.321744918823242
2015-12-23,6.358714580535889
2015-12-28,6.536165237426758
2015-12-29,6.469621658325195
2015-12-30,6.417864799499512
2016-01-04,6.159079551696777
2016-01-05,6.277381896972656
2016-01-06,6.1295037269592285
2016-01-07,6.0999298095703125
2016-01-08,6.107322692871094
2016-01-11,6.218230724334717
2016-01-12,6.351320266723633
2016-01-13,6.210836410522461
2016-01-14,6.210836410522461
2016-01-15,6.136898040771484
2016-01-18,6.033384323120117
2016-01-19,6.033384323120117
2016-01-20,5.989020824432373
2016-01-21,6.122109889984131
2016-01-22,6.358714580535889
2016-01-26,6.380894660949707
2016-01-27,6.565741539001465
2016-01-28,6.565741539001465
2016-01-29,6.765376567840576
2016-02-01,6.765376567840576
2016-02-02,6.7284064292907715
2016-02-03,6.757981777191162
2016-02-04,6.765376567840576
2016-02-05,6.765376567840576
2016-02-10,6.632286548614502
2016-02-11,6.7284064292907715
2016-02-12,6.573135852813721
2016-02-15,6.676648139953613
2016-02-16,6.691437244415283
2016-02-17,6.839313983917236
2016-02-18,6.9724040031433105
2016-02-19,7.216401100158691
2016-02-22,7.445609092712402
2016-02-23,7.290339469909668
2016-02-24,7.534336090087891
2016-02-25,7.586093902587891
2016-02-26,7.615669250488281
2016-02-29,7.837485313415527
2016-03-01,7.940998077392578
2016-03-02,7.6970014572143555
2016-03-03,7.80790901184082
2016-03-04,7.985362529754639
2016-03-07,7.867061138153076
2016-03-08,8.111058235168457
2016-03-09,8.170207977294922
2016-03-10,8.25153923034668
2016-03-11,8.25153923034668
2016-03-14,8.007542610168457
2016-03-15,8.044511795043945
2016-03-16,8.584263801574707
2016-03-17,8.76171588897705
2016-03-18,8.953958511352539
2016-03-21,8.857836723327637
2016-03-22,8.96135139465332
2016-03-23,8.976139068603516
2016-03-24,8.75432300567627
2016-03-28,8.75432300567627
2016-03-29,8.86523151397705
2016-03-30,8.86523151397705
2016-03-31,8.70256519317627
2016-04-01,8.872624397277832
2016-04-04,8.739534378051758
2016-04-05,8.672989845275879
2016-04-06,8.887411117553711
2016-04-07,8.806079864501953
2016-04-08,8.931774139404297
2016-04-11,8.843048095703125
2016-04-12,8.746929168701172
2016-04-13,8.732141494750977
2016-04-14,8.820866584777832
2016-04-15,8.798685073852539
2016-04-18,9.013107299804688
2016-04-19,9.13140869140625
2016-04-20,8.562082290649414
2016-04-22,8.724747657775879
2016-04-25,8.806079864501953
2016-04-26,9.035289764404297
2016-04-27,9.124015808105469
2016-04-28,9.087047576904297
2016-04-29,8.887411117553711
2016-05-02,8.828261375427246
2016-05-03,8.687776565551758
2016-05-04,8.902198791503906
2016-05-05,8.75432300567627
