Date,ASL.L
2016-09-09,1043.548095703125
2016-09-12,1048.5408935546875
2016-09-13,1049.5396728515625
2016-09-14,1046.5439453125
2016-09-15,1058.527099609375
2016-09-16,1064.518798828125
2016-09-19,1070.5107421875
2016-09-20,1059.5257568359375
2016-09-21,1060.5244140625
2016-09-22,1052.5355224609375
2016-09-23,1039.5537109375
2016-09-26,1026.57177734375
2016-09-27,1038.554931640625
2016-09-28,1042.549560546875
2016-09-29,1056.530029296875
2016-09-30,1053.5341796875
2016-10-03,1063.5203857421875
2016-10-04,1088.4854736328125
2016-10-05,1074.5050048828125
2016-10-06,1050.5382080078125
2016-10-07,1035.5592041015625
2016-10-10,1025.5731201171875
2016-10-11,1044.546630859375
2016-10-12,1032.5633544921875
2016-10-13,1015.5868530273438
2016-10-14,1013.5897216796875
2016-10-17,1008.5964965820312
2016-10-18,1017.5841064453125
2016-10-19,1020.5800170898438
2016-10-20,1013.5897216796875
2016-10-21,1013.5897216796875
2016-10-24,1013.5897216796875
2016-10-25,1013.5897216796875
2016-10-26,999.609130859375
2016-10-27,993.6174926757812
2016-10-28,998.6105346679688
2016-10-31,991.6203002929688
2016-11-01,990.6216430664062
2016-11-02,988.62451171875
2016-11-03,1010.59375
2016-11-04,995.1153564453125
2016-11-07,1009.5952758789062
2016-11-08,1010.59375
2016-11-09,1017.5841064453125
2016-11-10,1010.59375
2016-11-11,1000.607666015625
2016-11-14,1003.6035766601562
2016-11-15,1009.5952758789062
2016-11-16,998.6105346679688
2016-11-17,1007.5980834960938
2016-11-18,1003.6035766601562
2016-11-21,1000.607666015625
2016-11-22,997.112548828125
2016-11-23,997.112548828125
2016-11-24,995.61474609375
2016-11-25,994.1168212890625
2016-11-28,993.6174926757812
2016-11-29,990.122314453125
2016-11-30,984.6299438476562
2016-12-01,993.6174926757812
2016-12-02,996.6133422851562
2016-12-05,1004.6022338867188
2016-12-06,1016.5855102539062
2016-12-07,1017.5841064453125
2016-12-08,1018.5827026367188
2016-12-09,1025.5731201171875
2016-12-12,1043.548095703125
2016-12-13,1061.5230712890625
2016-12-14,1060.5244140625
2016-12-15,1068.512939453125
2016-12-16,1086.48828125
2016-12-19,1104.4630126953125
2016-12-20,1101.46728515625
2016-12-21,1097.472900390625
2016-12-22,1095.475830078125
2016-12-23,1093.478515625
2016-12-28,1107.4591064453125
2016-12-29,1107.4591064453125
2016-12-30,1107.4591064453125
2017-01-03,1108.457763671875
2017-01-04,1104.4630126953125
2017-01-05,1107.4591064453125
2017-01-06,1108.457763671875
2017-01-09,1105.4620361328125
2017-01-10,1101.46728515625
2017-01-11,1108.457763671875
2017-01-12,1107.4591064453125
2017-01-13,1111.45361328125
2017-01-16,1114.44921875
2017-01-17,1108.457763671875
2017-01-18,1111.45361328125
2017-01-19,1111.45361328125
2017-01-20,1109.4564208984375
2017-01-23,1104.4630126953125
2017-01-24,1117.4453125
2017-01-25,1122.438232421875
2017-01-26,1138.4158935546875
2017-01-27,1155.392333984375
2017-01-30,1150.3994140625
2017-01-31,1141.4119873046875
2017-02-01,1140.4134521484375
2017-02-02,1146.40478515625
2017-02-03,1157.389892578125
2017-02-06,1156.3909912109375
2017-02-07,1166.3770751953125
2017-02-08,1172.368896484375
2017-02-09,1155.392333984375
2017-02-10,1164.3800048828125
2017-02-13,1200.329833984375
2017-02-14,1183.353271484375
2017-02-15,1188.3465576171875
2017-02-16,1166.3770751953125
2017-02-17,1176.3631591796875
2017-02-20,1183.353271484375
2017-02-21,1196.33544921875
2017-02-22,1176.3631591796875
2017-02-23,1177.3616943359375
2017-02-24,1175.36474609375
2017-02-27,1180.357666015625
2017-02-28,1185.3509521484375
2017-03-01,1185.3509521484375
2017-03-02,1198.3326416015625
2017-03-03,1200.329833984375
2017-03-06,1199.331298828125
2017-03-07,1207.320068359375
2017-03-08,1207.320068359375
2017-03-09,1198.3326416015625
2017-03-10,1194.338134765625
2017-03-13,1197.3338623046875
2017-03-14,1207.320068359375
2017-03-15,1198.3326416015625
2017-03-16,1190.34375
2017-03-17,1201.3284912109375
2017-03-20,1203.32568359375
2017-03-21,1190.34375
2017-03-22,1183.353271484375
2017-03-23,1189.34521484375
2017-03-24,1183.353271484375
2017-03-27,1177.3616943359375
2017-03-28,1178.3604736328125
2017-03-29,1175.36474609375
2017-03-30,1179.3590087890625
2017-03-31,1185.3509521484375
2017-04-03,1186.3492431640625
2017-04-04,1188.3465576171875
2017-04-05,1196.33544921875
2017-04-06,1203.32568359375
2017-04-07,1225.2950439453125
2017-04-10,1231.28662109375
2017-04-11,1225.2950439453125
2017-04-12,1237.2784423828125
2017-04-13,1253.2562255859375
2017-04-18,1233.283935546875
2017-04-19,1248.2630615234375
2017-04-20,1235.2811279296875
2017-04-21,1244.2686767578125
2017-04-24,1252.2578125
2017-04-25,1248.2630615234375
2017-04-26,1267.2366943359375
2017-04-27,1267.2366943359375
2017-04-28,1275.2257080078125
2017-05-02,1275.2257080078125
2017-05-03,1277.222900390625
2017-05-04,1275.2257080078125
2017-05-05,1272.229736328125
2017-05-08,1277.222900390625
2017-05-09,1289.2061767578125
2017-05-10,1302.18798828125
2017-05-11,1314.17138671875
2017-05-12,1312.174072265625
2017-05-15,1299.1923828125
2017-05-16,1308.1798095703125
2017-05-17,1305.183837890625
2017-05-18,1282.2161865234375
2017-05-19,1302.18798828125
2017-05-22,1318.165771484375
2017-05-23,1314.17138671875
2017-05-24,1315.170166015625
2017-05-25,1330.1490478515625
2017-05-26,1331.14794921875
2017-05-30,1312.174072265625
2017-05-31,1317.1673583984375
2017-06-01,1310.177001953125
2017-06-02,1295.1978759765625
2017-06-05,1287.208984375
2017-06-06,1260.246337890625
2017-06-07,1278.2213134765625
2017-06-08,1296.1966552734375
2017-06-09,1288.2076416015625
2017-06-12,1274.226806640625
2017-06-13,1285.211669921875
2017-06-14,1302.18798828125
2017-06-15,1272.229736328125
2017-06-16,1287.208984375
2017-06-19,1283.214599609375
2017-06-20,1277.222900390625
2017-06-21,1269.234130859375
2017-06-22,1271.231201171875
2017-06-23,1272.229736328125
2017-06-26,1274.8262939453125
2017-06-27,1268.2354736328125
2017-06-28,1268.2354736328125
2017-06-29,1258.2491455078125
2017-06-30,1247.264404296875
2017-07-03,1253.2562255859375
2017-07-04,1239.2755126953125
2017-07-05,1255.253662109375
2017-07-06,1256.251953125
2017-07-07,1266.2381591796875
2017-07-10,1266.2381591796875
2017-07-11,1246.265869140625
2017-07-12,1240.6175537109375
2017-07-13,1265.2396240234375
2017-07-14,1266.2381591796875
2017-07-17,1263.2425537109375
2017-07-18,1264.2408447265625
2017-07-19,1266.2381591796875
2017-07-20,1269.234130859375
2017-07-21,1279.22021484375
2017-07-24,1282.2161865234375
2017-07-25,1281.21728515625
2017-07-26,1288.2076416015625
2017-07-27,1288.2076416015625
2017-07-28,1293.2005615234375
2017-07-31,1305.183837890625
2017-08-01,1306.1826171875
2017-08-02,1309.1783447265625
2017-08-03,1303.276611328125
2017-08-04,1303.276611328125
2017-08-07,1312.2646484375
2017-08-08,1309.2686767578125
2017-08-09,1308.2701416015625
2017-08-10,1289.295166015625
2017-08-11,1288.296630859375
2017-08-14,1292.2911376953125
2017-08-15,1297.28466796875
2017-08-16,1308.2701416015625
2017-08-17,1303.276611328125
2017-08-18,1289.295166015625
2017-08-21,1283.3031005859375
2017-08-22,1298.283203125
2017-08-23,1294.2886962890625
2017-08-24,1290.2938232421875
2017-08-25,1293.2899169921875
2017-08-29,1279.30859375
2017-08-30,1274.314697265625
2017-08-31,1286.2991943359375
2017-09-01,1289.295166015625
2017-09-04,1288.296630859375
2017-09-05,1284.3017578125
2017-09-06,1288.296630859375
2017-09-07,1283.3031005859375
2017-09-08,1282.3045654296875
2017-09-11,1283.3031005859375
2017-09-12,1283.3031005859375
2017-09-13,1274.314697265625
2017-09-14,1268.322998046875
2017-09-15,1253.3426513671875
2017-09-18,1272.317626953125
2017-09-19,1273.3162841796875
2017-09-20,1281.3057861328125
2017-09-21,1272.317626953125
2017-09-22,1273.3162841796875
2017-09-25,1277.3111572265625
2017-09-26,1285.30029296875
2017-09-27,1293.2899169921875
2017-09-28,1297.28466796875
2017-09-29,1304.2755126953125
2017-10-02,1310.2674560546875
2017-10-03,1313.2637939453125
2017-10-04,1313.2637939453125
2017-10-05,1333.237060546875
2017-10-06,1329.2423095703125
2017-10-09,1318.2568359375
2017-10-10,1323.2503662109375
2017-10-11,1321.2529296875
2017-10-12,1319.2554931640625
2017-10-13,1312.2646484375
2017-10-16,1320.2542724609375
2017-10-17,1309.2686767578125
2017-10-18,1321.2529296875
2017-10-19,1322.2515869140625
2017-10-20,1310.2674560546875
2017-10-23,1306.272705078125
2017-10-24,1304.2755126953125
2017-10-25,1293.2899169921875
2017-10-26,1308.2701416015625
2017-10-27,1318.2568359375
2017-10-30,1309.2686767578125
2017-10-31,1316.259521484375
2017-11-01,1323.2503662109375
2017-11-02,1343.2239990234375
2017-11-03,1347.2186279296875
2017-11-06,1341.2266845703125
2017-11-07,1336.2330322265625
2017-11-08,1328.24365234375
2017-11-09,1319.2554931640625
2017-11-10,1309.2686767578125
2017-11-13,1301.2791748046875
2017-11-14,1300.28076171875
2017-11-15,1300.28076171875
2017-11-16,1302.2779541015625
2017-11-17,1308.2701416015625
2017-11-20,1301.2791748046875
2017-11-21,1301.2791748046875
2017-11-22,1313.2637939453125
2017-11-23,1304.2755126953125
2017-11-24,1291.2926025390625
2017-11-27,1289.295166015625
2017-11-28,1299.281982421875
2017-11-29,1313.2637939453125
2017-11-30,1303.276611328125
2017-12-01,1291.2926025390625
2017-12-04,1306.272705078125
2017-12-05,1298.283203125
2017-12-06,1306.272705078125
2017-12-07,1292.2911376953125
2017-12-08,1308.2701416015625
2017-12-11,1303.276611328125
2017-12-12,1320.2542724609375
2017-12-13,1321.2529296875
2017-12-14,1320.2542724609375
2017-12-15,1305.27392578125
2017-12-18,1304.2755126953125
2017-12-19,1308.2701416015625
2017-12-20,1307.271484375
2017-12-21,1325.2476806640625
2017-12-22,1316.259521484375
2017-12-27,1323.2503662109375
2017-12-28,1327.245361328125
2017-12-29,1324.2489013671875
2018-01-02,1318.2568359375
2018-01-03,1328.24365234375
2018-01-04,1350.2147216796875
2018-01-05,1354.2093505859375
2018-01-08,1354.2093505859375
2018-01-09,1360.2015380859375
2018-01-10,1364.1962890625
2018-01-11,1372.185791015625
2018-01-12,1374.1829833984375
2018-01-15,1374.1829833984375
2018-01-16,1384.1697998046875
2018-01-17,1378.177734375
2018-01-18,1376.18017578125
2018-01-19,1374.1829833984375
2018-01-22,1376.18017578125
2018-01-23,1366.1934814453125
2018-01-24,1360.2015380859375
2018-01-25,1354.2093505859375
2018-01-26,1352.2120361328125
2018-01-29,1352.2120361328125
2018-01-30,1348.21728515625
2018-01-31,1344.222412109375
2018-02-01,1330.240966796875
2018-02-02,1318.2568359375
2018-02-05,1280.30712890625
2018-02-06,1252.3441162109375
2018-02-07,1276.3123779296875
2018-02-08,1260.3333740234375
2018-02-09,1272.317626953125
2018-02-12,1288.296630859375
2018-02-13,1280.30712890625
2018-02-14,1260.3333740234375
2018-02-15,1266.3255615234375
2018-02-16,1276.3123779296875
2018-02-19,1282.3045654296875
2018-02-20,1276.3123779296875
2018-02-21,1274.314697265625
2018-02-22,1276.3123779296875
2018-02-23,1278.3095703125
2018-02-26,1288.296630859375
2018-02-27,1282.3045654296875
2018-02-28,1278.3095703125
2018-03-01,1280.30712890625
2018-03-02,1282.3045654296875
2018-03-05,1284.3017578125
2018-03-06,1302.2779541015625
2018-03-07,1314.26220703125
2018-03-08,1328.24365234375
2018-03-09,1328.24365234375
2018-03-12,1340.2279052734375
2018-03-13,1334.2357177734375
2018-03-14,1340.2279052734375
2018-03-15,1334.2357177734375
2018-03-16,1344.222412109375
2018-03-19,1328.24365234375
2018-03-20,1326.2462158203125
2018-03-21,1318.2568359375
2018-03-22,1300.28076171875
2018-03-23,1296.2861328125
2018-03-26,1276.3123779296875
2018-03-27,1302.2779541015625
2018-03-28,1278.3095703125
2018-03-29,1294.2886962890625
2018-04-03,1298.283203125
2018-04-04,1284.3017578125
2018-04-05,1298.283203125
2018-04-06,1304.2755126953125
2018-04-09,1308.2701416015625
2018-04-10,1318.2568359375
2018-04-11,1322.2515869140625
2018-04-12,1334.2357177734375
2018-04-13,1342.22509765625
2018-04-16,1340.2279052734375
2018-04-17,1336.2330322265625
2018-04-18,1348.21728515625
2018-04-19,1364.1962890625
2018-04-20,1384.1697998046875
2018-04-23,1388.1644287109375
2018-04-24,1382.1722412109375
2018-04-25,1388.1644287109375
2018-04-26,1390.161865234375
2018-04-27,1396.15380859375
2018-04-30,1400.1485595703125
2018-05-01,1396.15380859375
2018-05-02,1410.1353759765625
2018-05-03,1402.1458740234375
2018-05-04,1394.156494140625
2018-05-08,1404.1434326171875
2018-05-09,1408.1380615234375
2018-05-10,1406.1407470703125
2018-05-11,1404.1434326171875
2018-05-14,1392.1593017578125
2018-05-15,1398.1512451171875
2018-05-16,1412.1326904296875
2018-05-17,1406.1407470703125
2018-05-18,1404.1434326171875
2018-05-21,1424.1170654296875
2018-05-22,1436.10107421875
2018-05-23,1424.1170654296875
2018-05-24,1426.1143798828125
2018-05-25,1432.1063232421875
2018-05-29,1426.1143798828125
2018-05-30,1426.1143798828125
2018-05-31,1422.1197509765625
2018-06-01,1418.125
2018-06-04,1426.1143798828125
2018-06-05,1410.1353759765625
2018-06-06,1426.1143798828125
2018-06-07,1418.125
2018-06-08,1420.1221923828125
2018-06-11,1438.0986328125
2018-06-12,1440.0958251953125
2018-06-13,1432.1063232421875
2018-06-14,1428.11181640625
2018-06-15,1418.125
2018-06-18,1424.1170654296875
2018-06-19,1418.125
2018-06-20,1410.1353759765625
2018-06-21,1400.1485595703125
2018-06-22,1408.1380615234375
2018-06-25,1398.1512451171875
2018-06-26,1402.1458740234375
2018-06-27,1408.1380615234375
2018-06-28,1394.156494140625
2018-06-29,1404.1434326171875
2018-07-02,1398.1512451171875
2018-07-03,1398.1512451171875
2018-07-04,1404.1434326171875
2018-07-05,1404.1434326171875
2018-07-06,1376.18017578125
2018-07-09,1386.167236328125
2018-07-10,1374.1829833984375
2018-07-11,1382.1722412109375
2018-07-12,1374.1829833984375
2018-07-13,1372.185791015625
2018-07-16,1388.1644287109375
2018-07-17,1378.177734375
2018-07-18,1370.1881103515625
2018-07-19,1364.1962890625
2018-07-20,1372.185791015625
2018-07-23,1364.1962890625
2018-07-24,1350.2147216796875
2018-07-25,1342.22509765625
2018-07-26,1374.1829833984375
2018-07-27,1374.1829833984375
2018-07-30,1376.18017578125
2018-07-31,1372.185791015625
2018-08-01,1370.1881103515625
2018-08-02,1360.2015380859375
2018-08-03,1366.1934814453125
2018-08-06,1370.1881103515625
2018-08-07,1382.1722412109375
2018-08-08,1392.1593017578125
2018-08-09,1368.2840576171875
2018-08-10,1382.266357421875
2018-08-13,1366.28662109375
2018-08-14,1348.3092041015625
2018-08-15,1348.3092041015625
2018-08-16,1342.316650390625
2018-08-17,1334.32666015625
2018-08-20,1354.3016357421875
2018-08-21,1344.31396484375
2018-08-22,1358.296630859375
2018-08-23,1352.30419921875
2018-08-24,1356.2991943359375
2018-08-28,1360.2940673828125
2018-08-29,1350.3067626953125
2018-08-30,1350.3067626953125
2018-08-31,1348.3092041015625
2018-09-03,1360.2940673828125
2018-09-04,1346.3116455078125
2018-09-05,1344.31396484375
2018-09-06,1348.3092041015625
2018-09-07,1342.316650390625
2018-09-10,1336.3240966796875
2018-09-11,1336.3240966796875
2018-09-12,1336.3240966796875
2018-09-13,1330.33154296875
2018-09-14,1338.321533203125
2018-09-17,1350.3067626953125
2018-09-18,1354.3016357421875
2018-09-19,1346.3116455078125
2018-09-20,1352.30419921875
2018-09-21,1344.31396484375
2018-09-24,1338.321533203125
2018-09-25,1338.321533203125
2018-09-26,1336.3240966796875
2018-09-27,1330.33154296875
2018-09-28,1330.33154296875
2018-10-01,1328.3341064453125
2018-10-02,1330.33154296875
2018-10-03,1324.3392333984375
2018-10-04,1322.3416748046875
2018-10-05,1310.3568115234375
2018-10-08,1294.3768310546875
2018-10-09,1278.396728515625
2018-10-10,1272.404296875
2018-10-11,1226.462158203125
2018-10-12,1258.421875
2018-10-15,1236.4493408203125
2018-10-16,1260.4193115234375
2018-10-17,1250.4317626953125
2018-10-18,1254.4268798828125
2018-10-19,1238.4468994140625
2018-10-22,1236.4493408203125
2018-10-23,1198.4969482421875
2018-10-24,1196.49951171875
2018-10-25,1206.4869384765625
2018-10-26,1198.4969482421875
2018-10-29,1202.4918212890625
2018-10-30,1216.474609375
2018-10-31,1222.4669189453125
2018-11-01,1236.4493408203125
2018-11-02,1242.44189453125
2018-11-05,1232.45458984375
2018-11-06,1232.45458984375
2018-11-07,1246.4368896484375
2018-11-08,1248.434326171875
2018-11-09,1242.44189453125
2018-11-12,1224.464599609375
2018-11-13,1240.444580078125
2018-11-14,1228.4593505859375
2018-11-15,1208.484619140625
2018-11-16,1202.4918212890625
2018-11-19,1214.4769287109375
2018-11-20,1188.5093994140625
2018-11-21,1208.484619140625
2018-11-22,1204.4893798828125
2018-11-23,1202.4918212890625
2018-11-26,1224.464599609375
2018-11-27,1218.4720458984375
2018-11-28,1216.474609375
2018-11-29,1212.4796142578125
2018-11-30,1216.474609375
2018-12-03,1214.4769287109375
2018-12-04,1196.49951171875
2018-12-05,1186.511962890625
2018-12-06,1158.547119140625
2018-12-07,1152.5545654296875
2018-12-10,1136.5745849609375
2018-12-11,1136.5745849609375
2018-12-12,1156.5494384765625
2018-12-13,1142.567138671875
2018-12-14,1134.5772705078125
2018-12-17,1118.59716796875
2018-12-18,1132.5794677734375
2018-12-19,1138.5721435546875
2018-12-20,1138.5721435546875
2018-12-21,1148.559814453125
2018-12-24,1142.567138671875
2018-12-27,1132.5794677734375
2018-12-28,1144.564697265625
2018-12-31,1136.5745849609375
2019-01-02,1154.5523681640625
2019-01-03,1144.564697265625
2019-01-04,1156.5494384765625
2019-01-07,1164.5396728515625
2019-01-08,1178.5220947265625
2019-01-09,1192.5045166015625
2019-01-10,1204.4893798828125
2019-01-11,1208.484619140625
2019-01-14,1194.501953125
2019-01-15,1190.5069580078125
2019-01-16,1196.49951171875
2019-01-17,1198.4969482421875
2019-01-18,1212.4796142578125
2019-01-21,1208.484619140625
2019-01-22,1204.4893798828125
2019-01-23,1202.4918212890625
2019-01-24,1208.484619140625
2019-01-25,1210.4820556640625
2019-01-28,1208.484619140625
2019-01-29,1224.464599609375
2019-01-30,1230.4569091796875
2019-01-31,1222.4669189453125
2019-02-01,1230.4569091796875
2019-02-04,1230.4569091796875
2019-02-05,1238.4468994140625
2019-02-06,1246.4368896484375
2019-02-07,1196.49951171875
2019-02-08,1186.511962890625
2019-02-11,1190.5069580078125
2019-02-12,1194.501953125
2019-02-13,1194.501953125
2019-02-14,1194.501953125
2019-02-15,1200.494384765625
2019-02-18,1216.474609375
2019-02-19,1210.4820556640625
2019-02-20,1218.4720458984375
2019-02-21,1230.4569091796875
2019-02-22,1230.4569091796875
2019-02-25,1230.4569091796875
2019-02-26,1232.45458984375
2019-02-27,1232.45458984375
2019-02-28,1234.4517822265625
2019-03-01,1262.4168701171875
2019-03-04,1264.414306640625
2019-03-05,1276.3994140625
2019-03-06,1262.4168701171875
2019-03-07,1260.4193115234375
2019-03-08,1258.421875
2019-03-11,1268.4093017578125
2019-03-12,1272.404296875
2019-03-13,1276.3994140625
2019-03-14,1288.3843994140625
2019-03-15,1304.3643798828125
2019-03-18,1304.3643798828125
2019-03-19,1304.3643798828125
2019-03-20,1286.3868408203125
2019-03-21,1278.396728515625
