Date,SN.L
2016-07-11,1301.3447265625
2016-07-12,1293.3609619140625
2016-07-13,1298.35107421875
2016-07-14,1294.359130859375
2016-07-15,1296.35498046875
2016-07-18,1294.359130859375
2016-07-19,1289.3690185546875
2016-07-20,1301.3447265625
2016-07-21,1293.3609619140625
2016-07-22,1292.363037109375
2016-07-25,1295.35693359375
2016-07-26,1293.3609619140625
2016-07-27,1297.3531494140625
2016-07-28,1224.5013427734375
2016-07-29,1240.4691162109375
2016-08-01,1237.4752197265625
2016-08-02,1238.4730224609375
2016-08-03,1230.4893798828125
2016-08-04,1249.4508056640625
2016-08-05,1263.4222412109375
2016-08-08,1263.4222412109375
2016-08-09,1275.397705078125
2016-08-10,1262.424072265625
2016-08-11,1282.3834228515625
2016-08-12,1285.377197265625
2016-08-15,1297.3531494140625
2016-08-16,1277.3936767578125
2016-08-17,1261.42626953125
2016-08-18,1258.4324951171875
2016-08-19,1252.4447021484375
2016-08-22,1247.454833984375
2016-08-23,1243.462890625
2016-08-24,1231.4874267578125
2016-08-25,1225.4998779296875
2016-08-26,1221.5076904296875
2016-08-30,1234.481201171875
2016-08-31,1226.49755859375
2016-09-01,1208.5343017578125
2016-09-02,1238.4730224609375
2016-09-05,1235.47900390625
2016-09-06,1233.483154296875
2016-09-07,1227.49560546875
2016-09-08,1222.5054931640625
2016-09-09,1214.52197265625
2016-09-12,1211.5283203125
2016-09-13,1214.52197265625
2016-09-14,1221.5076904296875
2016-09-15,1229.4915771484375
2016-09-16,1227.49560546875
2016-09-19,1238.4730224609375
2016-09-20,1245.4586181640625
2016-09-21,1232.4852294921875
2016-09-22,1260.4283447265625
2016-09-23,1264.4200439453125
2016-09-26,1235.47900390625
2016-09-27,1237.4752197265625
2016-09-28,1249.4508056640625
2016-09-29,1235.47900390625
2016-09-30,1241.466796875
2016-10-03,1266.4158935546875
2016-10-04,1278.3917236328125
2016-10-05,1262.424072265625
2016-10-06,1219.6090087890625
2016-10-07,1238.5716552734375
2016-10-10,1246.555908203125
2016-10-11,1241.5657958984375
2016-10-12,1214.6187744140625
2016-10-13,1227.593505859375
2016-10-14,1237.5738525390625
2016-10-17,1220.607177734375
2016-10-18,1232.58349609375
2016-10-19,1229.589599609375
2016-10-20,1230.5872802734375
2016-10-21,1219.6090087890625
2016-10-24,1210.626708984375
2016-10-25,1205.6363525390625
2016-10-26,1186.6734619140625
2016-10-27,1190.665771484375
2016-10-28,1206.63427734375
2016-10-31,1180.685302734375
2016-11-01,1153.73828125
2016-11-02,1151.741943359375
2016-11-03,1142.7596435546875
2016-11-04,1122.7987060546875
2016-11-07,1141.76171875
2016-11-08,1132.7789306640625
2016-11-09,1125.7928466796875
2016-11-10,1072.8963623046875
2016-11-11,1072.8963623046875
2016-11-14,1064.912353515625
2016-11-15,1074.8929443359375
2016-11-16,1074.8929443359375
2016-11-17,1094.853759765625
2016-11-18,1105.8319091796875
2016-11-21,1093.855712890625
2016-11-22,1086.869140625
2016-11-23,1089.86328125
2016-11-24,1102.8377685546875
2016-11-25,1114.8143310546875
2016-11-28,1114.8143310546875
2016-11-29,1125.7928466796875
2016-11-30,1124.7947998046875
2016-12-01,1103.8360595703125
2016-12-02,1114.8143310546875
2016-12-05,1104.8341064453125
2016-12-06,1115.812255859375
2016-12-07,1114.8143310546875
2016-12-08,1127.7891845703125
2016-12-09,1166.7125244140625
2016-12-12,1154.7359619140625
2016-12-13,1163.7183837890625
2016-12-14,1162.7203369140625
2016-12-15,1176.6932373046875
2016-12-16,1180.685302734375
2016-12-19,1186.6734619140625
2016-12-20,1184.677490234375
2016-12-21,1179.6871337890625
2016-12-22,1197.6519775390625
2016-12-23,1200.6461181640625
2016-12-28,1211.6248779296875
2016-12-29,1208.6304931640625
2016-12-30,1218.611083984375
2017-01-03,1209.62841796875
2017-01-04,1208.6304931640625
2017-01-05,1217.61279296875
2017-01-06,1209.62841796875
2017-01-09,1217.61279296875
2017-01-10,1223.601318359375
2017-01-11,1226.5953369140625
2017-01-12,1216.614990234375
2017-01-13,1233.5814208984375
2017-01-16,1234.57958984375
2017-01-17,1213.6207275390625
2017-01-18,1213.6207275390625
2017-01-19,1206.63427734375
2017-01-20,1202.64208984375
2017-01-23,1187.6717529296875
2017-01-24,1184.677490234375
2017-01-25,1177.69091796875
2017-01-26,1167.710693359375
2017-01-27,1189.6676025390625
2017-01-30,1188.669677734375
2017-01-31,1180.685302734375
2017-02-01,1185.6756591796875
2017-02-02,1197.6519775390625
2017-02-03,1208.6304931640625
2017-02-06,1198.64990234375
2017-02-07,1201.6439208984375
2017-02-08,1198.64990234375
2017-02-09,1195.6556396484375
2017-02-10,1183.679443359375
2017-02-13,1186.6734619140625
2017-02-14,1188.669677734375
2017-02-15,1200.6461181640625
2017-02-16,1204.63818359375
2017-02-17,1200.6461181640625
2017-02-20,1198.64990234375
2017-02-21,1211.6248779296875
2017-02-22,1212.6224365234375
2017-02-23,1203.6400146484375
2017-02-24,1203.6400146484375
2017-02-27,1198.64990234375
2017-02-28,1208.6304931640625
2017-03-01,1221.6051025390625
2017-03-02,1223.601318359375
2017-03-03,1221.6051025390625
2017-03-06,1221.6051025390625
2017-03-07,1216.614990234375
2017-03-08,1224.5989990234375
2017-03-09,1230.5872802734375
2017-03-10,1236.5755615234375
2017-03-13,1232.58349609375
2017-03-14,1227.593505859375
2017-03-15,1228.59130859375
2017-03-16,1226.5953369140625
2017-03-17,1238.5716552734375
2017-03-20,1244.559814453125
2017-03-21,1234.57958984375
2017-03-22,1235.5775146484375
2017-03-23,1249.5504150390625
2017-03-24,1240.5679931640625
2017-03-27,1240.5679931640625
2017-03-28,1237.5738525390625
2017-03-29,1235.5775146484375
2017-03-30,1215.7581787109375
2017-03-31,1213.7620849609375
2017-04-03,1213.7620849609375
2017-04-04,1220.7491455078125
2017-04-05,1221.747314453125
2017-04-06,1226.738037109375
2017-04-07,1233.7252197265625
2017-04-10,1249.69580078125
2017-04-11,1252.6904296875
2017-04-12,1256.682861328125
2017-04-13,1256.682861328125
2017-04-18,1232.72705078125
2017-04-19,1225.7398681640625
2017-04-20,1225.7398681640625
2017-04-21,1235.721435546875
2017-04-24,1258.6790771484375
2017-04-25,1266.66455078125
2017-04-26,1270.6572265625
2017-04-27,1270.6572265625
2017-04-28,1267.66259765625
2017-05-02,1278.642333984375
2017-05-03,1271.6553955078125
2017-05-04,1267.66259765625
2017-05-05,1303.5965576171875
2017-05-08,1288.6239013671875
2017-05-09,1298.6055908203125
2017-05-10,1301.5999755859375
2017-05-11,1306.591064453125
2017-05-12,1318.5687255859375
2017-05-15,1316.5726318359375
2017-05-16,1329.5484619140625
2017-05-17,1322.5615234375
2017-05-18,1309.5853271484375
2017-05-19,1324.5577392578125
2017-05-22,1331.544677734375
2017-05-23,1329.5484619140625
2017-05-24,1335.5377197265625
2017-05-25,1339.5302734375
2017-05-26,1348.5135498046875
2017-05-30,1347.515625
2017-05-31,1351.5079345703125
2017-06-01,1361.489501953125
2017-06-02,1371.4710693359375
2017-06-05,1367.4786376953125
2017-06-06,1367.4786376953125
2017-06-07,1361.489501953125
2017-06-08,1346.517333984375
2017-06-09,1357.4971923828125
2017-06-12,1341.5264892578125
2017-06-13,1344.5211181640625
2017-06-14,1342.5247802734375
2017-06-15,1340.5283203125
2017-06-16,1368.4769287109375
2017-06-19,1368.4769287109375
2017-06-20,1374.4658203125
2017-06-21,1379.456787109375
2017-06-22,1379.456787109375
2017-06-23,1366.4803466796875
2017-06-26,1370.749755859375
2017-06-27,1350.2474365234375
2017-06-28,1340.5283203125
2017-06-29,1320.5650634765625
2017-06-30,1322.5615234375
2017-07-03,1329.5484619140625
2017-07-04,1304.594482421875
2017-07-05,1308.5872802734375
2017-07-06,1296.609130859375
2017-07-07,1302.598388671875
2017-07-10,1300.6019287109375
2017-07-11,1293.61474609375
2017-07-12,1309.5853271484375
2017-07-13,1319.56689453125
2017-07-14,1317.5706787109375
2017-07-17,1324.5577392578125
2017-07-18,1317.5706787109375
2017-07-19,1327.55224609375
2017-07-20,1331.544677734375
2017-07-21,1322.5615234375
2017-07-24,1302.598388671875
2017-07-25,1291.6181640625
2017-07-26,1298.6055908203125
2017-07-27,1341.5264892578125
2017-07-28,1321.5633544921875
2017-07-31,1317.5706787109375
2017-08-01,1313.5782470703125
2017-08-02,1317.5706787109375
2017-08-03,1322.5615234375
2017-08-04,1325.555908203125
2017-08-07,1332.543212890625
2017-08-08,1346.517333984375
2017-08-09,1354.5025634765625
2017-08-10,1335.5377197265625
2017-08-11,1334.5391845703125
2017-08-14,1344.5211181640625
2017-08-15,1365.482421875
2017-08-16,1374.4658203125
2017-08-17,1380.4544677734375
2017-08-18,1365.482421875
2017-08-21,1357.4971923828125
2017-08-22,1383.4490966796875
2017-08-23,1381.4527587890625
2017-08-24,1384.4473876953125
2017-08-25,1388.4400634765625
2017-08-29,1372.4693603515625
2017-08-30,1376.4620361328125
2017-08-31,1394.42919921875
2017-09-01,1386.4437255859375
2017-09-04,1388.4400634765625
2017-09-05,1385.4454345703125
2017-09-06,1381.4527587890625
2017-09-07,1387.44189453125
2017-09-08,1396.4251708984375
2017-09-11,1393.430908203125
2017-09-12,1391.4344482421875
2017-09-13,1380.4544677734375
2017-09-14,1361.489501953125
2017-09-15,1337.533935546875
2017-09-18,1342.5247802734375
2017-09-19,1330.5469970703125
2017-09-20,1319.56689453125
2017-09-21,1310.5838623046875
2017-09-22,1314.5760498046875
2017-09-25,1323.5596923828125
2017-09-26,1311.5816650390625
2017-09-27,1305.5927734375
2017-09-28,1327.55224609375
2017-09-29,1345.519287109375
2017-10-02,1358.4949951171875
2017-10-03,1371.4710693359375
2017-10-04,1383.4490966796875
2017-10-05,1375.5567626953125
2017-10-06,1389.5321044921875
2017-10-09,1367.57080078125
2017-10-10,1356.5902099609375
2017-10-11,1398.5159912109375
2017-10-12,1420.4769287109375
2017-10-13,1419.4786376953125
2017-10-16,1416.48388671875
2017-10-17,1418.48046875
2017-10-18,1418.48046875
2017-10-19,1410.4947509765625
2017-10-20,1425.4678955078125
2017-10-23,1415.485595703125
2017-10-24,1407.5
2017-10-25,1409.4964599609375
2017-10-26,1428.462646484375
2017-10-27,1425.4678955078125
2017-10-30,1422.4732666015625
2017-10-31,1418.48046875
2017-11-01,1375.5567626953125
2017-11-02,1380.547607421875
2017-11-03,1409.4964599609375
2017-11-06,1403.5069580078125
2017-11-07,1385.5389404296875
2017-11-08,1373.5604248046875
2017-11-09,1357.588623046875
2017-11-10,1336.6258544921875
2017-11-13,1329.63818359375
2017-11-14,1336.6258544921875
2017-11-15,1322.6507568359375
2017-11-16,1341.616943359375
2017-11-17,1324.6470947265625
2017-11-20,1321.6524658203125
2017-11-21,1322.6507568359375
2017-11-22,1319.6558837890625
2017-11-23,1330.6365966796875
2017-11-24,1316.661376953125
2017-11-27,1322.6507568359375
2017-11-28,1329.63818359375
2017-11-29,1308.675537109375
2017-11-30,1307.67724609375
2017-12-01,1295.6986083984375
2017-12-04,1313.6668701171875
2017-12-05,1319.6558837890625
2017-12-06,1321.6524658203125
2017-12-07,1307.67724609375
2017-12-08,1321.6524658203125
2017-12-11,1303.684326171875
2017-12-12,1309.6737060546875
2017-12-13,1298.6790771484375
2017-12-14,1285.716064453125
2017-12-15,1279.726806640625
2017-12-18,1281.7232666015625
2017-12-19,1283.719970703125
2017-12-20,1277.7303466796875
2017-12-21,1276.7320556640625
2017-12-22,1290.707275390625
2017-12-27,1283.719970703125
2017-12-28,1281.7232666015625
2017-12-29,1285.716064453125
2018-01-02,1260.7607421875
2018-01-03,1262.7569580078125
2018-01-04,1255.270263671875
2018-01-05,1283.2208251953125
2018-01-08,1282.7215576171875
2018-01-09,1276.2330322265625
2018-01-10,1253.7730712890625
2018-01-11,1254.77099609375
2018-01-12,1264.254150390625
2018-01-15,1255.76953125
2018-01-16,1252.2755126953125
2018-01-17,1244.7886962890625
2018-01-18,1228.3182373046875
2018-01-19,1242.7926025390625
2018-01-22,1233.3094482421875
2018-01-23,1258.2650146484375
2018-01-24,1239.7978515625
2018-01-25,1291.206787109375
2018-01-26,1289.708984375
2018-01-29,1288.2120361328125
2018-01-30,1278.728515625
2018-01-31,1266.75
2018-02-01,1255.76953125
2018-02-02,1250.778564453125
2018-02-05,1239.298828125
2018-02-06,1212.845458984375
2018-02-07,1244.2899169921875
2018-02-08,1225.822509765625
2018-02-09,1224.8240966796875
2018-02-12,1247.783447265625
2018-02-13,1246.2862548828125
2018-02-14,1256.2684326171875
2018-02-15,1270.742919921875
2018-02-16,1277.2315673828125
2018-02-19,1260.7607421875
2018-02-20,1266.75
2018-02-21,1269.7447509765625
2018-02-22,1267.7479248046875
2018-02-23,1262.7569580078125
2018-02-26,1274.2366943359375
2018-02-27,1281.7232666015625
2018-02-28,1266.2506103515625
2018-03-01,1274.73583984375
2018-03-02,1261.7587890625
2018-03-05,1286.71435546875
2018-03-06,1288.7108154296875
2018-03-07,1300.689697265625
2018-03-08,1322.6507568359375
2018-03-09,1328.639892578125
2018-03-12,1327.142578125
2018-03-13,1319.156982421875
2018-03-14,1318.65771484375
2018-03-15,1324.1480712890625
2018-03-16,1326.6436767578125
2018-03-19,1317.6593017578125
2018-03-20,1312.16943359375
2018-03-21,1316.661376953125
2018-03-22,1307.67724609375
2018-03-23,1296.696533203125
2018-03-26,1302.686279296875
2018-03-27,1331.634521484375
2018-03-28,1347.107177734375
2018-03-29,1328.639892578125
2018-04-03,1318.15869140625
2018-04-04,1296.696533203125
2018-04-05,1312.3333740234375
2018-04-06,1314.8291015625
2018-04-09,1321.8177490234375
2018-04-10,1337.2921142578125
2018-04-11,1320.8192138671875
2018-04-12,1323.8143310546875
2018-04-13,1319.8209228515625
2018-04-16,1307.3416748046875
2018-04-17,1314.3302001953125
2018-04-18,1337.7913818359375
2018-04-19,1338.7896728515625
2018-04-20,1349.771240234375
2018-04-23,1386.7103271484375
2018-04-24,1375.2294921875
2018-04-25,1362.75
2018-04-26,1377.2261962890625
2018-04-27,1389.7054443359375
2018-04-30,1393.6988525390625
2018-05-01,1401.6856689453125
2018-05-02,1398.19140625
2018-05-03,1300.35302734375
2018-05-04,1295.8604736328125
2018-05-08,1302.349853515625
2018-05-09,1296.85888671875
2018-05-10,1305.843994140625
2018-05-11,1295.8604736328125
2018-05-14,1303.8472900390625
2018-05-15,1301.8507080078125
2018-05-16,1307.3416748046875
2018-05-17,1325.31201171875
2018-05-18,1320.3204345703125
2018-05-21,1328.8060302734375
2018-05-22,1326.3104248046875
2018-05-23,1323.8143310546875
2018-05-24,1344.779541015625
2018-05-25,1356.7601318359375
2018-05-29,1353.265625
2018-05-30,1362.2508544921875
2018-05-31,1366.244140625
2018-06-01,1348.77294921875
2018-06-04,1359.7550048828125
2018-06-05,1360.7532958984375
2018-06-06,1364.2476806640625
2018-06-07,1360.7532958984375
2018-06-08,1357.7581787109375
2018-06-11,1361.25244140625
2018-06-12,1349.771240234375
2018-06-13,1353.265625
2018-06-14,1360.2542724609375
2018-06-15,1365.245849609375
2018-06-18,1349.771240234375
2018-06-19,1359.255859375
2018-06-20,1373.73193359375
2018-06-21,1380.72021484375
2018-06-22,1393.19970703125
2018-06-25,1384.2147216796875
2018-06-26,1390.2044677734375
2018-06-27,1397.6923828125
2018-06-28,1392.7005615234375
2018-06-29,1395.6954345703125
2018-07-02,1339.288818359375
2018-07-03,1327.30859375
2018-07-04,1309.3382568359375
2018-07-05,1316.82568359375
2018-07-06,1320.3204345703125
2018-07-09,1326.3104248046875
2018-07-10,1335.794677734375
2018-07-11,1332.30029296875
2018-07-12,1342.28369140625
2018-07-13,1342.7830810546875
2018-07-16,1329.804443359375
2018-07-17,1331.80126953125
2018-07-18,1327.807861328125
2018-07-19,1327.30859375
2018-07-20,1332.7998046875
2018-07-23,1319.3216552734375
2018-07-24,1321.8177490234375
2018-07-25,1318.82275390625
2018-07-26,1358.756591796875
2018-07-27,1374.2310791015625
2018-07-30,1355.7618408203125
2018-07-31,1318.3236083984375
2018-08-01,1318.82275390625
2018-08-02,1336.2938232421875
2018-08-03,1354.26416015625
2018-08-06,1359.255859375
2018-08-07,1360.7532958984375
2018-08-08,1357.7581787109375
2018-08-09,1365.245849609375
2018-08-10,1354.26416015625
2018-08-13,1359.7550048828125
2018-08-14,1361.7518310546875
2018-08-15,1355.7618408203125
2018-08-16,1366.244140625
2018-08-17,1376.72705078125
2018-08-20,1362.75
2018-08-21,1363.2493896484375
2018-08-22,1380.22119140625
2018-08-23,1374.2310791015625
2018-08-24,1370.7369384765625
2018-08-28,1382.717041015625
2018-08-29,1371.7353515625
2018-08-30,1364.746826171875
2018-08-31,1355.262451171875
2018-09-03,1374.730224609375
2018-09-04,1371.236083984375
2018-09-05,1366.244140625
2018-09-06,1352.267333984375
2018-09-07,1381.71875
2018-09-10,1380.72021484375
2018-09-11,1385.712158203125
2018-09-12,1400.6873779296875
2018-09-13,1390.703857421875
2018-09-14,1394.6973876953125
2018-09-17,1399.68896484375
2018-09-18,1400.1881103515625
2018-09-19,1382.218017578125
2018-09-20,1367.741943359375
2018-09-21,1391.7020263671875
2018-09-24,1381.219970703125
2018-09-25,1391.7020263671875
2018-09-26,1389.7054443359375
2018-09-27,1400.1881103515625
2018-09-28,1397.193115234375
2018-10-01,1403.6826171875
2018-10-02,1398.19140625
2018-10-03,1409.672607421875
2018-10-04,1365.8486328125
2018-10-05,1349.37451171875
2018-10-08,1331.4024658203125
2018-10-09,1328.4071044921875
2018-10-10,1304.445068359375
2018-10-11,1290.4669189453125
2018-10-12,1293.46240234375
2018-10-15,1278.9852294921875
2018-10-16,1277.98681640625
2018-10-17,1264.5078125
2018-10-18,1272.4952392578125
2018-10-19,1267.004150390625
2018-10-22,1267.5030517578125
2018-10-23,1266.504638671875
2018-10-24,1273.4937744140625
2018-10-25,1273.4937744140625
2018-10-26,1256.021484375
2018-10-29,1261.5128173828125
2018-10-30,1262.5111083984375
2018-10-31,1271.4969482421875
2018-11-01,1354.8656005859375
2018-11-02,1356.862548828125
2018-11-05,1371.8388671875
2018-11-06,1375.3333740234375
2018-11-07,1393.8043212890625
2018-11-08,1392.805908203125
2018-11-09,1392.805908203125
2018-11-12,1391.308349609375
2018-11-13,1392.3065185546875
2018-11-14,1387.8138427734375
2018-11-15,1393.3050537109375
2018-11-16,1396.799560546875
2018-11-19,1388.8123779296875
2018-11-20,1382.8216552734375
2018-11-21,1391.807373046875
2018-11-22,1378.3287353515625
2018-11-23,1394.802734375
2018-11-26,1392.805908203125
2018-11-27,1400.2939453125
2018-11-28,1403.78857421875
2018-11-29,1420.2625732421875
2018-11-30,1422.7589111328125
2018-12-03,1432.7432861328125
2018-12-04,1458.20263671875
2018-12-05,1459.700439453125
2018-12-06,1418.2657470703125
2018-12-07,1472.6800537109375
2018-12-10,1458.7021484375
2018-12-11,1493.1478271484375
2018-12-12,1513.615478515625
2018-12-13,1497.640869140625
2018-12-14,1483.1636962890625
2018-12-17,1464.692626953125
2018-12-18,1432.7432861328125
2018-12-19,1449.7164306640625
2018-12-20,1454.209228515625
2018-12-21,1438.2342529296875
2018-12-24,1438.7335205078125
2018-12-27,1422.7589111328125
2018-12-28,1448.218505859375
2018-12-31,1461.6973876953125
2019-01-02,1426.7525634765625
2019-01-03,1393.8043212890625
2019-01-04,1430.246826171875
2019-01-07,1417.7666015625
2019-01-08,1407.283203125
2019-01-09,1422.7589111328125
2019-01-10,1443.7257080078125
2019-01-11,1439.232666015625
2019-01-14,1421.76025390625
2019-01-15,1440.2310791015625
2019-01-16,1443.7257080078125
2019-01-17,1444.22509765625
2019-01-18,1452.7115478515625
2019-01-21,1468.686279296875
2019-01-22,1441.7286376953125
2019-01-23,1430.74609375
2019-01-24,1426.7525634765625
2019-01-25,1416.7681884765625
2019-01-28,1403.2891845703125
2019-01-29,1414.27197265625
2019-01-30,1425.754150390625
2019-01-31,1432.7432861328125
2019-02-01,1429.747802734375
2019-02-04,1435.73828125
2019-02-05,1466.1904296875
2019-02-06,1459.201171875
2019-02-07,1542.5699462890625
2019-02-08,1512.617431640625
2019-02-11,1467.188720703125
2019-02-12,1465.691162109375
2019-02-13,1456.705078125
2019-02-14,1458.20263671875
2019-02-15,1448.7177734375
2019-02-18,1447.7193603515625
2019-02-19,1435.73828125
2019-02-20,1435.73828125
2019-02-21,1428.2498779296875
2019-02-22,1431.245361328125
2019-02-25,1439.232666015625
2019-02-26,1422.2593994140625
2019-02-27,1424.755615234375
2019-02-28,1434.240478515625
2019-03-01,1436.7366943359375
2019-03-04,1446.2216796875
2019-03-05,1463.1949462890625
2019-03-06,1460.19970703125
2019-03-07,1456.2060546875
2019-03-08,1452.7115478515625
2019-03-11,1459.700439453125
2019-03-12,1476.6734619140625
2019-03-13,1471.6815185546875
2019-03-14,1468.18701171875
2019-03-15,1477.6722412109375
2019-03-18,1483.1636962890625
2019-03-19,1490.65185546875
