Date,EOAN.DE
2015-08-24,5.638919353485107
2015-08-25,5.948263645172119
2015-08-26,5.821579933166504
2015-08-27,6.042540550231934
2015-08-28,6.06021785736084
2015-08-31,5.954156875610352
2015-09-01,5.823936939239502
2015-09-02,5.752640247344971
2015-09-03,5.871075630187988
2015-09-04,5.562319755554199
2015-09-07,5.625955581665039
2015-09-08,5.726714611053467
2015-09-09,5.696663856506348
2015-09-10,5.262991905212402
2015-09-11,5.033780574798584
2015-09-14,5.048511981964111
2015-09-15,4.73798942565918
2015-09-16,4.435124397277832
2015-09-17,4.789841175079346
2015-09-18,4.548256874084473
2015-09-21,4.563577175140381
2015-09-22,4.361471176147461
2015-09-23,4.396235466003418
2015-09-24,4.304905414581299
2015-09-25,4.350864887237549
2015-09-28,4.2023797035217285
2015-09-29,4.310797691345215
2015-09-30,4.523509502410889
2015-10-01,4.405073642730713
2015-10-02,4.682600975036621
2015-10-05,4.909453868865967
2015-10-06,4.997838020324707
2015-10-07,5.159875869750977
2015-10-08,5.222334384918213
2015-10-09,5.368463516235352
2015-10-12,5.6342058181762695
2015-10-13,5.3696417808532715
2015-10-14,5.548177719116211
2015-10-15,5.506931304931641
2015-10-16,5.600619316101074
2015-10-19,5.518715858459473
2015-10-20,5.6200642585754395
2015-10-21,5.5876569747924805
2015-10-22,5.723179340362549
2015-10-23,5.828062534332275
2015-10-26,5.828649997711182
2015-10-27,5.597672939300537
2015-10-28,5.697253227233887
2015-10-29,5.5705695152282715
2015-10-30,5.654829025268555
2015-11-02,5.706680774688721
2015-11-03,5.7331953048706055
2015-11-04,5.766193866729736
2015-11-05,5.7013773918151855
2015-11-06,5.716697692871094
2015-11-09,5.5741047859191895
2015-11-10,5.405584812164307
2015-11-11,5.4044060707092285
2015-11-12,5.229404926300049
2015-11-13,5.1363067626953125
2015-11-16,5.13807487487793
2015-11-17,5.235297679901123
2015-11-18,5.237065315246582
2015-11-19,5.374355316162109
2015-11-20,5.326627254486084
2015-11-23,5.240601062774658
2015-11-24,5.184623718261719
2015-11-25,5.3295745849609375
2015-11-26,5.441527366638184
2015-11-27,5.305415153503418
2015-11-30,5.30070161819458
2015-12-01,5.3201470375061035
2015-12-02,5.277721881866455
2015-12-03,5.261223793029785
2015-12-04,5.155162334442139
2015-12-07,5.186391353607178
2015-12-08,4.964251518249512
2015-12-09,5.046744346618652
2015-12-10,5.001962661743164
2015-12-11,4.8092851638793945
2015-12-14,4.617786884307861
2015-12-15,4.831086158752441
2015-12-16,4.897669792175293
2015-12-17,5.065010070800781
2015-12-18,4.952467441558838
2015-12-21,5.048511981964111
2015-12-22,4.999607086181641
2015-12-23,5.274186134338379
