Date,SKF-B.ST
2015-12-03,105.49508666992188
2015-12-04,105.49508666992188
2015-12-07,104.99678039550781
2015-12-08,102.43415832519531
2015-12-09,102.22058868408203
2015-12-10,103.14598846435547
2015-12-11,99.15966796875
2015-12-14,97.16651153564453
2015-12-15,98.23428344726562
2015-12-16,98.02073669433594
2015-12-17,97.87835693359375
2015-12-18,96.59703826904297
2015-12-21,96.59703826904297
2015-12-22,97.66481018066406
2015-12-23,100.29862976074219
2015-12-28,98.30548095703125
2015-12-29,98.66138458251953
2015-12-30,97.66481018066406
2016-01-04,97.66481018066406
2016-01-05,93.74967193603516
2016-01-07,91.04467010498047
2016-01-08,91.18704223632812
2016-01-11,91.40058898925781
2016-01-12,89.19387817382812
2016-01-13,90.40401458740234
2016-01-14,89.54979705810547
2016-01-15,87.12954711914062
2016-01-18,88.12611389160156
2016-01-19,89.40743255615234
2016-01-20,87.55663299560547
2016-01-21,90.19046020507812
2016-01-22,93.96322631835938
2016-01-25,91.11585998535156
2016-01-26,94.31914520263672
2016-01-27,94.1767807006836
2016-01-28,92.96664428710938
2016-01-29,92.68190002441406
2016-02-01,91.40058898925781
2016-02-02,94.95980834960938
2016-02-03,94.6038818359375
2016-02-04,101.29520416259766
2016-02-05,103.14598846435547
2016-02-08,99.2308578491211
2016-02-09,98.7325668334961
2016-02-10,98.80374908447266
2016-02-11,96.81060028076172
2016-02-12,101.08167266845703
2016-02-15,103.28837585449219
2016-02-16,102.22058868408203
2016-02-17,106.56283569335938
2016-02-18,104.640869140625
2016-02-19,103.28837585449219
2016-02-22,106.56283569335938
2016-02-23,103.92901611328125
2016-02-24,99.87153625488281
2016-02-25,101.29520416259766
2016-02-26,100.08506774902344
2016-02-29,100.9393081665039
2016-03-01,102.22058868408203
2016-03-02,102.5053482055664
2016-03-03,105.63744354248047
2016-03-04,107.55943298339844
2016-03-07,105.5662612915039
2016-03-08,104.0713882446289
2016-03-09,103.14598846435547
2016-03-10,99.37322235107422
2016-03-11,101.22401428222656
2016-03-14,102.5053482055664
2016-03-15,100.15626525878906
2016-03-16,99.37322235107422
2016-03-17,100.7257308959961
2016-03-18,103.85783386230469
2016-03-21,101.50875854492188
2016-03-22,103.57310485839844
2016-03-23,103.07481384277344
2016-03-24,102.93244934082031
2016-03-29,102.1494140625
2016-03-30,105.28153991699219
2016-03-31,104.35612487792969
2016-04-01,104.72593688964844
2016-04-04,104.87384796142578
2016-04-05,102.28528594970703
2016-04-06,102.65507507324219
2016-04-07,100.28840637207031
2016-04-08,103.9123764038086
2016-04-11,104.35614013671875
2016-04-12,103.9123764038086
2016-04-13,104.06029510498047
2016-04-14,105.6873779296875
2016-04-15,105.09571838378906
2016-04-18,103.61653900146484
2016-04-19,106.13114929199219
2016-04-20,108.34992218017578
2016-04-21,110.12492370605469
2016-04-22,109.01554870605469
2016-04-25,107.98011779785156
2016-04-26,107.0186538696289
2016-04-27,107.16657257080078
2016-04-28,112.41767120361328
2016-04-29,109.38533020019531
2016-05-02,106.87074279785156
2016-05-03,103.39466094970703
2016-05-04,102.95091247558594
2016-05-06,104.35614013671875
2016-05-09,105.6134262084961
2016-05-10,106.50093841552734
2016-05-11,107.61033630371094
2016-05-12,106.4269790649414
2016-05-13,107.68428802490234
2016-05-16,109.1634750366211
2016-05-17,109.45930480957031
2016-05-18,109.38533020019531
2016-05-19,106.79676818847656
2016-05-20,110.12492370605469
2016-05-23,109.38533020019531
2016-05-24,110.19889068603516
2016-05-25,110.12492370605469
2016-05-26,110.71659088134766
2016-05-27,109.97701263427734
2016-05-30,109.8291015625
2016-05-31,108.57180786132812
2016-06-01,109.01554870605469
2016-06-02,108.1280288696289
2016-06-03,107.61033630371094
2016-06-07,110.3468017578125
2016-06-08,111.16035461425781
2016-06-09,109.60723876953125
2016-06-10,106.72280883789062
2016-06-13,104.94779968261719
2016-06-14,103.09883117675781
2016-06-15,105.39156341552734
2016-06-16,104.65196228027344
2016-06-17,106.2790756225586
2016-06-20,108.2020034790039
2016-06-21,109.6811752319336
2016-06-22,108.64573669433594
2016-06-23,110.3468017578125
2016-06-27,97.18211364746094
2016-06-28,100.28840637207031
2016-06-29,100.0665054321289
2016-06-30,99.17901611328125
2016-07-01,100.14046478271484
2016-07-04,99.62275695800781
2016-07-05,97.77377319335938
2016-07-06,95.11125946044922
2016-07-07,96.59044647216797
2016-07-08,98.58733367919922
2016-07-11,102.06341552734375
2016-07-12,101.693603515625
2016-07-13,102.13738250732422
2016-07-14,102.21131896972656
2016-07-15,102.28528594970703
2016-07-18,101.98944854736328
2016-07-19,104.50405883789062
2016-07-20,105.98322296142578
2016-07-21,99.17901611328125
2016-07-22,98.58733367919922
2016-07-25,99.54879760742188
2016-07-26,97.40399169921875
2016-07-27,100.58422088623047
2016-07-28,99.62275695800781
2016-07-29,100.28840637207031
2016-08-01,100.14046478271484
2016-08-02,98.14356994628906
2016-08-03,97.84774017333984
2016-08-04,98.58733367919922
2016-08-05,99.03108215332031
2016-08-08,100.6581802368164
2016-08-09,104.72593688964844
2016-08-10,103.17278289794922
2016-08-11,104.06029510498047
2016-08-12,105.02176666259766
2016-08-15,106.13114929199219
2016-08-16,105.53945922851562
2016-08-17,105.02176666259766
2016-08-18,106.72280883789062
2016-08-19,105.6134262084961
2016-08-22,105.16968536376953
2016-08-23,106.57489776611328
2016-08-24,107.24053192138672
2016-08-25,105.3176040649414
2016-08-26,106.64885711669922
2016-08-29,106.2790756225586
2016-08-30,107.53636932373047
2016-08-31,106.72280883789062
2016-09-01,106.50093841552734
2016-09-02,107.31449890136719
2016-09-05,108.2020034790039
2016-09-06,107.09262084960938
2016-09-07,106.79676818847656
2016-09-08,105.39156341552734
2016-09-09,104.20822143554688
2016-09-12,103.61653900146484
2016-09-13,103.09883117675781
2016-09-14,101.98944854736328
2016-09-15,103.39466094970703
2016-09-16,102.50714111328125
2016-09-19,103.61653900146484
2016-09-20,103.69049835205078
2016-09-21,103.5425796508789
2016-09-22,105.46551513671875
2016-09-23,105.16968536376953
2016-09-26,105.09571838378906
2016-09-27,105.02176666259766
2016-09-28,107.09262084960938
2016-09-29,108.49784088134766
2016-09-30,109.53327178955078
2016-10-03,109.45930480957031
2016-10-04,111.53016662597656
2016-10-05,111.23430633544922
2016-10-06,112.5655746459961
2016-10-07,109.97701263427734
2016-10-10,109.53327178955078
2016-10-11,107.98011779785156
2016-10-12,108.27595520019531
2016-10-13,106.9447021484375
2016-10-14,108.57180786132812
2016-10-17,109.01554870605469
2016-10-18,110.71659088134766
2016-10-19,110.42076110839844
2016-10-20,112.63955688476562
2016-10-21,113.82288360595703
2016-10-24,112.63955688476562
2016-10-25,110.86450958251953
2016-10-26,108.64573669433594
2016-10-27,110.93848419189453
2016-10-28,113.1572494506836
2016-10-31,113.23121643066406
2016-11-01,112.26974487304688
2016-11-02,109.8291015625
2016-11-03,109.60723876953125
2016-11-04,107.16657257080078
2016-11-07,111.16035461425781
2016-11-08,110.7905502319336
2016-11-09,112.86140441894531
2016-11-10,117.52082824707031
2016-11-11,116.78123474121094
2016-11-14,116.6333236694336
2016-11-15,118.33436584472656
2016-11-16,117.44688415527344
2016-11-17,118.5562515258789
2016-11-18,118.77812957763672
2016-11-21,119.66564178466797
2016-11-22,120.03545379638672
2016-11-23,121.21878051757812
2016-11-24,122.32816314697266
2016-11-25,123.06774139404297
2016-11-28,120.55316162109375
2016-11-29,120.03545379638672
2016-11-30,122.77191162109375
2016-12-01,125.80421447753906
2016-12-02,126.17404174804688
2016-12-05,127.94905853271484
2016-12-06,127.94905853271484
2016-12-07,129.0584259033203
2016-12-08,129.87197875976562
2016-12-09,128.68865966796875
2016-12-12,128.91050720214844
2016-12-13,126.32193756103516
2016-12-14,125.36051940917969
2016-12-15,126.76569366455078
2016-12-16,125.73027801513672
2016-12-19,124.99069213867188
2016-12-20,125.50841522216797
2016-12-21,124.6948471069336
2016-12-22,122.99380493164062
2016-12-23,123.58546447753906
2016-12-27,123.88128662109375
2016-12-28,123.36359405517578
2016-12-29,123.06774139404297
2016-12-30,123.95526123046875
2017-01-02,123.51151275634766
2017-01-03,123.06774139404297
2017-01-04,122.99380493164062
2017-01-05,124.39900207519531
2017-01-09,124.84278106689453
2017-01-10,123.36359405517578
2017-01-11,124.25110626220703
2017-01-12,124.54693603515625
2017-01-13,125.50841522216797
2017-01-16,124.9167251586914
2017-01-17,123.2896499633789
2017-01-18,124.6948471069336
2017-01-19,125.21257019042969
2017-01-20,125.13860321044922
2017-01-23,126.10005950927734
2017-01-24,129.65011596679688
2017-01-25,132.978271484375
2017-01-26,133.05221557617188
2017-01-27,130.759521484375
2017-01-30,130.31573486328125
2017-01-31,130.1678009033203
2017-02-01,132.75640869140625
2017-02-02,128.09695434570312
2017-02-03,127.28343200683594
2017-02-06,124.84278106689453
2017-02-07,125.36051940917969
2017-02-08,123.36359405517578
2017-02-09,123.2896499633789
2017-02-10,123.95526123046875
2017-02-13,125.95214080810547
2017-02-14,127.06155395507812
2017-02-15,125.58235168457031
2017-02-16,124.54693603515625
2017-02-17,123.88128662109375
2017-02-20,126.54386138916016
2017-02-21,129.20635986328125
2017-02-22,128.54071044921875
2017-02-23,128.17092895507812
2017-02-24,125.50841522216797
2017-02-27,125.80421447753906
2017-02-28,127.13549041748047
2017-03-01,130.759521484375
2017-03-02,129.94593811035156
2017-03-03,130.24179077148438
2017-03-06,129.57614135742188
2017-03-07,131.72096252441406
2017-03-08,130.90740966796875
2017-03-09,129.20635986328125
2017-03-10,129.502197265625
2017-03-13,129.72406005859375
2017-03-14,130.759521484375
2017-03-15,134.16160583496094
2017-03-16,134.3095245361328
2017-03-17,134.01368713378906
2017-03-20,133.49595642089844
2017-03-21,132.46054077148438
2017-03-22,132.09075927734375
2017-03-23,133.3480682373047
2017-03-24,132.46054077148438
2017-03-27,130.61158752441406
2017-03-28,131.64700317382812
2017-03-29,134.087646484375
2017-03-30,134.69784545898438
2017-03-31,135.2317352294922
2017-04-03,134.69784545898438
2017-04-04,135.5368194580078
2017-04-05,135.3079833984375
2017-04-06,134.92665100097656
2017-04-07,135.0791778564453
2017-04-10,135.76565551757812
2017-04-11,135.9944610595703
2017-04-12,135.5368194580078
2017-04-13,134.6215362548828
2017-04-18,131.95201110839844
2017-04-19,133.17236328125
2017-04-20,133.0198211669922
2017-04-21,134.69784545898438
2017-04-24,138.66400146484375
2017-04-25,142.17254638671875
2017-04-26,144.0030975341797
2017-04-27,145.8336639404297
2017-04-28,148.4269256591797
2017-05-02,149.4947509765625
2017-05-03,147.5879364013672
2017-05-04,147.35911560058594
2017-05-05,145.68112182617188
2017-05-08,144.23191833496094
2017-05-09,144.9183807373047
2017-05-10,144.6895751953125
2017-05-11,141.48609924316406
2017-05-12,138.96908569335938
2017-05-15,138.511474609375
2017-05-16,139.2742156982422
2017-05-17,136.60464477539062
2017-05-18,134.39273071289062
2017-05-19,136.299560546875
2017-05-22,135.68936157226562
2017-05-23,136.83348083496094
2017-05-24,136.90975952148438
2017-05-26,134.69784545898438
2017-05-29,134.31646728515625
2017-05-30,135.38429260253906
2017-05-31,135.61309814453125
2017-06-01,136.37582397460938
2017-06-02,138.74026489257812
2017-06-05,136.75718688964844
2017-06-06,136.75718688964844
2017-06-07,138.81654357910156
2017-06-08,137.4436492919922
2017-06-09,140.41827392578125
2017-06-12,136.5283660888672
2017-06-13,137.67245483398438
2017-06-14,136.75718688964844
2017-06-15,135.68936157226562
2017-06-16,138.74026489257812
2017-06-19,139.9606475830078
2017-06-20,138.511474609375
2017-06-21,139.19793701171875
2017-06-22,139.50299072265625
2017-06-23,139.50299072265625
2017-06-26,137.59620666503906
2017-06-27,132.3333740234375
2017-06-28,132.63845825195312
2017-06-29,130.5028533935547
2017-06-30,130.19772338867188
2017-07-03,131.494384765625
2017-07-04,129.28248596191406
2017-07-05,131.1129913330078
2017-07-06,131.18927001953125
2017-07-07,131.34182739257812
2017-07-10,133.7825469970703
2017-07-11,132.5621795654297
2017-07-12,135.76565551757812
2017-07-13,134.16390991210938
2017-07-14,133.8588104248047
2017-07-17,132.94354248046875
2017-07-18,134.39273071289062
2017-07-19,134.39273071289062
2017-07-20,132.5621795654297
2017-07-21,126.53663635253906
2017-07-24,124.55354309082031
2017-07-25,125.39253997802734
2017-07-26,125.01117706298828
2017-07-27,123.86708068847656
2017-07-28,123.63827514648438
2017-07-31,122.4941635131836
2017-08-01,124.3247299194336
2017-08-02,122.64673614501953
2017-08-03,122.4941635131836
2017-08-04,122.34161376953125
2017-08-07,121.57890319824219
2017-08-08,123.25688934326172
2017-08-09,122.5704345703125
2017-08-10,121.27381134033203
2017-08-11,119.90086364746094
2017-08-14,120.43479919433594
2017-08-15,119.67205047607422
2017-08-16,121.57890319824219
2017-08-17,120.05343627929688
2017-08-18,119.4432601928711
2017-08-21,119.36698150634766
2017-08-22,121.50263214111328
2017-08-23,121.50263214111328
2017-08-24,121.42634582519531
2017-08-25,121.35008239746094
2017-08-28,120.73989868164062
2017-08-29,117.84152221679688
2017-08-30,120.28225708007812
2017-08-31,121.12126922607422
2017-09-01,121.65518188476562
2017-09-04,121.35008239746094
2017-09-05,120.43479919433594
2017-09-06,118.60426330566406
2017-09-07,119.51953125
2017-09-08,120.20598602294922
2017-09-11,123.10435485839844
2017-09-12,123.4857177734375
2017-09-13,124.40098571777344
2017-09-14,125.23998260498047
2017-09-15,126.07899475097656
2017-09-18,127.29934692382812
2017-09-19,129.4350128173828
2017-09-20,128.82481384277344
2017-09-21,129.96890258789062
2017-09-22,129.81634521484375
2017-09-25,130.65536499023438
2017-09-26,131.0367431640625
2017-09-27,132.48590087890625
2017-09-28,134.01136779785156
2017-09-29,135.38429260253906
2017-10-02,134.01136779785156
2017-10-03,135.61309814453125
2017-10-04,136.22328186035156
2017-10-05,135.91818237304688
2017-10-06,134.46900939941406
2017-10-09,133.55374145507812
2017-10-10,131.72315979003906
2017-10-11,132.71475219726562
2017-10-12,134.77410888671875
2017-10-13,135.8419189453125
2017-10-16,136.14700317382812
2017-10-17,134.54527282714844
2017-10-18,136.14700317382812
2017-10-19,136.90975952148438
2017-10-20,138.0538330078125
2017-10-23,139.2742156982422
2017-10-24,139.5792999267578
2017-10-25,139.8843536376953
2017-10-26,140.95217895507812
2017-10-27,142.17254638671875
2017-10-30,141.7149200439453
2017-10-31,148.50318908691406
2017-11-01,146.1387481689453
2017-11-02,143.0878448486328
2017-11-03,143.62176513671875
2017-11-06,142.02000427246094
2017-11-07,142.17254638671875
2017-11-08,142.85902404785156
2017-11-09,139.50299072265625
2017-11-10,139.8843536376953
2017-11-13,139.73184204101562
2017-11-14,140.26573181152344
2017-11-15,141.18101501464844
2017-11-16,141.94375610351562
2017-11-17,140.57083129882812
2017-11-20,142.02000427246094
2017-11-21,144.46075439453125
2017-11-22,142.02000427246094
2017-11-23,141.86746215820312
2017-11-24,143.0878448486328
2017-11-27,143.5454864501953
2017-11-28,146.1387481689453
2017-11-29,147.28285217285156
2017-11-30,144.3081817626953
2017-12-01,142.78274536132812
2017-12-04,144.5370330810547
2017-12-05,144.3081817626953
2017-12-06,140.72335815429688
2017-12-07,140.87591552734375
2017-12-08,140.57083129882812
2017-12-11,141.86746215820312
2017-12-12,141.10475158691406
2017-12-13,139.9606475830078
2017-12-14,139.50299072265625
2017-12-15,139.5792999267578
2017-12-18,142.02000427246094
2017-12-19,141.40985107421875
2017-12-20,141.10475158691406
2017-12-21,141.63864135742188
2017-12-22,141.25729370117188
2017-12-27,140.6470947265625
2017-12-28,139.19793701171875
2017-12-29,138.96908569335938
2018-01-02,138.32078552246094
2018-01-03,141.7149200439453
2018-01-04,142.82089233398438
2018-01-05,143.7361602783203
2018-01-08,144.0030975341797
2018-01-09,144.38446044921875
2018-01-10,143.01156616210938
2018-01-11,143.62176513671875
2018-01-12,144.15565490722656
2018-01-15,147.01588439941406
2018-01-16,148.23623657226562
2018-01-17,149.8760986328125
2018-01-18,151.13461303710938
2018-01-19,152.0880126953125
2018-01-22,152.01174926757812
2018-01-23,151.28717041015625
2018-01-24,150.60069274902344
2018-01-25,149.07525634765625
2018-01-26,151.4015655517578
2018-01-29,148.54135131835938
2018-01-30,147.3972625732422
2018-01-31,148.54135131835938
2018-02-01,144.3081817626953
2018-02-02,138.24449157714844
2018-02-05,133.74440002441406
2018-02-06,131.18927001953125
2018-02-07,132.82913208007812
2018-02-08,129.8544921875
2018-02-09,128.13836669921875
2018-02-12,129.58753967285156
2018-02-13,128.0239715576172
2018-02-14,129.28248596191406
2018-02-15,130.1595916748047
2018-02-16,131.26556396484375
2018-02-19,129.6256561279297
2018-02-20,133.43934631347656
2018-02-21,134.39273071289062
2018-02-22,133.6300048828125
2018-02-23,133.43934631347656
2018-02-26,134.5071563720703
2018-02-27,134.54527282714844
2018-02-28,133.05796813964844
2018-03-01,130.00704956054688
2018-03-02,125.96456146240234
2018-03-05,126.42221069335938
2018-03-06,126.84172821044922
2018-03-07,126.72732543945312
2018-03-08,129.35874938964844
2018-03-09,130.0833282470703
2018-03-12,129.58753967285156
2018-03-13,129.2443389892578
2018-03-14,130.96044921875
2018-03-15,132.94354248046875
2018-03-16,132.75286865234375
2018-03-19,128.93922424316406
2018-03-20,133.51560974121094
2018-03-21,132.67660522460938
2018-03-22,131.2274169921875
2018-03-23,132.0282745361328
2018-03-26,129.96890258789062
2018-03-27,134.12579345703125
2018-03-28,132.90538024902344
2018-03-29,134.24386596679688
2018-04-03,133.4171600341797
2018-04-04,130.54331970214844
2018-04-05,134.3619842529297
2018-04-06,134.3619842529297
2018-04-09,134.8343963623047
2018-04-10,137.51141357421875
2018-04-11,136.64532470703125
2018-04-12,138.9286346435547
2018-04-13,139.9915771484375
2018-04-16,138.8498992919922
2018-04-17,141.56626892089844
2018-04-18,142.27487182617188
2018-04-19,144.1251678466797
2018-04-20,143.9676971435547
2018-04-23,144.1251678466797
2018-04-24,140.66082763671875
2018-04-25,135.97605895996094
2018-04-26,139.67660522460938
2018-04-27,142.8654022216797
2018-04-30,140.18841552734375
2018-05-02,143.2984619140625
2018-05-03,141.01512145996094
2018-05-04,141.7237548828125
2018-05-07,143.8102264404297
2018-05-08,145.581787109375
2018-05-09,146.9596405029297
2018-05-11,144.71571350097656
2018-05-14,144.4794921875
2018-05-15,145.8573455810547
2018-05-16,146.9202880859375
2018-05-17,147.90447998046875
2018-05-18,149.00677490234375
2018-05-21,148.84930419921875
2018-05-22,147.7076416015625
2018-05-23,144.4794921875
2018-05-24,142.55047607421875
2018-05-25,142.55047607421875
2018-05-28,142.51109313964844
2018-05-29,141.68438720703125
2018-05-30,136.29100036621094
2018-05-31,134.8343963623047
2018-06-01,137.3539276123047
2018-06-04,135.97605895996094
2018-06-05,135.10995483398438
2018-06-06,135.10995483398438
2018-06-07,135.818603515625
2018-06-08,134.79501342773438
2018-06-11,136.25164794921875
2018-06-12,135.50363159179688
2018-06-13,134.79501342773438
2018-06-14,135.6611328125
2018-06-15,133.85020446777344
2018-06-18,134.7556610107422
2018-06-19,132.78726196289062
2018-06-20,132.82664489746094
2018-06-21,130.14964294433594
2018-06-22,130.14964294433594
2018-06-25,128.10250854492188
2018-06-26,127.63011169433594
2018-06-27,129.83470153808594
2018-06-28,126.84276580810547
2018-06-29,131.25192260742188
2018-07-02,128.81112670898438
2018-07-03,130.9763641357422
2018-07-04,127.94506072998047
2018-07-05,128.33872985839844
2018-07-06,127.39389038085938
2018-07-09,131.29129028320312
2018-07-10,131.52749633789062
2018-07-11,127.78758239746094
2018-07-12,128.7323760986328
2018-07-13,131.29129028320312
2018-07-16,132.11802673339844
2018-07-17,130.66140747070312
2018-07-18,134.0470428466797
2018-07-19,135.818603515625
2018-07-20,132.70852661132812
2018-07-23,133.85020446777344
2018-07-24,139.28294372558594
2018-07-25,135.7792205810547
2018-07-26,140.26715087890625
2018-07-27,140.77891540527344
2018-07-30,140.38523864746094
2018-07-31,142.35362243652344
2018-08-01,140.77891540527344
2018-08-02,138.10191345214844
2018-08-03,139.91282653808594
2018-08-06,139.20423889160156
2018-08-07,141.76312255859375
2018-08-08,141.95994567871094
2018-08-09,142.82601928710938
2018-08-10,140.34588623046875
2018-08-13,139.12548828125
2018-08-14,138.14126586914062
2018-08-15,134.0470428466797
2018-08-16,134.95248413085938
2018-08-17,136.2122802734375
2018-08-20,137.23580932617188
2018-08-21,139.67660522460938
2018-08-22,137.86572265625
2018-08-23,135.85794067382812
2018-08-24,136.01541137695312
2018-08-27,138.49559020996094
2018-08-28,141.48753356933594
2018-08-29,141.3694305419922
2018-08-30,141.88119506835938
2018-08-31,138.3774871826172
2018-09-03,137.43267822265625
2018-09-04,136.36973571777344
2018-09-05,134.7556610107422
2018-09-06,132.78726196289062
2018-09-07,132.15740966796875
2018-09-10,133.0234832763672
2018-09-11,133.22032165527344
2018-09-12,132.74790954589844
2018-09-13,133.06285095214844
2018-09-14,135.10995483398438
2018-09-17,135.818603515625
2018-09-18,135.30682373046875
2018-09-19,138.41685485839844
2018-09-20,141.330078125
2018-09-21,142.15679931640625
2018-09-24,140.93638610839844
2018-09-25,140.14903259277344
2018-09-26,140.46395874023438
2018-09-27,140.54269409179688
2018-09-28,138.0625457763672
2018-10-01,136.2122802734375
2018-10-02,134.48007202148438
2018-10-03,136.0548095703125
2018-10-04,133.8895721435547
2018-10-05,131.52749633789062
2018-10-08,131.0550994873047
2018-10-09,131.60623168945312
2018-10-10,126.72465515136719
2018-10-11,124.04764556884766
2018-10-12,122.74849700927734
2018-10-15,121.05570983886719
2018-10-16,123.45713806152344
2018-10-17,123.02410125732422
2018-10-18,120.11087036132812
2018-10-19,116.33155822753906
2018-10-22,115.66231536865234
2018-10-23,114.56001281738281
2018-10-24,112.67037963867188
2018-10-25,108.89107513427734
2018-10-26,108.1430892944336
2018-10-29,111.0956802368164
2018-10-30,112.86723327636719
2018-10-31,115.74105834960938
2018-11-01,115.38675689697266
2018-11-02,120.11087036132812
2018-11-05,116.1347427368164
2018-11-06,115.78043365478516
2018-11-07,115.89852905273438
2018-11-08,114.83560180664062
2018-11-09,111.92239379882812
2018-11-12,110.38704681396484
2018-11-13,111.05630493164062
2018-11-14,110.54451751708984
2018-11-15,110.8594741821289
2018-11-16,109.87527465820312
2018-11-19,108.6942367553711
2018-11-20,108.10372924804688
2018-11-21,110.6626205444336
2018-11-22,109.99337005615234
2018-11-23,109.67842864990234
2018-11-26,111.25314331054688
2018-11-27,109.36347198486328
2018-11-28,110.54451751708984
2018-11-29,112.11922454833984
2018-11-30,113.14278411865234
2018-12-03,112.59162902832031
2018-12-04,110.46578216552734
2018-12-05,107.11953735351562
2018-12-06,102.55287170410156
2018-12-07,102.19857025146484
2018-12-10,100.38764953613281
2018-12-11,102.86781311035156
2018-12-12,105.50544738769531
2018-12-13,105.11177825927734
2018-12-14,104.91494750976562
2018-12-17,104.63935089111328
2018-12-18,105.89913177490234
2018-12-19,105.11177825927734
2018-12-20,102.55287170410156
2018-12-21,103.0252914428711
2018-12-27,103.30086517333984
2018-12-28,105.85975646972656
2019-01-02,103.65516662597656
2019-01-03,102.43478393554688
2019-01-04,107.43447875976562
2019-01-07,111.44996643066406
2019-01-08,112.78849029541016
2019-01-09,114.56001281738281
2019-01-10,114.16634368896484
2019-01-11,114.1269760131836
2019-01-14,113.5758285522461
2019-01-15,113.22152709960938
2019-01-16,114.79622650146484
2019-01-17,114.95368957519531
2019-01-18,116.84334564208984
2019-01-21,114.99307250976562
2019-01-22,114.75686645507812
2019-01-23,114.00887298583984
2019-01-24,115.0718002319336
2019-01-25,118.18185424804688
2019-01-28,117.74880981445312
2019-01-29,123.14218139648438
2019-01-30,121.8824234008789
2019-01-31,119.55972290039062
2019-02-01,120.54391479492188
2019-02-04,119.99276733398438
2019-02-05,121.17379760742188
2019-02-06,121.52811431884766
2019-02-07,117.7881851196289
2019-02-08,116.3709487915039
2019-02-11,117.2763900756836
2019-02-12,118.37870025634766
2019-02-13,120.18960571289062
2019-02-14,120.78012084960938
2019-02-15,123.06346130371094
2019-02-18,122.70913696289062
2019-02-19,122.3548355102539
2019-02-20,125.70109558105469
2019-02-21,125.26805114746094
2019-02-22,126.0553970336914
2019-02-25,126.40972137451172
2019-02-26,126.01603698730469
2019-02-27,124.08702087402344
2019-02-28,122.3941879272461
2019-03-01,124.40196228027344
2019-03-04,125.0318374633789
2019-03-05,123.89018249511719
2019-03-06,122.55166625976562
2019-03-07,120.0715103149414
2019-03-08,118.49679565429688
2019-03-11,120.54391479492188
2019-03-12,120.42581176757812
2019-03-13,123.1815414428711
2019-03-14,123.45713806152344
2019-03-15,125.5436019897461
2019-03-18,126.13411712646484
2019-03-19,127.98442077636719
2019-03-20,127.00020599365234
2019-03-21,126.56717681884766
2019-03-22,122.03988647460938
2019-03-25,121.40998840332031
2019-03-26,122.23672485351562
2019-03-27,123.49650573730469
2019-03-28,124.32322692871094
2019-03-29,126.36935424804688
2019-04-01,131.85301208496094
2019-04-02,133.73544311523438
2019-04-03,137.54124450683594
2019-04-04,135.57696533203125
2019-04-05,138.3188018798828
2019-04-08,137.4593963623047
2019-04-09,136.2726593017578
2019-04-10,137.6640167236328
2019-04-11,137.50033569335938
2019-04-12,140.69229125976562
2019-04-15,141.18338012695312
2019-04-16,141.34706115722656
2019-04-17,143.14767456054688
2019-04-18,145.43934631347656
2019-04-23,144.0479736328125
2019-04-24,146.50332641601562
2019-04-25,142.4519805908203
2019-04-26,144.0479736328125
2019-04-29,146.01226806640625
2019-04-30,143.84335327148438
2019-05-02,141.2242889404297
