Date,IBST.L
2016-04-27,200.3614501953125
2016-04-28,197.17161560058594
2016-04-29,194.77920532226562
2016-05-03,196.07510375976562
2016-05-04,198.06875610351562
2016-05-05,196.21824645996094
2016-05-06,188.7404327392578
2016-05-09,185.45016479492188
2016-05-10,184.3533935546875
2016-05-11,192.4294891357422
2016-05-12,194.52330017089844
2016-05-13,206.8866424560547
2016-05-16,211.373291015625
2016-05-17,209.77806091308594
2016-05-18,206.48780822753906
2016-05-19,209.37921142578125
2016-05-20,211.1739044189453
2016-05-23,211.373291015625
2016-05-24,222.34080505371094
2016-05-25,223.03872680664062
2016-05-26,202.20050048828125
2016-05-27,202.59930419921875
2016-05-31,206.6872100830078
2016-06-01,200.60525512695312
2016-06-02,199.40878295898438
2016-06-03,198.1126251220703
2016-06-06,197.41468811035156
2016-06-07,198.1126251220703
2016-06-08,196.0188446044922
2016-06-09,198.41175842285156
2016-06-10,197.71380615234375
2016-06-13,193.4265594482422
2016-06-14,182.06024169921875
2016-06-15,183.55580139160156
2016-06-16,181.16282653808594
2016-06-17,193.2271270751953
2016-06-20,195.4205780029297
2016-06-21,194.32383728027344
2016-06-22,194.82235717773438
2016-06-23,197.41468811035156
2016-06-24,155.93765258789062
2016-06-27,127.32250213623047
2016-06-28,132.0085906982422
2016-06-29,138.28994750976562
2016-06-30,129.61572265625
2016-07-01,134.002685546875
2016-07-04,132.50714111328125
2016-07-05,118.54850769042969
2016-07-06,115.45769500732422
2016-07-07,114.3609390258789
2016-07-08,126.12606048583984
2016-07-11,135.39857482910156
2016-07-12,140.08465576171875
2016-07-13,140.8822784423828
2016-07-14,132.1083221435547
2016-07-15,135.39857482910156
2016-07-18,135.8970947265625
2016-07-19,134.2021026611328
2016-07-20,143.27523803710938
2016-07-21,145.6681365966797
2016-07-22,147.1636962890625
2016-07-25,148.5595245361328
2016-07-26,156.7353057861328
2016-07-27,154.64151000976562
2016-07-28,153.2456512451172
2016-07-29,151.84974670410156
2016-08-01,145.76783752441406
2016-08-02,142.07876586914062
2016-08-03,141.67996215820312
2016-08-04,141.67996215820312
2016-08-05,152.54771423339844
2016-08-08,155.53884887695312
2016-08-09,158.7294158935547
2016-08-10,158.03147888183594
2016-08-11,160.02557373046875
2016-08-12,172.98712158203125
2016-08-15,181.06317138671875
2016-08-16,180.06614685058594
2016-08-17,168.9989013671875
2016-08-18,172.014404296875
2016-08-19,165.83187866210938
2016-08-22,169.6212158203125
2016-08-23,169.52145385742188
2016-08-24,174.5074005126953
2016-08-25,179.8922119140625
2016-08-26,179.4933624267578
2016-08-30,180.19139099121094
2016-08-31,182.1857452392578
2016-09-01,185.67588806152344
2016-09-02,173.01161193847656
2016-09-05,167.52708435058594
2016-09-06,165.4329833984375
2016-09-07,166.62965393066406
2016-09-08,169.52145385742188
2016-09-09,167.32763671875
2016-09-12,163.1394805908203
2016-09-13,162.34173583984375
2016-09-14,158.6521759033203
2016-09-15,161.34457397460938
2016-09-16,159.74903869628906
2016-09-19,161.24484252929688
2016-09-20,160.14793395996094
2016-09-21,164.63526916503906
2016-09-22,166.7293701171875
2016-09-23,166.43019104003906
2016-09-26,163.33897399902344
2016-09-27,161.34457397460938
2016-09-28,162.84034729003906
2016-09-29,162.1422882080078
2016-09-30,161.04539489746094
2016-10-03,172.51307678222656
2016-10-04,171.01727294921875
2016-10-05,167.52708435058594
2016-10-06,167.52708435058594
2016-10-07,164.63526916503906
2016-10-10,160.64654541015625
2016-10-11,161.8431396484375
2016-10-12,161.14515686035156
2016-10-13,160.94566345214844
2016-10-14,157.25611877441406
2016-10-17,159.3502197265625
2016-10-18,164.9344482421875
2016-10-19,165.63246154785156
2016-10-20,165.83187866210938
2016-10-21,162.5411834716797
2016-10-24,163.53836059570312
2016-10-25,161.14515686035156
2016-10-26,158.45272827148438
2016-10-27,160.2476348876953
2016-10-28,161.8431396484375
2016-10-31,166.23077392578125
2016-11-01,170.21951293945312
2016-11-02,171.2166748046875
2016-11-03,170.6183624267578
2016-11-04,169.82061767578125
2016-11-07,173.21109008789062
2016-11-08,174.5074005126953
2016-11-09,179.5930633544922
2016-11-10,176.00318908691406
2016-11-11,174.8065643310547
2016-11-14,176.50180053710938
2016-11-15,175.40489196777344
2016-11-16,179.19415283203125
2016-11-17,179.79251098632812
2016-11-18,182.68431091308594
2016-11-21,181.88656616210938
2016-11-22,182.48486328125
2016-11-23,178.5958709716797
2016-11-24,179.19415283203125
2016-11-25,184.57896423339844
2016-11-28,182.58462524414062
2016-11-29,182.0860595703125
2016-11-30,184.47923278808594
2016-12-01,182.48486328125
2016-12-02,181.48770141601562
2016-12-05,184.18008422851562
2016-12-06,183.48207092285156
2016-12-07,183.9806671142578
2016-12-08,183.38235473632812
2016-12-09,181.48770141601562
2016-12-12,179.991943359375
2016-12-13,180.98910522460938
2016-12-14,179.991943359375
2016-12-15,182.48486328125
2016-12-16,181.38796997070312
2016-12-19,183.18292236328125
2016-12-20,182.98345947265625
2016-12-21,181.08883666992188
2016-12-22,182.0860595703125
2016-12-23,182.0860595703125
2016-12-28,183.48207092285156
2016-12-29,183.38235473632812
2016-12-30,185.77560424804688
2017-01-03,182.0860595703125
2017-01-04,183.9806671142578
2017-01-05,183.9806671142578
2017-01-06,184.67869567871094
2017-01-09,184.47923278808594
2017-01-10,184.57896423339844
2017-01-11,183.7812042236328
2017-01-12,183.7812042236328
2017-01-13,185.67588806152344
2017-01-16,179.79251098632812
2017-01-17,177.29954528808594
2017-01-18,175.8037567138672
2017-01-19,176.00318908691406
2017-01-20,180.19139099121094
2017-01-23,180.88937377929688
2017-01-24,183.7812042236328
2017-01-25,184.8781280517578
2017-01-26,188.3682403564453
2017-01-27,187.4707794189453
2017-01-30,185.47642517089844
2017-01-31,186.27420043945312
2017-02-01,187.4707794189453
2017-02-02,188.16880798339844
2017-02-03,191.6589813232422
2017-02-06,192.25729370117188
2017-02-07,192.15757751464844
2017-02-08,192.45675659179688
2017-02-09,189.26573181152344
2017-02-10,188.66744995117188
2017-02-13,188.3682403564453
2017-02-14,190.4623565673828
2017-02-15,195.44825744628906
2017-02-16,193.75306701660156
2017-02-17,195.54798889160156
2017-02-20,195.2488555908203
2017-02-21,197.3429412841797
2017-02-22,196.4454803466797
2017-02-23,194.45111083984375
2017-02-24,195.44825744628906
2017-02-27,197.64208984375
2017-02-28,197.4426727294922
2017-03-01,199.636474609375
2017-03-02,203.72496032714844
2017-03-03,202.42857360839844
2017-03-06,202.5283203125
2017-03-07,209.90748596191406
2017-03-08,214.69395446777344
2017-03-09,211.30352783203125
2017-03-10,202.42857360839844
2017-03-13,201.43141174316406
2017-03-14,200.43421936035156
2017-03-15,212.8990478515625
2017-03-16,215.69114685058594
2017-03-17,216.88775634765625
2017-03-20,216.58860778808594
2017-03-21,214.79368591308594
2017-03-22,212.8990478515625
2017-03-23,216.38917541503906
2017-03-24,212.8990478515625
2017-03-27,211.20382690429688
2017-03-28,211.20382690429688
2017-03-29,209.3091583251953
2017-03-30,207.81336975097656
2017-03-31,207.01564025878906
2017-04-03,207.91307067871094
2017-04-04,209.4088592529297
2017-04-05,210.10687255859375
2017-04-06,208.3119659423828
2017-04-07,208.9102783203125
2017-04-10,205.9187469482422
2017-04-11,199.73617553710938
2017-04-12,206.71646118164062
2017-04-13,215.69114685058594
2017-04-18,211.4032440185547
2017-04-19,218.8821563720703
2017-04-20,219.6798553466797
2017-04-21,219.58016967773438
2017-04-24,227.15878295898438
2017-04-25,225.26409912109375
2017-04-26,219.8793182373047
2017-04-27,226.2612762451172
2017-04-28,228.3554229736328
2017-05-02,231.1475372314453
2017-05-03,229.35256958007812
2017-05-04,225.46356201171875
2017-05-05,226.0618896484375
2017-05-08,227.95654296875
2017-05-09,231.34698486328125
2017-05-10,233.24160766601562
2017-05-11,230.4019775390625
2017-05-12,236.98492431640625
2017-05-15,241.17401123046875
2017-05-16,240.2763671875
2017-05-17,235.18955993652344
2017-05-18,239.37869262695312
2017-05-19,238.28152465820312
2017-05-22,240.3760986328125
2017-05-23,241.37350463867188
2017-05-24,238.48101806640625
2017-05-25,240.3760986328125
2017-05-26,235.18955993652344
2017-05-30,242.2711944580078
2017-05-31,251.64682006835938
2017-06-01,249.25306701660156
2017-06-02,248.05616760253906
2017-06-05,245.36314392089844
2017-06-06,240.8748016357422
2017-06-07,245.86187744140625
2017-06-08,249.25306701660156
2017-06-09,245.46290588378906
2017-06-12,248.85409545898438
2017-06-13,251.34762573242188
2017-06-14,258.03021240234375
2017-06-15,249.95123291015625
2017-06-16,260.3243408203125
2017-06-19,256.13519287109375
2017-06-20,250.35018920898438
2017-06-21,250.05101013183594
2017-06-22,254.14039611816406
2017-06-23,251.34762573242188
2017-06-26,251.57005310058594
2017-06-27,250.74917602539062
2017-06-28,250.1507110595703
2017-06-29,247.65721130371094
2017-06-30,244.9641876220703
2017-07-03,246.85923767089844
2017-07-04,245.56260681152344
2017-07-05,248.65463256835938
2017-07-06,248.5548858642578
2017-07-07,247.1584930419922
2017-07-10,246.46031188964844
2017-07-11,246.46031188964844
2017-07-12,241.37350463867188
2017-07-13,243.3683319091797
2017-07-14,242.96934509277344
2017-07-17,246.2608184814453
2017-07-18,245.36314392089844
2017-07-19,245.36314392089844
2017-07-20,244.36575317382812
2017-07-21,245.56260681152344
2017-07-24,243.4680633544922
2017-07-25,245.1636505126953
2017-07-26,246.85923767089844
2017-07-27,250.35018920898438
2017-07-28,251.24786376953125
2017-07-31,254.33984375
2017-08-01,251.8463134765625
2017-08-02,245.46290588378906
2017-08-03,249.35279846191406
2017-08-04,246.46031188964844
2017-08-07,247.45773315429688
2017-08-08,247.45773315429688
2017-08-09,247.2582244873047
2017-08-10,231.8980712890625
2017-08-11,225.61441040039062
2017-08-14,228.90585327148438
2017-08-15,226.71153259277344
2017-08-16,232.89552307128906
2017-08-17,233.22071838378906
2017-08-18,234.51747131347656
2017-08-21,232.1234130859375
2017-08-22,236.61227416992188
2017-08-23,233.8192138671875
2017-08-24,235.31549072265625
2017-08-25,233.61968994140625
2017-08-29,234.8167266845703
2017-08-30,234.7169952392578
2017-08-31,234.417724609375
2017-09-01,234.8167266845703
2017-09-04,232.82167053222656
2017-09-05,233.5199432373047
2017-09-06,232.9214324951172
2017-09-07,234.31796264648438
2017-09-08,231.9239044189453
2017-09-11,234.7169952392578
2017-09-12,236.91156005859375
2017-09-13,234.417724609375
2017-09-14,231.32540893554688
2017-09-15,229.62960815429688
2017-09-18,231.9239044189453
2017-09-19,235.11598205566406
2017-09-20,230.42762756347656
2017-09-21,227.13583374023438
2017-09-22,227.03607177734375
2017-09-25,227.8341064453125
2017-09-26,225.041015625
2017-09-27,225.34027099609375
2017-09-28,227.23558044433594
2017-09-29,227.13583374023438
2017-10-02,229.43011474609375
2017-10-03,229.52989196777344
2017-10-04,230.327880859375
2017-10-05,235.8142547607422
2017-10-06,238.90658569335938
2017-10-09,240.4028778076172
2017-10-10,243.29566955566406
2017-10-11,243.89419555664062
2017-10-12,245.58995056152344
2017-10-13,246.58749389648438
2017-10-16,247.2857666015625
2017-10-17,246.3880157470703
2017-10-18,248.1835479736328
2017-10-19,247.38551330566406
2017-10-20,247.18601989746094
2017-10-23,246.68724060058594
2017-10-24,247.2857666015625
2017-10-25,246.3880157470703
2017-10-26,247.2857666015625
2017-10-27,246.3880157470703
2017-10-30,247.58502197265625
2017-10-31,247.48529052734375
2017-11-01,249.28082275390625
2017-11-02,250.07884216308594
2017-11-03,255.1661834716797
2017-11-06,257.36077880859375
2017-11-07,250.9766082763672
2017-11-08,249.18104553222656
2017-11-09,245.58995056152344
2017-11-10,239.50509643554688
2017-11-13,236.11351013183594
2017-11-14,234.61724853515625
2017-11-15,230.82662963867188
2017-11-16,232.1234130859375
2017-11-17,230.02865600585938
2017-11-20,231.22567749023438
2017-11-21,231.4251708984375
2017-11-22,232.9214324951172
2017-11-23,243.79444885253906
2017-11-24,242.9964141845703
2017-11-27,240.10362243652344
2017-11-28,243.09616088867188
2017-11-29,243.89419555664062
2017-11-30,240.203369140625
2017-12-01,237.90907287597656
2017-12-04,241.50013732910156
2017-12-05,240.203369140625
2017-12-06,243.49517822265625
2017-12-07,242.6971435546875
2017-12-08,244.0937042236328
2017-12-11,246.68724060058594
2017-12-12,243.89419555664062
2017-12-13,240.70211791992188
2017-12-14,242.79689025878906
2017-12-15,245.3904571533203
2017-12-18,253.27090454101562
2017-12-19,252.67239379882812
2017-12-20,254.16868591308594
2017-12-21,256.3631896972656
2017-12-22,264.3433532714844
2017-12-27,261.65008544921875
2017-12-28,262.3482666015625
2017-12-29,265.8396301269531
2018-01-02,263.34588623046875
2018-01-03,261.5503234863281
2018-01-04,264.3433532714844
2018-01-05,264.3433532714844
2018-01-08,265.9394836425781
2018-01-09,263.34588623046875
2018-01-10,266.7374572753906
2018-01-11,269.3310241699219
2018-01-12,269.5304870605469
2018-01-15,266.7374572753906
2018-01-16,264.7424011230469
2018-01-17,262.14892578125
2018-01-18,256.5627136230469
2018-01-19,259.5553283691406
2018-01-22,259.3558044433594
2018-01-23,263.34588623046875
2018-01-24,266.3384094238281
2018-01-25,262.94683837890625
2018-01-26,268.9320373535156
2018-01-29,264.1438903808594
2018-01-30,262.94683837890625
2018-01-31,256.3631896972656
2018-02-01,256.3631896972656
2018-02-02,250.77711486816406
2018-02-05,244.7919464111328
2018-02-06,240.203369140625
2018-02-07,247.38551330566406
2018-02-08,243.59490966796875
2018-02-09,245.3904571533203
2018-02-12,247.58502197265625
2018-02-13,247.78453063964844
2018-02-14,249.3805694580078
2018-02-15,247.78453063964844
2018-02-16,249.18104553222656
2018-02-19,247.38551330566406
2018-02-20,252.77210998535156
2018-02-21,259.1562805175781
2018-02-22,258.956787109375
2018-02-23,266.5378723144531
2018-02-26,266.93695068359375
2018-02-27,265.3409118652344
2018-02-28,260.5528259277344
2018-03-01,257.759765625
2018-03-02,256.5627136230469
2018-03-05,261.5503234863281
2018-03-06,279.106689453125
2018-03-07,287.6854553222656
2018-03-08,289.2814025878906
2018-03-09,286.08935546875
2018-03-12,291.87506103515625
2018-03-13,284.29388427734375
2018-03-14,285.091796875
2018-03-15,284.29388427734375
2018-03-16,279.106689453125
2018-03-19,277.5107116699219
2018-03-20,276.5132141113281
2018-03-21,276.3136291503906
2018-03-22,270.7275390625
2018-03-23,272.3235778808594
2018-03-26,271.3260498046875
2018-03-27,272.3235778808594
2018-03-28,279.5057678222656
2018-03-29,281.3012390136719
2018-04-03,281.8997802734375
2018-04-04,284.29388427734375
2018-04-05,288.68292236328125
2018-04-06,289.2814025878906
2018-04-09,288.68292236328125
2018-04-10,290.87750244140625
2018-04-11,290.2789611816406
2018-04-12,286.6878356933594
2018-04-13,291.2765197753906
2018-04-16,292.6729736328125
2018-04-17,289.2814025878906
2018-04-18,297.66064453125
2018-04-19,298.2591857910156
2018-04-20,297.66064453125
2018-04-23,301.65069580078125
2018-04-24,301.251708984375
2018-04-25,295.4660949707031
2018-04-26,296.6630859375
2018-04-27,299.4562683105469
2018-04-30,296.6630859375
2018-05-01,299.2566833496094
2018-05-02,304.643310546875
2018-05-03,297.26165771484375
2018-05-04,299.4562683105469
2018-05-08,301.251708984375
2018-05-09,300.4536437988281
2018-05-10,296.1284484863281
2018-05-11,295.330322265625
2018-05-14,297.3257751464844
2018-05-15,297.3257751464844
2018-05-16,296.3280944824219
2018-05-17,299.5209045410156
2018-05-18,299.3213195800781
2018-05-21,298.7226257324219
2018-05-22,294.5321960449219
2018-05-23,291.9380798339844
2018-05-24,277.3710021972656
2018-05-25,280.16473388671875
2018-05-29,274.5774230957031
2018-05-30,274.5774230957031
2018-05-31,279.36651611328125
2018-06-01,279.765625
2018-06-04,283.5570373535156
2018-06-05,285.7520446777344
2018-06-06,288.34619140625
2018-06-07,286.9493713378906
2018-06-08,285.5525207519531
2018-06-11,292.33709716796875
2018-06-12,292.53668212890625
2018-06-13,295.330322265625
2018-06-14,299.3213195800781
2018-06-15,296.7271728515625
2018-06-18,296.7271728515625
2018-06-19,295.5299072265625
2018-06-20,295.330322265625
2018-06-21,295.13079833984375
2018-06-22,289.5434875488281
2018-06-25,286.151123046875
2018-06-26,293.3348693847656
2018-06-27,294.9312438964844
2018-06-28,295.330322265625
2018-06-29,298.52313232421875
2018-07-02,295.7293701171875
2018-07-03,295.5299072265625
2018-07-04,283.756591796875
2018-07-05,275.37554931640625
2018-07-06,278.3688049316406
2018-07-09,282.3597412109375
2018-07-10,284.355224609375
2018-07-11,285.35296630859375
2018-07-12,283.5570373535156
2018-07-13,281.3619384765625
2018-07-16,281.7610168457031
2018-07-17,279.765625
2018-07-18,278.3688049316406
2018-07-19,276.3733215332031
2018-07-20,276.9720153808594
2018-07-23,277.96966552734375
2018-07-24,281.96063232421875
2018-07-25,277.96966552734375
2018-07-26,277.1714782714844
2018-07-27,277.3710021972656
2018-07-30,240.4547576904297
2018-07-31,245.04434204101562
2018-08-01,238.8583984375
2018-08-02,234.06924438476562
2018-08-03,236.2642822265625
2018-08-06,234.06924438476562
2018-08-07,244.44570922851562
2018-08-08,239.45704650878906
2018-08-09,240.65426635742188
2018-08-10,241.45249938964844
2018-08-13,241.2529296875
2018-08-14,244.64527893066406
2018-08-15,244.24615478515625
2018-08-16,243.67738342285156
2018-08-17,244.27609252929688
2018-08-20,244.47567749023438
2018-08-21,245.47349548339844
2018-08-22,245.0743865966797
2018-08-23,244.47567749023438
2018-08-24,245.47349548339844
2018-08-28,245.0743865966797
2018-08-29,244.47567749023438
2018-08-30,244.47567749023438
2018-08-31,245.0743865966797
2018-09-03,242.080810546875
2018-09-04,241.48211669921875
2018-09-05,242.67950439453125
2018-09-06,243.27825927734375
2018-09-07,242.47994995117188
2018-09-10,243.87696838378906
2018-09-11,243.4778289794922
2018-09-12,242.47994995117188
2018-09-13,244.67523193359375
2018-09-14,245.27395629882812
2018-09-17,243.4778289794922
2018-09-18,245.0743865966797
2018-09-19,244.27609252929688
2018-09-20,245.27395629882812
2018-09-21,244.47567749023438
2018-09-24,243.07867431640625
2018-09-25,240.88336181640625
2018-09-26,234.89620971679688
2018-09-27,234.89620971679688
2018-09-28,235.0957794189453
2018-10-01,235.29534912109375
2018-10-02,233.2996368408203
2018-10-03,232.50135803222656
2018-10-04,231.10435485839844
2018-10-05,228.1107635498047
2018-10-08,220.12789916992188
2018-10-09,221.9239959716797
2018-10-10,214.1407470703125
2018-10-11,206.9561309814453
2018-10-12,203.36386108398438
2018-10-15,206.35743713378906
2018-10-16,214.7394256591797
2018-10-17,213.7415771484375
2018-10-18,212.54415893554688
2018-10-19,213.14285278320312
2018-10-22,212.34457397460938
2018-10-23,210.54844665527344
2018-10-24,212.54415893554688
2018-10-25,218.1322021484375
2018-10-26,219.13002014160156
2018-10-29,213.3424530029297
2018-10-30,218.1322021484375
2018-10-31,223.9197235107422
2018-11-01,228.90904235839844
2018-11-02,233.2996368408203
2018-11-05,228.70948791503906
2018-11-06,229.90689086914062
2018-11-07,232.700927734375
2018-11-08,233.89833068847656
2018-11-09,231.3039093017578
2018-11-12,231.3039093017578
2018-11-13,233.1000518798828
2018-11-14,235.4949188232422
2018-11-15,226.1150360107422
2018-11-16,222.52276611328125
2018-11-19,219.5291748046875
2018-11-20,217.13433837890625
2018-11-21,218.53131103515625
2018-11-22,218.3317413330078
2018-11-23,236.29322814941406
2018-11-26,233.2996368408203
2018-11-27,223.32106018066406
2018-11-28,222.32315063476562
2018-11-29,221.3253173828125
2018-11-30,212.94329833984375
2018-12-03,212.54415893554688
2018-12-04,202.96469116210938
2018-12-05,210.34886169433594
2018-12-06,205.5591278076172
2018-12-07,206.7565460205078
2018-12-10,198.87350463867188
2018-12-11,203.16427612304688
2018-12-12,207.75442504882812
2018-12-13,206.55699157714844
2018-12-14,204.561279296875
2018-12-17,206.55699157714844
2018-12-18,207.75442504882812
2018-12-19,205.5591278076172
2018-12-20,200.37026977539062
2018-12-21,194.58267211914062
2018-12-24,195.78009033203125
2018-12-27,192.68673706054688
2018-12-28,197.7758331298828
2018-12-31,198.2747344970703
2019-01-02,205.7586669921875
2019-01-03,202.16639709472656
2019-01-04,208.75230407714844
2019-01-07,209.55056762695312
2019-01-08,214.53985595703125
2019-01-09,218.1322021484375
2019-01-10,217.73301696777344
2019-01-11,225.11721801757812
2019-01-14,224.91763305664062
2019-01-15,231.10435485839844
2019-01-16,235.4949188232422
2019-01-17,240.0850830078125
2019-01-18,238.6880645751953
2019-01-21,237.88978576660156
2019-01-22,238.48851013183594
2019-01-23,240.0850830078125
2019-01-24,242.47994995117188
2019-01-25,242.47994995117188
2019-01-28,233.89833068847656
2019-01-29,238.48851013183594
2019-01-30,241.0829620361328
2019-01-31,242.080810546875
2019-02-01,238.6880645751953
2019-02-04,242.67950439453125
2019-02-05,240.28465270996094
2019-02-06,239.885498046875
2019-02-07,233.4992218017578
2019-02-08,229.10861206054688
2019-02-11,230.10650634765625
2019-02-12,229.5077667236328
2019-02-13,234.2975311279297
2019-02-14,234.69664001464844
2019-02-15,234.49708557128906
2019-02-18,235.8940887451172
2019-02-19,236.29322814941406
2019-02-20,241.48211669921875
2019-02-21,242.080810546875
2019-02-22,241.48211669921875
2019-02-25,239.885498046875
2019-02-26,242.28038024902344
2019-02-27,246.87051391601562
2019-02-28,251.66024780273438
2019-03-01,255.65170288085938
2019-03-04,250.86199951171875
2019-03-05,259.443603515625
2019-03-06,256.45001220703125
2019-03-07,252.857666015625
2019-03-08,254.0551300048828
2019-03-11,252.857666015625
2019-03-12,254.0551300048828
2019-03-13,256.6495666503906
2019-03-14,258.24609375
2019-03-15,257.6474609375
2019-03-18,257.8470153808594
2019-03-19,257.24822998046875
2019-03-20,254.0551300048828
2019-03-21,248.26751708984375
2019-03-22,241.48211669921875
2019-03-25,236.8919219970703
2019-03-26,236.09365844726562
2019-03-27,234.49708557128906
2019-03-28,236.29322814941406
2019-03-29,239.28680419921875
2019-04-01,242.080810546875
2019-04-02,248.8662872314453
2019-04-03,251.85983276367188
2019-04-04,251.0615692138672
2019-04-05,250.4628143310547
2019-04-08,253.25685119628906
2019-04-09,251.0615692138672
2019-04-10,253.8555450439453
2019-04-11,253.65599060058594
2019-04-12,253.8555450439453
2019-04-15,255.65170288085938
2019-04-16,255.85122680664062
2019-04-17,259.0444030761719
2019-04-18,260.2418212890625
2019-04-23,257.4478759765625
2019-04-24,261.4393310546875
2019-04-25,259.6431579589844
2019-04-26,257.4478759765625
2019-04-29,258.0465393066406
2019-04-30,260.6409912109375
2019-05-01,260.4414367675781
2019-05-02,261.4393310546875
2019-05-03,258.84478759765625
2019-05-07,255.45211791992188
2019-05-08,259.0444030761719
2019-05-09,248.72898864746094
2019-05-10,248.3297119140625
2019-05-13,244.9361114501953
2019-05-14,249.1282196044922
2019-05-15,246.33348083496094
2019-05-16,247.13198852539062
2019-05-17,245.9342498779297
2019-05-20,248.52932739257812
2019-05-21,249.92669677734375
2019-05-22,245.73463439941406
2019-05-23,248.52932739257812
2019-05-24,242.54067993164062
2019-05-28,242.14144897460938
2019-05-29,236.15280151367188
2019-05-30,239.14712524414062
2019-05-31,237.55010986328125
2019-06-03,234.1565704345703
2019-06-04,235.95315551757812
2019-06-05,236.95126342773438
2019-06-06,236.95126342773438
2019-06-07,238.14898681640625
2019-06-10,239.54637145996094
2019-06-11,238.54823303222656
2019-06-12,238.7478485107422
2019-06-13,245.73463439941406
2019-06-14,245.5349884033203
2019-06-17,246.33348083496094
2019-06-18,246.73275756835938
2019-06-19,245.3353729248047
2019-06-20,247.73085021972656
2019-06-21,247.73085021972656
2019-06-24,245.9342498779297
2019-06-25,242.54067993164062
2019-06-26,239.94558715820312
2019-06-27,238.14898681640625
2019-06-28,242.54067993164062
2019-07-01,245.3353729248047
2019-07-02,241.14334106445312
2019-07-03,241.34295654296875
2019-07-04,240.54446411132812
2019-07-05,239.3467254638672
2019-07-08,235.95315551757812
