Date,FAST
2015-08-03,7.064453125
2015-08-04,7.052511215209961
2015-08-05,6.974037170410156
2015-08-06,6.8443827629089355
2015-08-07,6.823911666870117
2015-08-10,6.921152591705322
2015-08-11,6.784674167633057
2015-08-12,6.902383804321289
2015-08-13,6.832441329956055
2015-08-14,6.859735488891602
2015-08-17,6.8853254318237305
2015-08-18,6.946741104125977
2015-08-19,6.881913185119629
2015-08-20,6.718139171600342
2015-08-21,6.684020042419434
2015-08-24,6.380355358123779
2015-08-25,6.312117099761963
2015-08-26,6.496362209320068
2015-08-27,6.649900913238525
2015-08-28,6.600427627563477
2015-08-31,6.574836730957031
2015-09-01,6.388885498046875
2015-09-02,6.53901481628418
2015-09-03,6.421299934387207
2015-09-04,6.397414684295654
2015-09-08,6.626016616821289
2015-09-09,6.544130325317383
2015-09-10,6.588484287261963
2015-09-11,6.597014427185059
2015-09-14,6.518540382385254
2015-09-15,6.5987229347229
2015-09-16,6.6362528800964355
2015-09-17,6.545835971832275
2015-09-18,6.342824459075928
2015-09-21,6.342824459075928
2015-09-22,6.245583534240723
2015-09-23,6.221700191497803
2015-09-24,6.25752592086792
2015-09-25,6.262644290924072
2015-09-28,6.1636962890625
2015-09-29,6.225111484527588
2015-09-30,6.245583534240723
2015-10-01,6.056220531463623
2015-10-02,6.138106822967529
2015-10-05,6.2797040939331055
2015-10-06,6.322353839874268
2015-10-07,6.489539623260498
2015-10-08,6.6584296226501465
2015-10-09,6.649900913238525
2015-10-12,6.6209001541137695
2015-10-13,6.474185466766357
2015-10-14,6.458831310272217
2015-10-15,6.501480579376221
2015-10-16,6.395709991455078
2015-10-19,6.318941116333008
2015-10-20,6.320644378662109
2015-10-21,6.296762943267822
2015-10-22,6.571425437927246
2015-10-23,6.70818567276001
2015-10-26,6.661443710327148
2015-10-27,6.63374662399292
2015-10-28,6.754927635192871
2015-10-29,6.758391857147217
2015-10-30,6.779163837432861
2015-11-02,6.967858791351318
2015-11-03,7.016331672668457
2015-11-04,6.962664604187012
2015-11-05,7.137509346008301
2015-11-06,7.111544609069824
2015-11-09,7.02498722076416
2015-11-10,7.004210472106934
2015-11-11,6.960932731628418
2015-11-12,6.690876007080078
2015-11-13,6.682217597961426
2015-11-16,6.780893802642822
2015-11-17,6.725497245788574
2015-11-18,6.870912551879883
2015-11-19,6.83109712600708
2015-11-20,6.87437629699707
2015-11-23,6.876107692718506
2015-11-24,6.891689777374268
2015-11-25,6.936695575714111
2015-11-27,6.981707572937012
2015-11-30,7.02498722076416
2015-12-01,7.083842754364014
2015-12-02,6.948814392089844
2015-12-03,6.827634811401367
2015-12-04,6.948814392089844
2015-12-07,7.068264484405518
2015-12-08,6.959201812744141
2015-12-09,6.962664604187012
2015-12-10,6.950544834136963
2015-12-11,6.832827568054199
2015-12-14,6.907268524169922
2015-12-15,6.895148754119873
2015-12-16,6.974783420562744
2015-12-17,6.922848224639893
2015-12-18,6.767045974731445
2015-12-21,6.723766326904297
2015-12-22,6.9384284019470215
2015-12-23,7.142703533172607
2015-12-24,7.185980796813965
2015-12-28,7.1669392585754395
2015-12-29,7.208487033843994
2015-12-30,7.185980796813965
2015-12-31,7.06653356552124
2016-01-04,6.957470417022705
2016-01-05,6.881301403045654
2016-01-06,6.90034294128418
2016-01-07,6.760119438171387
2016-01-08,6.716840744018555
2016-01-11,6.732421398162842
2016-01-12,6.825904846191406
2016-01-13,6.711650848388672
2016-01-14,6.794745445251465
2016-01-15,6.521220684051514
2016-01-19,6.365420341491699
2016-01-20,6.323870658874512
2016-01-21,6.429471015930176
2016-01-22,6.574888229370117
2016-01-25,6.374074935913086
2016-01-26,6.581811428070068
2016-01-27,6.637650012969971
2016-01-28,6.864489555358887
2016-01-29,7.07736873626709
2016-02-01,7.056428909301758
2016-02-02,6.827845096588135
2016-02-03,6.915091037750244
2016-02-04,7.595607280731201
2016-02-05,7.548493385314941
2016-02-08,7.618291854858398
2016-02-09,7.565943241119385
2016-02-10,7.375747203826904
2016-02-11,7.330380916595459
2016-02-12,7.510105609893799
2016-02-16,7.621779918670654
2016-02-17,7.750904083251953
2016-02-18,7.775335311889648
2016-02-19,7.791036605834961
2016-02-22,7.914926052093506
2016-02-23,7.771841049194336
2016-02-24,7.764865875244141
2016-02-25,7.864324569702148
2016-02-26,7.890497207641602
2016-02-29,7.902711868286133
2016-03-01,8.1487455368042
2016-03-02,8.113845825195312
2016-03-03,8.201095581054688
2016-03-04,8.06498908996582
2016-03-07,8.082436561584473
2016-03-08,8.12606143951416
2016-03-09,8.199347496032715
2016-03-10,8.199347496032715
2016-03-11,8.17665958404541
2016-03-14,8.190622329711914
2016-03-15,8.209819793701172
2016-03-16,8.274375915527344
2016-03-17,8.539606094360352
2016-03-18,8.558799743652344
2016-03-21,8.701882362365723
2016-03-22,8.537861824035645
2016-03-23,8.520411491394043
2016-03-24,8.532628059387207
2016-03-28,8.462827682495117
2016-03-29,8.55356216430664
2016-03-30,8.537861824035645
2016-03-31,8.550076484680176
2016-04-01,8.537861824035645
2016-04-04,8.265653610229492
2016-04-05,8.2673978805542
2016-04-06,8.22028923034668
2016-04-07,8.152234077453613
2016-04-08,8.223776817321777
2016-04-11,8.190622329711914
2016-04-12,7.911437511444092
2016-04-13,7.995190620422363
2016-04-14,7.986467361450195
2016-04-15,7.993447780609131
2016-04-18,7.979488849639893
2016-04-19,7.981232643127441
2016-04-20,7.993447780609131
2016-04-21,7.9533162117004395
2016-04-22,8.068248748779297
2016-04-25,8.062939643859863
2016-04-26,8.21854305267334
2016-04-27,8.388288497924805
2016-04-28,8.358231544494629
2016-04-29,8.273355484008789
2016-05-02,8.314024925231934
2016-05-03,8.199092864990234
2016-05-04,8.057637214660645
2016-05-05,8.230920791625977
2016-05-06,8.220312118530273
2016-05-09,8.16196060180664
2016-05-10,8.252138137817383
2016-05-11,8.186715126037598
2016-05-12,8.070016860961914
2016-05-13,8.041723251342773
2016-05-16,8.084159851074219
2016-05-17,7.992214679718018
2016-05-18,8.025811195373535
2016-05-19,7.870208740234375
2016-05-20,7.932096481323242
2016-05-23,7.933867454528809
2016-05-24,8.080623626708984
2016-05-25,8.123059272766113
2016-05-26,8.147814750671387
2016-05-27,8.133668899536133
2016-05-31,8.1389741897583
2016-06-01,8.176106452941895
2016-06-02,8.223845481872559
2016-06-03,8.16903305053711
2016-06-06,8.10361099243164
2016-06-07,8.087697982788086
2016-06-08,8.131900787353516
2016-06-09,8.018738746643066
2016-06-10,7.880818843841553
2016-06-13,7.776496410369873
2016-06-14,7.822468280792236
2016-06-15,7.77296257019043
2016-06-16,7.833077430725098
2016-06-17,7.863134860992432
2016-06-20,7.963923931121826
2016-06-21,7.94978141784668
2016-06-22,7.94801139831543
2016-06-23,8.055870056152344
2016-06-24,7.735828876495361
2016-06-27,7.550168514251709
2016-06-28,7.569616794586182
2016-06-29,7.681014060974121
2016-06-30,7.848990440368652
2016-07-01,8.00812816619873
2016-07-05,7.847223281860352
2016-07-06,7.840149402618408
2016-07-07,7.907340049743652
2016-07-08,7.997519016265869
2016-07-11,8.020503997802734
2016-07-12,7.742900371551514
2016-07-13,7.656255722045898
2016-07-14,7.656255722045898
2016-07-15,7.6827826499938965
2016-07-18,7.599677085876465
2016-07-19,7.5041937828063965
2016-07-20,7.523644924163818
2016-07-21,7.39810037612915
2016-07-22,7.50139856338501
2016-07-25,7.465781211853027
2016-07-26,7.47646427154541
2016-07-27,7.46221923828125
2016-07-28,7.5690741539001465
2016-07-29,7.613597869873047
2016-08-01,7.567294597625732
2016-08-02,7.446190357208252
2016-08-03,7.4907145500183105
2016-08-04,7.551264762878418
2016-08-05,7.6349663734436035
2016-08-08,7.631406307220459
2016-08-09,7.565511703491211
2016-08-10,7.563732624053955
2016-08-11,7.736485004425049
2016-08-12,7.736485004425049
2016-08-15,7.797036647796631
2016-08-16,7.743610858917236
2016-08-17,7.7667622566223145
2016-08-18,7.816628932952881
2016-08-19,7.836221218109131
2016-08-22,7.864714622497559
2016-08-23,7.8415608406066895
2016-08-24,7.78279447555542
2016-08-25,7.788136005401611
2016-08-26,7.791698455810547
2016-08-29,7.836221218109131
2016-08-30,7.791698455810547
2016-08-31,7.6777143478393555
2016-09-01,7.626064777374268
2016-09-02,7.715114116668701
2016-09-06,7.642096519470215
2016-09-07,7.526331901550293
2016-09-08,7.510303974151611
2016-09-09,7.2253499031066895
2016-09-12,7.250283241271973
2016-09-13,7.202197074890137
2016-09-14,7.173702716827393
2016-09-15,7.268091678619385
2016-09-16,7.136302947998047
2016-09-19,7.2253499031066895
2016-09-20,7.109585285186768
2016-09-21,7.166579246520996
2016-09-22,7.221787929534912
2016-09-23,7.202197074890137
2016-09-26,7.159454822540283
2016-09-27,7.193293571472168
2016-09-28,7.278777122497559
2016-09-29,7.273436546325684
2016-09-30,7.440847396850586
2016-10-03,7.508521556854248
2016-10-04,7.382073879241943
2016-10-05,7.463998317718506
2016-10-06,7.610037803649902
2016-10-07,7.533455848693848
2016-10-10,7.50139856338501
2016-10-11,7.1167120933532715
2016-10-12,6.95642614364624
2016-10-13,6.828197479248047
2016-10-14,6.828197479248047
2016-10-17,6.81572961807251
2016-10-18,6.796139717102051
2016-10-19,6.931491374969482
2016-10-20,6.911901473999023
2016-10-21,6.886773109436035
2016-10-24,6.989078521728516
2016-10-25,6.935234546661377
2016-10-26,7.003438472747803
2016-10-27,6.901133060455322
2016-10-28,6.956771373748779
2016-10-31,6.996258735656738
2016-11-01,6.892156600952148
2016-11-02,6.865237712860107
2016-11-03,6.928056240081787
2016-11-04,7.078819274902344
2016-11-07,7.288819313049316
2016-11-08,7.290612697601318
2016-11-09,7.823675632476807
2016-11-10,8.062389373779297
2016-11-11,7.947518348693848
2016-11-14,8.094696998596191
2016-11-15,8.092903137207031
2016-11-16,8.092903137207031
2016-11-17,8.06956672668457
2016-11-18,8.040849685668945
2016-11-21,8.123414039611816
2016-11-22,8.24187183380127
2016-11-23,8.299307823181152
2016-11-25,8.322640419006348
2016-11-28,8.320844650268555
2016-11-29,8.437509536743164
2016-11-30,8.507509231567383
2016-12-01,8.523664474487305
2016-12-02,8.584686279296875
2016-12-05,8.719298362731934
2016-12-06,8.669042587280273
2016-12-07,8.825190544128418
2016-12-08,8.818009376525879
2016-12-09,8.79647445678711
2016-12-12,8.7767333984375
2016-12-13,8.722885131835938
2016-12-14,8.672632217407227
2016-12-15,8.692375183105469
2016-12-16,8.624173164367676
2016-12-19,8.618786811828613
2016-12-20,8.710322380065918
2016-12-21,8.6403226852417
2016-12-22,8.620580673217773
2016-12-23,8.6403226852417
2016-12-27,8.67442798614502
2016-12-28,8.503922462463379
2016-12-29,8.473406791687012
2016-12-30,8.432125091552734
2017-01-03,8.426741600036621
2017-01-04,8.466226577758789
2017-01-05,8.367511749267578
2017-01-06,8.347765922546387
2017-01-09,8.286742210388184
2017-01-10,8.347765922546387
2017-01-11,8.512892723083496
2017-01-12,8.615196228027344
2017-01-13,8.624173164367676
2017-01-17,8.661864280700684
2017-01-18,9.164417266845703
2017-01-19,9.072881698608398
2017-01-20,9.196723937988281
2017-01-23,9.150057792663574
2017-01-24,9.119547843933105
2017-01-25,9.11595630645752
2017-01-26,9.040572166442871
2017-01-27,9.004676818847656
2017-01-30,9.126483917236328
2017-01-31,9.031946182250977
2017-02-01,9.021036148071289
2017-02-02,8.90832233428955
2017-02-03,8.915593147277832
