Date,RWE.DE
2015-08-24,10.557138442993164
2015-08-25,11.068224906921387
2015-08-26,10.804696083068848
2015-08-27,11.207975387573242
2015-08-28,11.19200325012207
2015-08-31,10.69688892364502
2015-09-01,10.465300559997559
2015-09-02,10.297603607177734
2015-09-03,10.61703109741211
2015-09-04,10.058028221130371
2015-09-07,10.038064956665039
2015-09-08,10.609044075012207
2015-09-09,10.409401893615723
2015-09-10,9.966193199157715
2015-09-11,9.630792617797852
2015-09-14,9.423163414001465
2015-09-15,9.111720085144043
2015-09-16,8.676497459411621
2015-09-17,9.459099769592285
2015-09-18,8.696462631225586
2015-09-21,8.269225120544434
2015-09-22,7.884313583374023
2015-09-23,8.009688377380371
2015-09-24,7.749354839324951
2015-09-25,7.6678996086120605
2015-09-28,7.350068092346191
2015-09-29,7.778103351593018
2015-09-30,8.105517387390137
2015-10-01,7.79647159576416
2015-10-02,8.329119682312012
2015-10-05,8.971969604492188
2015-10-06,8.804269790649414
2015-10-07,9.235498428344727
2015-10-08,9.207548141479492
2015-10-09,9.78252124786377
2015-10-12,10.69688892364502
2015-10-13,10.081987380981445
2015-10-14,10.089971542358398
2015-10-15,9.738601684570312
2015-10-16,10.03007984161377
2015-10-19,9.766550064086914
2015-10-20,9.966193199157715
2015-10-21,9.78252124786377
2015-10-22,10.205764770507812
2015-10-23,10.321558952331543
2015-10-26,10.477279663085938
2015-10-27,9.970186233520508
2015-10-28,10.077993392944336
2015-10-29,9.618813514709473
2015-10-30,10.105942726135254
2015-11-02,10.505230903625488
2015-11-03,10.6609525680542
2015-11-04,10.844623565673828
2015-11-05,10.581095695495605
2015-11-06,10.69688892364502
2015-11-09,10.273643493652344
2015-11-10,9.882343292236328
2015-11-11,9.950222969055176
2015-11-12,8.995926856994629
2015-11-13,8.971969604492188
2015-11-16,8.959991455078125
2015-11-17,9.103734970092773
2015-11-18,9.087764739990234
2015-11-19,9.271434783935547
2015-11-20,9.155641555786133
2015-11-23,8.700454711914062
2015-11-24,8.516783714294434
2015-11-25,8.708440780639648
2015-11-26,8.98794174194336
2015-11-27,8.680489540100098
2015-11-30,8.696462631225586
2015-12-01,10.137887001037598
2015-12-02,9.958208084106445
2015-12-03,9.726624488830566
2015-12-04,9.30737018585205
2015-12-07,9.06380558013916
2015-12-08,8.608619689941406
2015-12-09,8.792290687561035
2015-12-10,8.768333435058594
2015-12-11,8.572683334350586
2015-12-14,8.205338478088379
2015-12-15,8.516783714294434
2015-12-16,8.808263778686523
2015-12-17,8.928048133850098
2015-12-18,8.912075996398926
2015-12-21,9.099742889404297
2015-12-22,9.027871131896973
2015-12-23,9.57089900970459
2015-12-25,9.57089900970459
2015-12-28,9.311363220214844
2015-12-29,9.279420852661133
2015-12-30,9.35129165649414
2016-01-04,8.688474655151367
2016-01-05,8.872148513793945
2016-01-06,8.916069984436035
2016-01-07,8.672504425048828
2016-01-08,8.496819496154785
2016-01-11,8.744376182556152
2016-01-12,8.808263778686523
2016-01-13,9.123698234558105
2016-01-14,9.059812545776367
2016-01-15,8.644556045532227
2016-01-18,8.716425895690918
2016-01-19,9.471076965332031
2016-01-20,8.872148513793945
2016-01-21,9.411185264587402
2016-01-22,9.57089900970459
2016-01-25,9.614819526672363
2016-01-26,10.221738815307617
2016-01-27,10.285622596740723
2016-01-28,10.405409812927246
2016-01-29,10.277636528015137
2016-02-01,10.217743873596191
2016-02-02,9.8224515914917
2016-02-03,9.814464569091797
2016-02-04,10.141879081726074
