Date,RDOR3.SA
2020-12-15,61.052764892578125
2020-12-16,61.65787124633789
2020-12-17,63.995845794677734
2020-12-18,62.6297492980957
2020-12-21,60.67684555053711
2020-12-22,61.70370864868164
2020-12-23,62.4738655090332
2020-12-28,62.34552001953125
2020-12-29,62.34552001953125
2020-12-30,62.62057876586914
2021-01-04,60.511817932128906
2021-01-05,59.805511474609375
2021-01-06,57.32508850097656
2021-01-07,55.99301528930664
2021-01-08,57.16891860961914
2021-01-11,56.25943374633789
2021-01-12,58.951148986816406
2021-01-13,60.95383834838867
2021-01-14,61.64283752441406
2021-01-15,61.91845703125
2021-01-18,61.780635833740234
2021-01-19,62.377784729003906
2021-01-20,62.46965408325195
2021-01-21,62.39616394042969
2021-01-22,61.82658004760742
2021-01-26,60.990596771240234
2021-01-27,58.69392013549805
2021-01-28,59.72282791137695
2021-01-29,60.3567008972168
2021-02-01,62.285911560058594
2021-02-02,62.974918365478516
2021-02-03,65.22565460205078
2021-02-04,67.43046569824219
2021-02-05,68.80847930908203
2021-02-08,67.52234649658203
2021-02-09,68.2113265991211
2021-02-10,66.695556640625
2021-02-11,66.47506713867188
2021-02-12,67.79794311523438
2021-02-17,67.68769836425781
2021-02-18,66.14434051513672
2021-02-19,67.0813980102539
2021-02-22,65.18891143798828
2021-02-23,66.60368347167969
2021-02-24,66.8149642944336
2021-02-25,65.07868194580078
2021-02-26,63.480194091796875
2021-03-01,64.50910186767578
2021-03-02,63.59962844848633
2021-03-03,62.51559066772461
2021-03-04,62.39616394042969
2021-03-05,61.07326889038086
2021-03-08,57.104610443115234
2021-03-09,55.947078704833984
2021-03-10,55.12027359008789
2021-03-11,57.87629318237305
2021-03-12,57.416961669921875
2021-03-15,58.776580810546875
2021-03-16,59.869808197021484
2021-03-17,58.50098419189453
2021-03-18,57.43532943725586
2021-03-19,58.57448196411133
2021-03-22,58.004905700683594
2021-03-23,57.09542465209961
2021-03-24,55.671478271484375
2021-03-25,57.416961669921875
2021-03-26,56.77388381958008
2021-03-29,56.35130310058594
2021-03-30,57.86711120605469
2021-03-31,59.630950927734375
2021-04-01,59.16648864746094
2021-04-05,59.57117462158203
2021-04-06,61.21751022338867
2021-04-07,62.137229919433594
2021-04-08,60.88639450073242
2021-04-09,60.6380615234375
2021-04-12,63.46164321899414
2021-04-13,64.04108428955078
2021-04-14,63.921504974365234
2021-04-15,63.73756790161133
2021-04-16,64.38138580322266
2021-04-19,63.9951057434082
2021-04-20,63.3052978515625
2021-04-22,62.08204650878906
2021-04-23,63.78355407714844
2021-04-26,63.84793472290039
2021-04-27,63.13054275512695
2021-04-28,63.70997619628906
2021-04-29,63.921504974365234
2021-04-30,66.12887573242188
2021-05-03,64.01348876953125
2021-05-04,63.231712341308594
2021-05-05,64.01348876953125
2021-05-06,65.2091293334961
2021-05-07,65.84376525878906
2021-05-10,66.5887451171875
2021-05-11,65.88973236083984
2021-05-12,66.41398620605469
2021-05-13,67.12220001220703
2021-05-14,67.7844009399414
2021-05-17,69.89978790283203
2021-05-18,66.18429565429688
2021-05-19,66.34999084472656
2021-05-20,67.85960388183594
2021-05-21,68.48556518554688
2021-05-24,67.33493041992188
2021-05-25,68.01610565185547
2021-05-26,67.65709686279297
2021-05-27,65.3558349609375
2021-05-28,65.3558349609375
2021-05-31,64.6378402709961
2021-06-01,63.11901092529297
2021-06-02,63.76335144042969
2021-06-04,63.51483154296875
2021-06-07,63.05457305908203
2021-06-08,63.51483154296875
2021-06-09,63.45960998535156
2021-06-10,64.499755859375
2021-06-11,64.16838073730469
2021-06-14,63.92905044555664
2021-06-15,62.8060417175293
2021-06-16,62.88887405395508
2021-06-17,63.06378173828125
2021-06-18,61.61858367919922
2021-06-21,61.581783294677734
2021-06-22,64.20520782470703
2021-06-23,63.33072280883789
2021-06-24,62.76922607421875
2021-06-25,63.28459930419922
2021-06-28,63.99422836303711
2021-06-29,64.00342559814453
2021-06-30,63.61637496948242
2021-07-01,63.88362121582031
2021-07-02,65.80049896240234
2021-07-05,65.17384338378906
2021-07-06,64.38127899169922
2021-07-07,65.36737060546875
2021-07-08,65.06324005126953
2021-07-12,64.46422576904297
2021-07-13,64.32598876953125
2021-07-14,64.5010757446289
2021-07-15,63.4597053527832
2021-07-16,63.174007415771484
2021-07-19,61.60733413696289
2021-07-20,61.45066452026367
2021-07-21,61.07281494140625
2021-07-22,64.43657684326172
2021-07-23,63.77302932739258
2021-07-26,61.865379333496094
2021-07-27,62.07732391357422
2021-07-28,62.409114837646484
2021-07-29,63.9665641784668
2021-07-30,63.58872604370117
2021-08-02,64.74069213867188
2021-08-03,66.06775665283203
2021-08-04,64.95263671875
2021-08-05,64.81441497802734
2021-08-06,64.40892791748047
2021-08-09,64.25225830078125
2021-08-10,64.45500183105469
2021-08-11,64.44579315185547
2021-08-12,67.73580932617188
2021-08-13,67.27503204345703
2021-08-16,67.27503204345703
2021-08-17,66.70366668701172
2021-08-18,67.62522888183594
2021-08-19,67.6989517211914
2021-08-20,69.76327514648438
2021-08-23,69.89228057861328
2021-08-24,70.27013397216797
2021-08-25,70.26092529296875
2021-08-26,68.69425201416016
2021-08-27,69.8185806274414
2021-08-30,67.55149841308594
2021-08-31,63.42283248901367
2021-09-01,62.66716384887695
2021-09-02,63.57029724121094
2021-09-03,63.1279296875
2021-09-06,65.72676849365234
2021-09-08,64.51030731201172
2021-09-09,65.25676727294922
2021-09-10,63.637657165527344
2021-09-13,65.97726440429688
2021-09-14,65.79009246826172
2021-09-15,65.19114685058594
2021-09-16,65.44383239746094
2021-09-17,64.61093139648438
2021-09-20,63.35689163208008
2021-09-21,64.87295532226562
2021-09-22,64.42375946044922
2021-09-23,65.08821105957031
2021-09-24,64.62027740478516
2021-09-27,63.422393798828125
2021-09-28,62.411678314208984
2021-09-29,62.58949661254883
2021-09-30,63.55340576171875
2021-10-01,64.20850372314453
2021-10-04,62.79536437988281
2021-10-05,62.15899658203125
2021-10-06,62.729881286621094
2021-10-07,61.307376861572266
2021-10-08,62.21515655517578
2021-10-11,60.56806564331055
2021-10-13,61.812747955322266
2021-10-14,61.550697326660156
2021-10-15,61.47584533691406
2021-10-18,61.15764236450195
2021-10-19,59.51055908203125
2021-10-20,59.34209442138672
2021-10-21,57.32067108154297
2021-10-22,56.97441101074219
2021-10-25,58.95840835571289
2021-10-26,56.4784049987793
2021-10-27,56.72172927856445
2021-10-28,55.68293762207031
2021-10-29,55.21501159667969
2021-11-01,55.20565414428711
2021-11-03,58.303306579589844
2021-11-04,53.53984451293945
2021-11-05,53.9141845703125
2021-11-08,54.279170989990234
2021-11-09,54.213653564453125
2021-11-10,53.84867858886719
2021-11-11,54.26980972290039
2021-11-12,53.20293045043945
2021-11-16,51.19086456298828
2021-11-17,51.02241516113281
2021-11-18,51.2376594543457
2021-11-19,52.126708984375
2021-11-22,50.55448913574219
2021-11-23,50.376678466796875
2021-11-24,48.80446243286133
2021-11-25,48.66407775878906
2021-11-26,47.53170394897461
2021-11-29,47.96220016479492
2021-11-30,46.951480865478516
2021-12-01,44.93004608154297
2021-12-02,45.519630432128906
2021-12-03,46.156005859375
2021-12-06,44.66801071166992
2021-12-07,46.0437126159668
2021-12-08,46.380611419677734
2021-12-09,45.60385513305664
2021-12-10,46.99827194213867
2021-12-13,45.80973815917969
2021-12-14,44.29366683959961
2021-12-15,43.90996551513672
2021-12-16,43.02092361450195
2021-12-17,43.02092361450195
2021-12-20,42.38734817504883
2021-12-21,42.499874114990234
2021-12-22,40.089805603027344
2021-12-23,40.005409240722656
2021-12-27,41.93722152709961
2021-12-28,42.98752212524414
2021-12-29,41.590240478515625
2021-12-30,42.040374755859375
2022-01-03,41.24325942993164
2022-01-04,40.230464935302734
2022-01-05,37.510929107666016
2022-01-06,37.91416931152344
2022-01-07,38.5987434387207
2022-01-10,37.013912200927734
2022-01-11,38.27052688598633
2022-01-12,38.636260986328125
2022-01-13,38.82381057739258
2022-01-14,38.44870376586914
2022-01-17,37.126441955566406
2022-01-18,36.4793701171875
2022-01-19,37.642215728759766
2022-01-20,38.68314743041992
2022-01-21,39.19891357421875
2022-01-24,38.082969665527344
2022-01-25,39.63029098510742
2022-01-26,41.11197280883789
2022-01-27,41.27138900756836
2022-01-28,41.252647399902344
2022-01-31,41.56209945678711
2022-02-01,42.37797164916992
2022-02-02,42.753082275390625
2022-02-03,43.25947952270508
2022-02-04,42.8749885559082
2022-02-07,43.03440856933594
2022-02-08,42.98752212524414
2022-02-09,44.54422378540039
2022-02-10,44.61924362182617
2022-02-11,44.647377014160156
2022-02-14,44.7786750793457
2022-02-15,46.92616653442383
2022-02-16,47.395057678222656
2022-02-17,47.03870391845703
2022-02-18,46.91679382324219
2022-02-21,45.969642639160156
2022-02-22,47.8264274597168
2022-02-23,52.046417236328125
2022-02-24,48.06087875366211
2022-02-25,47.8264274597168
2022-03-02,48.661048889160156
2022-03-03,48.15464782714844
2022-03-04,48.107757568359375
2022-03-07,48.745445251464844
2022-03-08,48.464115142822266
2022-03-09,49.12056350708008
2022-03-10,48.07963180541992
2022-03-11,47.910831451416016
2022-03-14,47.235633850097656
2022-03-15,47.95771789550781
2022-03-16,48.77357864379883
2022-03-17,48.5766487121582
2022-03-18,48.67042922973633
2022-03-21,48.06087875366211
2022-03-22,49.036163330078125
2022-03-23,49.176822662353516
2022-03-24,49.16745376586914
2022-03-25,49.008026123046875
2022-03-28,48.39847183227539
2022-03-29,48.29531478881836
2022-03-30,46.68234634399414
2022-03-31,46.79487991333008
2022-04-01,47.573429107666016
2022-04-04,47.97826385498047
2022-04-05,46.97087478637695
2022-04-06,45.737525939941406
2022-04-07,44.79603576660156
2022-04-08,43.929874420166016
2022-04-11,42.762420654296875
2022-04-12,42.1033821105957
2022-04-13,41.35960388183594
2022-04-14,39.98503494262695
2022-04-18,39.95677947998047
2022-04-19,40.09800720214844
2022-04-20,39.165924072265625
2022-04-22,37.94199752807617
2022-04-25,38.44099426269531
2022-04-26,37.34886169433594
2022-04-27,37.18880844116211
2022-04-28,36.39794921875
2022-04-29,34.58088302612305
2022-05-02,33.827693939208984
2022-05-03,33.790035247802734
2022-05-04,35.258758544921875
2022-05-05,33.545249938964844
2022-05-06,32.8203010559082
2022-05-09,32.41545867919922
2022-05-10,31.690513610839844
2022-05-11,29.986417770385742
2022-05-12,30.50423812866211
2022-05-13,30.78668975830078
2022-05-16,30.92790412902832
2022-05-17,31.831735610961914
2022-05-18,30.974985122680664
2022-05-19,31.08795928955078
2022-05-20,32.04827117919922
2022-05-23,31.473974227905273
2022-05-24,31.841148376464844
2022-05-25,32.942691802978516
2022-05-26,34.957481384277344
2022-05-27,35.2116813659668
2022-05-30,34.420833587646484
2022-05-31,33.72412872314453
2022-06-01,33.23455810546875
2022-06-02,33.47934341430664
2022-06-03,32.00120162963867
2022-06-06,31.1915283203125
2022-06-07,31.351573944091797
2022-06-08,31.39864730834961
2022-06-09,32.01061248779297
2022-06-10,31.25743293762207
2022-06-13,30.146472930908203
2022-06-14,30.080568313598633
2022-06-15,29.845195770263672
2022-06-17,28.376468658447266
2022-06-20,27.91514015197754
2022-06-21,28.49886703491211
2022-06-22,28.169343948364258
2022-06-23,27.868066787719727
2022-06-24,27.868066787719727
2022-06-27,27.689184188842773
2022-06-28,26.634716033935547
