Date,ENGI11.SA
2015-08-24,10.098536491394043
2015-08-25,10.098536491394043
2015-08-26,10.098536491394043
2015-08-27,10.098536491394043
2015-08-28,10.098536491394043
2015-08-31,9.171121597290039
2015-09-01,9.171121597290039
2015-09-02,8.930679321289062
2015-09-03,8.930679321289062
2015-09-04,8.930679321289062
2015-09-08,8.930679321289062
2015-09-09,9.274166107177734
2015-09-10,9.274166107177734
2015-09-11,9.274166107177734
2015-09-14,9.274166107177734
2015-09-15,9.274166107177734
2015-09-16,9.274166107177734
2015-09-17,9.274166107177734
2015-09-18,9.274166107177734
2015-09-21,9.274166107177734
2015-09-22,9.274166107177734
2015-09-23,9.274166107177734
2015-09-24,9.274166107177734
2015-09-25,9.274166107177734
2015-09-28,9.274166107177734
2015-09-29,9.274166107177734
2015-09-30,9.445910453796387
2015-10-01,9.445910453796387
2015-10-02,9.274166107177734
2015-10-05,9.274166107177734
2015-10-06,9.377214431762695
2015-10-07,9.377214431762695
2015-10-08,9.377214431762695
2015-10-09,9.377214431762695
2015-10-13,9.377214431762695
2015-10-14,9.377214431762695
2015-10-15,9.274166107177734
2015-10-16,9.274166107177734
2015-10-19,9.274166107177734
2015-10-20,9.239815711975098
2015-10-21,9.342863082885742
2015-10-22,9.239815711975098
2015-10-23,9.239815711975098
2015-10-26,9.239815711975098
2015-10-27,9.411561012268066
2015-10-28,9.411561012268066
2015-10-29,9.411561012268066
2015-10-30,9.411561012268066
2015-11-03,9.411561012268066
2015-11-04,9.411561012268066
2015-11-05,9.411561012268066
2015-11-06,9.411561012268066
2015-11-09,9.308516502380371
2015-11-10,9.308516502380371
2015-11-11,9.308516502380371
2015-11-12,9.308516502380371
2015-11-13,9.308516502380371
2015-11-16,9.308516502380371
2015-11-17,9.308516502380371
2015-11-18,9.617656707763672
2015-11-19,9.274166107177734
2015-11-23,9.274166107177734
2015-11-24,9.445910453796387
2015-11-25,9.480257987976074
2015-11-26,9.480257987976074
2015-11-27,9.274166107177734
2015-11-30,9.274166107177734
2015-12-01,9.274166107177734
2015-12-02,9.274166107177734
2015-12-03,9.480257987976074
2015-12-04,9.480257987976074
2015-12-07,9.480257987976074
2015-12-08,9.342863082885742
2015-12-09,9.342863082885742
2015-12-10,9.445910453796387
2015-12-11,9.445910453796387
2015-12-14,9.445910453796387
2015-12-15,9.445910453796387
2015-12-16,9.445910453796387
2015-12-17,9.445910453796387
2015-12-18,9.445910453796387
2015-12-21,9.452779769897461
2015-12-22,9.480257987976074
2015-12-23,9.274166107177734
2015-12-28,9.480257987976074
2015-12-29,9.617656707763672
2015-12-30,9.617656707763672
2016-01-04,9.617656707763672
2016-01-05,9.617656707763672
2016-01-06,9.617656707763672
2016-01-07,9.617656707763672
2016-01-08,9.617656707763672
2016-01-11,9.274166107177734
