Date,SOON.SW
2015-08-24,106.31273651123047
2015-08-25,109.8680648803711
2015-08-26,106.74632263183594
2015-08-27,108.82748413085938
2015-08-28,108.65403747558594
2015-08-31,109.1743392944336
2015-09-01,107.52674102783203
2015-09-02,108.13374328613281
2015-09-03,109.52120208740234
2015-09-04,109.00090026855469
2015-09-07,109.26104736328125
2015-09-08,110.38835144042969
2015-09-09,111.08206939697266
2015-09-10,110.21492004394531
2015-09-11,110.21492004394531
2015-09-14,108.04705047607422
2015-09-15,108.22046661376953
2015-09-16,107.96033477783203
2015-09-17,108.13374328613281
2015-09-18,107.96033477783203
2015-09-21,110.04149627685547
2015-09-22,107.35331726074219
2015-09-23,108.56732177734375
2015-09-24,106.05259704589844
2015-09-25,107.0931625366211
2015-09-28,106.48616790771484
2015-09-29,106.05259704589844
2015-09-30,108.74076843261719
2015-10-01,109.00090026855469
2015-10-02,109.43447875976562
2015-10-05,111.94921875
2015-10-06,112.72965240478516
2015-10-07,110.3016357421875
2015-10-08,111.34221649169922
2015-10-09,112.03592681884766
2015-10-12,111.4289321899414
2015-10-13,111.4289321899414
2015-10-14,109.26104736328125
2015-10-15,110.04149627685547
2015-10-16,112.4695053100586
2015-10-19,113.0765151977539
2015-10-20,112.6429443359375
2015-10-21,113.8569564819336
2015-10-22,115.33111572265625
2015-10-23,116.80525970458984
2015-10-26,116.97871398925781
2015-10-27,116.71855163574219
2015-10-28,118.36614227294922
2015-10-29,118.88642120361328
2015-10-30,117.06539916992188
2015-11-02,117.93257141113281
2015-11-03,116.80525970458984
2015-11-04,116.97871398925781
2015-11-05,117.32556915283203
2015-11-06,116.89199829101562
2015-11-09,116.54512786865234
2015-11-10,116.54512786865234
2015-11-11,117.58570861816406
2015-11-12,116.71855163574219
2015-11-13,116.28498077392578
2015-11-16,107.2666015625
2015-11-17,108.30718994140625
2015-11-18,110.12820434570312
2015-11-19,111.7757797241211
2015-11-20,111.68907165527344
2015-11-23,111.86248779296875
2015-11-24,111.4289321899414
2015-11-25,111.4289321899414
2015-11-26,112.2093734741211
2015-11-27,112.12265014648438
2015-11-30,112.55622100830078
2015-12-01,111.4289321899414
2015-12-02,112.12265014648438
2015-12-03,109.60792541503906
2015-12-04,108.65403747558594
2015-12-07,109.8680648803711
2015-12-08,107.70018005371094
2015-12-09,106.57288360595703
2015-12-10,106.31273651123047
2015-12-11,105.879150390625
2015-12-14,105.6190185546875
2015-12-15,107.78690338134766
2015-12-16,108.04705047607422
2015-12-17,108.56732177734375
2015-12-18,107.17989349365234
2015-12-21,106.48616790771484
2015-12-22,106.8330307006836
2015-12-23,109.00090026855469
2015-12-28,108.65403747558594
2015-12-29,110.82191467285156
2015-12-30,110.38835144042969
2016-01-04,108.22046661376953
2016-01-05,109.69462585449219
2016-01-06,108.65403747558594
2016-01-07,106.74632263183594
2016-01-08,105.879150390625
2016-01-11,105.4455795288086
2016-01-12,106.48616790771484
2016-01-13,107.2666015625
2016-01-14,106.31273651123047
2016-01-15,102.93085479736328
2016-01-18,101.4566879272461
2016-01-19,103.71128845214844
2016-01-20,102.49726867675781
2016-01-21,103.79798889160156
2016-01-22,105.6190185546875
2016-01-25,105.35887145996094
2016-01-26,106.57288360595703
2016-01-27,107.35331726074219
2016-01-28,105.79244232177734
2016-01-29,106.31273651123047
2016-02-01,107.70018005371094
2016-02-02,105.6190185546875
2016-02-03,104.7518539428711
2016-02-04,103.53784942626953
2016-02-05,102.75740051269531
2016-02-08,100.84968566894531
2016-02-09,98.33494567871094
2016-02-10,99.20210266113281
2016-02-11,96.60064697265625
2016-02-12,98.07481384277344
2016-02-15,100.76298522949219
2016-02-16,100.76298522949219
2016-02-17,101.63011932373047
2016-02-18,102.93085479736328
2016-02-19,103.01756286621094
2016-02-22,103.19098663330078
2016-02-23,101.71683502197266
2016-02-24,101.71683502197266
2016-02-25,103.36442565917969
2016-02-26,105.79244232177734
2016-02-29,104.14485931396484
2016-03-01,104.7518539428711
2016-03-02,105.0987319946289
2016-03-03,104.92528533935547
2016-03-04,106.8330307006836
2016-03-07,107.17989349365234
2016-03-08,106.8330307006836
2016-03-09,106.57288360595703
2016-03-10,105.01200866699219
2016-03-11,107.17989349365234
2016-03-14,107.52674102783203
2016-03-15,106.22602081298828
2016-03-16,106.57288360595703
2016-03-17,104.92528533935547
2016-03-18,104.92528533935547
2016-03-21,104.23157501220703
2016-03-22,103.36442565917969
2016-03-23,104.57843780517578
2016-03-24,102.75740051269531
2016-03-29,103.97142791748047
2016-03-30,106.57288360595703
2016-03-31,106.48616790771484
2016-04-01,107.17989349365234
2016-04-04,110.56178283691406
2016-04-05,109.69462585449219
2016-04-06,110.73521423339844
2016-04-07,110.04149627685547
2016-04-08,111.2554931640625
2016-04-11,110.90863800048828
2016-04-12,111.60236358642578
2016-04-13,112.12265014648438
2016-04-14,111.5156478881836
2016-04-15,111.5156478881836
2016-04-18,112.6429443359375
2016-04-19,113.0765151977539
2016-04-20,112.03592681884766
2016-04-21,111.7757797241211
2016-04-22,111.60236358642578
2016-04-25,112.29607391357422
2016-04-26,111.34221649169922
2016-04-27,111.7757797241211
2016-04-28,112.03592681884766
2016-04-29,111.16878509521484
2016-05-02,112.8163833618164
2016-05-03,111.86248779296875
2016-05-04,116.37169647216797
2016-05-06,116.28498077392578
2016-05-09,118.36614227294922
2016-05-10,118.10600280761719
2016-05-11,118.4528579711914
2016-05-12,116.63182830810547
2016-05-13,117.41228485107422
2016-05-17,118.53955841064453
2016-05-18,110.99534606933594
2016-05-19,111.34221649169922
2016-05-20,112.38279724121094
2016-05-23,113.42338562011719
2016-05-24,113.77023315429688
2016-05-25,114.55067443847656
2016-05-26,114.81082153320312
2016-05-27,115.15767669677734
2016-05-30,115.677978515625
2016-05-31,115.07096862792969
2016-06-01,113.24996185302734
2016-06-02,112.90306854248047
2016-06-03,111.86248779296875
2016-06-06,112.29607391357422
2016-06-07,112.03592681884766
2016-06-08,111.08206939697266
2016-06-09,110.90863800048828
2016-06-10,108.91419982910156
2016-06-13,106.57288360595703
2016-06-14,104.92528533935547
2016-06-15,105.53230285644531
2016-06-16,104.12049865722656
2016-06-17,104.38522338867188
2016-06-20,107.1205825805664
2016-06-21,108.26766967773438
2016-06-22,109.06180572509766
2016-06-23,110.20890045166016
2016-06-24,107.38529205322266
2016-06-27,106.85586547851562
2016-06-28,110.47361755371094
2016-06-29,114.7972640991211
2016-06-30,113.82662963867188
2016-07-01,113.65017700195312
2016-07-04,114.00312042236328
2016-07-05,113.03250885009766
2016-07-06,112.76778411865234
2016-07-07,113.47369384765625
2016-07-08,114.53255462646484
2016-07-11,115.41493225097656
2016-07-12,116.12083435058594
2016-07-13,117.2679214477539
2016-07-14,116.47377014160156
2016-07-15,117.0914535522461
2016-07-18,117.2679214477539
2016-07-19,116.56201171875
2016-07-20,118.59147644042969
2016-07-21,117.0914535522461
2016-07-22,117.79734802246094
2016-07-25,117.79734802246094
2016-07-26,117.70912170410156
2016-07-27,117.1796875
2016-07-28,117.53263854980469
2016-07-29,117.1796875
2016-08-02,117.2679214477539
2016-08-03,116.12083435058594
2016-08-04,117.00321197509766
2016-08-05,117.70912170410156
2016-08-08,118.76795959472656
2016-08-09,120.35623168945312
2016-08-10,120.88566589355469
2016-08-11,123.26808166503906
2016-08-12,123.35630798339844
2016-08-15,126.35639953613281
2016-08-16,124.5033950805664
2016-08-17,121.59156799316406
2016-08-18,121.94452667236328
2016-08-19,120.97389221191406
2016-08-22,121.32685852050781
2016-08-23,121.23860931396484
2016-08-24,120.53269958496094
2016-08-25,120.0032958984375
2016-08-26,120.70919036865234
2016-08-29,121.1503677368164
2016-08-30,120.44447326660156
2016-08-31,120.0915298461914
2016-09-01,119.47386169433594
2016-09-02,121.7680435180664
2016-09-05,121.94452667236328
2016-09-06,121.67981719970703
2016-09-07,120.88566589355469
2016-09-08,120.53269958496094
2016-09-09,120.70919036865234
2016-09-12,118.50323486328125
2016-09-13,118.15030670166016
2016-09-14,119.20914459228516
2016-09-15,121.1503677368164
2016-09-16,119.56208038330078
2016-09-19,121.1503677368164
2016-09-20,122.03276824951172
2016-09-21,122.47395324707031
2016-09-22,122.2974624633789
2016-09-23,121.85627746582031
2016-09-26,119.65033721923828
2016-09-27,119.56208038330078
2016-09-28,120.26800537109375
2016-09-29,121.23860931396484
2016-09-30,121.32685852050781
2016-10-03,122.8268814086914
2016-10-04,123.44456481933594
2016-10-05,122.47395324707031
2016-10-06,122.03276824951172
2016-10-07,120.97389221191406
2016-10-10,120.53269958496094
2016-10-11,120.0915298461914
2016-10-12,118.856201171875
2016-10-13,119.20914459228516
2016-10-14,119.20914459228516
2016-10-17,118.06204223632812
2016-10-18,119.82682037353516
2016-10-19,120.88566589355469
2016-10-20,120.88566589355469
2016-10-21,120.44447326660156
2016-10-24,120.0915298461914
2016-10-25,118.23851776123047
2016-10-26,117.35614776611328
2016-10-27,117.97381591796875
2016-10-28,117.35614776611328
2016-10-31,117.0914535522461
2016-11-01,115.23846435546875
2016-11-02,113.91488647460938
2016-11-03,113.208984375
2016-11-04,113.208984375
2016-11-07,113.47369384765625
2016-11-08,113.47369384765625
2016-11-09,115.50314331054688
2016-11-10,113.47369384765625
2016-11-11,114.00312042236328
2016-11-14,115.23846435546875
