Date,CMS
2015-08-03,25.474645614624023
2015-08-04,25.170495986938477
2015-08-05,25.22286605834961
2015-08-06,25.4323787689209
2015-08-07,25.59697914123535
2015-08-10,25.611949920654297
2015-08-11,25.971101760864258
2015-08-12,26.315288543701172
2015-08-13,26.330245971679688
2015-08-14,26.412551879882812
2015-08-17,26.62206268310547
2015-08-18,26.734289169311523
2015-08-19,26.801639556884766
2015-08-20,26.67444610595703
2015-08-21,26.60709571838379
2015-08-24,25.567058563232422
2015-08-25,24.489604949951172
2015-08-26,24.826303482055664
2015-08-27,25.260272979736328
2015-08-28,25.043296813964844
2015-08-31,24.52701187133789
2015-09-01,24.018211364746094
2015-09-02,24.122974395751953
2015-09-03,24.310028076171875
2015-09-04,24.108009338378906
2015-09-08,24.422266006469727
2015-09-09,24.115488052368164
2015-09-10,24.130455017089844
2015-09-11,24.4447078704834
2015-09-14,24.452194213867188
2015-09-15,24.616802215576172
2015-09-16,24.863723754882812
2015-09-17,25.282732009887695
2015-09-18,25.20042610168457
2015-09-21,25.335105895996094
2015-09-22,25.118112564086914
2015-09-23,25.260272979736328
2015-09-24,25.604469299316406
2015-09-25,25.87383460998535
2015-09-28,25.80649185180664
2015-09-29,25.8139705657959
2015-09-30,26.427518844604492
2015-10-01,26.13571548461914
2015-10-02,26.644502639770508
2015-10-05,26.741779327392578
2015-10-06,26.68939781188965
2015-10-07,26.48737907409668
2015-10-08,26.868974685668945
2015-10-09,26.651992797851562
2015-10-12,26.85401725769043
2015-10-13,26.749256134033203
2015-10-14,26.63702392578125
2015-10-15,27.115896224975586
2015-10-16,27.228130340576172
2015-10-19,27.377775192260742
2015-10-20,27.527420043945312
2015-10-21,27.437633514404297
2015-10-22,27.81175422668457
2015-10-23,27.490015029907227
2015-10-26,27.549877166748047
2015-10-27,27.3328800201416
2015-10-28,27.12337303161621
2015-10-29,26.749256134033203
2015-10-30,26.988691329956055
2015-11-02,26.898908615112305
2015-11-03,27.115896224975586
2015-11-04,27.002748489379883
2015-11-05,27.025388717651367
2015-11-06,25.826101303100586
2015-11-09,25.9467830657959
2015-11-10,26.39179039001465
2015-11-11,26.655794143676758
2015-11-12,26.26357078552246
2015-11-13,26.11271858215332
2015-11-16,26.82172966003418
2015-11-17,26.40688705444336
2015-11-18,26.655794143676758
2015-11-19,26.731216430664062
2015-11-20,26.88207244873047
2015-11-23,26.602989196777344
2015-11-24,26.4144344329834
2015-11-25,26.256038665771484
2015-11-27,26.52756690979004
2015-11-30,26.4144344329834
2015-12-01,26.69350242614746
2015-12-02,26.240951538085938
2015-12-03,25.826101303100586
2015-12-04,26.384248733520508
2015-12-07,26.776466369628906
2015-12-08,26.68596839904785
2015-12-09,26.59545135498047
2015-12-10,26.301279067993164
2015-12-11,26.293745040893555
2015-12-14,26.421968460083008
2015-12-15,26.565282821655273
2015-12-16,27.32709503173828
2015-12-17,27.304458618164062
2015-12-18,26.859437942504883
2015-12-21,26.8443546295166
2015-12-22,26.919780731201172
2015-12-23,27.229032516479492
2015-12-24,27.16115951538086
2015-12-28,27.462858200073242
2015-12-29,27.58354949951172
2015-12-30,27.666507720947266
2015-12-31,27.21395492553711
2016-01-04,26.859437942504883
2016-01-05,27.070640563964844
2016-01-06,27.108354568481445
2016-01-07,27.2742862701416
2016-01-08,27.229032516479492
2016-01-11,27.21395492553711
2016-01-12,27.08572006225586
2016-01-13,27.251670837402344
2016-01-14,27.68913459777832
2016-01-15,27.29691505432129
2016-01-19,27.809825897216797
2016-01-20,27.123437881469727
2016-01-21,27.123437881469727
2016-01-22,27.568456649780273
2016-01-25,27.440235137939453
2016-01-26,27.81736946105957
2016-01-27,28.186960220336914
2016-01-28,28.5640811920166
2016-01-29,29.32589340209961
2016-02-01,29.559715270996094
2016-02-02,29.763376235961914
2016-02-03,29.983842849731445
2016-02-04,29.846996307373047
2016-02-05,30.318349838256836
2016-02-08,30.287946701049805
2016-02-09,30.31074333190918
2016-02-10,30.014257431030273
2016-02-11,29.854598999023438
2016-02-12,29.793785095214844
2016-02-16,29.78618049621582
2016-02-17,29.649333953857422
2016-02-18,30.166290283203125
2016-02-19,29.953433990478516
2016-02-22,30.166290283203125
2016-02-23,30.356355667114258
2016-02-24,30.561630249023438
2016-02-25,30.858118057250977
2016-02-26,30.029462814331055
2016-02-29,30.075069427490234
2016-03-01,29.983842849731445
2016-03-02,29.991445541381836
2016-03-03,30.17389488220215
2016-03-04,30.70606803894043
2016-03-07,30.83531951904297
2016-03-08,31.078588485717773
2016-03-09,31.093791961669922
2016-03-10,31.177419662475586
2016-03-11,31.16222381591797
2016-03-14,31.139400482177734
2016-03-15,31.223024368286133
2016-03-16,31.4663143157959
2016-03-17,31.762807846069336
2016-03-18,31.405488967895508
2016-03-21,31.4130859375
2016-03-22,31.238239288330078
2016-03-23,31.618356704711914
2016-03-24,31.686769485473633
2016-03-28,31.671567916870117
2016-03-29,32.10491180419922
2016-03-30,32.09730911254883
2016-03-31,32.26456832885742
2016-04-01,32.469825744628906
2016-04-04,32.45461654663086
2016-04-05,31.755199432373047
2016-04-06,31.81602668762207
2016-04-07,31.603145599365234
2016-04-08,31.709590911865234
2016-04-11,31.633556365966797
2016-04-12,31.717187881469727
2016-04-13,31.420696258544922
2016-04-14,31.390295028686523
2016-04-15,31.587949752807617
2016-04-18,31.663976669311523
2016-04-19,31.77039909362793
2016-04-20,30.660463333129883
2016-04-21,29.938230514526367
2016-04-22,30.14349365234375
2016-04-25,30.097881317138672
2016-04-26,30.006650924682617
2016-04-27,30.447589874267578
2016-04-28,30.69086456298828
2016-04-29,30.926544189453125
2016-05-02,31.24584197998047
2016-05-03,31.15461540222168
2016-05-04,31.675521850585938
2016-05-05,31.568269729614258
2016-05-06,31.491661071777344
2016-05-09,31.706159591674805
2016-05-10,31.89765739440918
2016-05-11,31.905330657958984
2016-05-12,32.24238204956055
2016-05-13,32.119808197021484
2016-05-16,32.0432014465332
2016-05-17,31.346115112304688
2016-05-18,30.886499404907227
2016-05-19,31.277177810668945
2016-05-20,31.292491912841797
2016-05-23,31.100980758666992
2016-05-24,31.568269729614258
2016-05-25,31.35378074645996
2016-05-26,31.73679542541504
2016-05-27,31.859352111816406
2016-05-31,32.035545349121094
2016-06-01,32.18876266479492
2016-06-02,32.181095123291016
2016-06-03,32.80158996582031
2016-06-06,32.65604019165039
2016-06-07,32.617733001708984
2016-06-08,32.80925369262695
2016-06-09,33.23822021484375
2016-06-10,33.17693328857422
2016-06-13,33.17693328857422
2016-06-14,33.58293533325195
2016-06-15,33.26120376586914
2016-06-16,33.48335647583008
2016-06-17,33.567623138427734
2016-06-20,33.36845779418945
2016-06-21,33.48335647583008
2016-06-22,33.43739318847656
2016-06-23,33.39142990112305
2016-06-24,33.981285095214844
2016-06-27,34.425575256347656
2016-06-28,34.456214904785156
2016-06-29,34.348960876464844
2016-06-30,35.13032531738281
2016-07-01,34.95413589477539
2016-07-05,35.298858642578125
2016-07-06,35.36779022216797
2016-07-07,34.67070388793945
2016-07-08,34.86220932006836
2016-07-11,34.76264190673828
2016-07-12,34.14979934692383
2016-07-13,34.49452209472656
2016-07-14,34.287689208984375
2016-07-15,34.33366012573242
2016-07-18,34.41791534423828
2016-07-19,34.47153854370117
2016-07-20,34.348960876464844
2016-07-21,34.555809020996094
2016-07-22,34.88520050048828
2016-07-25,34.90818405151367
2016-07-26,34.47153854370117
2016-07-27,34.226409912109375
2016-07-28,34.4638786315918
2016-07-29,34.60942459106445
2016-08-01,34.586448669433594
2016-08-02,34.49452209472656
2016-08-03,34.039424896240234
2016-08-04,34.18599319458008
2016-08-05,33.70002746582031
2016-08-08,33.592044830322266
2016-08-09,33.66917419433594
2016-08-10,33.746315002441406
2016-08-11,33.72317886352539
2016-08-12,33.83116149902344
2016-08-15,33.17551803588867
2016-08-16,32.62785339355469
2016-08-17,33.19095230102539
2016-08-18,33.607479095458984
2016-08-19,33.214080810546875
2016-08-22,33.3066520690918
2016-08-23,33.028968811035156
2016-08-24,33.059814453125
2016-08-25,33.13695526123047
2016-08-26,32.357887268066406
2016-08-29,32.65102767944336
2016-08-30,32.23447799682617
2016-08-31,32.37332534790039
2016-09-01,32.280765533447266
2016-09-02,32.63557434082031
2016-09-06,33.01353454589844
2016-09-07,33.04438400268555
2016-09-08,33.11381149291992
2016-09-09,31.86423110961914
2016-09-12,32.28848648071289
2016-09-13,31.93364906311035
2016-09-14,32.149627685546875
2016-09-15,32.30390930175781
2016-09-16,32.65102767944336
2016-09-19,33.02124786376953
2016-09-20,32.936405181884766
2016-09-21,33.6306037902832
2016-09-22,33.7540397644043
2016-09-23,33.8388786315918
2016-09-26,33.954586029052734
2016-09-27,33.368350982666016
2016-09-28,33.167808532714844
2016-09-29,32.63557434082031
2016-09-30,32.40418243408203
2016-10-03,31.93364906311035
2016-10-04,31.208581924438477
2016-10-05,31.146892547607422
2016-10-06,31.200878143310547
2016-10-07,31.0543155670166
2016-10-10,31.324296951293945
2016-10-11,30.938621520996094
2016-10-12,31.170024871826172
2016-10-13,31.509414672851562
2016-10-14,31.393712997436523
2016-10-17,31.655973434448242
2016-10-18,31.94908332824707
2016-10-19,31.902801513671875
2016-10-20,31.89508819580078
2016-10-21,31.7485294342041
2016-10-24,31.918235778808594
2016-10-25,32.09563064575195
2016-10-26,32.126495361328125
2016-10-27,31.902801513671875
2016-10-28,31.85651206970215
2016-10-31,32.51216506958008
2016-11-01,32.033935546875
2016-11-02,31.761920928955078
2016-11-03,31.9872989654541
2016-11-04,31.69198989868164
2016-11-07,32.41472625732422
2016-11-08,32.62456130981445
2016-11-09,31.350038528442383
2016-11-10,30.68947410583496
2016-11-11,30.89151954650879
2016-11-14,30.68947410583496
2016-11-15,31.07804298400879
2016-11-16,31.023637771606445
2016-11-17,30.90707015991211
2016-11-18,30.868215560913086
2016-11-21,31.225711822509766
2016-11-22,31.497699737548828
2016-11-23,30.868215560913086
2016-11-25,31.552095413208008
2016-11-28,32.2670783996582
2016-11-29,32.5157585144043
2016-11-30,31.25678253173828
2016-12-01,30.844898223876953
2016-12-02,31.0391902923584
2016-12-05,31.023637771606445
2016-12-06,31.023637771606445
2016-12-07,31.528791427612305
2016-12-08,31.559877395629883
2016-12-09,31.956218719482422
2016-12-12,32.42250442504883
2016-12-13,32.27484893798828
2016-12-14,31.72307014465332
2016-12-15,31.785240173339844
2016-12-16,32.25153350830078
2016-12-19,32.55461883544922
2016-12-20,32.41472625732422
2016-12-21,32.298152923583984
2016-12-22,32.32145309448242
2016-12-23,32.406959533691406
2016-12-27,32.39918899536133
2016-12-28,32.096099853515625
2016-12-29,32.461360931396484
2016-12-30,32.34477996826172
2017-01-03,32.27484893798828
2017-01-04,32.453590393066406
2017-01-05,32.63233184814453
2017-01-06,32.756675720214844
2017-01-09,32.31368637084961
2017-01-10,32.25930404663086
