Date,MANYAVAR.NS
2022-02-16,916.5180053710938
2022-02-17,903.460693359375
2022-02-18,889.8634033203125
2022-02-21,864.0431518554688
2022-02-22,847.5006103515625
2022-02-23,839.35205078125
2022-02-24,798.510986328125
2022-02-25,820.5514526367188
2022-02-28,875.9224853515625
2022-03-02,867.03759765625
2022-03-03,847.893310546875
2022-03-04,834.9832153320312
2022-03-07,817.6061401367188
2022-03-08,823.889404296875
2022-03-09,855.9928588867188
2022-03-10,865.3195190429688
2022-03-11,848.7769165039062
2022-03-14,847.74609375
2022-03-15,854.0293579101562
2022-03-16,851.9675903320312
2022-03-17,884.1201171875
2022-03-21,895.5575561523438
2022-03-22,897.0302124023438
2022-03-23,919.3651733398438
2022-03-24,904.0006713867188
2022-03-25,913.7200317382812
2022-03-28,906.3568725585938
2022-03-29,923.2921752929688
2022-03-30,942.9273071289062
2022-03-31,949.3087158203125
2022-04-01,980.2340087890625
2022-04-04,991.1805419921875
2022-04-05,1068.1993408203125
2022-04-06,1034.1815185546875
2022-04-07,1002.6180419921875
2022-04-08,1024.020263671875
2022-04-11,1030.941650390625
2022-04-12,1047.4351806640625
2022-04-13,1030.843505859375
2022-04-18,1043.16455078125
2022-04-19,1026.1309814453125
2022-04-20,1026.6219482421875
2022-04-21,1097.3082275390625
2022-04-22,1053.472900390625
2022-04-25,1035.654052734375
2022-04-26,1074.138916015625
2022-04-27,1065.8431396484375
2022-04-28,1080.0784912109375
2022-04-29,1071.635498046875
2022-05-02,1050.6258544921875
2022-05-04,1012.7301635742188
2022-05-05,1016.60791015625
2022-05-06,981.1175537109375
2022-05-09,970.4164428710938
2022-05-10,959.0771484375
2022-05-11,936.6930541992188
2022-05-12,926.4828491210938
2022-05-13,959.666259765625
2022-05-16,973.7543334960938
2022-05-17,965.949462890625
2022-05-18,947.0997314453125
2022-05-19,928.88818359375
2022-05-20,950.3885498046875
2022-05-23,949.6031494140625
2022-05-24,953.3829345703125
2022-05-25,934.0424194335938
2022-05-26,942.7799682617188
2022-05-27,951.95947265625
2022-05-30,1012.0919799804688
2022-05-31,988.0390014648438
2022-06-01,1044.1463623046875
2022-06-02,1063.2906494140625
2022-06-03,1070.2611083984375
2022-06-06,1057.5963134765625
2022-06-07,1041.7900390625
2022-06-08,1019.6024780273438
2022-06-09,1011.8955078125
2022-06-10,1006.4468994140625
2022-06-13,987.4008178710938
2022-06-14,984.8482055664062
2022-06-15,982.6392822265625
2022-06-16,964.0350341796875
2022-06-17,953.08837890625
2022-06-20,948.5723876953125
2022-06-21,950.9776611328125
2022-06-22,928.2991333007812
2022-06-23,985.2899169921875
2022-06-24,966.2930297851562
2022-06-27,961.5806274414062
2022-06-28,955.4937133789062
2022-06-29,954.0211181640625
2022-06-30,948.27783203125
2022-07-01,953.9719848632812
2022-07-04,974.539794921875
2022-07-05,985.1918334960938
2022-07-06,996.5802001953125
2022-07-07,1012.5337524414062
2022-07-08,1015.2334594726562
2022-07-11,1070.8009033203125
2022-07-12,1074.4334716796875
2022-07-13,1077.427734375
2022-07-14,1077.2314453125
2022-07-15,1084.3983154296875
2022-07-18,1091.123291015625
2022-07-19,1082.827392578125
2022-07-20,1072.7645263671875
2022-07-21,1068.54296875
2022-07-22,1058.0379638671875
2022-07-25,1057.6453857421875
2022-07-26,1048.809814453125
2022-07-27,1056.1236572265625
2022-07-28,1058.2344970703125
2022-07-29,1057.6453857421875
2022-08-01,1117.3360595703125
2022-08-02,1219.880615234375
2022-08-03,1191.21337890625
2022-08-04,1228.421875
2022-08-05,1189.789794921875
2022-08-08,1273.1407470703125
2022-08-10,1171.6273193359375
2022-08-11,1185.6171875
2022-08-12,1170.448974609375
2022-08-16,1210.6519775390625
2022-08-17,1177.615966796875
2022-08-18,1178.4996337890625
2022-08-19,1162.202392578125
2022-08-22,1177.9105224609375
2022-08-23,1223.5621337890625
2022-08-24,1239.0738525390625
2022-08-25,1251.05126953125
2022-08-26,1248.4986572265625
2022-08-29,1246.289794921875
2022-08-30,1268.95947265625
2022-09-01,1263.9327392578125
2022-09-02,1281.5262451171875
2022-09-05,1287.0458984375
2022-09-06,1311.4405517578125
2022-09-07,1361.461669921875
2022-09-08,1371.3671875
2022-09-09,1381.7657470703125
2022-09-12,1404.533935546875
2022-09-13,1411.9755859375
2022-09-14,1423.70458984375
2022-09-15,1406.8995361328125
2022-09-16,1344.0157470703125
2022-09-19,1342.7344970703125
2022-09-20,1403.6468505859375
2022-09-21,1397.4373779296875
2022-09-22,1388.517333984375
2022-09-23,1382.209228515625
2022-09-26,1332.6317138671875
2022-09-27,1326.76708984375
2022-09-28,1345.54345703125
2022-09-29,1388.81298828125
2022-09-30,1388.566650390625
2022-10-03,1407.392333984375
2022-10-04,1428.7806396484375
2022-10-06,1444.353759765625
2022-10-07,1448.0006103515625
2022-10-10,1422.3739013671875
2022-10-11,1433.65966796875
2022-10-12,1399.0635986328125
2022-10-13,1394.1353759765625
2022-10-14,1374.96484375
2022-10-17,1382.258544921875
2022-10-18,1399.1129150390625
2022-10-19,1404.8297119140625
2022-10-20,1397.1417236328125
2022-10-21,1388.4188232421875
2022-10-24,1421.8319091796875
2022-10-25,1431.786865234375
2022-10-27,1407.68798828125
2022-10-28,1410.0042724609375
2022-10-31,1428.2386474609375
2022-11-01,1421.437744140625
2022-11-02,1408.870849609375
2022-11-03,1417.2979736328125
2022-11-04,1411.5318603515625
2022-11-07,1386.398193359375
2022-11-09,1382.3077392578125
2022-11-10,1352.7386474609375
2022-11-11,1348.8453369140625
2022-11-14,1322.7259521484375
2022-11-15,1325.8800048828125
2022-11-16,1332.878173828125
2022-11-17,1333.12451171875
2022-11-18,1298.528564453125
2022-11-21,1323.662353515625
2022-11-22,1301.978271484375
2022-11-23,1329.1820068359375
2022-11-24,1348.50048828125
2022-11-25,1369.9873046875
2022-11-28,1331.4488525390625
2022-11-29,1327.013427734375
