Date,DNB.OL
2015-08-24,65.37699890136719
2015-08-25,67.15947723388672
2015-08-26,66.6419906616211
2015-08-27,67.73448181152344
2015-08-28,67.73448181152344
2015-08-31,68.07947540283203
2015-09-01,66.41199493408203
2015-09-02,66.00948333740234
2015-09-03,68.42447662353516
2015-09-04,66.3544921875
2015-09-07,66.46949005126953
2015-09-08,68.19447326660156
2015-09-09,68.42447662353516
2015-09-10,67.67697143554688
2015-09-11,67.04447937011719
2015-09-14,64.97449493408203
2015-09-15,64.9169921875
2015-09-16,65.83698272705078
2015-09-17,66.7569808959961
2015-09-18,66.1244888305664
2015-09-21,66.2394790649414
2015-09-22,64.9169921875
2015-09-23,64.16950225830078
2015-09-24,61.00702667236328
2015-09-25,61.754520416259766
2015-09-28,60.604530334472656
2015-09-29,61.927024841308594
2015-09-30,63.65200424194336
2015-10-01,65.43450164794922
2015-10-02,64.22701263427734
2015-10-05,66.1819839477539
2015-10-06,67.27447509765625
2015-10-07,70.55194854736328
2015-10-08,69.5169677734375
2015-10-09,68.94196319580078
2015-10-12,68.25196838378906
2015-10-13,66.8144760131836
2015-10-14,67.38947296142578
2015-10-15,67.21697998046875
2015-10-16,66.98698425292969
2015-10-19,67.10198211669922
2015-10-20,67.10198211669922
2015-10-21,66.1819839477539
2015-10-22,63.307010650634766
2015-10-23,62.96200180053711
2015-10-26,63.07700729370117
2015-10-27,62.674522399902344
2015-10-28,62.78950500488281
2015-10-29,60.66202926635742
2015-10-30,62.21451187133789
2015-11-02,62.444515228271484
2015-11-03,62.38701629638672
2015-11-04,64.85950469970703
2015-11-05,64.11199951171875
2015-11-06,65.37699890136719
2015-11-09,65.89449310302734
2015-11-10,64.16950225830078
2015-11-11,63.881996154785156
2015-11-12,63.65200424194336
2015-11-13,62.502017974853516
2015-11-16,62.674522399902344
2015-11-17,64.68699645996094
2015-11-18,64.97449493408203
2015-11-19,65.49199676513672
2015-11-20,63.42201614379883
2015-11-23,63.192012786865234
2015-11-24,63.82450866699219
2015-11-25,63.881996154785156
2015-11-26,64.28451538085938
2015-11-27,64.34201049804688
2015-11-30,65.77950286865234
2015-12-01,66.2394790649414
2015-12-02,66.1819839477539
2015-12-03,65.66448974609375
2015-12-04,64.74449920654297
2015-12-07,65.26200103759766
2015-12-08,63.53701400756836
2015-12-09,62.96200180053711
2015-12-10,62.73202133178711
2015-12-11,60.892032623291016
2015-12-14,59.569541931152344
2015-12-15,61.927024841308594
2015-12-16,62.61701583862305
2015-12-17,62.55951690673828
2015-12-18,61.46702575683594
2015-12-21,61.00702667236328
2015-12-22,61.12202453613281
2015-12-23,63.07700729370117
2015-12-28,62.84701919555664
2015-12-29,63.192012786865234
2015-12-30,63.13451385498047
