Date,MNC.NS
2022-08-05,19.318199157714844
2022-08-11,19.337499618530273
2022-08-12,19.318099975585938
2022-08-16,19.59000015258789
2022-08-17,19.520000457763672
2022-08-18,19.700000762939453
2022-08-19,19.549999237060547
2022-08-22,19.0
2022-08-23,19.399999618530273
2022-08-24,19.5
2022-08-25,19.31999969482422
2022-08-26,19.469999313354492
2022-08-29,19.510000228881836
2022-08-30,19.649999618530273
2022-09-01,19.700000762939453
2022-09-02,19.739999771118164
2022-09-05,19.690000534057617
2022-09-06,19.549999237060547
2022-09-07,19.5
2022-09-08,19.670000076293945
2022-09-09,19.700000762939453
2022-09-12,19.799999237060547
2022-09-13,20.0
2022-09-14,19.899999618530273
2022-09-15,20.170000076293945
2022-09-16,19.690000534057617
2022-09-19,19.68000030517578
2022-09-20,19.799999237060547
2022-09-21,19.989999771118164
2022-09-22,20.06999969482422
2022-09-23,19.90999984741211
2022-09-26,19.639999389648438
2022-09-27,19.389999389648438
2022-09-28,19.600000381469727
2022-09-29,19.540000915527344
2022-09-30,19.709999084472656
2022-10-03,19.43000030517578
2022-10-04,19.690000534057617
2022-10-06,19.5
2022-10-07,19.829999923706055
2022-10-10,19.700000762939453
2022-10-11,19.389999389648438
2022-10-12,19.5
2022-10-13,19.5
2022-10-14,19.540000915527344
2022-10-17,19.469999313354492
2022-10-18,19.540000915527344
2022-10-19,19.700000762939453
2022-10-20,19.780000686645508
2022-10-21,19.600000381469727
2022-10-24,19.520000457763672
2022-10-25,19.459999084472656
2022-10-27,19.489999771118164
2022-10-28,19.690000534057617
2022-10-31,19.899999618530273
2022-11-01,20.0
2022-11-02,19.850000381469727
2022-11-03,19.90999984741211
2022-11-04,19.899999618530273
2022-11-07,20.200000762939453
2022-11-09,20.110000610351562
2022-11-10,19.979999542236328
2022-11-11,20.110000610351562
2022-11-14,20.15999984741211
2022-11-15,20.139999389648438
2022-11-16,20.010000228881836
2022-11-17,20.049999237060547
2022-11-18,19.889999389648438
2022-11-21,19.940000534057617
2022-11-22,19.8700008392334
2022-11-23,19.989999771118164
2022-11-24,19.989999771118164
2022-11-25,20.010000228881836
2022-11-28,20.1299991607666
2022-11-29,20.190000534057617
2022-11-30,20.3799991607666
2022-12-01,20.43000030517578
2022-12-02,20.489999771118164
2022-12-05,20.350000381469727
2022-12-06,21.329999923706055
2022-12-07,20.459999084472656
2022-12-08,20.40999984741211
2022-12-09,20.43000030517578
2022-12-12,20.600000381469727
2022-12-13,20.510000228881836
2022-12-14,20.56999969482422
2022-12-15,20.700000762939453
2022-12-16,20.170000076293945
2022-12-19,20.360000610351562
2022-12-20,20.309999465942383
2022-12-21,20.110000610351562
2022-12-22,19.959999084472656
2022-12-23,19.68000030517578
2022-12-26,19.700000762939453
2022-12-27,19.799999237060547
2022-12-28,19.75
2022-12-29,19.790000915527344
2022-12-30,19.790000915527344
2023-01-02,19.829999923706055
2023-01-03,19.790000915527344
2023-01-04,19.670000076293945
2023-01-05,19.790000915527344
2023-01-06,19.790000915527344
2023-01-09,19.84000015258789
2023-01-10,19.81999969482422
