Date,PHARMABEES.NS
2021-07-07,14.489999771118164
2021-07-08,14.319999694824219
2021-07-09,14.420000076293945
2021-07-12,14.420000076293945
2021-07-13,14.5
2021-07-14,14.539999961853027
2021-07-15,14.529999732971191
2021-07-16,14.680000305175781
2021-07-19,14.720000267028809
2021-07-20,14.539999961853027
2021-07-22,14.640000343322754
2021-07-23,14.65999984741211
2021-07-26,14.649999618530273
2021-07-27,14.09000015258789
2021-07-28,14.029999732971191
2021-07-29,13.979999542236328
2021-07-30,14.430000305175781
2021-08-02,14.4399995803833
2021-08-03,14.59000015258789
2021-08-04,14.609999656677246
2021-08-05,14.65999984741211
2021-08-06,14.59000015258789
2021-08-09,14.569999694824219
2021-08-10,14.510000228881836
2021-08-11,14.359999656677246
2021-08-12,14.199999809265137
2021-08-13,14.140000343322754
2021-08-16,14.050000190734863
2021-08-17,14.100000381469727
2021-08-18,14.15999984741211
2021-08-20,13.800000190734863
2021-08-23,13.800000190734863
2021-08-24,13.970000267028809
2021-08-25,13.90999984741211
2021-08-26,13.819999694824219
2021-08-27,13.970000267028809
2021-08-30,14.3100004196167
2021-08-31,14.359999656677246
2021-09-01,14.359999656677246
2021-09-02,14.550000190734863
2021-09-03,14.520000457763672
2021-09-06,14.569999694824219
2021-09-07,14.470000267028809
2021-09-08,14.40999984741211
2021-09-09,14.390000343322754
2021-09-13,14.430000305175781
2021-09-14,14.470000267028809
2021-09-15,14.489999771118164
2021-09-16,14.550000190734863
2021-09-17,14.449999809265137
2021-09-20,14.199999809265137
2021-09-21,14.149999618530273
2021-09-22,14.4399995803833
2021-09-23,14.40999984741211
2021-09-24,14.369999885559082
2021-09-27,14.239999771118164
2021-09-28,14.260000228881836
2021-09-29,14.449999809265137
2021-09-30,14.529999732971191
2021-10-01,14.579999923706055
2021-10-04,14.880000114440918
2021-10-05,14.829999923706055
2021-10-06,14.539999961853027
2021-10-07,14.550000190734863
2021-10-08,14.539999961853027
2021-10-11,14.619999885559082
2021-10-12,14.59000015258789
2021-10-13,14.75
2021-10-14,14.75
2021-10-18,14.649999618530273
2021-10-19,14.5
2021-10-20,14.279999732971191
2021-10-21,14.220000267028809
2021-10-22,13.9399995803833
2021-10-25,14.100000381469727
2021-10-26,14.029999732971191
2021-10-27,14.069999694824219
2021-10-28,13.920000076293945
2021-10-29,14.050000190734863
2021-11-01,14.050000190734863
2021-11-02,14.069999694824219
2021-11-03,13.890000343322754
2021-11-04,14.050000190734863
2021-11-08,13.880000114440918
2021-11-09,13.930000305175781
2021-11-10,14.0
2021-11-11,13.789999961853027
2021-11-12,13.779999732971191
2021-11-15,13.970000267028809
2021-11-16,13.899999618530273
2021-11-17,13.699999809265137
2021-11-18,13.539999961853027
2021-11-22,13.329999923706055
2021-11-23,13.550000190734863
2021-11-24,13.5
2021-11-25,13.59000015258789
2021-11-26,13.930000305175781
2021-11-29,13.710000038146973
2021-11-30,13.789999961853027
2021-12-01,13.5600004196167
2021-12-02,13.600000381469727
2021-12-03,13.520000457763672
2021-12-06,13.300000190734863
2021-12-07,13.300000190734863
2021-12-08,13.460000038146973
2021-12-09,13.479999542236328
2021-12-10,13.550000190734863
2021-12-13,13.520000457763672
2021-12-14,13.600000381469727
2021-12-15,13.550000190734863
2021-12-16,13.420000076293945
2021-12-17,13.279999732971191
2021-12-20,13.239999771118164
2021-12-21,13.319999694824219
2021-12-22,13.550000190734863
2021-12-23,13.640000343322754
2021-12-24,13.550000190734863
2021-12-27,13.710000038146973
2021-12-28,13.819999694824219
2021-12-29,14.079999923706055
2021-12-30,14.149999618530273
2021-12-31,14.229999542236328
2022-01-03,14.170000076293945
2022-01-04,14.020000457763672
2022-01-05,14.050000190734863
2022-01-06,13.989999771118164
2022-01-07,13.869999885559082
2022-01-10,13.930000305175781
2022-01-11,13.930000305175781
2022-01-12,13.84000015258789
2022-01-13,14.0600004196167
2022-01-14,14.039999961853027
2022-01-17,13.930000305175781
2022-01-18,13.770000457763672
2022-01-19,13.699999809265137
2022-01-20,13.520000457763672
2022-01-21,13.300000190734863
2022-01-24,13.069999694824219
2022-01-25,13.140000343322754
2022-01-27,12.90999984741211
2022-01-28,13.0600004196167
2022-01-31,13.239999771118164
2022-02-01,13.460000038146973
2022-02-02,13.680000305175781
2022-02-03,13.649999618530273
2022-02-04,13.640000343322754
2022-02-07,13.4399995803833
2022-02-08,13.449999809265137
2022-02-09,13.630000114440918
2022-02-10,13.65999984741211
2022-02-11,13.579999923706055
2022-02-14,13.319999694824219
2022-02-15,13.359999656677246
2022-02-16,13.489999771118164
