Date,MIRG.BA
2015-08-24,70.85369873046875
2015-08-25,69.55363464355469
2015-08-26,71.50373840332031
2015-08-27,72.47876739501953
2015-08-28,72.8038101196289
2015-08-31,74.10387420654297
2015-09-01,74.10387420654297
2015-09-02,75.56644439697266
2015-09-03,78.00408935546875
2015-09-04,81.09173583984375
2015-09-07,81.51425170898438
2015-09-08,81.1892318725586
2015-09-09,80.27919006347656
2015-09-10,79.30414581298828
2015-09-11,79.62916564941406
2015-09-14,79.30414581298828
2015-09-15,79.95416259765625
2015-09-16,83.52936553955078
2015-09-17,85.83698272705078
2015-09-18,87.10456848144531
2015-09-21,86.12950134277344
2015-09-22,84.11441040039062
2015-09-23,82.22931671142578
2015-09-24,81.25425720214844
2015-09-25,85.15446472167969
2015-09-28,89.0546646118164
2015-09-29,90.7610092163086
2015-09-30,89.3796615600586
2015-10-01,91.97982788085938
2015-10-02,94.25492095947266
2015-10-05,95.22999572753906
2015-10-06,96.53005981445312
2015-10-07,97.5051040649414
2015-10-08,95.87999725341797
2015-10-09,94.25492095947266
2015-10-13,94.90496826171875
2015-10-14,94.74244689941406
2015-10-15,96.82257843017578
2015-10-16,96.85507202148438
2015-10-19,96.20501708984375
2015-10-20,97.5051040649414
2015-10-21,99.71520233154297
2015-10-22,102.70539093017578
2015-10-23,104.65547943115234
2015-10-26,108.49065399169922
2015-10-27,111.80584716796875
2015-10-28,112.45588684082031
2015-10-29,117.6561508178711
2015-10-30,121.39385986328125
2015-11-02,123.18144989013672
2015-11-03,122.20639038085938
2015-11-04,123.5064468383789
2015-11-05,124.48150634765625
2015-11-09,124.80653381347656
2015-11-10,125.78158569335938
2015-11-11,123.18144989013672
2015-11-12,124.48150634765625
2015-11-13,130.00682067871094
2015-11-16,132.60690307617188
2015-11-17,127.7316665649414
2015-11-18,123.47393798828125
2015-11-19,128.05673217773438
2015-11-20,135.20706176757812
2015-11-24,132.93194580078125
2015-11-25,134.39451599121094
2015-11-26,141.05738830566406
2015-11-27,141.05738830566406
2015-11-30,140.8948516845703
2015-12-01,140.08233642578125
2015-12-02,139.10726928710938
2015-12-03,138.83087158203125
2015-12-04,141.4320068359375
2015-12-09,142.08226013183594
2015-12-10,143.70785522460938
2015-12-11,142.6349334716797
2015-12-14,139.80630493164062
2015-12-15,135.57962036132812
2015-12-16,133.95396423339844
2015-12-17,136.2298583984375
2015-12-18,133.95396423339844
2015-12-21,134.6042022705078
2015-12-22,140.7816925048828
2015-12-23,148.9099884033203
2015-12-28,155.08741760253906
2015-12-29,167.76756286621094
2015-12-30,175.89581298828125
2016-01-04,183.69894409179688
2016-01-05,209.70945739746094
2016-01-06,209.70945739746094
2016-01-07,218.8131103515625
2016-01-08,237.34556579589844
2016-01-11,237.0205078125
2016-01-12,223.36495971679688
2016-01-13,208.73406982421875
2016-01-14,223.96644592285156
2016-01-15,227.59165954589844
2016-01-18,222.38954162597656
2016-01-19,217.8377227783203
2016-01-20,209.05921936035156
2016-01-21,221.5767364501953
2016-01-22,230.517822265625
2016-01-25,245.4413604736328
2016-01-26,260.7550354003906
2016-01-27,256.8534851074219
2016-01-28,257.50372314453125
2016-01-29,260.10479736328125
2016-02-01,261.7303771972656
2016-02-02,258.1539611816406
2016-02-03,258.4791259765625
2016-02-04,259.7796325683594
2016-02-05,260.42987060546875
2016-02-10,260.10479736328125
2016-02-11,249.86312866210938
2016-02-12,252.59425354003906
2016-02-15,248.04241943359375
2016-02-16,251.6188507080078
2016-02-17,259.4544677734375
2016-02-18,281.23828125
2016-02-19,290.9922180175781
2016-02-22,285.9689025878906
2016-02-23,295.2189025878906
2016-02-24,314.401611328125
2016-02-25,308.22406005859375
2016-02-26,303.9974670410156
2016-02-29,298.50274658203125
2016-03-01,319.8962707519531
2016-03-02,336.1854248046875
2016-03-03,342.67181396484375
2016-03-04,363.5451965332031
2016-03-07,351.1088562011719
2016-03-08,356.0184631347656
2016-03-09,377.15185546875
2016-03-10,406.4136657714844
2016-03-11,422.6702880859375
2016-03-14,445.7545471191406
2016-03-15,446.72991943359375
2016-03-16,414.5419006347656
2016-03-17,388.4989318847656
2016-03-18,402.5120544433594
2016-03-21,438.9267578125
2016-03-22,437.3011779785156
2016-03-23,435.6754455566406
2016-03-28,440.8775939941406
2016-03-29,443.1534729003906
2016-03-30,439.5769958496094
2016-03-31,443.478515625
2016-04-01,442.1781005859375
2016-04-04,426.57177734375
2016-04-05,388.5639953613281
2016-04-06,380.4031677246094
2016-04-07,362.5047912597656
2016-04-08,358.944580078125
2016-04-11,349.51580810546875
2016-04-12,350.8162841796875
2016-04-13,371.9335632324219
2016-04-14,369.0236511230469
2016-04-15,388.0437927246094
2016-04-18,420.0692138671875
2016-04-19,436.3256530761719
2016-04-20,429.17291259765625
2016-04-21,435.6104431152344
2016-04-22,434.5374755859375
2016-04-25,428.5387878417969
