Date,GNFC.NS
2015-08-21,48.435794830322266
2015-08-24,43.312007904052734
2015-08-25,43.91246032714844
2015-08-26,43.99251174926758
2015-08-27,46.9947395324707
2015-08-28,46.914669036865234
2015-08-31,46.9947395324707
2015-09-01,46.394290924072266
2015-09-02,46.71452331542969
2015-09-03,45.79384231567383
2015-09-04,45.59369659423828
2015-09-07,44.71304702758789
2015-09-08,45.07331466674805
2015-09-09,45.35352325439453
2015-09-10,45.03327941894531
2015-09-11,45.15337371826172
2015-09-14,45.55366516113281
2015-09-15,46.19414138793945
2015-09-16,45.8739013671875
2015-09-18,45.59369659423828
2015-09-21,46.634464263916016
2015-09-22,45.35352325439453
2015-09-23,46.43431854248047
2015-09-24,46.3542594909668
2015-09-28,47.154850006103516
2015-09-29,46.79458999633789
2015-09-30,46.3542594909668
2015-10-01,46.31422805786133
2015-10-05,46.95470428466797
2015-10-06,47.23491287231445
2015-10-07,47.91541290283203
2015-10-08,48.876121520996094
2015-10-09,49.31644821166992
2015-10-12,50.75751495361328
2015-10-13,49.9969482421875
2015-10-14,48.9161491394043
2015-10-15,48.836090087890625
2015-10-16,48.876121520996094
2015-10-19,48.876121520996094
2015-10-20,48.9161491394043
2015-10-21,48.876121520996094
2015-10-23,47.71525955200195
2015-10-26,48.195613861083984
2015-10-27,48.876121520996094
2015-10-28,49.87685775756836
2015-10-29,49.11629867553711
2015-10-30,48.956180572509766
2015-11-02,49.236385345458984
2015-11-03,50.557369232177734
2015-11-04,58.64333724975586
2015-11-05,55.72118377685547
2015-11-06,61.005088806152344
2015-11-09,59.48396301269531
2015-11-10,58.8034553527832
2015-11-13,58.84348678588867
2015-11-16,57.802711486816406
2015-11-17,61.40538024902344
2015-11-18,62.08588790893555
2015-11-19,62.96653366088867
2015-11-20,64.12740325927734
2015-11-23,63.12665939331055
2015-11-24,62.96653366088867
2015-11-26,62.646297454833984
2015-11-27,61.40538024902344
2015-11-30,60.965057373046875
2015-12-01,62.646297454833984
2015-12-02,61.725616455078125
2015-12-03,62.40611267089844
2015-12-04,62.205970764160156
2015-12-07,62.48617935180664
2015-12-08,62.40611267089844
2015-12-09,60.044376373291016
2015-12-10,61.245262145996094
2015-12-11,60.12443161010742
2015-12-14,62.726356506347656
2015-12-15,62.76638412475586
2015-12-16,62.80641174316406
2015-12-17,62.96653366088867
2015-12-18,62.12590789794922
2015-12-21,62.12590789794922
2015-12-22,61.64556121826172
2015-12-23,62.205970764160156
2015-12-24,61.80567169189453
2015-12-28,61.68558883666992
2015-12-29,62.366085052490234
2015-12-30,61.64556121826172
2015-12-31,64.76786804199219
2016-01-01,66.20893096923828
2016-01-04,67.32976531982422
2016-01-05,65.48839569091797
2016-01-06,66.20893096923828
2016-01-07,65.60848236083984
2016-01-08,66.24897003173828
2016-01-11,66.88944244384766
2016-01-12,69.41129302978516
2016-01-13,66.88944244384766
2016-01-14,67.60997009277344
2016-01-15,65.92871856689453
2016-01-18,62.366085052490234
2016-01-19,62.32605743408203
2016-01-20,59.56401824951172
2016-01-21,60.764923095703125
2016-01-22,61.48543930053711
2016-01-25,63.8471794128418
2016-01-27,65.28825378417969
2016-01-28,68.93094635009766
2016-01-29,66.04882049560547
