Date,MET
2015-08-03,35.36201095581055
2015-08-04,35.488922119140625
2015-08-05,35.460182189941406
2015-08-06,35.460182189941406
2015-08-07,35.08327865600586
2015-08-10,36.0031623840332
2015-08-11,35.121604919433594
2015-08-12,34.610565185546875
2015-08-13,34.731937408447266
2015-08-14,34.98107147216797
2015-08-17,34.81497573852539
2015-08-18,34.67444610595703
2015-08-19,34.25922393798828
2015-08-20,33.16046905517578
2015-08-21,31.65289306640625
2015-08-24,30.279447555541992
2015-08-25,29.762020111083984
2015-08-26,31.16739273071289
2015-08-27,32.19586944580078
2015-08-28,32.14476776123047
2015-08-31,32.004234313964844
2015-09-01,30.65635108947754
2015-09-02,31.205717086791992
2015-09-03,31.2759952545166
2015-09-04,30.573301315307617
2015-09-08,31.346250534057617
2015-09-09,30.931028366088867
2015-09-10,31.10991096496582
2015-09-11,31.001312255859375
2015-09-14,30.784099578857422
2015-09-15,31.499563217163086
2015-09-16,31.678428649902344
2015-09-17,30.522207260131836
2015-09-18,29.71730613708496
2015-09-21,29.960044860839844
2015-09-22,29.512882232666016
2015-09-23,29.71730613708496
2015-09-24,29.659809112548828
2015-09-25,30.170860290527344
2015-09-28,29.42983055114746
2015-09-29,29.60231590270996
2015-09-30,30.11973762512207
2015-10-01,30.305011749267578
2015-10-02,30.004758834838867
2015-10-05,30.52857780456543
2015-10-06,30.36888313293457
2015-10-07,30.784099578857422
2015-10-08,31.058795928955078
2015-10-09,30.911867141723633
2015-10-12,30.87993621826172
2015-10-13,30.58608627319336
2015-10-14,30.151691436767578
2015-10-15,30.918262481689453
2015-10-16,31.199338912963867
2015-10-19,31.256818771362305
2015-10-20,31.493175506591797
2015-10-21,31.359027862548828
2015-10-22,31.73591423034668
2015-10-23,32.566375732421875
2015-10-26,32.10004425048828
2015-10-27,31.442066192626953
2015-10-28,32.73885726928711
2015-10-29,32.57277297973633
2015-10-30,32.183082580566406
2015-11-02,32.62387466430664
2015-11-03,32.83467102050781
2015-11-04,32.49039840698242
2015-11-05,32.110740661621094
2015-11-06,33.26261520385742
2015-11-09,32.68989181518555
2015-11-10,32.67057800292969
2015-11-11,32.35527420043945
2015-11-12,31.827598571777344
2015-11-13,32.10430908203125
2015-11-16,32.47752380371094
2015-11-17,32.35527420043945
2015-11-18,32.870079040527344
2015-11-19,32.657711029052734
2015-11-20,32.831459045410156
2015-11-23,32.61909866333008
2015-11-24,32.50970458984375
2015-11-25,32.593360900878906
2015-11-27,32.79283905029297
2015-11-30,32.87651824951172
2015-12-01,33.178951263427734
2015-12-02,32.72849655151367
2015-12-03,32.213706970214844
2015-12-04,32.86363983154297
2015-12-07,32.25230026245117
2015-12-08,31.679584503173828
2015-12-09,31.267749786376953
2015-12-10,31.447935104370117
2015-12-11,30.321794509887695
2015-12-14,29.8713436126709
2015-12-15,30.611377716064453
2015-12-16,31.33854103088379
2015-12-17,30.547027587890625
2015-12-18,29.890655517578125
2015-12-21,30.128753662109375
2015-12-22,30.379711151123047
2015-12-23,31.00391387939453
2015-12-24,31.061832427978516
2015-12-28,31.055397033691406
2015-12-29,31.53801155090332
2015-12-30,31.35784339904785
2015-12-31,31.023218154907227
2016-01-04,30.450502395629883
2016-01-05,29.8713436126709
2016-01-06,28.552169799804688
2016-01-07,27.355255126953125
2016-01-08,27.046377182006836
2016-01-11,26.840457916259766
2016-01-12,27.020639419555664
2016-01-13,27.61266326904297
2016-01-14,27.992324829101562
2016-01-15,27.7220516204834
2016-01-19,27.503271102905273
2016-01-20,27.16220474243164
2016-01-21,27.477519989013672
2016-01-22,28.43634033203125
2016-01-25,27.670574188232422
2016-01-26,27.99875831604004
2016-01-27,27.837881088256836
2016-01-28,28.172504425048828
2016-01-29,28.73234748840332
2016-02-01,28.4942569732666
2016-02-02,27.51613426208496
2016-02-03,27.233732223510742
2016-02-04,25.805513381958008
2016-02-05,25.19526481628418
2016-02-08,24.117595672607422
2016-02-09,24.12409019470215
2016-02-10,23.93582534790039
2016-02-11,22.85816192626953
2016-02-12,24.299375534057617
2016-02-16,24.682397842407227
2016-02-17,25.493894577026367
2016-02-18,25.448453903198242
2016-02-19,25.390018463134766
2016-02-22,25.454946517944336
2016-02-23,24.94207763671875
2016-02-24,25.03296661376953
2016-02-25,25.591270446777344
2016-02-26,26.02623176574707
2016-02-29,25.682167053222656
2016-03-01,27.05845069885254
2016-03-02,27.27267837524414
2016-03-03,27.51938819885254
2016-03-04,27.48042869567871
2016-03-07,27.81801414489746
2016-03-08,27.123371124267578
2016-03-09,27.266193389892578
2016-03-10,27.428497314453125
2016-03-11,28.726884841918945
2016-03-14,28.499662399291992
2016-03-15,28.42824935913086
2016-03-16,28.41527557373047
2016-03-17,28.61652183532715
2016-03-18,29.038494110107422
2016-03-21,28.89567756652832
2016-03-22,28.623001098632812
2016-03-23,28.181560516357422
2016-03-24,27.46095848083496
2016-03-28,27.915388107299805
2016-03-29,27.564823150634766
2016-03-30,29.038494110107422
2016-03-31,28.525630950927734
2016-04-01,28.92814064025879
2016-04-04,28.356843948364258
2016-04-05,27.843969345092773
2016-04-06,27.90240478515625
2016-04-07,27.214265823364258
2016-04-08,27.194780349731445
2016-04-11,27.545339584350586
2016-04-12,28.01926612854004
2016-04-13,28.79829216003418
2016-04-14,29.11641502380371
2016-04-15,28.986557006835938
2016-04-18,29.25921630859375
2016-04-19,29.61628532409668
2016-04-20,30.129138946533203
2016-04-21,29.940874099731445
2016-04-22,30.447254180908203
2016-04-25,30.01878547668457
2016-04-26,30.33039665222168
2016-04-27,30.34987449645996
2016-04-28,29.68769645690918
2016-04-29,29.278688430786133
2016-05-02,29.75910758972168
2016-05-03,29.07745361328125
2016-05-04,28.525630950927734
2016-05-05,28.047361373901367
2016-05-06,28.18495750427246
2016-05-09,28.119428634643555
2016-05-10,28.768035888671875
2016-05-11,28.44701385498047
2016-05-12,28.505979537963867
2016-05-13,28.165298461914062
2016-05-16,28.433914184570312
2016-05-17,28.36184310913086
2016-05-18,29.462512969970703
2016-05-19,29.030109405517578
2016-05-20,29.226652145385742
2016-05-23,29.115278244018555
2016-05-24,29.6590633392334
2016-05-25,29.99319839477539
2016-05-26,29.534582138061523
2016-05-27,29.986635208129883
2016-05-31,29.84250259399414
2016-06-01,29.99319839477539
2016-06-02,29.94731903076172
2016-06-03,29.023561477661133
2016-06-06,29.344589233398438
2016-06-07,29.187334060668945
2016-06-08,29.233205795288086
2016-06-09,28.68286895751953
2016-06-10,28.23081398010254
2016-06-13,28.106327056884766
2016-06-14,27.687028884887695
2016-06-15,27.4708251953125
2016-06-16,27.660816192626953
2016-06-17,27.62805938720703
2016-06-20,27.857372283935547
2016-06-21,27.994958877563477
2016-06-22,27.87702178955078
2016-06-23,28.938383102416992
2016-06-24,25.839475631713867
2016-06-27,23.9329776763916
2016-06-28,24.699508666992188
2016-06-29,25.682247161865234
2016-06-30,26.09499740600586
2016-07-01,25.872243881225586
2016-07-05,24.797779083251953
2016-07-06,25.125349044799805
2016-07-07,25.072948455810547
2016-07-08,25.682247161865234
2016-07-11,26.06223487854004
2016-07-12,26.704288482666016
2016-07-13,26.52084732055664
2016-07-14,27.765647888183594
2016-07-15,27.916332244873047
2016-07-18,28.23081398010254
2016-07-19,28.152191162109375
2016-07-20,28.270124435424805
2016-07-21,28.315990447998047
2016-07-22,28.34218978881836
2016-07-25,28.243911743164062
2016-07-26,28.36184310913086
2016-07-27,28.28976821899414
2016-07-28,28.224258422851562
2016-07-29,28.001510620117188
2016-08-01,27.87702178955078
2016-08-02,27.654273986816406
2016-08-03,28.630462646484375
2016-08-04,26.144298553466797
2016-08-05,27.202241897583008
