Date,SMIN.L
2015-08-24,1054.9832763671875
2015-08-25,1086.89208984375
2015-08-26,1055.98046875
2015-08-27,1098.857666015625
2015-08-28,1125.7811279296875
2015-09-01,1099.8548583984375
2015-09-02,1104.8408203125
2015-09-03,1110.8238525390625
2015-09-04,1076.9205322265625
2015-09-07,1082.9034423828125
2015-09-08,1094.869140625
2015-09-09,1112.818603515625
2015-09-10,1093.8721923828125
2015-09-11,1099.8548583984375
2015-09-14,1084.8978271484375
2015-09-15,1097.86083984375
2015-09-16,1125.7811279296875
2015-09-17,1078.9149169921875
2015-09-18,1058.9720458984375
2015-09-21,1058.9720458984375
2015-09-22,1026.066162109375
2015-09-23,1036.03759765625
2015-09-24,972.2199096679688
2015-09-25,992.6614990234375
2015-09-28,982.1914672851562
2015-09-29,991.6644287109375
2015-09-30,1002.13427734375
2015-10-01,992.6614990234375
2015-10-02,994.1572265625
2015-10-05,1006.1229248046875
2015-10-06,1005.125732421875
2015-10-07,1005.125732421875
2015-10-08,998.14599609375
2015-10-09,1022.077392578125
2015-10-12,1048.003173828125
2015-10-13,1034.043212890625
2015-10-14,1027.0631103515625
2015-10-15,1019.0858154296875
2015-10-16,1006.1229248046875
2015-10-19,995.1544189453125
2015-10-20,987.6756591796875
2015-10-21,1008.1172485351562
2015-10-22,981.4661865234375
2015-10-23,999.419921875
2015-10-26,986.9519653320312
2015-10-27,962.51513671875
2015-10-28,960.520263671875
2015-10-29,953.0394897460938
2015-10-30,959.5227661132812
2015-11-02,970.4944458007812
2015-11-03,988.94677734375
2015-11-04,1015.378662109375
2015-11-05,985.4559326171875
2015-11-06,996.92626953125
2015-11-09,991.939208984375
2015-11-10,986.4533081054688
2015-11-11,981.4661865234375
2015-11-12,931.0962524414062
2015-11-13,925.111572265625
2015-11-16,923.1168823242188
2015-11-17,1017.3734741210938
2015-11-18,986.9519653320312
2015-11-19,1003.4095458984375
2015-11-20,1015.378662109375
2015-11-23,1013.3838500976562
2015-11-24,1015.378662109375
2015-11-25,1030.3402099609375
2015-11-26,1031.33740234375
2015-11-27,1027.3477783203125
2015-11-30,1030.3402099609375
2015-12-01,1030.3402099609375
2015-12-02,1020.3657836914062
2015-12-03,1005.4042358398438
2015-12-04,1002.4119262695312
2015-12-07,990.941650390625
2015-12-08,966.0059204101562
2015-12-09,983.9597778320312
2015-12-10,947.5536499023438
2015-12-11,938.5769653320312
2015-12-14,917.132080078125
2015-12-15,924.6128540039062
2015-12-16,935.0859375
2015-12-17,924.6128540039062
2015-12-18,921.6207275390625
2015-12-21,920.6231689453125
2015-12-22,933.58984375
2015-12-23,957.5278930664062
2015-12-24,956.0318603515625
2015-12-29,964.0111694335938
2015-12-30,955.0341796875
2015-12-31,937.0808715820312
2016-01-04,919.6258544921875
2016-01-05,920.1246337890625
2016-01-06,904.6644287109375
2016-01-07,885.71337890625
2016-01-08,894.19140625
2016-01-11,885.71337890625
2016-01-12,887.7083129882812
2016-01-13,890.20166015625
2016-01-14,917.631103515625
2016-01-15,893.6927490234375
2016-01-18,879.728759765625
2016-01-19,887.2095336914062
2016-01-20,861.2764892578125
2016-01-21,879.2301635742188
2016-01-22,905.661865234375
2016-01-25,889.2042846679688
2016-01-26,892.1966552734375
2016-01-27,907.1580200195312
2016-01-28,920.6231689453125
2016-01-29,941.0704956054688
2016-02-01,936.58203125
2016-02-02,904.6644287109375
2016-02-03,884.2172241210938
2016-02-04,914.6387329101562
2016-02-05,935.0859375
2016-02-08,905.1630859375
2016-02-09,896.1864013671875
2016-02-10,912.1450805664062
2016-02-11,877.73388671875
2016-02-12,913.641357421875
2016-02-15,941.5691528320312
2016-02-16,943.0653076171875
2016-02-17,979.9700927734375
2016-02-18,977.4766235351562
2016-02-19,970.4944458007812
2016-02-22,982.463623046875
2016-02-23,970.4944458007812
2016-02-24,946.5562133789062
2016-02-25,970.4944458007812
2016-02-26,996.92626953125
2016-02-29,999.419921875
2016-03-01,1002.4119262695312
2016-03-02,995.43017578125
2016-03-03,1026.350341796875
2016-03-04,1057.2703857421875
2016-03-07,1044.3037109375
2016-03-08,1037.32177734375
2016-03-09,1040.3143310546875
2016-03-10,1024.3553466796875
2016-03-11,1054.2781982421875
2016-03-14,1076.221923828125
2016-03-15,1074.2265625
2016-03-16,1047.296142578125
2016-03-17,1073.2291259765625
2016-03-18,1103.1522216796875
2016-03-21,1118.113525390625
2016-03-22,1109.136474609375
2016-03-23,1091.1829833984375
2016-03-24,1063.3839111328125
2016-03-29,1065.3790283203125
2016-03-30,1084.332275390625
2016-03-31,1073.3592529296875
2016-04-01,1059.3934326171875
2016-04-04,1063.3839111328125
2016-04-05,1048.420654296875
2016-04-06,1057.3984375
2016-04-07,1053.4083251953125
2016-04-08,1079.3443603515625
2016-04-11,1101.29052734375
2016-04-12,1096.3028564453125
2016-04-13,1110.268310546875
2016-04-14,1104.283203125
2016-04-15,1090.3173828125
2016-04-18,1088.322509765625
2016-04-19,1114.2586669921875
2016-04-20,1105.280517578125
2016-04-21,1149.1727294921875
2016-04-22,1149.1727294921875
2016-04-25,1129.221923828125
2016-04-26,1135.207275390625
2016-04-27,1137.2021484375
2016-04-28,1134.2095947265625
2016-04-29,1105.280517578125
2016-05-03,1086.3272705078125
2016-05-04,1077.3494873046875
2016-05-05,1087.3250732421875
2016-05-06,1080.342041015625
2016-05-09,1080.342041015625
2016-05-10,1090.3173828125
2016-05-11,1094.3077392578125
2016-05-12,1078.3470458984375
2016-05-13,1072.36181640625
2016-05-16,1077.3494873046875
2016-05-17,1092.3125
2016-05-18,1086.3272705078125
2016-05-19,1073.3592529296875
2016-05-20,1092.3125
2016-05-23,1092.3125
2016-05-24,1096.3028564453125
2016-05-25,1108.2733154296875
2016-05-26,1116.2540283203125
2016-05-27,1120.24365234375
2016-05-31,1119.2464599609375
2016-06-01,1116.2540283203125
2016-06-02,1113.26123046875
2016-06-03,1114.2586669921875
2016-06-06,1125.2315673828125
2016-06-07,1141.1925048828125
2016-06-08,1128.22412109375
2016-06-09,1120.24365234375
2016-06-10,1108.2733154296875
2016-06-13,1090.3173828125
2016-06-14,1070.3663330078125
2016-06-15,1082.337158203125
2016-06-16,1063.3839111328125
2016-06-17,1084.332275390625
2016-06-20,1128.22412109375
2016-06-21,1130.218994140625
2016-06-22,1108.2733154296875
2016-06-23,1117.251220703125
2016-06-24,1083.3345947265625
2016-06-27,1057.3984375
2016-06-28,1072.36181640625
2016-06-29,1097.3004150390625
2016-06-30,1150.1702880859375
2016-07-01,1162.140869140625
2016-07-04,1142.18994140625
2016-07-05,1132.214599609375
2016-07-06,1117.251220703125
2016-07-07,1125.2315673828125
2016-07-08,1144.1851806640625
2016-07-11,1182.0916748046875
2016-07-12,1212.01806640625
2016-07-13,1201.0452880859375
2016-07-14,1210.02294921875
2016-07-15,1219.99853515625
2016-07-18,1219.99853515625
2016-07-19,1217.006103515625
2016-07-20,1229.9737548828125
2016-07-21,1235.959228515625
2016-07-22,1233.9639892578125
2016-07-25,1235.959228515625
2016-07-26,1245.934814453125
2016-07-27,1262.8929443359375
2016-07-28,1261.895263671875
2016-07-29,1259.9000244140625
2016-08-01,1250.92236328125
2016-08-02,1247.9300537109375
2016-08-03,1238.9521484375
2016-08-04,1267.88037109375
2016-08-05,1275.861083984375
2016-08-08,1286.834228515625
2016-08-09,1318.7554931640625
2016-08-10,1337.7088623046875
2016-08-11,1349.6793212890625
2016-08-12,1348.6817626953125
2016-08-15,1356.662109375
2016-08-16,1346.686767578125
2016-08-17,1338.70654296875
2016-08-18,1350.677001953125
2016-08-19,1351.674560546875
2016-08-22,1341.699462890625
2016-08-23,1345.6895751953125
2016-08-24,1343.6939697265625
2016-08-25,1336.71142578125
2016-08-26,1336.71142578125
2016-08-30,1342.696533203125
2016-08-31,1337.7088623046875
2016-09-01,1341.699462890625
2016-09-02,1368.6326904296875
2016-09-05,1367.63525390625
2016-09-06,1368.6326904296875
2016-09-07,1378.608154296875
2016-09-08,1374.6181640625
2016-09-09,1355.6650390625
2016-09-12,1335.7138671875
2016-09-13,1335.7138671875
2016-09-14,1342.696533203125
2016-09-15,1350.677001953125
2016-09-16,1341.699462890625
2016-09-19,1363.6455078125
2016-09-20,1364.642578125
2016-09-21,1386.588623046875
2016-09-22,1411.52734375
2016-09-23,1416.514892578125
2016-09-26,1399.556640625
2016-09-27,1383.5960693359375
2016-09-28,1439.45849609375
2016-09-29,1456.4168701171875
2016-09-30,1460.4071044921875
2016-10-03,1492.328369140625
2016-10-04,1506.2939453125
2016-10-05,1513.277099609375
2016-10-06,1508.289306640625
2016-10-07,1521.2572021484375
2016-10-10,1524.25
2016-10-11,1506.2939453125
2016-10-12,1481.35546875
2016-10-13,1470.382568359375
2016-10-14,1476.3677978515625
2016-10-17,1470.382568359375
2016-10-18,1480.358154296875
2016-10-19,1476.3677978515625
2016-10-20,1432.754150390625
2016-10-21,1432.754150390625
2016-10-24,1440.73583984375
2016-10-25,1443.7291259765625
2016-10-26,1429.7608642578125
2016-10-27,1416.7901611328125
2016-10-28,1423.774658203125
2016-10-31,1414.7947998046875
2016-11-01,1397.8330078125
2016-11-02,1412.79931640625
