Date,NCC.NS
2015-08-21,69.13700103759766
2015-08-24,61.82441329956055
2015-08-25,61.602813720703125
2015-08-26,63.464202880859375
2015-08-27,65.54718017578125
2015-08-28,65.59148406982422
2015-08-31,63.552833557128906
2015-09-01,61.55851364135742
2015-09-02,59.386898040771484
2015-09-03,58.54485321044922
2015-09-04,51.49818420410156
2015-09-07,48.88339614868164
2015-09-08,52.295928955078125
2015-09-09,55.93004608154297
2015-09-10,54.55616760253906
2015-09-11,55.84141159057617
2015-09-14,55.752777099609375
2015-09-15,55.619815826416016
2015-09-16,56.6834602355957
2015-09-18,58.85507583618164
2015-09-21,60.317588806152344
2015-09-22,62.44486999511719
2015-09-23,60.982364654541016
2015-09-24,63.28693771362305
2015-09-28,61.55851364135742
2015-09-29,64.74943542480469
2015-09-30,66.30059814453125
2015-10-01,66.1233139038086
2015-10-05,67.45287322998047
2015-10-06,66.69945526123047
2015-10-07,66.92105102539062
2015-10-08,66.74378204345703
2015-10-09,66.5665054321289
2015-10-12,67.00969696044922
2015-10-13,71.8847427368164
2015-10-14,71.79610443115234
2015-10-15,71.79610443115234
2015-10-16,72.19495391845703
2015-10-19,73.16997528076172
2015-10-20,72.94837951660156
2015-10-21,72.06200408935547
2015-10-23,72.06200408935547
2015-10-26,70.46653747558594
2015-10-27,69.80177307128906
2015-10-28,73.4802017211914
2015-10-29,73.6131591796875
2015-10-30,71.21996307373047
2015-11-02,69.49152374267578
2015-11-03,69.00402069091797
2015-11-04,69.84608459472656
2015-11-05,66.96537780761719
2015-11-06,65.50286865234375
2015-11-09,68.0733413696289
2015-11-10,66.83241271972656
2015-11-13,69.71312713623047
2015-11-16,69.35857391357422
2015-11-17,69.84608459472656
2015-11-18,69.22562408447266
2015-11-19,70.33358001708984
2015-11-20,70.3779067993164
2015-11-23,69.35857391357422
2015-11-24,69.0926742553711
2015-11-26,69.26994323730469
2015-11-27,69.18130493164062
2015-11-30,68.73811340332031
2015-12-01,68.51652526855469
2015-12-02,68.33924102783203
2015-12-03,68.9153823852539
2015-12-04,68.64948272705078
2015-12-07,69.22562408447266
2015-12-08,68.38357543945312
2015-12-09,63.68579864501953
2015-12-10,66.43354797363281
2015-12-11,64.17330169677734
2015-12-14,64.88240051269531
2015-12-15,64.70511627197266
2015-12-16,65.857421875
2015-12-17,67.85175323486328
2015-12-18,67.67447662353516
2015-12-21,68.16197967529297
2015-12-22,66.69945526123047
2015-12-23,67.09832000732422
2015-12-24,69.00402069091797
2015-12-28,68.69380187988281
2015-12-29,69.31424713134766
2015-12-30,68.33924102783203
2015-12-31,67.18697357177734
2016-01-01,68.38357543945312
2016-01-04,67.2756118774414
2016-01-05,68.60516357421875
2016-01-06,69.66880798339844
2016-01-07,64.35057067871094
2016-01-08,65.99036407470703
2016-01-11,65.45854187011719
2016-01-12,64.70511627197266
2016-01-13,63.24260711669922
2016-01-14,60.6278190612793
2016-01-15,56.6834602355957
2016-01-18,53.492523193359375
2016-01-19,55.35390853881836
2016-01-20,56.772098541259766
2016-01-21,56.37322998046875
2016-01-22,58.63348388671875
2016-01-25,56.550506591796875
2016-01-27,56.41754913330078
2016-01-28,54.99935531616211
2016-01-29,57.08232498168945
2016-02-01,58.234615325927734
2016-02-02,55.84141159057617
2016-02-03,54.86640548706055
2016-02-04,54.644805908203125
2016-02-05,55.752777099609375
2016-02-08,56.550506591796875
2016-02-09,55.974365234375
2016-02-10,53.89139938354492
2016-02-11,50.47886276245117
2016-02-12,52.561832427978516
2016-02-15,57.03800964355469
2016-02-16,56.8164176940918
2016-02-17,57.56983184814453
2016-02-18,58.32324981689453
2016-02-19,57.61415100097656
2016-02-22,58.89938735961914
2016-02-23,57.791419982910156
2016-02-24,56.6834602355957
2016-02-25,54.644805908203125
2016-02-26,54.201622009277344
2016-02-29,54.37889862060547
2016-03-01,55.84141159057617
2016-03-02,61.55851364135742
2016-03-03,63.59716033935547
2016-03-04,62.9323844909668
2016-03-08,61.381229400634766
2016-03-09,61.82441329956055
2016-03-10,60.89373016357422
2016-03-11,60.09599685668945
2016-03-14,59.785762786865234
2016-03-15,61.51419448852539
2016-03-16,63.41987991333008
2016-03-17,64.74943542480469
2016-03-18,63.37557601928711
2016-03-21,64.61648559570312
2016-03-22,66.1233139038086
2016-03-23,68.87106323242188
2016-03-28,64.97103881835938
2016-03-29,64.61648559570312
2016-03-30,67.18697357177734
2016-03-31,67.18697357177734
2016-04-01,67.18697357177734
2016-04-04,66.38924407958984
2016-04-05,64.43921661376953
2016-04-06,65.857421875
2016-04-07,64.79376220703125
2016-04-08,64.4835433959961
2016-04-11,65.01535034179688
2016-04-12,64.61648559570312
2016-04-13,65.94605255126953
2016-04-18,65.45854187011719
2016-04-20,66.69945526123047
2016-04-21,65.54718017578125
2016-04-22,65.45854187011719
2016-04-25,66.21195220947266
2016-04-26,68.87106323242188
2016-04-27,72.6824722290039
2016-04-28,70.15631866455078
2016-04-29,69.22562408447266
2016-05-02,71.04268646240234
2016-05-03,69.49152374267578
2016-05-04,67.2756118774414
2016-05-05,67.71878814697266
2016-05-06,67.85175323486328
2016-05-09,69.35857391357422
2016-05-10,69.80177307128906
2016-05-11,68.38357543945312
2016-05-12,68.8267593383789
2016-05-13,67.09832000732422
2016-05-16,66.74378204345703
2016-05-17,66.74378204345703
2016-05-18,66.43354797363281
2016-05-19,66.16764068603516
2016-05-20,65.54718017578125
2016-05-23,64.35057067871094
2016-05-24,63.15398025512695
2016-05-25,63.15398025512695
2016-05-26,62.9323844909668
2016-05-27,63.90739440917969
2016-05-30,65.36990356445312
2016-05-31,65.23695373535156
2016-06-01,64.04035949707031
2016-06-02,63.68579864501953
2016-06-03,62.48920822143555
2016-06-06,63.996028900146484
2016-06-07,64.97103881835938
2016-06-08,66.5221939086914
2016-06-09,67.36424255371094
2016-06-10,66.43354797363281
2016-06-13,64.70511627197266
2016-06-14,65.3255844116211
2016-06-15,66.74378204345703
2016-06-16,66.47786712646484
2016-06-17,66.78810119628906
2016-06-20,67.45287322998047
2016-06-21,66.74378204345703
