Date,SUNPHARMA.NS
2015-08-21,864.472412109375
2015-08-24,821.336181640625
2015-08-25,820.8753051757812
2015-08-26,804.5610961914062
2015-08-27,831.3829345703125
2015-08-28,817.0502319335938
2015-08-31,828.5716552734375
2015-09-01,831.3367919921875
2015-09-02,820.4605712890625
2015-09-03,815.6677856445312
2015-09-04,790.5510864257812
2015-09-07,771.0108032226562
2015-09-08,778.4765625
2015-09-09,773.361083984375
2015-09-10,773.9602661132812
2015-09-11,779.8131713867188
2015-09-14,789.9520263671875
2015-09-15,798.8464965820312
2015-09-16,817.7415771484375
2015-09-18,834.3323364257812
2015-09-21,829.4932861328125
2015-09-22,830.092529296875
2015-09-23,826.5439453125
2015-09-24,822.0736694335938
2015-09-28,793.5927734375
2015-09-29,781.8408813476562
2015-09-30,800.4133911132812
2015-10-01,821.244140625
2015-10-05,827.6500854492188
2015-10-06,838.7105102539062
2015-10-07,853.688232421875
2015-10-08,843.9642944335938
2015-10-09,835.2540893554688
2015-10-12,822.1657104492188
2015-10-13,812.5798950195312
2015-10-14,814.5155639648438
2015-10-15,818.4788818359375
2015-10-16,820.7833251953125
2015-10-19,835.023681640625
2015-10-20,831.8898315429688
2015-10-21,822.1333618164062
2015-10-23,818.0641479492188
2015-10-26,821.9483642578125
2015-10-27,840.3053588867188
2015-10-28,833.7393798828125
2015-10-29,812.7929077148438
2015-10-30,822.6420288085938
2015-11-02,800.26220703125
2015-11-03,803.221435546875
2015-11-04,788.3786010742188
2015-11-05,754.5778198242188
2015-11-06,742.9718017578125
2015-11-09,700.0155639648438
2015-11-10,676.8960571289062
2015-11-13,684.8953247070312
2015-11-16,683.0919799804688
2015-11-17,696.6862182617188
2015-11-18,697.0562133789062
2015-11-19,686.6524047851562
2015-11-20,671.2547607421875
2015-11-23,663.1629638671875
2015-11-24,653.0828247070312
2015-11-26,680.5490112304688
2015-11-27,684.20166015625
2015-11-30,674.6301879882812
2015-12-01,674.3990478515625
2015-12-02,676.7572631835938
2015-12-03,672.2257690429688
2015-12-04,698.5822143554688
2015-12-07,718.881103515625
2015-12-08,712.9163208007812
2015-12-09,702.0501098632812
2015-12-10,699.8768310546875
2015-12-11,700.8015747070312
2015-12-14,710.789306640625
2015-12-15,715.552001953125
2015-12-16,725.1234130859375
2015-12-17,741.9083251953125
2015-12-18,730.7183837890625
2015-12-21,697.472412109375
2015-12-22,706.2579345703125
2015-12-23,730.9495239257812
2015-12-24,731.36572265625
2015-12-28,750.5551147460938
2015-12-29,750.32373046875
2015-12-30,749.214111328125
2015-12-31,758.4620971679688
2016-01-01,754.2080078125
2016-01-04,738.9952392578125
2016-01-05,740.2899169921875
2016-01-06,732.3829956054688
2016-01-07,724.8460693359375
2016-01-08,734.41748046875
2016-01-11,723.41259765625
2016-01-12,728.868896484375
2016-01-13,736.6832275390625
2016-01-14,732.290283203125
2016-01-15,727.8978881835938
2016-01-18,725.9096069335938
2016-01-19,734.1864013671875
2016-01-20,732.984130859375
2016-01-21,714.9970092773438
2016-01-22,729.8397827148438
2016-01-25,746.5322875976562
2016-01-27,759.38671875
2016-01-28,771.4088745117188
2016-01-29,807.2905883789062
2016-02-01,806.689453125
2016-02-02,772.3336181640625
2016-02-03,772.1024169921875
2016-02-04,772.7498168945312
2016-02-05,793.0489501953125
2016-02-08,772.7960815429688
2016-02-09,789.8120727539062
2016-02-10,791.38427734375
2016-02-11,767.9410400390625
2016-02-12,783.6161499023438
2016-02-15,786.2516479492188
2016-02-16,765.5364990234375
2016-02-17,791.430419921875
2016-02-18,804.9786376953125
2016-02-19,799.1986694335938
2016-02-22,816.0759887695312
2016-02-23,805.5797729492188
2016-02-24,790.274658203125
2016-02-25,809.5100708007812
2016-02-26,806.319580078125
2016-02-29,789.6734008789062
2016-03-01,803.0828247070312
2016-03-02,787.7775268554688
2016-03-03,805.3948364257812
2016-03-04,792.3552856445312
2016-03-08,794.0198974609375
2016-03-09,796.14697265625
2016-03-10,799.984619140625
2016-03-11,802.8978881835938
2016-03-14,797.34912109375
2016-03-15,779.7319946289062
2016-03-16,772.8886108398438
2016-03-17,765.0279541015625
2016-03-18,754.6239624023438
2016-03-21,773.535888671875
2016-03-22,781.0728759765625
2016-03-23,782.5526733398438
2016-03-28,748.3817749023438
2016-03-29,734.6024780273438
2016-03-30,750.6473999023438
2016-03-31,758.3232421875
2016-04-01,753.7918090820312
2016-04-04,753.7454833984375
2016-04-05,740.5673828125
2016-04-06,748.6592407226562
2016-04-07,750.6473999023438
2016-04-08,750.69384765625
2016-04-11,755.8262329101562
2016-04-12,761.6524047851562
2016-04-13,770.3916625976562
2016-04-18,774.7843627929688
2016-04-20,766.2300415039062
2016-04-21,770.2530517578125
2016-04-22,758.5081787109375
2016-04-25,748.0118408203125
2016-04-26,753.1444091796875
2016-04-27,752.728271484375
2016-04-28,741.6309204101562
2016-04-29,750.2774658203125
2016-05-02,750.7399291992188
2016-05-03,738.2090454101562
2016-05-04,743.711669921875
2016-05-05,749.4915771484375
2016-05-06,743.8965454101562
2016-05-09,744.7288818359375
2016-05-10,741.81591796875
2016-05-11,736.4058227539062
2016-05-12,743.1104736328125
2016-05-13,735.2498168945312
2016-05-16,737.8392944335938
2016-05-17,739.7350463867188
2016-05-18,735.4810791015625
2016-05-19,732.8916625976562
2016-05-20,731.8280639648438
2016-05-23,725.5396728515625
2016-05-24,714.2110595703125
2016-05-25,726.371826171875
2016-05-26,720.7307739257812
2016-05-27,762.9010009765625
2016-05-30,751.017333984375
2016-05-31,705.3792724609375
2016-06-01,697.7960815429688
2016-06-02,690.5828247070312
2016-06-03,681.8897705078125
2016-06-06,669.9139404296875
2016-06-07,683.2307739257812
2016-06-08,682.4908447265625
2016-06-09,686.83740234375
2016-06-10,685.6351928710938
2016-06-13,690.3053588867188
2016-06-14,697.010009765625
2016-06-15,695.0679931640625
2016-06-16,697.8421630859375
2016-06-17,687.2997436523438
2016-06-20,684.20166015625
2016-06-21,680.9188232421875
2016-06-22,684.3866577148438
2016-06-23,695.99267578125
2016-06-24,697.98095703125
2016-06-27,715.552001953125
2016-06-28,707.5526123046875
2016-06-29,712.3614501953125
2016-06-30,705.702880859375
2016-07-01,705.9341430664062
2016-07-04,712.8239135742188
2016-07-05,716.2455444335938
2016-07-07,719.667236328125
2016-07-08,719.0199584960938
2016-07-11,729.6549072265625
2016-07-12,724.1524047851562
2016-07-13,719.9907836914062
2016-07-14,710.7431640625
2016-07-15,712.453857421875
2016-07-18,718.280029296875
2016-07-19,723.55126953125
2016-07-20,737.2843627929688
2016-07-21,734.4637451171875
2016-07-22,727.4354248046875
2016-07-25,743.5265502929688
2016-07-26,738.3478393554688
2016-07-27,747.1333618164062
2016-07-28,763.3633422851562
2016-07-29,767.52490234375
2016-08-01,772.7960815429688
2016-08-02,766.5537719726562
2016-08-03,776.448974609375
2016-08-04,784.725830078125
2016-08-05,778.5759887695312
2016-08-08,770.1604614257812
2016-08-09,766.9699096679688
2016-08-10,756.1500244140625
2016-08-11,747.4569702148438
2016-08-12,740.3359985351562
2016-08-16,723.8286743164062
2016-08-17,725.955810546875
2016-08-18,729.4700317382812
2016-08-19,724.8460693359375
2016-08-22,712.1764526367188
2016-08-23,705.0093994140625
2016-08-24,711.8067016601562
2016-08-25,707.4138793945312
2016-08-26,698.4434204101562
2016-08-29,702.1887817382812
2016-08-30,716.5691528320312
2016-08-31,717.3090209960938
2016-09-01,712.1300659179688
2016-09-02,723.5050659179688
2016-09-06,723.7825927734375
2016-09-07,720.6382446289062
2016-09-08,748.232177734375
2016-09-09,738.4169311523438
2016-09-12,728.7868041992188
2016-09-14,722.1198120117188
2016-09-15,728.1385498046875
2016-09-16,725.7772827148438
2016-09-19,724.573486328125
2016-09-20,721.1011962890625
2016-09-21,721.1937255859375
2016-09-22,728.509033203125
2016-09-23,722.3050537109375
2016-09-26,709.43408203125
2016-09-27,713.137939453125
2016-09-28,708.1840209960938
2016-09-29,681.376953125
2016-09-30,687.7199096679688
2016-10-03,701.0076904296875
2016-10-04,707.7208862304688
2016-10-05,703.2301025390625
2016-10-06,697.1649169921875
2016-10-07,695.5906372070312
2016-10-10,699.526123046875
2016-10-13,684.9419555664062
2016-10-14,690.3126220703125
2016-10-17,679.61767578125
2016-10-18,688.4607543945312
2016-10-19,694.7108764648438
2016-10-20,690.3126220703125
2016-10-21,692.3961181640625
2016-10-24,691.8405151367188
2016-10-25,692.0719604492188
2016-10-26,684.0159912109375
2016-10-27,691.6090698242188
2016-10-28,688.3681640625
2016-11-01,679.432373046875
2016-11-02,661.1907958984375
2016-11-03,651.5607299804688
2016-11-04,603.2711791992188
2016-11-07,606.4194946289062
2016-11-08,588.3630981445312
2016-11-09,611.8365478515625
2016-11-10,616.883056640625
2016-11-11,637.0691528320312
2016-11-15,631.9300537109375
2016-11-16,617.9942016601562
2016-11-17,619.707275390625
2016-11-18,637.8561401367188
2016-11-21,639.2451782226562
2016-11-22,638.8284912109375
2016-11-23,649.3846435546875
2016-11-24,631.9764404296875
2016-11-25,661.2835083007812
2016-11-28,662.2094116210938
2016-11-29,654.19970703125
2016-11-30,657.25537109375
2016-12-01,668.0892944335938
2016-12-02,667.0244140625
2016-12-05,660.3111572265625
2016-12-06,653.8755493164062
2016-12-07,614.8458862304688
2016-12-08,625.6798095703125
2016-12-09,623.1796875
2016-12-12,626.327880859375
2016-12-13,633.6893920898438
2016-12-14,628.1798706054688
2016-12-15,601.8359375
2016-12-16,599.428466796875
2016-12-19,585.4462280273438
2016-12-20,581.4182739257812
2016-12-21,568.9638671875
2016-12-22,564.0563354492188
2016-12-23,577.343994140625
2016-12-26,566.000732421875
2016-12-27,575.12158203125
2016-12-28,575.3531494140625
2016-12-29,569.1954345703125
2016-12-30,583.3628540039062
2017-01-02,587.1129760742188
2017-01-03,589.0111694335938
2017-01-04,590.1686401367188
2017-01-05,595.817138671875
2017-01-06,593.3170776367188
2017-01-09,585.26123046875
2017-01-10,591.27978515625
2017-01-11,600.2155151367188
2017-01-12,597.0208740234375
2017-01-13,604.6602172851562
2017-01-16,595.8634033203125
2017-01-17,601.6044311523438
2017-01-18,601.8359375
2017-01-19,595.817138671875
2017-01-20,594.0578002929688
2017-01-23,586.74267578125
2017-01-24,593.9188842773438
2017-01-25,588.7797241210938
2017-01-27,593.0855102539062
2017-01-30,597.0208740234375
2017-01-31,584.7518310546875
2017-02-01,579.2421264648438
2017-02-02,593.9188842773438
2017-02-03,599.3358154296875
2017-02-06,625.1704711914062
2017-02-07,620.0313720703125
2017-02-08,613.1790771484375
2017-02-09,606.9750366210938
2017-02-10,606.5582885742188
2017-02-13,606.234375
2017-02-14,601.2340698242188
2017-02-15,576.9273681640625
2017-02-16,601.2340698242188
2017-02-17,625.4945678710938
2017-02-20,629.3372802734375
2017-02-21,623.3648681640625
2017-02-22,620.7257690429688
2017-02-23,624.6148681640625
2017-02-27,624.5222778320312
2017-02-28,628.7354736328125
2017-03-01,643.2269897460938
2017-03-02,626.0965576171875
2017-03-03,635.6339721679688
2017-03-06,632.439208984375
2017-03-07,629.3372802734375
2017-03-08,630.0318603515625
2017-03-09,634.4301147460938
2017-03-10,632.3931274414062
2017-03-14,655.7738647460938
2017-03-15,653.5977172851562
2017-03-16,658.1813354492188
2017-03-17,655.1256103515625
2017-03-20,654.2459716796875
2017-03-21,646.375244140625
2017-03-22,649.5235595703125
