Date,CMIN3.SA
2021-02-22,5.642885684967041
2021-02-23,5.539626121520996
2021-02-24,5.5578484535217285
2021-02-25,5.497107982635498
2021-02-26,5.4242167472839355
2021-03-01,5.436365127563477
2021-03-02,5.3452534675598145
2021-03-03,5.156954288482666
2021-03-04,5.132658004760742
2021-03-05,5.169102668762207
2021-03-08,5.169102668762207
2021-03-09,5.144806385040283
2021-03-10,5.096212863922119
2021-03-11,5.163029193878174
2021-03-12,5.156954288482666
2021-03-15,5.156954288482666
2021-03-16,5.163029193878174
2021-03-17,5.2359185218811035
2021-03-18,5.156954288482666
2021-03-19,5.181251049041748
2021-03-22,5.102286338806152
2021-03-23,5.053693771362305
2021-03-24,5.07798957824707
2021-03-25,5.041545867919922
2021-03-26,5.07798957824707
2021-03-29,5.569996356964111
2021-03-30,5.478884220123291
2021-03-31,5.5821452140808105
2021-04-01,5.497107982635498
2021-04-05,5.588219165802002
2021-04-06,5.618589401245117
2021-04-07,5.6975531578063965
2021-04-08,5.648961544036865
2021-04-09,5.69148063659668
2021-04-12,5.727924346923828
2021-04-13,5.6975531578063965
2021-04-14,5.752222061157227
2021-04-15,5.8858537673950195
2021-04-16,5.812963485717773
2021-04-19,5.9040751457214355
2021-04-20,5.867630958557129
2021-04-22,5.867630958557129
2021-04-23,5.922298431396484
2021-04-26,6.0255584716796875
2021-04-27,6.226004600524902
2021-04-28,6.475045680999756
2021-04-29,6.560084819793701
2021-04-30,6.371784210205078
2021-05-03,6.220146179199219
2021-05-04,6.17741584777832
2021-05-05,6.165208339691162
2021-05-06,6.409375190734863
2021-05-07,6.482625961303711
2021-05-10,6.482625961303711
2021-05-11,6.6535420417785645
2021-05-12,6.128583908081055
2021-05-13,6.024813175201416
2021-05-14,5.823374271392822
2021-05-17,5.8905205726623535
2021-05-18,5.963770866394043
2021-05-19,5.744020938873291
2021-05-20,5.701291561126709
2021-05-21,5.634144306182861
2021-05-24,5.640249729156494
2021-05-25,5.566999912261963
2021-05-26,5.530374526977539
2021-05-27,5.628042221069336
2021-05-28,5.689083099365234
2021-05-31,5.731813430786133
2021-06-01,5.860001087188721
2021-06-02,5.896624565124512
2021-06-04,5.774540901184082
2021-06-07,5.7257080078125
2021-06-08,5.682979583740234
2021-06-09,5.756229400634766
2021-06-10,5.811166763305664
2021-06-11,5.927145004272461
2021-06-14,5.921041011810303
2021-06-15,5.902728080749512
2021-06-16,5.780645847320557
2021-06-17,5.695187568664551
2021-06-18,5.768436908721924
2021-06-21,5.762332916259766
2021-06-22,5.731813430786133
2021-06-23,5.719604969024658
2021-06-24,5.7257080078125
2021-06-25,5.713499069213867
2021-06-28,5.676875114440918
2021-06-29,5.664666652679443
2021-06-30,5.591415882110596
2021-07-01,5.554792404174805
2021-07-02,5.573104381561279
2021-07-05,5.59752082824707
2021-07-06,5.585312366485596
2021-07-07,5.5792083740234375
2021-07-08,5.530374526977539
2021-07-12,5.591415882110596
2021-07-13,5.573104381561279
2021-07-14,5.5792083740234375
2021-07-15,5.554792404174805
2021-07-16,5.554792404174805
2021-07-19,5.512062072753906
2021-07-20,5.536479473114014
2021-07-21,5.499854564666748
2021-07-22,5.536479473114014
2021-07-23,5.5181660652160645
2021-07-26,5.615833759307861
2021-07-27,5.59752082824707
2021-07-28,5.560895919799805
2021-07-29,5.78674840927124
2021-07-30,5.615833759307861
2021-08-02,5.666818141937256
2021-08-03,5.514860153198242
2021-08-04,5.540186882019043
2021-08-05,5.381895542144775
2021-08-06,5.381895542144775
2021-08-09,5.286921977996826
2021-08-10,5.261594295501709
2021-08-11,5.242599010467529
2021-08-12,5.210940361022949
2021-08-13,5.090640544891357
2021-08-16,4.91335391998291
2021-08-17,4.57777738571167
2021-08-18,4.438480854034424
2021-08-19,4.425817966461182
2021-08-20,4.311848163604736
2021-08-23,4.229536533355713
2021-08-24,4.685414791107178
2021-08-25,4.615766525268555
2021-08-26,4.463807106018066
2021-08-27,4.647425651550293
2021-08-30,4.774057865142822
2021-08-31,4.508129119873047
2021-09-01,4.438480854034424
2021-09-02,4.305516719818115
2021-09-03,4.394159317016602
2021-09-06,4.451144218444824
2021-09-08,4.273859024047852
2021-09-09,4.210541725158691
2021-09-10,4.242199897766113
2021-09-13,4.286521911621094
2021-09-14,4.172552108764648
2021-09-15,4.014260768890381
2021-09-16,3.84330677986145
2021-09-17,3.7736587524414062
2021-09-20,3.6090354919433594
2021-09-21,3.697678565979004
2021-09-22,3.7926535606384277
2021-09-23,3.7736587524414062
2021-09-24,3.7356691360473633
2021-09-27,3.969939708709717
2021-09-28,3.7420008182525635
2021-09-29,3.887627601623535
2021-09-30,4.033255577087402
2021-10-01,4.128230571746826
2021-10-04,3.9572763442993164
2021-10-05,3.912954568862915
2021-10-06,3.887627601623535
2021-10-07,3.8623008728027344
2021-10-08,3.944613218307495
2021-10-11,4.071245193481445
2021-10-13,3.9256174564361572
2021-10-14,3.868633508682251
2021-10-15,4.210541725158691
2021-10-18,4.248531818389893
2021-10-19,4.083908557891846
2021-10-20,3.9002914428710938
2021-10-21,3.805316686630249
2021-10-22,3.8306431770324707
2021-10-25,3.7989847660064697
2021-10-26,3.666020393371582
2021-10-27,3.596372365951538
2021-10-28,3.48240327835083
2021-10-29,3.3367748260498047
2021-11-01,3.406423330307007
2021-11-03,3.29878568649292
2021-11-04,3.305116653442383
2021-11-05,3.5013978481292725
2021-11-08,3.6723525524139404
2021-11-09,3.6470258235931396
2021-11-10,3.5330564975738525
2021-11-11,3.887627601623535
2021-11-12,3.868633508682251
2021-11-16,3.7356691360473633
2021-11-17,3.685015916824341
2021-11-18,3.6090354919433594
2021-11-19,3.7546632289886475
2021-11-22,3.7799899578094482
2021-11-23,3.8496384620666504
2021-11-24,3.938281536102295
2021-11-25,3.9256174564361572
2021-11-26,3.7989847660064697
2021-11-29,3.7799899578094482
2021-11-30,3.7799899578094482
2021-12-01,3.7103424072265625
2021-12-02,3.8559701442718506
2021-12-03,3.811648368835449
2021-12-06,3.963608980178833
2021-12-07,4.140893936157227
2021-12-08,4.115567207336426
2021-12-09,4.286521911621094
2021-12-10,4.235868453979492
2021-12-13,4.349837303161621
2021-12-14,4.261195182800293
2021-12-15,4.299184322357178
2021-12-16,4.381495475769043
2021-12-17,4.565113544464111
2021-12-20,4.261195182800293
2021-12-21,4.381495475769043
2021-12-22,4.197878837585449
2021-12-23,4.197878837585449
2021-12-27,4.235868453979492
2021-12-28,4.128230571746826
2021-12-29,4.166220664978027
2021-12-30,4.324246883392334
2022-01-03,4.523136138916016
2022-01-04,4.843926906585693
2022-01-05,4.465394020080566
2022-01-06,4.375572681427002
2022-01-07,4.478225231170654
2022-01-10,4.4846415519714355
2022-01-11,4.491057872772217
2022-01-12,4.689947128295898
2022-01-13,4.593709945678711
2022-01-14,4.606541633605957
2022-01-17,4.516720294952393
2022-01-18,4.619372844696045
2022-01-19,4.683530807495117
2022-01-20,4.632204532623291
2022-01-21,4.606541633605957
2022-01-24,4.491057872772217
2022-01-25,4.638619899749756
2022-01-26,4.638619899749756
2022-01-27,4.5680460929870605
2022-01-28,4.587294578552246
2022-01-31,4.478225231170654
2022-02-01,4.619372844696045
2022-02-02,4.600125789642334
2022-02-03,4.593709945678711
2022-02-04,4.5680460929870605
2022-02-07,4.5680460929870605
2022-02-08,4.535967826843262
2022-02-09,4.45256233215332
2022-02-10,4.407651424407959
2022-02-11,4.234425067901611
2022-02-14,4.279335975646973
2022-02-15,4.266504764556885
2022-02-16,4.260087966918945
2022-02-17,4.093277931213379
2022-02-18,4.041951656341553
2022-02-21,3.9649617671966553
2022-02-22,4.0162882804870605
2022-02-23,3.9328830242156982
2022-02-24,3.900803804397583
2022-02-25,3.9777936935424805
2022-03-02,4.157435417175293
2022-03-03,4.253673076629639
2022-03-04,4.324246883392334
2022-03-07,4.349909782409668
2022-03-08,4.189514636993408
2022-03-09,4.304998874664307
2022-03-10,4.170267105102539
2022-03-11,4.131772041320801
2022-03-14,3.8751401901245117
2022-03-15,3.669835329055786
2022-03-16,3.637755870819092
2022-03-17,3.689082384109497
2022-03-18,3.9392991065979004
2022-03-21,3.9585466384887695
2022-03-22,3.9970414638519287
2022-03-23,3.9200515747070312
2022-03-24,3.9392991065979004
2022-03-25,3.945714235305786
2022-03-28,3.907219886779785
2022-03-29,3.8687257766723633
2022-03-30,3.9200515747070312
2022-03-31,3.8687257766723633
2022-04-01,3.926467180252075
2022-04-04,3.9777936935424805
