Date,BPOST.BR
2015-08-24,12.3014497756958
2015-08-25,11.786175727844238
2015-08-26,11.688547134399414
2015-08-27,11.756345748901367
2015-08-28,11.837706565856934
2015-08-31,11.79160213470459
2015-09-01,11.493287086486816
2015-09-02,11.599051475524902
2015-09-03,11.81872272491455
2015-09-04,11.704819679260254
2015-09-07,11.729226112365723
2015-09-08,11.813298225402832
2015-09-09,11.74278450012207
2015-09-10,11.764483451843262
2015-09-11,11.536678314208984
2015-09-14,11.458029747009277
2015-09-15,11.471590042114258
2015-09-16,11.62888240814209
2015-09-17,11.582783699035645
2015-09-18,11.303450584411621
2015-09-21,11.74278450012207
2015-09-22,11.539387702941895
2015-09-23,11.631595611572266
2015-09-24,11.360400199890137
2015-09-25,11.525829315185547
2015-09-28,11.39023208618164
2015-09-29,11.322431564331055
2015-09-30,11.514982223510742
2015-10-01,11.422774314880371
2015-10-02,11.447179794311523
2015-10-05,11.76990795135498
2015-10-06,11.658717155456543
2015-10-07,11.607186317443848
2015-10-08,11.753633499145508
2015-10-09,11.74278450012207
2015-10-12,11.696683883666992
2015-10-13,11.620745658874512
2015-10-14,11.647868156433105
2015-10-15,11.81058406829834
2015-10-16,11.67770004272461
2015-10-19,11.910924911499023
2015-10-20,11.9380464553833
2015-10-21,11.940756797790527
2015-10-22,11.986863136291504
2015-10-23,12.285176277160645
2015-10-26,12.08720588684082
2015-10-27,12.041101455688477
2015-10-28,12.19025993347168
2015-10-29,12.274328231811523
2015-10-30,12.350266456604004
2015-11-02,12.380099296569824
2015-11-03,12.260770797729492
2015-11-04,12.285176277160645
2015-11-05,11.924488067626953
2015-11-06,12.957742691040039
2015-11-09,12.719094276428223
2015-11-10,12.63773250579834
2015-11-11,12.7218017578125
2015-11-12,12.461455345153809
2015-11-13,12.407214164733887
2015-11-16,12.472305297851562
2015-11-17,12.738077163696289
2015-11-18,12.75976848602295
2015-11-19,12.78146743774414
2015-11-20,12.808586120605469
2015-11-23,12.624175071716309
2015-11-24,12.466878890991211
2015-11-25,12.53739070892334
2015-11-26,12.594341278076172
2015-11-27,12.569933891296387
2015-11-30,13.527254104614258
2015-12-01,12.610613822937012
2015-12-02,12.626886367797852
2015-12-03,12.439760208129883
2015-12-04,12.626886367797852
2015-12-07,13.885234832763672
2015-12-08,12.838894844055176
2015-12-09,12.754054069519043
2015-12-10,12.700323104858398
2015-12-11,12.61265754699707
2015-12-14,12.505194664001465
2015-12-15,12.510851860046387
2015-12-16,12.607003211975098
2015-12-17,12.556096076965332
2015-12-18,12.394905090332031
2015-12-21,12.465605735778809
2015-12-22,12.420355796813965
2015-12-23,12.717291831970215
2015-12-24,12.70314884185791
2015-12-28,12.861517906188965
2015-12-29,12.963323593139648
2015-12-30,12.878485679626465
2016-01-04,12.674871444702148
2016-01-05,12.69466781616211
2016-01-06,12.623970031738281
2016-01-07,12.488224983215332
2016-01-08,12.556096076965332
