Date,BANDHANBNK.NS
2018-03-27,460.91204833984375
2018-03-28,453.37274169921875
2018-04-02,459.8005065917969
2018-04-03,467.2914733886719
2018-04-04,469.8045349121094
2018-04-05,492.1808166503906
2018-04-06,491.2625732421875
2018-04-09,497.2553405761719
2018-04-10,501.31500244140625
2018-04-11,515.6686401367188
2018-04-12,516.8768310546875
2018-04-13,510.980712890625
2018-04-16,501.4599304199219
2018-04-17,488.21783447265625
2018-04-18,487.299560546875
2018-04-19,488.21783447265625
2018-04-20,478.5037536621094
2018-04-23,481.6934814453125
2018-04-24,473.4775695800781
2018-04-25,477.77880859375
2018-04-26,478.45538330078125
2018-04-27,489.522705078125
2018-04-30,496.28875732421875
2018-05-02,498.6085205078125
2018-05-03,485.269775390625
2018-05-04,487.73455810546875
2018-05-07,477.9721374511719
2018-05-08,477.8271484375
2018-05-09,472.26934814453125
2018-05-10,470.1911926269531
2018-05-11,468.1614074707031
2018-05-14,463.908447265625
2018-05-15,467.6781311035156
2018-05-16,466.3731994628906
2018-05-17,467.6781311035156
2018-05-18,463.52178955078125
2018-05-21,453.131103515625
2018-05-22,454.6293029785156
2018-05-23,479.3736877441406
2018-05-24,461.2503356933594
2018-05-25,466.9531555175781
2018-05-28,468.3546447753906
2018-05-29,463.7151184082031
2018-05-30,454.1943359375
2018-05-31,454.7743225097656
2018-06-01,459.2205505371094
2018-06-04,458.1089782714844
2018-06-05,454.33935546875
2018-06-06,479.13201904296875
2018-06-07,481.4034729003906
2018-06-08,481.4518127441406
2018-06-11,495.08056640625
2018-06-12,502.813232421875
2018-06-13,517.795166015625
2018-06-14,528.9107666015625
2018-06-15,531.7620849609375
2018-06-18,533.501953125
2018-06-19,516.34521484375
2018-06-20,521.6614379882812
2018-06-21,519.5831909179688
2018-06-22,518.1817016601562
2018-06-25,516.63525390625
2018-06-26,513.7354736328125
2018-06-27,506.3411865234375
2018-06-28,495.08056640625
2018-06-29,508.9508972167969
2018-07-02,510.0141906738281
2018-07-03,540.5579223632812
2018-07-04,530.118896484375
2018-07-05,521.999755859375
2018-07-06,526.1077270507812
2018-07-09,539.3014526367188
2018-07-10,560.6144409179688
2018-07-11,548.4356079101562
2018-07-12,545.2886962890625
2018-07-13,550.9047241210938
2018-07-16,539.672607421875
2018-07-17,544.9013671875
2018-07-18,581.4540405273438
2018-07-19,597.9148559570312
2018-07-20,665.597900390625
2018-07-23,659.5945434570312
2018-07-24,686.2222900390625
2018-07-25,673.0535278320312
2018-07-26,643.4241943359375
2018-07-27,665.2589111328125
2018-07-30,668.1153564453125
2018-07-31,679.1053466796875
2018-08-01,684.5277709960938
2018-08-02,677.2656860351562
2018-08-03,676.5393676757812
2018-08-06,667.0017700195312
2018-08-07,654.0269165039062
2018-08-08,670.7781982421875
2018-08-09,706.5562133789062
2018-08-10,680.41259765625
2018-08-13,663.758056640625
2018-08-14,676.7330322265625
2018-08-16,678.4276123046875
2018-08-17,681.5745849609375
2018-08-20,677.55615234375
2018-08-21,663.3223876953125
2018-08-23,644.5861206054688
2018-08-24,653.2037963867188
2018-08-27,667.4859619140625
2018-08-28,675.8616943359375
2018-08-29,664.3875122070312
2018-08-30,655.9150390625
2018-08-31,672.76318359375
2018-09-03,649.4759521484375
2018-09-04,618.0551147460938
2018-09-05,615.2471313476562
2018-09-06,622.7513427734375
2018-09-07,637.759765625
2018-09-10,625.8013916015625
2018-09-11,600.5776977539062
2018-09-12,593.3638916015625
2018-09-14,605.4674682617188
2018-09-17,604.69287109375
2018-09-18,599.754638671875
2018-09-19,583.1968994140625
2018-09-21,551.5341186523438
2018-09-24,530.3771362304688
2018-09-25,549.0650024414062
2018-09-26,535.0732421875
2018-09-27,552.26025390625
2018-09-28,547.322021484375
2018-10-01,437.857666015625
2018-10-03,432.2415771484375
2018-10-04,443.8609619140625
2018-10-05,444.2483215332031
2018-10-08,456.2550048828125
2018-10-09,471.4086608886719
2018-10-10,495.90625
2018-10-11,455.2867736816406
2018-10-12,452.96282958984375
2018-10-15,455.81927490234375
2018-10-16,449.2350158691406
2018-10-17,440.0362854003906
2018-10-19,403.09625244140625
2018-10-22,395.9793701171875
2018-10-23,387.1195983886719
2018-10-24,380.34161376953125
2018-10-25,367.9960021972656
2018-10-26,368.3833312988281
2018-10-29,386.05450439453125
2018-10-30,372.4017333984375
2018-10-31,377.8725280761719
2018-11-01,398.25482177734375
2018-11-02,413.3116760253906
2018-11-05,422.123046875
2018-11-06,423.67230224609375
2018-11-07,425.4151916503906
2018-11-09,417.8141784667969
2018-11-12,412.3918151855469
2018-11-13,418.6856384277344
2018-11-14,419.8475646972656
2018-11-15,445.1681823730469
2018-11-16,461.096435546875
2018-11-19,463.0329895019531
2018-11-20,447.4920959472656
2018-11-21,452.0429992675781
2018-11-22,439.6489562988281
2018-11-26,439.164794921875
2018-11-27,450.2032470703125
2018-11-28,451.75250244140625
2018-11-29,471.55389404296875
2018-11-30,468.3101501464844
2018-12-03,475.8627624511719
2018-12-04,471.6991271972656
2018-12-05,462.83935546875
2018-12-06,455.2383117675781
2018-12-07,457.0296630859375
2018-12-10,457.0296630859375
2018-12-11,452.0429992675781
2018-12-12,456.9812316894531
2018-12-13,488.2567443847656
2018-12-14,516.8695068359375
2018-12-17,546.5474853515625
2018-12-18,553.3738403320312
2018-12-19,538.7527465820312
2018-12-20,520.5490112304688
2018-12-21,510.091552734375
2018-12-24,507.6225280761719
2018-12-26,528.05322265625
2018-12-27,523.453857421875
2018-12-28,518.8544311523438
2018-12-31,532.7009887695312
2019-01-01,539.0433349609375
2019-01-02,534.6375732421875
2019-01-03,516.8695068359375
2019-01-04,512.125
2019-01-07,482.25341796875
2019-01-08,461.9194641113281
2019-01-09,440.9561462402344
2019-01-10,456.59393310546875
2019-01-11,439.9878845214844
2019-01-14,429.14312744140625
2019-01-15,438.1965026855469
2019-01-16,434.4202575683594
2019-01-17,435.4853820800781
2019-01-18,426.1898193359375
2019-01-21,413.0696105957031
2019-01-22,395.9793701171875
2019-01-23,401.0628967285156
2019-01-24,400.77239990234375
2019-01-25,410.98779296875
2019-01-28,404.4518737792969
2019-01-29,396.6087951660156
2019-01-30,393.0745544433594
2019-01-31,391.13800048828125
2019-02-01,392.0093994140625
2019-02-04,390.9927062988281
2019-02-05,403.4351806640625
2019-02-06,426.4319152832031
2019-02-07,445.84600830078125
2019-02-08,450.00958251953125
2019-02-11,449.47705078125
2019-02-12,456.8359680175781
2019-02-14,464.14654541015625
2019-02-15,457.9979553222656
2019-02-18,453.4953918457031
2019-02-19,460.7575378417969
2019-02-20,462.1131286621094
2019-02-21,473.20001220703125
2019-02-22,468.11651611328125
2019-02-25,464.87274169921875
2019-02-26,463.80767822265625
2019-02-27,465.0663757324219
2019-02-28,464.8243408203125
2019-03-01,464.8243408203125
2019-03-05,471.0697937011719
2019-03-06,485.15826416015625
2019-03-07,480.8978271484375
2019-03-08,486.223388671875
2019-03-11,495.08319091796875
2019-03-12,505.5891418457031
2019-03-13,500.6023864746094
2019-03-14,497.3102111816406
2019-03-15,495.42205810546875
2019-03-18,476.7826232910156
2019-03-19,484.72259521484375
2019-03-20,481.9145202636719
2019-03-22,485.93292236328125
2019-03-25,472.3769226074219
2019-03-26,472.3284912109375
2019-03-27,477.0731506347656
2019-03-28,505.7826843261719
2019-04-01,513.286865234375
2019-04-02,514.4972534179688
2019-04-03,532.7494506835938
2019-04-04,528.4888916015625
2019-04-05,530.7644653320312
2019-04-08,529.6508178710938
2019-04-09,534.7827758789062
2019-04-10,532.216796875
2019-04-11,522.5340576171875
2019-04-12,517.063232421875
2019-04-15,517.7894287109375
2019-04-16,540.0599975585938
2019-04-18,549.9364013671875
2019-04-22,544.7076416015625
2019-04-23,557.489013671875
2019-04-24,586.29541015625
2019-04-25,571.7227783203125
2019-04-26,580.8731079101562
2019-04-30,580.4373168945312
2019-05-02,604.886474609375
2019-05-03,602.7562866210938
2019-05-06,584.6493530273438
2019-05-07,572.110107421875
2019-05-08,553.1317138671875
2019-05-09,553.76123046875
2019-05-10,556.4723510742188
2019-05-13,535.7026977539062
2019-05-14,525.5841064453125
2019-05-15,536.186767578125
2019-05-16,540.0599975585938
2019-05-17,543.2069091796875
2019-05-20,585.9081420898438
2019-05-21,568.9631958007812
2019-05-22,580.5341186523438
2019-05-23,596.4140014648438
2019-05-24,577.3872680664062
2019-05-27,580.7761840820312
2019-05-28,576.1284790039062
2019-05-29,570.3187866210938
2019-05-30,576.7578735351562
2019-05-31,572.93310546875
2019-06-03,580.7278442382812
2019-06-04,573.3203735351562
2019-06-06,563.6376342773438
2019-06-07,541.5122680664062
2019-06-10,534.9280395507812
2019-06-11,541.8511962890625
2019-06-12,537.3003540039062
2019-06-13,529.2151489257812
2019-06-14,521.5657958984375
2019-06-17,522.7760620117188
2019-06-18,540.931396484375
2019-06-19,526.310302734375
2019-06-20,521.7340698242188
2019-06-21,516.7684936523438
2019-06-24,519.8355102539062
2019-06-25,513.7987670898438
2019-06-26,520.9552001953125
2019-06-27,523.6327514648438
2019-06-28,524.5577392578125
2019-07-01,531.1298828125
2019-07-02,544.6150512695312
2019-07-03,540.7691040039062
2019-07-04,544.5663452148438
2019-07-05,533.1258544921875
2019-07-08,517.7420654296875
2019-07-09,510.3909912109375
2019-07-10,520.4683837890625
2019-07-11,541.4506225585938
2019-07-12,545.296630859375
2019-07-15,534.9271850585938
2019-07-16,536.777099609375
2019-07-17,525.141845703125
2019-07-18,514.8698120117188
2019-07-19,513.4580078125
2019-07-22,488.0942687988281
2019-07-23,456.6938171386719
2019-07-24,428.701171875
2019-07-25,449.2453918457031
2019-07-26,477.2867126464844
2019-07-29,479.28265380859375
2019-07-30,468.0369567871094
2019-07-31,468.0856018066406
2019-08-01,467.59881591796875
2019-08-02,452.6531677246094
2019-08-05,459.5174255371094
2019-08-06,469.44873046875
2019-08-07,464.6778259277344
2019-08-08,474.0736083984375
2019-08-09,486.29302978515625
2019-08-13,480.986572265625
2019-08-14,484.4917297363281
2019-08-16,489.2626953125
2019-08-19,485.17327880859375
2019-08-20,475.1446533203125
2019-08-21,453.1399841308594
2019-08-22,446.37310791015625
2019-08-23,447.7361755371094
2019-08-26,457.27801513671875
2019-08-27,461.5621032714844
2019-08-28,462.1949768066406
2019-08-29,453.1399841308594
2019-08-30,457.2293395996094
2019-09-03,442.5757751464844
2019-09-04,440.2390441894531
2019-09-05,437.2206726074219
2019-09-06,437.9022521972656
2019-09-09,437.9022521972656
2019-09-11,437.2694091796875
2019-09-12,442.9653015136719
2019-09-13,443.1600036621094
2019-09-16,438.0482482910156
2019-09-17,434.73785400390625
2019-09-18,432.9366149902344
2019-09-19,432.25506591796875
2019-09-20,483.8588562011719
2019-09-23,513.3607177734375
2019-09-24,492.81646728515625
2019-09-25,476.7024841308594
2019-09-26,490.52838134765625
2019-09-27,485.7088317871094
2019-09-30,478.9418640136719
2019-10-01,457.9595947265625
2019-10-03,465.8948974609375
2019-10-04,471.5907897949219
2019-10-07,466.9172058105469
2019-10-09,467.890869140625
2019-10-10,493.3033447265625
2019-10-11,568.1288452148438
2019-10-14,553.71875
2019-10-15,607.2698974609375
2019-10-16,568.2262573242188
2019-10-17,553.5239868164062
2019-10-18,540.0875244140625
2019-10-22,544.6150512695312
2019-10-23,541.0612182617188
2019-10-24,555.5200805664062
2019-10-25,579.1798095703125
2019-10-27,576.551025390625
2019-10-29,607.805419921875
2019-10-30,598.0687866210938
2019-10-31,596.170166015625
2019-11-01,583.2205810546875
2019-11-04,574.4575805664062
2019-11-05,571.5366821289062
2019-11-06,567.1552734375
2019-11-07,553.621337890625
2019-11-08,536.290283203125
2019-11-11,535.3652954101562
2019-11-13,549.0938720703125
2019-11-14,542.8624877929688
2019-11-15,545.19921875
2019-11-18,543.9335327148438
2019-11-19,522.1235961914062
2019-11-20,511.8515319824219
2019-11-21,519.8841552734375
2019-11-22,512.8738403320312
2019-11-25,525.2879638671875
2019-11-26,529.718017578125
2019-11-27,538.2862548828125
2019-11-28,567.7394409179688
2019-11-29,565.8894653320312
2019-12-02,553.4266967773438
2019-12-03,563.1632690429688
2019-12-04,554.7897338867188
2019-12-05,562.1895751953125
2019-12-06,547.730712890625
2019-12-09,528.8905029296875
2019-12-10,507.3240051269531
2019-12-11,501.43341064453125
2019-12-12,502.16363525390625
2019-12-13,501.43341064453125
2019-12-16,476.55645751953125
2019-12-17,467.3553771972656
2019-12-18,486.8285217285156
2019-12-19,504.69512939453125
2019-12-20,503.1859436035156
2019-12-23,490.479736328125
2019-12-24,485.2706604003906
2019-12-26,487.94818115234375
2019-12-27,493.7901611328125
2019-12-30,491.3559875488281
2019-12-31,494.8611755371094
2020-01-01,489.7494812011719
2020-01-02,485.8548889160156
2020-01-03,492.81646728515625
2020-01-06,484.97857666015625
2020-01-07,480.35369873046875
2020-01-08,472.17498779296875
2020-01-09,474.2683410644531
2020-01-10,479.1852722167969
2020-01-13,500.459716796875
2020-01-14,504.8898620605469
2020-01-15,479.33135986328125
2020-01-16,463.314697265625
2020-01-17,468.32904052734375
2020-01-20,470.9579162597656
2020-01-21,464.1910095214844
2020-01-22,462.97393798828125
2020-01-23,462.58447265625
2020-01-24,469.1566467285156
2020-01-27,462.0976257324219
2020-01-28,450.1216125488281
2020-01-29,439.2653503417969
2020-01-30,426.169677734375
2020-01-31,438.4864196777344
2020-02-03,426.4617919921875
2020-02-04,426.3644104003906
2020-02-05,417.89361572265625
2020-02-06,414.2424011230469
2020-02-07,431.0379638671875
2020-02-10,445.3994445800781
2020-02-11,447.2980651855469
2020-02-12,457.4240417480469
2020-02-13,440.14166259765625
2020-02-14,440.6284484863281
2020-02-17,422.51849365234375
2020-02-18,411.22406005859375
2020-02-19,403.9703063964844
2020-02-20,404.9926452636719
2020-02-24,397.4954833984375
2020-02-25,393.26007080078125
2020-02-26,383.7182312011719
2020-02-27,388.29443359375
2020-02-28,373.3974609375
2020-03-02,383.6695251464844
2020-03-03,390.2417297363281
2020-03-04,389.8522644042969
2020-03-05,412.0516357421875
2020-03-06,393.21142578125
2020-03-09,364.4398193359375
2020-03-11,366.19244384765625
2020-03-12,326.12640380859375
2020-03-13,318.92132568359375
2020-03-16,267.3662109375
2020-03-17,250.96009826660156
2020-03-18,218.4886474609375
2020-03-19,195.46165466308594
2020-03-20,225.4989776611328
2020-03-23,169.07553100585938
2020-03-24,156.80747985839844
2020-03-25,150.6734161376953
2020-03-26,209.92047119140625
2020-03-27,242.9761199951172
2020-03-30,210.55332946777344
2020-03-31,198.3826141357422
2020-04-01,189.76576232910156
2020-04-03,176.76744079589844
2020-04-07,162.84414672851562
2020-04-08,188.6460418701172
2020-04-09,187.18557739257812
2020-04-13,187.91580200195312
2020-04-15,181.87913513183594
2020-04-16,192.9788055419922
2020-04-17,210.6020050048828
2020-04-20,210.30992126464844
2020-04-21,190.2039031982422
2020-04-22,193.61172485351562
2020-04-23,195.7537384033203
2020-04-24,193.22222900390625
2020-04-27,202.8614501953125
2020-04-28,215.2755889892578
2020-04-29,228.27389526367188
2020-04-30,255.43893432617188
2020-05-04,234.6026611328125
2020-05-05,230.02647399902344
2020-05-06,242.73269653320312
2020-05-07,245.55630493164062
2020-05-08,233.6776885986328
2020-05-11,233.53164672851562
2020-05-12,227.7383575439453
2020-05-13,245.55630493164062
2020-05-14,245.16683959960938
2020-05-15,237.28021240234375
2020-05-18,223.55166625976562
2020-05-19,214.593994140625
2020-05-20,216.2492218017578
2020-05-21,205.29559326171875
2020-05-22,197.6037139892578
2020-05-26,196.82476806640625
2020-05-27,213.37692260742188
2020-05-28,216.39527893066406
2020-05-29,212.40328979492188
2020-06-01,220.67935180664062
2020-06-02,234.31056213378906
2020-06-03,243.65768432617188
2020-06-04,227.30023193359375
2020-06-05,241.17483520507812
2020-06-08,256.3152160644531
