Date,VLID3.SA
2015-08-24,25.27924919128418
2015-08-25,24.2600154876709
2015-08-26,27.070096969604492
2015-08-27,27.473182678222656
2015-08-28,27.640174865722656
2015-08-31,27.035547256469727
2015-09-01,26.661256790161133
2015-09-02,26.632463455200195
2015-09-03,28.486658096313477
2015-09-04,27.87051773071289
2015-09-08,27.225576400756836
2015-09-09,27.121923446655273
2015-09-10,27.334985733032227
2015-09-11,26.822486877441406
2015-09-14,27.323471069335938
2015-09-15,28.049022674560547
2015-09-16,28.043258666992188
2015-09-17,28.014469146728516
2015-09-18,27.162233352661133
2015-09-21,26.46546173095703
2015-09-22,25.394412994384766
2015-09-23,26.94917106628418
2015-09-24,26.776424407958984
2015-09-25,26.286956787109375
2015-09-28,26.48849868774414
2015-09-29,26.60942840576172
2015-09-30,26.350296020507812
2015-10-01,26.690046310424805
2015-10-02,27.496213912963867
2015-10-05,28.21601676940918
2015-10-06,27.455907821655273
2015-10-07,27.640174865722656
2015-10-08,27.640174865722656
2015-10-09,27.064340591430664
2015-10-13,26.94917106628418
2015-10-14,27.248615264892578
2015-10-15,26.4597110748291
2015-10-16,26.48849868774414
2015-10-19,26.373336791992188
2015-10-20,26.373336791992188
2015-10-21,26.977968215942383
2015-10-22,26.776424407958984
2015-10-23,27.064340591430664
2015-10-26,27.00675392150879
2015-10-27,26.690046310424805
2015-10-28,27.09889030456543
2015-10-29,25.901145935058594
2015-10-30,25.215904235839844
2015-11-03,25.47502899169922
2015-11-04,25.336828231811523
2015-11-05,24.887676239013672
2015-11-06,25.855083465576172
2015-11-09,25.394412994384766
2015-11-10,25.607473373413086
2015-11-11,25.336828231811523
2015-11-12,25.51751708984375
2015-11-13,25.51751708984375
2015-11-16,25.917678833007812
2015-11-17,26.2076473236084
2015-11-18,25.656702041625977
2015-11-19,25.34353256225586
2015-11-23,25.314538955688477
2015-11-24,25.024560928344727
2015-11-25,24.93756675720215
2015-11-26,25.685699462890625
2015-11-27,25.19854736328125
2015-11-30,24.93756675720215
2015-12-01,24.531612396240234
2015-12-02,24.572202682495117
2015-12-03,24.60120391845703
2015-12-04,24.021263122558594
2015-12-07,24.711400985717773
2015-12-08,24.212642669677734
2015-12-09,23.95166778564453
2015-12-10,23.77768325805664
2015-12-11,23.42972183227539
2015-12-14,23.232540130615234
2015-12-15,23.603702545166016
2015-12-16,23.197738647460938
2015-12-17,23.719690322875977
2015-12-18,23.603702545166016
2015-12-21,23.77768325805664
2015-12-22,23.895950317382812
2015-12-23,23.98923110961914
2015-12-28,23.895950317382812
2015-12-29,23.895950317382812
2015-12-30,24.77623748779297
2016-01-04,23.009830474853516
2016-01-05,23.32463836669922
2016-01-06,23.1439151763916
2016-01-07,22.555116653442383
2016-01-08,22.50265121459961
2016-01-11,20.8178653717041
2016-01-12,20.444766998291016
2016-01-13,20.986927032470703
2016-01-14,20.986927032470703
2016-01-15,20.2407283782959
2016-01-18,20.258216857910156
2016-01-19,20.194087982177734
2016-01-20,19.832643508911133
2016-01-21,19.762693405151367
2016-01-22,19.581972122192383
2016-01-26,19.587800979614258
2016-01-27,19.93174934387207
2016-01-28,21.90218734741211
2016-01-29,23.248851776123047
2016-02-01,23.00400161743164
2016-02-02,22.432695388793945
2016-02-03,21.744787216186523
2016-02-04,22.06542205810547
2016-02-05,22.531797409057617
2016-02-10,21.70981216430664
2016-02-11,21.278417587280273
2016-02-12,21.575729370117188
2016-02-15,21.977977752685547
2016-02-16,22.50265121459961
2016-02-17,22.187843322753906
2016-02-18,21.83223533630371
2016-02-19,21.453304290771484
2016-02-22,21.569894790649414
2016-02-23,21.826400756835938
2016-02-24,21.424150466918945
2016-02-25,21.325050354003906
2016-02-26,21.721471786499023
2016-02-29,22.893239974975586
2016-03-01,22.164525985717773
2016-03-02,21.7273006439209
2016-03-03,21.517427444458008
2016-03-04,20.567188262939453
2016-03-07,20.75956916809082
2016-03-08,20.49140167236328
2016-03-09,20.503063201904297
2016-03-10,20.642974853515625
2016-03-11,20.526382446289062
2016-03-14,20.351490020751953
2016-03-15,21.132673263549805
2016-03-16,21.65734100341797
2016-03-17,21.336708068847656
2016-03-18,21.2492618560791
2016-03-21,20.928630828857422
2016-03-22,20.46225357055664
2016-03-23,19.529499053955078
2016-03-24,19.471206665039062
2016-03-28,19.23801612854004
2016-03-29,19.360443115234375
2016-03-30,18.101228713989258
2016-03-31,17.51242446899414
2016-04-01,17.914676666259766
2016-04-04,17.78059196472168
2016-04-05,17.547399520874023
2016-04-06,17.320045471191406
2016-04-07,17.827228546142578
2016-04-08,18.159521102905273
2016-04-11,18.07207679748535
2016-04-12,17.576553344726562
2016-04-13,18.07207679748535
2016-04-14,18.480154037475586
2016-04-15,19.261335372924805
2016-04-18,18.538450241088867
2016-04-19,18.375225067138672
2016-04-20,18.451007843017578
2016-04-22,18.905725479125977
2016-04-25,19.226360321044922
2016-04-26,20.2640438079834
2016-04-27,20.992753982543945
2016-04-28,20.49140167236328
2016-04-29,20.403959274291992
2016-05-02,20.285888671875
2016-05-03,19.3934268951416
2016-05-04,18.553804397583008
2016-05-05,18.407020568847656
2016-05-06,18.201519012451172
2016-05-09,17.761159896850586
2016-05-10,18.201519012451172
2016-05-11,18.64188003540039
2016-05-12,18.49509048461914
2016-05-13,18.583166122436523
2016-05-16,18.49509048461914
2016-05-17,18.618396759033203
2016-05-18,18.63600730895996
2016-05-19,17.99014663696289
2016-05-20,18.49509048461914
2016-05-23,17.761159896850586
2016-05-24,17.808134078979492
2016-05-25,18.348304748535156
2016-05-27,17.6789608001709
2016-05-30,17.279699325561523
2016-05-31,16.90979766845703
2016-06-01,17.056589126586914
2016-06-02,17.24447250366211
2016-06-03,17.02722930908203
2016-06-06,16.60448455810547
2016-06-07,16.234580993652344
2016-06-08,16.20522689819336
2016-06-09,16.258068084716797
2016-06-10,15.982107162475586
2016-06-13,15.782475471496582
2016-06-14,15.195334434509277
2016-06-15,15.254053115844727
2016-06-16,15.512393951416016
2016-06-17,15.682661056518555
2016-06-20,16.046693801879883
2016-06-21,16.146507263183594
2016-06-22,15.929266929626465
2016-06-23,17.091814041137695
2016-06-24,16.2521915435791
2016-06-27,16.352006912231445
2016-06-28,16.046693801879883
2016-06-29,16.440082550048828
2016-06-30,16.146507263183594
2016-07-01,16.058441162109375
2016-07-04,16.763011932373047
2016-07-05,17.02722930908203
2016-07-06,16.90979766845703
2016-07-07,16.903926849365234
2016-07-08,17.191627502441406
2016-07-11,17.42648696899414
2016-07-12,17.755292892456055
2016-07-13,18.79453468322754
2016-07-14,19.000038146972656
2016-07-15,19.75745964050293
2016-07-18,19.5167236328125
2016-07-19,18.935453414916992
2016-07-20,18.800411224365234
2016-07-21,18.10170555114746
2016-07-22,17.931434631347656
2016-07-25,17.966659545898438
2016-07-26,17.543914794921875
2016-07-27,17.532175064086914
2016-07-28,17.156400680541992
2016-07-29,17.23859977722168
2016-08-01,17.27383041381836
2016-08-02,17.667217254638672
2016-08-03,17.761159896850586
2016-08-04,17.954917907714844
2016-08-05,17.837491989135742
2016-08-08,17.26795768737793
2016-08-09,16.92741584777832
2016-08-10,16.704299926757812
2016-08-11,18.24262237548828
2016-08-12,19.082239151000977
2016-08-15,18.160419464111328
2016-08-16,17.79051971435547
2016-08-17,17.849233627319336
2016-08-18,17.6143741607666
2016-08-19,17.4382266998291
2016-08-22,17.99601936340332
2016-08-23,17.755292892456055
2016-08-24,18.154552459716797
2016-08-25,17.98427391052246
2016-08-26,17.972532272338867
2016-08-29,17.749420166015625
2016-08-30,17.350160598754883
2016-08-31,16.80998420715332
2016-09-01,17.655475616455078
2016-09-02,18.424638748168945
2016-09-05,18.448116302490234
2016-09-06,19.02352523803711
2016-09-08,19.522602081298828
2016-09-09,19.669384002685547
2016-09-12,20.156719207763672
2016-09-13,19.31709861755371
2016-09-14,19.258378982543945
2016-09-15,19.669384002685547
2016-09-16,20.133228302001953
2016-09-19,19.698740005493164
2016-09-20,19.31709861755371
2016-09-21,19.10572624206543
2016-09-22,18.80131721496582
2016-09-23,18.535179138183594
2016-09-26,18.304523468017578
2016-09-27,17.991065979003906
2016-09-28,18.48194694519043
2016-09-29,18.245378494262695
2016-09-30,18.0324649810791
2016-10-03,18.263120651245117
2016-10-04,18.23946762084961
2016-10-05,18.25720977783203
2016-10-06,18.34592056274414
2016-10-07,17.996980667114258
2016-10-10,18.038379669189453
2016-10-11,17.742671966552734
2016-10-13,17.624385833740234
2016-10-14,17.216304779052734
2016-10-17,16.648534774780273
2016-10-18,16.684022903442383
2016-10-19,16.820051193237305
2016-10-20,16.50068473815918
2016-10-21,17.210390090942383
2016-10-24,17.26361656188965
2016-10-25,17.14533042907715
2016-10-26,17.10393524169922
2016-10-27,17.269529342651367
2016-10-28,17.30501937866211
2016-10-31,17.68944549560547
2016-11-01,17.506101608276367
2016-11-03,17.068450927734375
