Date,AME
2015-08-03,49.81916046142578
2015-08-04,50.21181869506836
2015-08-05,50.69795608520508
2015-08-06,51.45520782470703
2015-08-07,51.3617057800293
2015-08-10,52.427467346191406
2015-08-11,52.00676345825195
2015-08-12,51.875877380371094
2015-08-13,52.39942169189453
2015-08-14,52.96967697143555
2015-08-17,53.754981994628906
2015-08-18,53.754981994628906
2015-08-19,52.85749435424805
2015-08-20,51.47389221191406
2015-08-21,50.33335494995117
2015-08-24,49.15542221069336
2015-08-25,48.13641357421875
2015-08-26,49.74437713623047
2015-08-27,51.17475128173828
2015-08-28,51.20277786254883
2015-08-31,50.31465148925781
2015-09-01,48.463623046875
2015-09-02,49.295650482177734
2015-09-03,49.342384338378906
2015-09-04,48.54775619506836
2015-09-08,50.127689361572266
2015-09-09,49.53872299194336
2015-09-10,49.48261260986328
2015-09-11,49.75373840332031
2015-09-14,49.332332611083984
2015-09-15,49.99720001220703
2015-09-16,50.353065490722656
2015-09-17,50.1002311706543
2015-09-18,48.845367431640625
2015-09-21,48.854736328125
2015-09-22,48.25540542602539
2015-09-23,48.283504486083984
2015-09-24,48.24604415893555
2015-09-25,48.714263916015625
2015-09-28,47.59989547729492
2015-09-29,47.88083267211914
2015-09-30,48.99523162841797
2015-10-01,48.564430236816406
2015-10-02,49.894187927246094
2015-10-05,51.252052307128906
2015-10-06,50.99921417236328
2015-10-07,51.64537048339844
2015-10-08,52.35707092285156
2015-10-09,52.460086822509766
2015-10-12,52.23533630371094
2015-10-13,51.43934631347656
2015-10-14,50.67145919799805
2015-10-15,51.06477737426758
2015-10-16,50.662086486816406
2015-10-19,50.83064651489258
2015-10-20,51.130313873291016
2015-10-21,51.1490478515625
2015-10-22,52.09486389160156
2015-10-23,52.31025314331055
2015-10-26,52.7222785949707
2015-10-27,50.34370040893555
2015-10-28,50.77446746826172
2015-10-29,51.20523452758789
2015-10-30,51.33633804321289
2015-11-02,51.916934967041016
2015-11-03,52.179141998291016
2015-11-04,52.60991668701172
2015-11-05,52.89083480834961
2015-11-06,52.63800811767578
2015-11-09,52.460086822509766
2015-11-10,52.413265228271484
2015-11-11,52.22597122192383
2015-11-12,50.6527214050293
2015-11-13,50.34370040893555
2015-11-16,51.411251068115234
2015-11-17,50.793190002441406
2015-11-18,52.37578582763672
2015-11-19,52.244720458984375
2015-11-20,52.647377014160156
2015-11-23,52.731658935546875
2015-11-24,52.872127532958984
2015-11-25,52.872127532958984
2015-11-27,53.2467041015625
2015-11-30,52.872127532958984
2015-12-01,53.06876754760742
2015-12-02,52.337181091308594
2015-12-03,51.31482696533203
2015-12-04,51.87759780883789
2015-12-07,51.690006256103516
2015-12-08,50.489437103271484
2015-12-09,50.648887634277344
2015-12-10,50.72392272949219
2015-12-11,49.626529693603516
2015-12-14,50.104881286621094
2015-12-15,50.020484924316406
2015-12-16,50.9771614074707
2015-12-17,50.22681427001953
2015-12-18,49.66404724121094
2015-12-21,49.78599548339844
2015-12-22,50.104881286621094
2015-12-23,50.80833435058594
2015-12-24,50.92089080810547
2015-12-28,50.59260177612305
2015-12-29,51.164756774902344
2015-12-30,50.81771469116211
2015-12-31,50.26433563232422
2016-01-04,49.38266372680664
2016-01-05,49.12942886352539
2016-01-06,48.013267517089844
2016-01-07,46.87835693359375
2016-01-08,46.024818420410156
2016-01-11,45.20882797241211
2016-01-12,45.462074279785156
2016-01-13,44.449092864990234
2016-01-14,45.0118522644043
2016-01-15,44.91806411743164
2016-01-19,44.47722244262695
2016-01-20,43.67060089111328
2016-01-21,43.454872131347656
2016-01-22,43.99888610839844
2016-01-25,43.051544189453125
2016-01-26,43.72687530517578
2016-01-27,43.43611526489258
2016-01-28,43.31417465209961
2016-01-29,44.130191802978516
2016-02-01,43.78315734863281
2016-02-02,42.69513702392578
2016-02-03,43.00465393066406
2016-02-04,43.74563217163086
2016-02-05,42.51692581176758
2016-02-08,41.97291564941406
2016-02-09,42.91086959838867
2016-02-10,42.78892135620117
2016-02-11,42.23554611206055
2016-02-12,42.798316955566406
2016-02-16,43.1265869140625
2016-02-17,43.15473556518555
