Date,FOXA
2019-03-12,34.75953674316406
2019-03-13,36.36030578613281
2019-03-14,37.183555603027344
2019-03-15,38.144020080566406
2019-03-18,38.144020080566406
2019-03-19,36.899993896484375
2019-03-20,35.326663970947266
2019-03-21,36.60728073120117
2019-03-22,35.41814422607422
2019-03-25,34.24728775024414
2019-03-26,34.33876419067383
2019-03-27,33.771636962890625
2019-03-28,33.29597854614258
2019-03-29,33.57953643798828
2019-04-01,33.707603454589844
2019-04-02,33.18620681762695
2019-04-03,33.00326919555664
2019-04-04,33.62527084350586
2019-04-05,34.46682357788086
2019-04-08,34.27473449707031
2019-04-09,34.12837600708008
2019-04-10,33.36915969848633
2019-04-11,33.92713928222656
2019-04-12,34.32961654663086
2019-04-15,34.32961654663086
2019-04-16,34.53084945678711
2019-04-17,35.52790069580078
2019-04-18,35.16201400756836
2019-04-22,34.48511505126953
2019-04-23,34.83271789550781
2019-04-24,34.72294998168945
2019-04-25,34.89674758911133
2019-04-26,35.198604583740234
2019-04-29,35.85720443725586
2019-04-30,35.66511917114258
2019-05-01,36.04015350341797
2019-05-02,34.10093688964844
2019-05-03,34.27473449707031
2019-05-06,34.68635940551758
2019-05-07,34.08263397216797
2019-05-08,34.22898864746094
2019-05-09,35.216888427734375
2019-05-10,35.24433898925781
2019-05-13,34.73210144042969
2019-05-14,34.6589241027832
2019-05-15,34.494266510009766
2019-05-16,33.60697937011719
2019-05-17,34.35258102416992
2019-05-20,34.186893463134766
2019-05-21,34.69316101074219
2019-05-22,34.16848373413086
2019-05-23,33.975181579589844
2019-05-24,33.98438262939453
2019-05-28,33.726646423339844
2019-05-29,32.944236755371094
2019-05-30,32.419551849365234
2019-05-31,32.42875289916992
2019-06-03,31.51747703552246
2019-06-04,31.738393783569336
2019-06-05,31.6279354095459
2019-06-06,31.40702247619629
2019-06-07,31.305763244628906
2019-06-10,31.324176788330078
2019-06-11,31.462247848510742
2019-06-12,32.2630729675293
2019-06-13,32.48398971557617
2019-06-14,32.437965393066406
2019-06-17,33.257198333740234
2019-06-18,33.31242752075195
2019-06-19,33.12833023071289
2019-06-20,32.75093078613281
2019-06-21,33.303226470947266
2019-06-24,32.95344161987305
2019-06-25,32.53001022338867
2019-06-26,32.649681091308594
2019-06-27,33.12833023071289
2019-06-28,33.726646423339844
2019-07-01,33.06389617919922
2019-07-02,33.68062210083008
2019-07-03,33.45970916748047
2019-07-05,33.68983459472656
2019-07-08,33.257198333740234
2019-07-09,33.15594482421875
2019-07-10,33.26640319824219
2019-07-11,33.40447235107422
2019-07-12,34.02120590209961
2019-07-15,34.067230224609375
2019-07-16,33.772666931152344
2019-07-17,33.29401397705078
2019-07-18,33.643802642822266
2019-07-19,33.53334045410156
2019-07-22,33.229583740234375
2019-07-23,33.34004211425781
2019-07-24,33.68983459472656
2019-07-25,34.214508056640625
2019-07-26,34.25131607055664
2019-07-29,34.52747344970703
2019-07-30,34.81282424926758
2019-07-31,34.35258102416992
2019-08-01,33.956764221191406
2019-08-02,33.71744155883789
2019-08-05,33.18355941772461
2019-08-06,33.5517578125
2019-08-07,34.094852447509766
2019-08-08,32.33671188354492
2019-08-09,32.58525085449219
2019-08-12,32.1710205078125
2019-08-13,32.272281646728516
2019-08-14,31.01120948791504
2019-08-15,30.145954132080078
2019-08-16,30.366865158081055
2019-08-19,31.176895141601562
2019-08-20,30.91915512084961
2019-08-21,30.753477096557617
2019-08-22,30.422096252441406
2019-08-23,29.225467681884766
2019-08-26,29.52922821044922
2019-08-27,29.39115333557129
2019-08-28,29.262287139892578
2019-08-29,30.136749267578125
2019-08-30,30.532554626464844
2019-09-03,30.374984741210938
2019-09-04,31.10724449157715
2019-09-05,31.746814727783203
2019-09-06,31.72827911376953
2019-09-09,31.79315948486328
2019-09-10,31.79315948486328
2019-09-11,31.515085220336914
2019-09-12,31.320438385009766
2019-09-13,31.357513427734375
2019-09-16,31.14432144165039
2019-09-17,30.458406448364258
2019-09-18,30.25448226928711
