Date,ASTRAZEN.NS
2015-12-15,1066.4088134765625
2015-12-16,1072.217529296875
2015-12-17,1078.5185546875
2015-12-18,1061.8798828125
2015-12-21,1086.4442138671875
2015-12-22,1064.981201171875
2015-12-23,1076.254150390625
2015-12-24,1074.284912109375
2015-12-28,1105.1505126953125
2015-12-29,1143.695556640625
2015-12-30,1187.212158203125
2015-12-31,1228.6614990234375
2016-01-01,1239.294677734375
2016-01-04,1238.0638427734375
2016-01-05,1216.404052734375
2016-01-06,1235.060791015625
2016-01-07,1200.4051513671875
2016-01-08,1225.6588134765625
2016-01-11,1230.089111328125
2016-01-12,1260.4129638671875
2016-01-13,1220.9820556640625
2016-01-14,1210.890380859375
2016-01-15,1176.1361083984375
2016-01-18,1131.487060546875
2016-01-19,1152.9500732421875
2016-01-20,1132.7176513671875
2016-01-21,1159.2020263671875
2016-01-22,1187.4091796875
2016-01-25,1187.9013671875
2016-01-27,1207.690673828125
2016-01-28,1219.8990478515625
2016-01-29,1216.7978515625
2016-02-01,1212.613525390625
2016-02-02,1196.909912109375
2016-02-03,1159.9893798828125
2016-02-04,1130.7978515625
2016-02-05,1147.2396240234375
2016-02-08,1204.4908447265625
2016-02-09,1205.6231689453125
2016-02-10,1176.4315185546875
2016-02-11,1148.765869140625
2016-02-12,1130.74853515625
2016-02-15,1154.5252685546875
2016-02-16,1116.86669921875
2016-02-17,1142.7109375
2016-02-18,1145.2706298828125
2016-02-19,1149.9473876953125
2016-02-22,1143.892333984375
2016-02-23,1149.2581787109375
2016-02-24,1133.85009765625
2016-02-25,1147.5843505859375
2016-02-26,1152.5069580078125
2016-02-29,1168.1612548828125
2016-03-01,1185.9814453125
2016-03-02,1196.4669189453125
2016-03-03,1214.188720703125
2016-03-04,1212.3179931640625
2016-03-08,1191.052001953125
2016-03-09,1185.046142578125
2016-03-10,1176.3330078125
2016-03-11,1242.3466796875
2016-03-14,1193.6611328125
2016-03-15,1190.9534912109375
2016-03-16,1158.9066162109375
2016-03-17,1167.8658447265625
2016-03-18,1143.2523193359375
2016-03-21,1141.7755126953125
2016-03-22,1165.5521240234375
2016-03-23,1147.5843505859375
2016-03-28,1118.392578125
2016-03-29,1121.3463134765625
2016-03-30,1134.6868896484375
2016-03-31,1136.902099609375
2016-04-01,1144.2861328125
2016-04-04,1142.07080078125
2016-04-05,1115.6849365234375
2016-04-06,1162.3525390625
2016-04-07,1156.789794921875
2016-04-08,1157.3804931640625
2016-04-11,1147.83056640625
2016-04-12,1145.8612060546875
2016-04-13,1145.22119140625
2016-04-18,1158.6112060546875
2016-04-20,1152.9991455078125
2016-04-21,1158.4635009765625
2016-04-22,1163.87841796875
2016-04-25,1157.035888671875
2016-04-26,1152.8515625
2016-04-27,1142.07080078125
2016-04-28,1132.91455078125
2016-04-29,1132.4716796875
2016-05-02,1124.693603515625
2016-05-03,1128.9764404296875
2016-05-04,1131.142333984375
2016-05-05,1130.8470458984375
2016-05-06,1123.906005859375
2016-05-09,1116.52197265625
2016-05-10,1122.330810546875
2016-05-11,1116.5711669921875
2016-05-12,1114.651123046875
2016-05-13,1104.166015625
2016-05-16,1116.128173828125
2016-05-17,1100.2769775390625
2016-05-18,1102.3939208984375
2016-05-19,1088.4129638671875
2016-05-20,1068.968505859375
2016-05-23,1074.925048828125
2016-05-24,1074.5804443359375
2016-05-25,1077.1895751953125
2016-05-26,1051.00048828125
2016-05-27,1044.3055419921875
2016-05-30,1043.5672607421875
2016-05-31,1029.5374755859375
2016-06-01,1026.583740234375
2016-06-02,1017.4276733398438
2016-06-03,1038.7430419921875
2016-06-06,1032.4910888671875
2016-06-07,1031.60498046875
2016-06-08,1024.0732421875
2016-06-09,1027.4207763671875
2016-06-10,1029.3404541015625
2016-06-13,1009.3543090820312
2016-06-14,1026.7314453125
2016-06-15,1023.384033203125
2016-06-16,1057.0062255859375
2016-06-17,1082.0137939453125
2016-06-20,1086.88720703125
2016-06-21,1065.07958984375
2016-06-22,1068.180908203125
2016-06-23,1045.240966796875
2016-06-24,1051.492919921875
2016-06-27,1060.99365234375
2016-06-28,1059.123046875
2016-06-29,1079.84765625
2016-06-30,1056.0216064453125
2016-07-01,1044.896484375
2016-07-04,1050.85302734375
2016-07-05,1051.197509765625
2016-07-07,1039.333740234375
2016-07-08,1047.0625
2016-07-11,1049.5731201171875
2016-07-12,1042.9765625
2016-07-13,1038.93994140625
2016-07-14,1031.8018798828125
2016-07-15,1025.3531494140625
2016-07-18,1029.389892578125
2016-07-19,1031.0635986328125
2016-07-20,1044.1087646484375
2016-07-21,1022.44873046875
2016-07-22,1029.1927490234375
2016-07-25,1032.78662109375
2016-07-26,1019.2982177734375
2016-07-27,1016.3447265625
2016-07-28,1017.0338134765625
2016-07-29,1020.1351318359375
2016-08-01,1021.3165283203125
2016-08-02,1008.7144775390625
2016-08-03,1008.6158447265625
2016-08-04,1009.7974853515625
2016-08-05,1000.2965698242188
2016-08-08,1001.5272216796875
2016-08-09,998.1798095703125
2016-08-10,1032.9835205078125
2016-08-11,1017.87060546875
2016-08-12,1041.7950439453125
2016-08-16,1050.5576171875
2016-08-17,1090.530029296875
2016-08-18,1069.70703125
2016-08-19,1066.06396484375
2016-08-22,1085.7056884765625
2016-08-23,1105.6427001953125
2016-08-24,1120.8048095703125
2016-08-25,1063.5535888671875
2016-08-26,1055.2833251953125
2016-08-29,1031.8018798828125
2016-08-30,1013.7356567382812
2016-08-31,1013.1450805664062
2016-09-01,1014.4739379882812
2016-09-02,1009.6004638671875
2016-09-06,996.210693359375
2016-09-07,1001.72412109375
2016-09-08,983.9038696289062
2016-09-09,985.2822265625
2016-09-12,979.5226440429688
2016-09-14,982.180908203125
2016-09-15,980.9995727539062
2016-09-16,968.2496948242188
2016-09-19,956.5336303710938
2016-09-20,947.328125
2016-09-21,954.5152587890625
2016-09-22,940.7809448242188
2016-09-23,942.2576904296875
2016-09-26,935.8088989257812
2016-09-27,931.575439453125
2016-09-28,939.3533325195312
2016-09-29,920.40087890625
2016-09-30,914.4443359375
2016-10-03,917.545654296875
2016-10-04,912.6229858398438
2016-10-05,922.7637329101562
2016-10-06,930.4923095703125
2016-10-07,939.7471313476562
2016-10-10,941.3223876953125
2016-10-13,948.6079711914062
2016-10-14,952.0538940429688
2016-10-17,948.6571655273438
2016-10-18,952.1524047851562
2016-10-19,953.2354125976562
2016-10-20,943.53759765625
2016-10-21,1010.9296875
2016-10-24,995.718505859375
2016-10-25,992.07568359375
2016-10-26,983.9531860351562
2016-10-27,980.6549072265625
2016-10-28,981.4425048828125
2016-11-01,992.0263671875
2016-11-02,991.7310180664062
2016-11-03,993.2078247070312
2016-11-04,957.0750732421875
2016-11-07,967.658935546875
2016-11-08,959.2903442382812
2016-11-09,934.4306030273438
2016-11-10,976.815185546875
2016-11-11,953.9738159179688
2016-11-15,934.775146484375
2016-11-16,938.6148681640625
2016-11-17,929.114013671875
2016-11-18,932.5108032226562
2016-11-21,936.2028198242188
2016-11-22,931.13232421875
2016-11-23,934.9721069335938
2016-11-24,924.2405395507812
2016-11-25,927.5880737304688
2016-11-28,948.263427734375
2016-11-29,936.399658203125
2016-11-30,934.775146484375
2016-12-01,945.2113647460938
2016-12-02,945.4574584960938
2016-12-05,934.3321533203125
2016-12-06,934.6766967773438
2016-12-07,927.095703125
2016-12-08,923.4036865234375
2016-12-09,938.8118286132812
2016-12-12,935.6119995117188
2016-12-13,941.0270385742188
2016-12-14,923.89599609375
2016-12-15,937.2364501953125
2016-12-16,938.2210693359375
2016-12-19,934.233642578125
2016-12-20,933.396728515625
2016-12-21,924.7821044921875
2016-12-22,925.9142456054688
2016-12-23,902.7775268554688
2016-12-26,912.0321044921875
2016-12-27,912.7705688476562
2016-12-28,923.9452514648438
2016-12-29,913.115234375
2016-12-30,911.9830322265625
2017-01-02,928.9171142578125
2017-01-03,922.9606323242188
2017-01-04,932.2152709960938
2017-01-05,934.0367431640625
2017-01-06,924.8804931640625
2017-01-09,935.759765625
2017-01-10,945.1129760742188
2017-01-11,949.6909790039062
2017-01-12,956.9765625
2017-01-13,941.4208984375
2017-01-16,937.5811767578125
2017-01-17,943.9806518554688
2017-01-18,953.8753051757812
2017-01-19,966.5267333984375
2017-01-20,963.0316772460938
2017-01-23,946.2450561523438
2017-01-24,947.180419921875
2017-01-25,952.1030883789062
2017-01-27,947.1312255859375
2017-01-30,935.1690063476562
2017-01-31,926.6527099609375
2017-02-01,929.5570068359375
2017-02-02,932.5108032226562
2017-02-03,939.9440307617188
2017-02-06,932.46142578125
2017-02-07,926.7511596679688
2017-02-08,931.13232421875
2017-02-09,925.3236083984375
2017-02-10,920.40087890625
2017-02-13,923.0098876953125
2017-02-14,917.0042724609375
2017-02-15,902.1867065429688
2017-02-16,901.2022705078125
2017-02-17,908.2908935546875
2017-02-20,912.5244140625
2017-02-21,910.3092041015625
2017-02-22,901.6453247070312
2017-02-23,897.6580200195312
2017-02-27,896.5748901367188
2017-02-28,896.8702392578125
2017-03-01,904.9927978515625
2017-03-02,917.6441650390625
2017-03-03,918.4317626953125
2017-03-06,944.2759399414062
2017-03-07,974.5507202148438
2017-03-08,950.0848388671875
2017-03-09,951.5616455078125
2017-03-10,945.1129760742188
2017-03-14,936.6950073242188
2017-03-15,928.5726318359375
2017-03-16,937.974853515625
2017-03-17,933.4953002929688
2017-03-20,924.4866943359375
2017-03-21,926.5050048828125
2017-03-22,925.7665405273438
2017-03-23,925.4220581054688
2017-03-24,928.867919921875
2017-03-27,929.2616577148438
2017-03-28,919.465576171875
2017-03-29,915.6749877929688
2017-03-30,925.6680908203125
2017-03-31,920.7946166992188
2017-04-03,937.974853515625
2017-04-05,944.4236450195312
2017-04-06,928.3756713867188
2017-04-07,929.2125244140625
2017-04-10,946.688232421875
2017-04-11,941.0270385742188
2017-04-12,983.1163330078125
2017-04-13,1004.530029296875
2017-04-17,1042.23828125
2017-04-18,1002.265625
2017-04-19,1021.9566650390625
2017-04-20,1013.1939086914062
2017-04-21,1012.5049438476562
2017-04-24,990.598876953125
2017-04-25,991.5833129882812
2017-04-26,963.0807495117188
2017-04-27,959.2410888671875
2017-04-28,957.7642822265625
2017-05-02,941.2239990234375
2017-05-03,937.7288208007812
2017-05-04,942.9468994140625
2017-05-05,926.6527099609375
2017-05-08,973.7631225585938
2017-05-09,971.8925170898438
2017-05-10,964.3607788085938
2017-05-11,961.8009033203125
2017-05-12,960.0286865234375
2017-05-15,997.0968017578125
2017-05-16,993.7001342773438
2017-05-17,960.3733520507812
2017-05-18,943.7837524414062
2017-05-19,945.6051635742188
2017-05-22,949.4447631835938
2017-05-23,925.3236083984375
2017-05-24,927.0464477539062
2017-05-25,925.4220581054688
2017-05-26,919.6624145507812
2017-05-29,911.6876831054688
2017-05-30,909.8662719726562
2017-05-31,915.1827392578125
2017-06-01,921.6807861328125
2017-06-02,920.5977172851562
2017-06-05,925.864990234375
2017-06-06,916.4625854492188
2017-06-07,914.2966918945312
2017-06-08,902.5313110351562
2017-06-09,907.2571411132812
2017-06-12,904.6973876953125
2017-06-13,907.9463500976562
2017-06-14,909.0785522460938
2017-06-15,902.8759765625
2017-06-16,911.096923828125
2017-06-19,905.0419311523438
2017-06-20,901.5960083007812
2017-06-21,914.6412963867188
2017-06-22,902.3836059570312
2017-06-23,905.8296508789062
2017-06-27,895.5410766601562
2017-06-28,896.4271850585938
2017-06-29,894.5565185546875
2017-06-30,900.5130615234375
2017-07-03,902.1867065429688
2017-07-04,901.5960083007812
2017-07-05,948.5095825195312
2017-07-06,1013.3418579101562
2017-07-07,975.2891235351562
2017-07-10,963.5731201171875
2017-07-11,952.44775390625
2017-07-12,965.09912109375
2017-07-13,945.9497680664062
2017-07-14,941.4700317382812
2017-07-17,946.097412109375
2017-07-18,940.6824340820312
2017-07-19,939.599365234375
2017-07-20,958.1580200195312
2017-07-21,946.146728515625
2017-07-24,949.494140625
2017-07-25,945.9005126953125
2017-07-26,938.1226196289062
2017-07-27,914.2474365234375
2017-07-28,914.345947265625
2017-07-31,907.99560546875
2017-08-01,901.1528930664062
2017-08-02,903.4174194335938
2017-08-03,895.59033203125
2017-08-04,895.4426879882812
2017-08-07,900.119140625
2017-08-08,882.1021118164062
2017-08-09,891.1105346679688
2017-08-10,891.6029052734375
2017-08-11,886.2371826171875
2017-08-14,886.286376953125
2017-08-16,894.75341796875
2017-08-17,913.9028930664062
2017-08-18,896.2794799804688
2017-08-21,881.7081909179688
2017-08-22,871.86279296875
2017-08-23,885.4495239257812
2017-08-24,880.1329345703125
2017-08-28,886.384765625
2017-08-29,883.3820190429688
2017-08-30,896.8702392578125
2017-08-31,890.1260375976562
2017-09-01,892.9813232421875
2017-09-04,898.1009521484375
2017-09-05,898.0516967773438
2017-09-06,894.1627807617188
2017-09-07,891.1105346679688
2017-09-08,913.9028930664062
2017-09-11,928.6710815429688
2017-09-12,962.5885009765625
2017-09-13,952.9893188476562
2017-09-14,948.3619384765625
2017-09-15,957.7642822265625
2017-09-18,960.8163452148438
2017-09-19,946.5897216796875
2017-09-20,932.7076416015625
2017-09-21,923.4036865234375
2017-09-22,916.7579956054688
2017-09-25,904.3035278320312
2017-09-26,898.9869995117188
2017-09-27,889.5845947265625
2017-09-28,895.4918212890625
2017-09-29,898.1992797851562
2017-10-03,907.7493896484375
2017-10-04,930.6401977539062
2017-10-05,930.738525390625
2017-10-06,934.6275024414062
2017-10-09,925.6680908203125
2017-10-10,935.0704956054688
2017-10-11,933.05224609375
2017-10-12,934.8243408203125
2017-10-13,936.6950073242188
2017-10-16,935.2182006835938
2017-10-17,933.05224609375
2017-10-18,969.9234008789062
2017-10-19,960.8163452148438
2017-10-23,952.9893188476562
2017-10-24,962.6869506835938
2017-10-25,978.0950927734375
2017-10-26,1014.3756103515625
2017-10-27,1032.0972900390625
2017-10-30,1028.99609375
2017-10-31,1035.0015869140625
2017-11-01,1049.77001953125
2017-11-02,1066.901123046875
2017-11-03,1051.00048828125
2017-11-06,1082.8505859375
2017-11-07,1159.349609375
2017-11-08,1147.8798828125
2017-11-09,1202.52197265625
2017-11-10,1169.8350830078125
2017-11-13,1158.56201171875
2017-11-14,1143.104736328125
2017-11-15,1148.027587890625
2017-11-16,1153.836181640625
2017-11-17,1158.9559326171875
2017-11-20,1154.3284912109375
2017-11-21,1170.3272705078125
2017-11-22,1149.1103515625
2017-11-23,1145.566162109375
2017-11-24,1147.2889404296875
2017-11-27,1127.647216796875
2017-11-28,1126.908935546875
2017-11-29,1132.126953125
2017-11-30,1116.52197265625
2017-12-01,1099.8831787109375
2017-12-04,1095.895751953125
2017-12-05,1095.009765625
2017-12-06,1096.1419677734375
2017-12-07,1110.8115234375
2017-12-08,1134.09619140625
2017-12-11,1140.2001953125
2017-12-12,1109.28564453125
2017-12-13,1098.9971923828125
2017-12-14,1099.8338623046875
2017-12-15,1108.69482421875
2017-12-18,1104.166015625
2017-12-19,1123.955322265625
2017-12-20,1147.4859619140625
2017-12-21,1141.184814453125
2017-12-22,1128.4349365234375
2017-12-26,1147.0428466796875
2017-12-27,1147.8798828125
2017-12-28,1158.7095947265625
2017-12-29,1149.1103515625
2018-01-01,1156.1005859375
2018-01-02,1169.3919677734375
2018-01-03,1212.90869140625
2018-01-04,1213.942626953125
2018-01-05,1228.6124267578125
2018-01-08,1196.959228515625
2018-01-09,1178.8436279296875
2018-01-10,1168.0628662109375
2018-01-11,1148.716552734375
2018-01-12,1131.5853271484375
2018-01-15,1160.5804443359375
2018-01-16,1150.0948486328125
2018-01-17,1134.9327392578125
2018-01-18,1101.064697265625
2018-01-19,1101.360107421875
2018-01-22,1138.7728271484375
2018-01-23,1140.692626953125
2018-01-24,1129.9117431640625
2018-01-25,1132.865478515625
2018-01-29,1119.081787109375
2018-01-30,1104.067626953125
2018-01-31,1118.8848876953125
2018-02-01,1132.5208740234375
2018-02-02,1069.854736328125
2018-02-05,1124.10302734375
2018-02-06,1033.9678955078125
2018-02-07,1017.0338134765625
2018-02-08,1021.9566650390625
2018-02-09,997.8843994140625
2018-02-12,1032.68798828125
2018-02-14,1039.7769775390625
2018-02-15,1028.99609375
2018-02-16,1012.4064331054688
2018-02-19,998.47509765625
2018-02-20,1011.22509765625
2018-02-21,1008.1237182617188
2018-02-22,1025.6485595703125
2018-02-23,1015.7538452148438
2018-02-26,1003.2993774414062
2018-02-27,993.7986450195312
2018-02-28,1008.4190063476562
2018-03-01,1001.1827392578125
2018-03-05,983.5101318359375
2018-03-06,988.1866455078125
2018-03-07,951.266357421875
2018-03-08,965.788330078125
2018-03-09,968.8895874023438
2018-03-12,960.8655395507812
2018-03-13,954.9583129882812
2018-03-14,949.5432739257812
2018-03-15,953.4323120117188
2018-03-16,948.1649780273438
2018-03-19,935.6611938476562
2018-03-20,924.97900390625
2018-03-21,932.7568969726562
2018-03-22,921.13916015625
2018-03-23,918.8255615234375
2018-03-26,924.2897338867188
2018-03-27,942.9960327148438
2018-03-28,913.213623046875
2018-04-02,924.8311767578125
2018-04-03,938.6148681640625
2018-04-04,934.3812866210938
2018-04-05,942.5038452148438
2018-04-06,956.1397705078125
2018-04-09,949.3956298828125
2018-04-10,974.944580078125
2018-04-11,958.1580200195312
2018-04-12,960.8163452148438
2018-04-13,949.0510864257812
2018-04-16,941.2731323242188
2018-04-17,979.1780395507812
2018-04-18,1006.54833984375
2018-04-19,973.7139282226562
2018-04-20,971.4987182617188
2018-04-23,998.4259033203125
2018-04-24,1000.0504760742188
2018-04-25,986.0698852539062
2018-04-26,985.4791870117188
2018-04-27,981.7871704101562
2018-04-30,1028.2083740234375
2018-05-02,1053.26513671875
2018-05-03,1054.0526123046875
2018-05-04,1094.5665283203125
2018-05-07,1109.28564453125
2018-05-08,1081.81689453125
2018-05-09,1129.8624267578125
2018-05-10,1112.879150390625
2018-05-11,1092.4991455078125
2018-05-14,1091.809814453125
2018-05-15,1116.0787353515625
2018-05-16,1137.34521484375
2018-05-17,1143.2523193359375
2018-05-18,1113.6173095703125
2018-05-21,1122.42919921875
2018-05-22,1127.2532958984375
2018-05-23,1163.7801513671875
2018-05-24,1161.810791015625
2018-05-25,1176.530029296875
2018-05-28,1167.029052734375
2018-05-29,1149.4056396484375
2018-05-30,1204.687744140625
2018-05-31,1172.2965087890625
2018-06-01,1179.5328369140625
2018-06-04,1153.3438720703125
2018-06-05,1107.1688232421875
2018-06-06,1139.9541015625
2018-06-07,1156.1990966796875
2018-06-08,1158.9559326171875
2018-06-11,1300.286865234375
2018-06-12,1299.843994140625
2018-06-13,1275.624267578125
2018-06-14,1277.8394775390625
2018-06-15,1288.964599609375
2018-06-18,1393.7696533203125
2018-06-19,1415.4295654296875
2018-06-20,1370.7310791015625
2018-06-21,1329.13427734375
2018-06-22,1451.4639892578125
2018-06-25,1462.244384765625
2018-06-26,1396.821533203125
2018-06-27,1355.618408203125
2018-06-28,1375.1123046875
2018-06-29,1397.5108642578125
2018-07-02,1407.5531005859375
2018-07-03,1422.0257568359375
2018-07-04,1400.513671875
2018-07-05,1382.3978271484375
2018-07-06,1359.901123046875
2018-07-09,1381.8564453125
2018-07-10,1399.1845703125
2018-07-11,1392.4403076171875
2018-07-12,1395.2462158203125
2018-07-13,1386.5330810546875
2018-07-16,1388.3052978515625
2018-07-17,1380.1337890625
2018-07-18,1398.790771484375
2018-07-19,1413.362060546875
2018-07-20,1401.990478515625
2018-07-23,1417.3492431640625
2018-07-24,1440.6336669921875
2018-07-25,1500.592529296875
2018-07-26,1525.3045654296875
2018-07-27,1485.6767578125
2018-07-30,1500.100341796875
2018-07-31,1506.9920654296875
2018-08-01,1578.4700927734375
2018-08-02,1573.2027587890625
2018-08-03,1698.4364013671875
2018-08-06,1663.33740234375
2018-08-07,1685.24365234375
2018-08-08,1715.96142578125
2018-08-09,1717.0938720703125
2018-08-10,1737.5721435546875
2018-08-13,1695.679931640625
2018-08-14,1653.78759765625
2018-08-16,1681.84716796875
2018-08-17,1809.9361572265625
2018-08-20,1829.823974609375
2018-08-21,1800.23828125
2018-08-23,1779.07080078125
2018-08-24,1848.973388671875
2018-08-27,1844.24755859375
2018-08-28,1863.2984619140625
2018-08-29,1857.4896240234375
2018-08-30,1829.9715576171875
2018-08-31,1862.0185546875
2018-09-03,1835.68212890625
2018-09-04,1770.65283203125
2018-09-05,1749.92822265625
2018-09-06,1817.27099609375
2018-09-07,1835.288330078125
2018-09-10,1795.8572998046875
2018-09-11,1722.311767578125
2018-09-12,1656.9873046875
2018-09-14,1717.4383544921875
2018-09-17,1670.918701171875
2018-09-18,1649.8988037109375
2018-09-19,1687.90185546875
2018-09-21,1697.1075439453125
2018-09-24,1647.7818603515625
2018-09-25,1634.39208984375
2018-09-26,1662.500732421875
2018-09-27,1658.5135498046875
2018-09-28,1539.6788330078125
2018-10-01,1553.9549560546875
2018-10-03,1551.6412353515625
2018-10-04,1516.2469482421875
2018-10-05,1514.5238037109375
2018-10-08,1534.1160888671875
2018-10-09,1531.9010009765625
2018-10-10,1619.6729736328125
2018-10-11,1593.8780517578125
2018-10-12,1639.2161865234375
2018-10-15,1665.060546875
2018-10-16,1668.1126708984375
2018-10-17,1629.912353515625
2018-10-19,1662.69775390625
2018-10-22,1683.865478515625
2018-10-23,1654.3291015625
2018-10-24,1637.591796875
2018-10-25,1662.59912109375
2018-10-26,1655.9044189453125
2018-10-29,1672.6416015625
2018-10-30,1658.36572265625
2018-10-31,1688.3944091796875
2018-11-01,1672.4937744140625
2018-11-02,1652.0645751953125
2018-11-05,1671.3123779296875
2018-11-06,1671.3123779296875
2018-11-07,1688.788330078125
2018-11-09,1673.4783935546875
2018-11-12,1662.0576171875
2018-11-13,1670.8695068359375
2018-11-14,1655.3135986328125
2018-11-15,1664.3221435546875
2018-11-16,1641.0870361328125
2018-11-19,1624.842041015625
2018-11-20,1621.64208984375
2018-11-21,1566.409423828125
2018-11-22,1475.240478515625
2018-11-26,1362.165771484375
2018-11-27,1442.84912109375
2018-11-28,1458.0601806640625
2018-11-29,1414.740234375
2018-11-30,1371.17431640625
2018-12-03,1342.2286376953125
2018-12-04,1343.11474609375
2018-12-05,1327.9527587890625
2018-12-06,1308.261962890625
2018-12-07,1336.37060546875
2018-12-10,1301.813232421875
2018-12-11,1330.4140625
2018-12-12,1357.1937255859375
2018-12-13,1386.8779296875
2018-12-14,1378.509033203125
2018-12-17,1378.6075439453125
2018-12-18,1426.456298828125
2018-12-19,1439.9937744140625
2018-12-20,1453.2359619140625
2018-12-21,1464.6075439453125
2018-12-24,1447.5748291015625
2018-12-26,1452.2021484375
2018-12-27,1481.098388671875
2018-12-28,1447.5257568359375
2018-12-31,1429.1636962890625
2019-01-01,1421.28759765625
2019-01-02,1396.821533203125
2019-01-03,1393.6710205078125
2019-01-04,1443.8333740234375
2019-01-07,1445.753173828125
2019-01-08,1436.7940673828125
2019-01-09,1453.1866455078125
2019-01-10,1548.93359375
2019-01-11,1621.7406005859375
2019-01-14,1579.8974609375
2019-01-15,1613.569091796875
2019-01-16,1627.204833984375
2019-01-17,1599.1455078125
2019-01-18,1575.5654296875
2019-01-21,1591.26904296875
2019-01-22,1585.6571044921875
2019-01-23,1627.5494384765625
2019-01-24,1587.4293212890625
2019-01-25,1575.4178466796875
2019-01-28,1576.69775390625
2019-01-29,1576.008544921875
2019-01-30,1576.205322265625
2019-01-31,1576.9439697265625
2019-02-01,1628.38623046875
2019-02-04,1574.9254150390625
2019-02-05,1564.98193359375
2019-02-06,1583.6387939453125
2019-02-07,1766.9609375
2019-02-08,1781.335205078125
2019-02-11,1809.0501708984375
2019-02-12,1785.2734375
2019-02-14,1801.7152099609375
2019-02-15,1750.0760498046875
2019-02-18,1715.419921875
2019-02-19,1719.3089599609375
2019-02-20,1741.9534912109375
2019-02-21,1828.93798828125
2019-02-22,1847.98876953125
2019-02-25,1840.9986572265625
2019-02-26,1826.673583984375
2019-02-27,1922.2725830078125
2019-02-28,1997.048828125
2019-03-01,1951.8089599609375
2019-03-05,2038.596435546875
2019-03-06,2036.332275390625
2019-03-07,1945.8524169921875
2019-03-08,1954.71337890625
2019-03-11,1952.89208984375
2019-03-12,1905.4862060546875
2019-03-13,1902.237060546875
2019-03-14,1974.4041748046875
2019-03-15,1940.339111328125
2019-03-18,1915.7255859375
2019-03-19,1909.8182373046875
2019-03-20,1940.339111328125
2019-03-22,1928.3768310546875
2019-03-25,1947.4769287109375
2019-03-26,1945.06494140625
2019-03-27,1922.0758056640625
2019-03-28,1929.1153564453125
2019-04-01,1979.8682861328125
2019-04-02,1960.276123046875
2019-04-03,1967.020263671875
2019-04-04,1963.08203125
2019-04-05,1961.70361328125
2019-04-08,1937.4344482421875
2019-04-09,1929.75537109375
2019-04-10,1980.0162353515625
2019-04-11,2023.0408935546875
2019-04-12,2146.157958984375
2019-04-15,2229.745361328125
2019-04-16,2253.128662109375
2019-04-18,2230.6318359375
2019-04-22,2210.8916015625
2019-04-23,2187.361083984375
2019-04-24,2216.651123046875
2019-04-25,2232.5029296875
2019-04-26,2277.693115234375
2019-04-30,2321.55419921875
2019-05-02,2252.685546875
2019-05-03,2300.2392578125
2019-05-06,2277.1025390625
2019-05-07,2278.087158203125
2019-05-08,2124.547119140625
2019-05-09,2150.48974609375
2019-05-10,2186.474853515625
2019-05-13,2104.31494140625
2019-05-14,2133.2109375
2019-05-15,2222.312255859375
2019-05-16,2209.51318359375
2019-05-17,2302.7001953125
2019-05-20,2246.72900390625
2019-05-21,2176.284912109375
