Date,NMDC.NS
2015-08-21,11.218327522277832
2015-08-24,11.254496574401855
2015-08-25,11.20627212524414
2015-08-26,11.13393497467041
2015-08-27,11.664409637451172
2015-08-28,12.056233406066895
2015-08-31,12.176797866821289
2015-09-01,12.02006721496582
2015-09-02,12.062264442443848
2015-09-03,12.399837493896484
2015-09-04,11.84525203704834
2015-09-07,11.314776420593262
2015-09-08,11.525762557983398
2015-09-09,12.562596321105957
2015-09-10,12.194879531860352
2015-09-11,12.08034896850586
2015-09-14,12.41792106628418
2015-09-15,12.249136924743652
2015-09-16,12.098433494567871
2015-09-18,12.429978370666504
2015-09-21,12.716958045959473
2015-09-22,12.545357704162598
2015-09-23,12.042807579040527
2015-09-24,11.613801956176758
2015-09-28,11.454456329345703
2015-09-29,11.190921783447266
2015-09-30,11.411554336547852
2015-10-01,11.509614944458008
2015-10-05,11.668956756591797
2015-10-06,11.65057373046875
2015-10-07,11.742501258850098
2015-10-08,11.711857795715332
2015-10-09,11.78540325164795
2015-10-12,12.146990776062012
2015-10-13,12.146990776062012
2015-10-14,12.07957935333252
2015-10-15,12.324724197387695
2015-10-16,12.906947135925293
2015-10-19,12.716958045959473
2015-10-20,12.459554672241211
2015-10-21,12.404397964477539
2015-10-23,12.318594932556152
2015-10-26,11.975391387939453
2015-10-27,12.048934936523438
2015-10-28,12.336981773376465
2015-10-29,12.459554672241211
2015-10-30,12.287952423095703
2015-11-02,11.754758834838867
2015-11-03,11.626057624816895
2015-11-04,11.607670783996582
2015-11-05,11.521871566772461
2015-11-06,11.36252498626709
2015-11-09,11.393169403076172
2015-11-10,11.123509407043457
2015-11-13,11.172537803649902
2015-11-16,11.190921783447266
2015-11-17,11.460585594177246
2015-11-18,11.2338228225708
2015-11-19,11.270596504211426
2015-11-20,11.252209663391113
2015-11-23,11.325752258300781
2015-11-24,11.258338928222656
2015-11-26,11.209311485290527
2015-11-27,11.368653297424316
2015-11-30,11.65057373046875
2015-12-01,11.693472862243652
2015-12-02,11.54025650024414
2015-12-03,11.313495635986328
2015-12-04,11.246081352233887
2015-12-07,11.049962997436523
2015-12-08,10.829333305358887
2015-12-09,10.651601791381836
2015-12-10,10.847718238830566
2015-12-11,10.774174690246582
2015-12-14,10.780303955078125
2015-12-15,10.909002304077148
2015-12-16,10.890619277954102
2015-12-17,11.319626808166504
2015-12-18,11.068352699279785
2015-12-21,11.178667068481445
2015-12-22,10.902876853942871
2015-12-23,11.019320487976074
2015-12-24,11.14802360534668
2015-12-28,11.178667068481445
2015-12-29,11.14802360534668
2015-12-30,11.056093215942383
2015-12-31,11.013192176818848
2016-01-01,11.184793472290039
2016-01-04,11.025449752807617
2016-01-05,11.429940223693848
2016-01-06,11.105123519897461
2016-01-07,10.792561531066895
2016-01-08,10.927391052246094
2016-01-11,10.780303955078125
2016-01-12,10.994806289672852
2016-01-13,10.817075729370117
2016-01-14,10.70676040649414
2016-01-15,10.541285514831543
2016-01-18,10.363555908203125
2016-01-19,10.234851837158203
2016-01-20,9.903904914855957
2016-01-21,9.395228385925293
2016-01-22,9.842620849609375
2016-01-25,9.885519981384277
2016-01-27,9.81810474395752
2016-01-28,9.640373229980469
2016-01-29,9.89777660369873
2016-02-01,9.848749160766602
2016-02-02,9.671016693115234
2016-02-03,9.511672019958496
2016-02-04,9.959064483642578
2016-02-05,10.369683265686035
2016-02-08,10.179695129394531
2016-02-09,10.4003267288208
2016-02-10,10.308396339416504
2016-02-11,9.707788467407227
2016-02-12,9.640373229980469
2016-02-15,11.000936508178711
2016-02-16,10.964164733886719
2016-02-17,10.939648628234863
2016-02-18,10.890619277954102
2016-02-19,11.270596504211426
2016-02-22,11.368653297424316
2016-02-23,11.423812866210938
2016-02-24,11.368623733520508
2016-02-25,11.425148963928223
2016-02-26,11.297967910766602
2016-02-29,11.502872467041016
2016-03-01,11.644182205200195
2016-03-02,11.863216400146484
2016-03-03,12.470863342285156
2016-03-04,12.590981483459473
2016-03-08,13.354069709777832
2016-03-09,13.149166107177734
2016-03-10,13.163298606872559
2016-03-11,13.149166107177734
2016-03-14,13.368202209472656
2016-03-15,13.290478706359863
2016-03-16,13.156231880187988
2016-03-17,13.558975219726562
2016-03-18,13.862793922424316
2016-03-21,13.876927375793457
2016-03-22,14.230209350585938
2016-03-23,14.378589630126953
2016-03-28,13.90518856048584
2016-03-29,13.968780517578125
2016-03-30,14.415887832641602
2016-03-31,14.127571105957031
2016-04-01,14.113151550292969
2016-04-04,14.14919376373291
2016-04-05,14.10594654083252
2016-04-06,14.6465425491333
2016-04-07,14.725830078125
2016-04-08,14.696998596191406
2016-04-11,14.805115699768066
2016-04-12,14.545633316040039
2016-04-13,14.552838325500488
2016-04-18,14.394264221191406
2016-04-20,14.718623161315918
2016-04-21,14.725830078125
2016-04-22,14.415887832641602
2016-04-25,14.206857681274414
2016-04-26,14.120362281799316
2016-04-27,14.235690116882324
2016-04-28,13.738338470458984
2016-04-29,13.716720581054688
2016-05-02,14.062701225280762
2016-05-03,14.033869743347168
2016-05-04,13.442815780639648
2016-05-05,13.450024604797363
2016-05-06,13.421192169189453
2016-05-09,13.586974143981934
2016-05-10,13.356321334838867
2016-05-11,12.952678680419922
2016-05-12,13.07520866394043
2016-05-13,12.84455680847168
2016-05-16,12.90221881866455
2016-05-17,12.808518409729004
2016-05-18,13.341903686523438
2016-05-19,12.952678680419922
2016-05-20,13.204955101013184
2016-05-23,12.786892890930176
2016-05-24,12.952678680419922
2016-05-25,13.104043006896973
2016-05-26,13.17612361907959
2016-05-27,13.363530158996582
2016-05-30,12.938258171081543
2016-05-31,12.722021102905273
2016-06-01,12.484160423278809
2016-06-02,12.4481201171875
2016-06-03,12.99592399597168
2016-06-06,13.003130912780762
2016-06-07,13.183330535888672
2016-06-08,13.05358600616455
2016-06-09,13.132872581481934
2016-06-10,13.212160110473633
2016-06-13,13.01033878326416
2016-06-14,13.125665664672852
2016-06-15,13.190539360046387
2016-06-16,13.435606956481934
2016-06-17,13.435606956481934
2016-06-20,13.341903686523438
2016-06-21,13.262616157531738
2016-06-22,13.240992546081543
2016-06-23,13.190539360046387
2016-06-24,13.031962394714355
2016-06-27,13.05358600616455
2016-06-28,13.204955101013184
2016-06-29,13.522103309631348
2016-06-30,13.529311180114746
2016-07-01,13.579768180847168
2016-07-04,13.630223274230957
2016-07-05,13.716720581054688
2016-07-07,13.788796424865723
2016-07-08,13.637430191040039
2016-07-11,13.860877990722656
