Date,WKL.AS
2015-08-24,22.597888946533203
2015-08-25,23.199050903320312
2015-08-26,22.94438934326172
2015-08-27,23.45371437072754
2015-08-28,23.633222579956055
2015-08-31,23.587305068969727
2015-09-01,23.14895248413086
2015-09-02,23.26584815979004
2015-09-03,24.11749839782715
2015-09-04,23.800214767456055
2015-09-07,23.871185302734375
2015-09-08,24.217689514160156
2015-09-09,24.50157356262207
2015-09-10,24.230213165283203
2015-09-11,23.79186248779297
2015-09-14,23.691669464111328
2015-09-15,23.766817092895508
2015-09-16,23.967206954956055
2015-09-17,24.000600814819336
2015-09-18,23.745943069458008
2015-09-21,24.11332130432129
2015-09-22,23.50381088256836
2015-09-23,23.478757858276367
2015-09-24,22.831703186035156
2015-09-25,23.29808807373047
2015-09-28,22.756074905395508
2015-09-29,22.764482498168945
2015-09-30,23.117416381835938
2015-10-01,23.083805084228516
2015-10-02,23.180442810058594
2015-10-05,23.873714447021484
2015-10-06,23.940940856933594
2015-10-07,23.8695125579834
2015-10-08,24.298084259033203
2015-10-09,24.05438232421875
2015-10-12,23.840103149414062
2015-10-13,23.806488037109375
2015-10-14,23.735063552856445
2015-10-15,24.34429168701172
2015-10-16,24.714040756225586
2015-10-19,25.041770935058594
2015-10-20,25.02916717529297
2015-10-21,25.09218978881836
2015-10-22,25.159414291381836
2015-10-23,25.596384048461914
2015-10-26,25.642602920532227
2015-10-27,25.596384048461914
2015-10-28,25.894704818725586
2015-10-29,26.087976455688477
2015-10-30,25.877893447875977
2015-11-02,25.932518005371094
2015-11-03,25.945119857788086
2015-11-04,26.508140563964844
2015-11-05,26.730825424194336
2015-11-06,26.747634887695312
2015-11-09,26.848474502563477
2015-11-10,27.008136749267578
2015-11-11,27.39889144897461
2015-11-12,27.155195236206055
2015-11-13,26.701417922973633
2015-11-16,26.6215877532959
2015-11-17,27.369476318359375
2015-11-18,27.071163177490234
2015-11-19,27.277042388916016
2015-11-20,27.26443862915039
2015-11-23,27.243427276611328
2015-11-24,26.894685745239258
2015-11-25,27.3526668548584
2015-11-26,27.541744232177734
2015-11-27,27.604764938354492
2015-11-30,27.482921600341797
2015-12-01,27.667797088623047
2015-12-02,28.012325286865234
2015-12-03,27.033342361450195
2015-12-04,26.524946212768555
2015-12-07,26.945112228393555
2015-12-08,26.701417922973633
2015-12-09,26.054359436035156
2015-12-10,25.945119857788086
2015-12-11,25.625797271728516
2015-12-14,25.260251998901367
2015-12-15,25.75604820251465
2015-12-16,25.663610458374023
2015-12-17,25.873693466186523
2015-12-18,25.659406661987305
2015-12-21,25.550167083740234
2015-12-22,25.672016143798828
2015-12-23,26.15520477294922
2015-12-24,26.04175567626953
2015-12-28,25.9703311920166
2015-12-29,26.39889907836914
2015-12-30,26.35268211364746
2016-01-04,25.33588218688965
2016-01-05,25.566974639892578
2016-01-06,25.142610549926758
2016-01-07,25.78966522216797
2016-01-08,25.268653869628906
2016-01-11,25.167818069458008
2016-01-12,25.516550064086914
2016-01-13,25.457731246948242
2016-01-14,25.197229385375977
2016-01-15,24.77706527709961
2016-01-18,24.76866340637207
2016-01-19,24.655216217041016
2016-01-20,23.936735153198242
2016-01-21,24.34850311279297
2016-01-22,25.457731246948242
2016-01-25,25.432525634765625
2016-01-26,25.47453498840332
2016-01-27,25.91571044921875
2016-01-28,25.739238739013672
2016-01-29,26.335872650146484
2016-02-01,26.596376419067383
2016-02-02,26.29806137084961
2016-02-03,26.054359436035156
2016-02-04,25.7308349609375
2016-02-05,25.108997344970703
2016-02-08,24.48295021057129
2016-02-09,24.51656723022461
2016-02-10,24.743452072143555
2016-02-11,24.062788009643555
2016-02-12,24.256061553955078
2016-02-15,25.00815773010254
2016-02-16,25.151012420654297
2016-02-17,25.86109161376953
2016-02-18,26.079572677612305
2016-02-19,26.07537269592285
2016-02-22,26.470327377319336
2016-02-23,26.29385757446289
2016-02-24,27.667797088623047
2016-02-25,27.940898895263672
2016-02-26,28.419889450073242
2016-02-29,29.23920249938965
2016-03-01,29.65937614440918
2016-03-02,29.256011962890625
2016-03-03,28.71400260925293
2016-03-04,28.77702522277832
2016-03-07,28.650976181030273
2016-03-08,28.482908248901367
2016-03-09,28.852659225463867
2016-03-10,28.373666763305664
2016-03-11,28.86526107788086
2016-03-14,29.340042114257812
2016-03-15,29.52491569519043
2016-03-16,29.705591201782227
2016-03-17,29.344247817993164
2016-03-18,29.00391387939453
2016-03-21,29.1635799407959
2016-03-22,29.256011962890625
2016-03-23,29.495498657226562
2016-03-24,29.566936492919922
2016-03-29,29.709787368774414
2016-03-30,30.09634017944336
2016-03-31,29.47870445251465
2016-04-01,29.26021385192871
2016-04-04,29.39046287536621
2016-04-05,29.27281379699707
2016-04-06,29.445087432861328
2016-04-07,29.373655319213867
2016-04-08,29.642562866210938
2016-04-11,29.550127029418945
2016-04-12,29.680376052856445
2016-04-13,29.86945343017578
2016-04-14,29.919870376586914
2016-04-15,29.84004020690918
2016-04-18,29.894655227661133
2016-04-19,30.272809982299805
2016-04-20,30.205581665039062
2016-04-21,29.230804443359375
2016-04-22,28.785423278808594
2016-04-25,28.806793212890625
2016-04-26,28.546154022216797
2016-04-27,28.477792739868164
2016-04-28,28.729883193969727
2016-04-29,28.40087890625
2016-05-02,28.4350643157959
2016-05-03,28.311153411865234
2016-05-04,28.191524505615234
2016-05-05,28.392333984375
2016-05-06,28.571796417236328
2016-05-09,28.772613525390625
2016-05-10,28.840970993041992
2016-05-11,29.221242904663086
2016-05-12,29.024702072143555
2016-05-13,29.028976440429688
2016-05-16,29.135793685913086
2016-05-17,29.110151290893555
2016-05-18,29.088790893554688
2016-05-19,29.08452033996582
2016-05-20,29.742517471313477
2016-05-23,29.644237518310547
2016-05-24,30.23389434814453
2016-05-25,30.38770866394043
2016-05-26,30.485979080200195
2016-05-27,30.63551902770996
2016-05-30,30.81924819946289
2016-05-31,30.61416244506836
2016-06-01,30.866252899169922
2016-06-02,30.896162033081055
2016-06-03,30.78079605102539
2016-06-06,30.532978057861328
2016-06-07,30.631256103515625
2016-06-08,30.42188262939453
2016-06-09,29.947607040405273
2016-06-10,29.285335540771484
2016-06-13,28.73415756225586
2016-06-14,28.3154239654541
2016-06-15,28.4564266204834
2016-06-16,28.259883880615234
2016-06-17,28.550432205200195
2016-06-20,29.33233642578125
2016-06-21,29.716890335083008
2016-06-22,29.669889450073242
2016-06-23,29.913436889648438
2016-06-24,29.054609298706055
2016-06-27,29.460521697998047
2016-06-28,30.122800827026367
2016-06-29,30.618431091308594
2016-06-30,31.242250442504883
2016-07-01,31.361892700195312
2016-07-04,31.246522903442383
2016-07-05,30.97734832763672
2016-07-06,30.61416244506836
2016-07-07,30.716703414916992
2016-07-08,30.93889045715332
2016-07-11,31.396076202392578
2016-07-12,31.87034797668457
2016-07-13,32.066898345947266
2016-07-14,31.97715950012207
2016-07-15,31.951534271240234
2016-07-18,31.814800262451172
2016-07-19,32.024166107177734
2016-07-20,32.40442657470703
2016-07-21,32.2933464050293
2016-07-22,32.39589309692383
2016-07-25,32.600990295410156
2016-07-26,32.186527252197266
2016-07-27,32.1480712890625
2016-07-28,32.25916290283203
2016-07-29,32.15234375
2016-08-01,32.173709869384766
2016-08-02,32.024166107177734
2016-08-03,31.68233871459961
2016-08-04,31.981433868408203
2016-08-05,32.30189514160156
2016-08-08,32.04979705810547
2016-08-09,32.468528747558594
2016-08-10,32.596710205078125
2016-08-11,32.76762390136719
2016-08-12,32.82316589355469
2016-08-15,32.515525817871094
2016-08-16,32.1395263671875
2016-08-17,31.925901412963867
2016-08-18,32.417259216308594
2016-08-19,32.30189514160156
2016-08-22,32.2719841003418
2016-08-23,32.67789077758789
2016-08-24,32.553977966308594
2016-08-25,32.186527252197266
2016-08-26,32.2677116394043
2016-08-29,32.327823638916016
2016-08-30,32.409420013427734
2016-08-31,32.31494140625
2016-09-01,32.19470977783203
2016-09-02,33.04498291015625
2016-09-05,33.02351760864258
2016-09-06,32.920448303222656
2016-09-07,33.152339935302734
