Date,EQTL3.SA
2015-08-24,5.54439640045166
2015-08-25,5.73141622543335
2015-08-26,5.792653560638428
2015-08-27,5.908506393432617
2015-08-28,5.875405311584473
2015-08-31,5.850580215454102
2015-09-01,5.610598564147949
2015-09-02,5.504674911499023
2015-09-03,5.580807685852051
2015-09-04,5.411993503570557
2015-09-08,5.375583171844482
2015-09-09,5.395442962646484
2015-09-10,5.302760124206543
2015-09-11,5.516261100769043
2015-09-14,5.6999711990356445
2015-09-15,5.683420181274414
2015-09-16,5.8588547706604
2015-09-17,5.875405311584473
2015-09-18,5.681765556335449
2015-09-21,5.623838901519775
2015-09-22,5.7049360275268555
2015-09-23,5.660249710083008
2015-09-24,5.627148628234863
2015-09-25,5.547706604003906
2015-09-28,5.512950897216797
2015-09-29,5.6139092445373535
2015-09-30,5.603978633880615
2015-10-01,5.5576372146606445
2015-10-02,5.7049360275268555
2015-10-05,5.6354241371154785
2015-10-06,5.627148628234863
2015-10-07,5.709901809692383
2015-10-08,5.680110931396484
2015-10-09,5.723141670227051
2015-10-13,5.709901809692383
2015-10-14,5.651974201202393
2015-10-15,5.728106498718262
2015-10-16,5.693350315093994
2015-10-19,5.812513828277588
2015-10-20,5.776102542877197
2015-10-21,5.567567825317383
2015-10-22,5.663560390472412
2015-10-23,5.658594608306885
2015-10-26,5.741346836090088
2015-10-27,5.824099540710449
2015-10-28,5.886990547180176
2015-10-29,5.738037109375
2015-10-30,5.6916961669921875
2015-11-03,5.7860331535339355
2015-11-04,5.949883460998535
2015-11-05,5.999534606933594
2015-11-06,6.016084671020508
2015-11-09,5.944917678833008
2015-11-10,6.067391395568848
2015-11-11,6.100492477416992
2015-11-12,6.156763553619385
2015-11-13,6.214690208435059
2015-11-16,6.19482946395874
2015-11-17,6.1302809715271
2015-11-18,6.136902332305908
2015-11-19,6.118696212768555
2015-11-23,6.110422134399414
2015-11-24,6.181589126586914
2015-11-25,6.021048545837402
2015-11-26,6.029324531555176
2015-11-27,5.762862682342529
2015-11-30,5.809203624725342
2015-12-01,5.683420181274414
2015-12-02,5.640389442443848
2015-12-03,5.817479133605957
2015-12-04,5.781068325042725
2015-12-07,5.852235317230225
2015-12-08,5.8588547706604
2015-12-09,6.007808685302734
2015-12-10,5.916780948638916
2015-12-11,5.933332443237305
2015-12-14,5.809203624725342
2015-12-15,5.800929069519043
2015-12-16,5.794309139251709
2015-12-17,5.802582740783691
2015-12-18,5.741346836090088
2015-12-21,5.776102542877197
2015-12-22,5.724797248840332
2015-12-23,5.8472700119018555
2015-12-28,5.825143814086914
2015-12-29,5.786698818206787
2015-12-30,5.723182678222656
2016-01-04,5.515917778015137
2016-01-05,5.783356666564941
2016-01-06,5.816786289215088
2016-01-07,5.656323432922363
2016-01-08,5.733211040496826
2016-01-11,5.723182678222656
2016-01-12,5.7632975578308105
2016-01-13,5.783356666564941
2016-01-14,5.657994270324707
2016-01-15,5.557705402374268
2016-01-18,5.559376239776611
2016-01-19,5.557705402374268
2016-01-20,5.540990352630615
2016-01-21,5.649637699127197
2016-01-22,5.718168258666992
2016-01-26,5.669694900512695
2016-01-27,5.739898681640625
2016-01-28,5.793385982513428
2016-01-29,6.045780181884766
2016-02-01,6.075867652893066
2016-02-02,5.958862781524658
2016-02-03,6.000649929046631
2016-02-04,6.090910911560059
2016-02-05,6.085896015167236
2016-02-10,6.0290656089782715
2016-02-11,5.987278938293457
2016-02-12,5.990621089935303
2016-02-15,6.032408714294434
2016-02-16,6.040766716003418
2016-02-17,6.132697582244873
2016-02-18,6.169471263885498
2016-02-19,6.177828311920166
2016-02-22,6.231316089630127
2016-02-23,6.202900409698486
2016-02-24,6.229644298553467
2016-02-25,6.346650123596191
2016-02-26,6.361692428588867
2016-02-29,6.4001359939575195
2016-03-01,6.351664066314697
2016-03-02,6.360021114349365
2016-03-03,6.557257652282715
2016-03-04,6.615757942199707
2016-03-07,6.573971271514893
2016-03-08,6.652531147003174
2016-03-09,6.6592183113098145
2016-03-10,6.76953649520874
2016-03-11,6.786251068115234
2016-03-14,6.535527229309082
2016-03-15,6.520483493804932
