Date,BSE500IETF.NS
2023-12-12,31.43000030517578
2023-12-13,31.360000610351562
2023-12-14,31.84000015258789
2023-12-15,32.11000061035156
2023-12-18,32.15999984741211
2023-12-19,32.150001525878906
2023-12-20,31.59000015258789
2023-12-21,31.709999084472656
2023-12-22,31.8799991607666
2023-12-26,32.11000061035156
2023-12-27,32.38999938964844
2023-12-28,32.439998626708984
2023-12-29,32.560001373291016
2024-01-01,32.68000030517578
2024-01-02,32.58000183105469
2024-01-03,32.5
2024-01-04,32.66999816894531
2024-01-05,32.75
2024-01-08,32.599998474121094
2024-01-09,32.63999938964844
2024-01-10,32.779998779296875
2024-01-11,32.880001068115234
2024-01-12,33.04999923706055
2024-01-15,33.34000015258789
2024-01-16,33.25
2024-01-17,32.709999084472656
2024-01-19,32.880001068115234
2024-01-23,32.220001220703125
2024-01-24,32.47999954223633
2024-01-25,32.41999816894531
2024-01-29,33.040000915527344
2024-01-30,32.900001525878906
2024-01-31,33.13999938964844
2024-02-01,33.11000061035156
2024-02-02,33.40999984741211
2024-02-05,33.36000061035156
2024-02-06,33.68000030517578
2024-02-07,33.68000030517578
2024-02-08,33.59000015258789
2024-02-09,33.4900016784668
2024-02-12,33.060001373291016
2024-02-13,33.16999816894531
2024-02-14,33.43000030517578
2024-02-15,33.61000061035156
2024-02-16,33.79999923706055
2024-02-19,34.04999923706055
2024-02-20,33.959999084472656
2024-02-21,34.119998931884766
2024-02-22,33.880001068115234
2024-02-23,34.09000015258789
2024-02-26,34.06999969482422
2024-02-27,34.060001373291016
2024-02-28,33.630001068115234
2024-02-29,33.56999969482422
2024-03-01,34.11000061035156
2024-03-04,34.349998474121094
2024-03-05,34.22999954223633
2024-03-06,34.11000061035156
2024-03-07,34.25
2024-03-11,34.119998931884766
2024-03-12,33.869998931884766
2024-03-13,33.029998779296875
2024-03-14,33.27000045776367
2024-03-15,33.189998626708984
2024-03-18,33.22999954223633
2024-03-19,32.970001220703125
2024-03-20,32.900001525878906
2024-03-21,33.400001525878906
2024-03-22,33.619998931884766
2024-03-26,33.599998474121094
2024-03-27,33.849998474121094
2024-03-28,34.029998779296875
2024-04-01,34.2599983215332
2024-04-02,34.43000030517578
2024-04-03,34.63999938964844
2024-04-04,34.599998474121094
2024-04-05,34.709999084472656
2024-04-08,34.95000076293945
2024-04-09,34.90999984741211
2024-04-10,35.0
2024-04-12,34.86000061035156
2024-04-15,34.31999969482422
2024-04-16,34.27000045776367
2024-04-18,34.09000015258789
2024-04-19,34.09000015258789
2024-04-22,34.41999816894531
2024-04-23,34.63999938964844
2024-04-24,34.7400016784668
2024-04-25,34.91999816894531
2024-04-26,34.869998931884766
2024-04-29,35.0
2024-04-30,35.20000076293945
2024-05-02,35.36000061035156
2024-05-03,35.18000030517578
2024-05-06,35.0099983215332
2024-05-07,34.630001068115234
2024-05-08,34.689998626708984
2024-05-09,34.13999938964844
2024-05-10,34.36000061035156
2024-05-13,34.45000076293945
2024-05-14,34.599998474121094
2024-05-15,34.869998931884766
2024-05-16,35.099998474121094
2024-05-17,35.33000183105469
2024-05-21,35.459999084472656
2024-05-22,35.5099983215332
2024-05-23,35.939998626708984
2024-05-24,36.209999084472656
2024-05-27,36.16999816894531
2024-05-28,35.9900016784668
2024-05-29,35.790000915527344
2024-05-30,35.5
2024-05-31,35.709999084472656
2024-06-03,36.380001068115234
2024-06-04,34.58000183105469
2024-06-05,35.099998474121094
2024-06-06,35.880001068115234
2024-06-07,36.529998779296875
2024-06-10,36.709999084472656
2024-06-11,36.77000045776367
2024-06-12,36.93000030517578
2024-06-13,37.11000061035156
2024-06-14,37.290000915527344
2024-06-18,37.540000915527344
2024-06-19,37.43000030517578
2024-06-20,37.4900016784668
2024-06-21,37.470001220703125
2024-06-24,37.5099983215332
2024-06-25,37.59000015258789
2024-06-26,37.720001220703125
2024-06-27,37.72999954223633
2024-06-28,38.029998779296875
2024-07-01,38.119998931884766
2024-07-02,38.130001068115234
2024-07-03,38.38999938964844
2024-07-04,38.619998931884766
2024-07-05,38.619998931884766
2024-07-08,38.66999816894531
2024-07-09,38.849998474121094
2024-07-10,38.540000915527344
2024-07-11,38.63999938964844
2024-07-12,38.84000015258789
2024-07-15,39.06999969482422
2024-07-16,38.970001220703125
2024-07-18,39.0
2024-07-19,38.540000915527344
2024-07-22,38.63999938964844
2024-07-23,38.52000045776367
2024-07-24,38.5
2024-07-25,38.47999954223633
2024-07-26,39.11000061035156
2024-07-29,39.38999938964844
2024-07-30,39.47999954223633
2024-07-31,39.63999938964844
2024-08-01,39.54999923706055
2024-08-02,39.279998779296875
2024-08-05,38.72999954223633
2024-08-06,37.91999816894531
