Date,BSE500IETF.NS
2024-08-07,38.38999938964844
2024-08-08,38.38999938964844
2024-08-09,38.5
2024-08-12,38.58000183105469
2024-08-13,38.33000183105469
2024-08-14,38.22999954223633
2024-08-16,38.650001525878906
2024-08-19,39.0099983215332
2024-08-20,39.150001525878906
2024-08-21,39.36000061035156
2024-08-22,39.52000045776367
2024-08-23,39.439998626708984
2024-08-26,39.63999938964844
2024-08-28,39.84000015258789
2024-08-29,39.7400016784668
2024-08-30,39.900001525878906
2024-09-02,40.0
2024-09-03,40.040000915527344
2024-09-04,40.029998779296875
2024-09-05,40.06999969482422
2024-09-06,39.599998474121094
2024-09-09,39.43000030517578
2024-09-10,39.880001068115234
2024-09-11,39.66999816894531
2024-09-12,40.15999984741211
2024-09-13,40.27000045776367
2024-09-16,40.40999984741211
2024-09-17,40.40999984741211
2024-09-18,40.2400016784668
2024-09-19,40.06999969482422
2024-09-20,40.4900016784668
2024-09-23,40.880001068115234
2024-09-24,41.11000061035156
2024-09-25,41.189998626708984
2024-09-26,41.20000076293945
2024-09-27,41.29999923706055
2024-09-30,40.88999938964844
2024-10-01,40.869998931884766
2024-10-03,40.29999923706055
2024-10-04,39.68000030517578
2024-10-07,39.09000015258789
2024-10-08,39.4900016784668
2024-10-09,39.880001068115234
2024-10-10,39.75
2024-10-11,39.7599983215332
2024-10-14,39.849998474121094
2024-10-15,39.93000030517578
2024-10-16,39.810001373291016
2024-10-17,39.380001068115234
2024-10-18,39.38999938964844
2024-10-21,39.189998626708984
2024-10-22,38.470001220703125
2024-10-23,38.43000030517578
2024-10-24,38.380001068115234
2024-10-25,37.91999816894531
2024-10-28,38.150001525878906
2024-10-29,38.34000015258789
2024-10-31,38.22999954223633
2024-11-01,38.36000061035156
2024-11-04,37.93000030517578
2024-11-06,38.7400016784668
2024-11-07,38.400001525878906
2024-11-08,38.16999816894531
2024-11-11,38.08000183105469
2024-11-12,37.66999816894531
2024-11-13,36.959999084472656
2024-11-14,37.04999923706055
2024-11-18,36.88999938964844
2024-11-19,37.060001373291016
2024-11-21,36.790000915527344
2024-11-22,37.41999816894531
2024-11-25,37.9900016784668
2024-11-26,38.04999923706055
2024-11-27,38.18000030517578
2024-11-28,38.27000045776367
2024-11-29,38.209999084472656
2024-12-02,38.380001068115234
2024-12-03,38.75
2024-12-04,38.81999969482422
2024-12-05,39.0
2024-12-06,39.22999954223633
2024-12-09,39.209999084472656
2024-12-10,39.08000183105469
2024-12-11,39.290000915527344
2024-12-12,39.130001068115234
2024-12-13,39.2400016784668
2024-12-16,39.15999984741211
2024-12-17,38.84000015258789
2024-12-18,38.560001373291016
2024-12-19,38.2400016784668
2024-12-20,37.529998779296875
2024-12-23,37.650001525878906
2024-12-24,37.650001525878906
2024-12-26,37.709999084472656
2024-12-27,37.689998626708984
2024-12-30,37.529998779296875
2024-12-31,37.619998931884766
2025-01-01,37.619998931884766
2025-01-02,37.970001220703125
2025-01-03,38.150001525878906
2025-01-06,37.310001373291016
2025-01-07,37.58000183105469
2025-01-08,37.41999816894531
2025-01-09,37.04999923706055
2025-01-10,36.65999984741211
2025-01-13,35.72999954223633
2025-01-14,36.0
2025-01-15,36.20000076293945
2025-01-16,36.459999084472656
2025-01-17,36.13999938964844
2025-01-20,36.599998474121094
2025-01-21,36.040000915527344
2025-01-22,35.88999938964844
2025-01-23,36.20000076293945
2025-01-24,35.900001525878906
2025-01-27,35.189998626708984
2025-01-28,35.16999816894531
2025-01-29,35.75
2025-01-30,35.83000183105469
2025-01-31,36.29999923706055
2025-02-01,36.2599983215332
2025-02-03,35.970001220703125
2025-02-04,36.529998779296875
2025-02-05,36.70000076293945
2025-02-06,36.380001068115234
2025-02-07,36.470001220703125
2025-02-10,35.86000061035156
2025-02-11,35.310001373291016
2025-02-12,35.06999969482422
2025-02-13,35.150001525878906
2025-02-14,34.7599983215332
2025-02-17,34.66999816894531
2025-02-18,34.63999938964844
2025-02-19,34.88999938964844
2025-02-20,35.06999969482422
2025-02-21,34.86000061035156
2025-02-24,34.11000061035156
2025-02-25,34.33000183105469
2025-02-27,34.209999084472656
2025-02-28,33.58000183105469
2025-03-03,33.290000915527344
2025-03-04,33.52000045776367
2025-03-05,34.040000915527344
2025-03-06,34.459999084472656
2025-03-07,34.5099983215332
2025-03-10,34.15999984741211
2025-03-11,34.13999938964844
2025-03-12,34.099998474121094
2025-03-13,33.93000030517578
2025-03-17,34.11000061035156
2025-03-18,34.869998931884766
2025-03-19,35.119998931884766
2025-03-20,35.5099983215332
2025-03-21,35.83000183105469
2025-03-24,36.310001373291016
2025-03-25,36.11000061035156
2025-03-26,35.849998474121094
2025-03-27,35.880001068115234
2025-03-28,35.939998626708984
2025-04-01,35.4900016784668
2025-04-02,35.880001068115234
2025-04-03,35.810001373291016
2025-04-04,35.04999923706055
2025-04-07,33.880001068115234
2025-04-08,34.47999954223633
2025-04-09,34.349998474121094
2025-04-11,35.0
2025-04-15,35.79999923706055
2025-04-16,35.959999084472656
2025-04-17,36.470001220703125
2025-04-21,36.91999816894531
2025-04-22,37.16999816894531
2025-04-23,37.27000045776367
2025-04-24,37.22999954223633
2025-04-25,36.779998779296875
2025-04-28,37.130001068115234
2025-04-29,37.13999938964844
2025-04-30,37.060001373291016
2025-05-02,37.04999923706055
2025-05-05,37.380001068115234
2025-05-06,36.970001220703125
2025-05-07,37.150001525878906
2025-05-08,36.720001220703125
2025-05-09,36.5099983215332
2025-05-12,37.779998779296875
2025-05-13,37.56999969482422
2025-05-14,37.790000915527344
2025-05-15,38.22999954223633
2025-05-16,38.47999954223633
2025-05-19,38.45000076293945
2025-05-20,37.9900016784668
2025-05-21,38.27000045776367
2025-05-22,38.08000183105469
2025-05-23,38.310001373291016
2025-05-26,38.470001220703125
2025-05-27,38.540000915527344
2025-05-28,38.27000045776367
2025-05-29,38.45000076293945
2025-05-30,38.459999084472656
2025-06-02,38.349998474121094
2025-06-03,38.2400016784668
2025-06-04,38.36000061035156
2025-06-05,38.5099983215332
2025-06-06,38.86000061035156
2025-06-09,39.25
2025-06-10,39.209999084472656
2025-06-11,39.25
2025-06-12,38.810001373291016
2025-06-13,38.40999984741211
2025-06-16,38.84000015258789
2025-06-17,38.720001220703125
2025-06-18,38.61000061035156
2025-06-19,38.36000061035156
2025-06-20,38.95000076293945
2025-06-23,38.689998626708984
2025-06-24,38.90999984741211
2025-06-25,39.130001068115234
2025-06-26,39.40999984741211
2025-06-27,39.619998931884766
2025-06-30,39.650001525878906
2025-07-01,39.790000915527344
2025-07-02,39.59000015258789
2025-07-03,39.630001068115234
2025-07-04,39.650001525878906
2025-07-07,39.65999984741211
2025-07-08,39.630001068115234
2025-07-09,39.65999984741211
2025-07-10,39.58000183105469
2025-07-11,39.27000045776367
2025-07-14,39.2400016784668
2025-07-15,39.560001373291016
2025-07-16,39.58000183105469
2025-07-17,39.5
2025-07-18,39.31999969482422
2025-07-21,39.349998474121094
2025-07-22,39.349998474121094
2025-07-23,39.45000076293945
2025-07-24,39.369998931884766
2025-07-25,39.220001220703125
2025-07-28,38.4900016784668
2025-07-29,38.88999938964844
2025-07-30,38.75
2025-07-31,38.7400016784668
2025-08-01,38.34000015258789
