Date,CAT
2015-08-03,59.974056243896484
2015-08-04,59.46171569824219
2015-08-05,59.67908477783203
2015-08-06,60.12931823730469
2015-08-07,59.997352600097656
2015-08-10,62.22522735595703
2015-08-11,60.579551696777344
2015-08-12,61.26264953613281
2015-08-13,60.362213134765625
2015-08-14,60.928855895996094
2015-08-17,60.96770477294922
2015-08-18,61.18503189086914
2015-08-19,60.090511322021484
2015-08-20,59.314231872558594
2015-08-21,58.21969985961914
2015-08-24,56.52745819091797
2015-08-25,55.93749237060547
2015-08-26,57.34253692626953
2015-08-27,58.73203659057617
2015-08-28,58.957149505615234
2015-08-31,59.337528228759766
2015-09-01,58.1420783996582
2015-09-02,59.07359313964844
2015-09-03,57.792762756347656
2015-09-04,56.74479675292969
2015-09-08,57.676326751708984
2015-09-09,56.63612365722656
2015-09-10,56.216941833496094
2015-09-11,56.37995910644531
2015-09-14,56.4886474609375
2015-09-15,57.89368438720703
2015-09-16,58.71649169921875
2015-09-17,57.49002456665039
2015-09-18,55.782230377197266
2015-09-21,56.01513671875
2015-09-22,55.64251708984375
2015-09-23,54.49365234375
2015-09-24,51.078094482421875
2015-09-25,50.441551208496094
2015-09-28,49.51780319213867
2015-09-29,49.921451568603516
2015-09-30,50.736541748046875
2015-10-01,49.98355484008789
2015-10-02,51.00045394897461
2015-10-05,53.70185470581055
2015-10-06,54.974918365478516
2015-10-07,54.63336944580078
2015-10-08,55.7667121887207
2015-10-09,55.347557067871094
2015-10-12,54.72651672363281
2015-10-13,54.47035598754883
2015-10-14,54.889530181884766
2015-10-15,54.982688903808594
2015-10-16,54.08998489379883
2015-10-19,53.771732330322266
2015-10-20,54.547977447509766
2015-10-21,54.08222579956055
2015-10-22,55.636409759521484
2015-10-23,56.319278717041016
2015-10-26,56.13877487182617
2015-10-27,55.25178909301758
2015-10-28,56.49199676513672
2015-10-29,56.49199676513672
2015-10-30,57.29262924194336
2015-11-02,58.3522834777832
2015-11-03,58.67412185668945
2015-11-04,58.51712417602539
2015-11-05,58.25810241699219
2015-11-06,57.95981979370117
2015-11-09,56.42919158935547
2015-11-10,56.853057861328125
2015-11-11,56.44489288330078
2015-11-12,53.89384078979492
2015-11-13,54.65522766113281
2015-11-16,55.25178909301758
2015-11-17,54.466835021972656
2015-11-18,55.19685363769531
2015-11-19,54.96135330200195
2015-11-20,55.840492248535156
2015-11-23,55.74628448486328
2015-11-24,56.044559478759766
2015-11-25,56.11521911621094
2015-11-27,55.903289794921875
2015-11-30,57.0257568359375
2015-12-01,56.1701774597168
2015-12-02,55.75413513183594
2015-12-03,54.66307067871094
2015-12-04,54.929954528808594
2015-12-07,53.65835952758789
2015-12-08,52.22977828979492
2015-12-09,51.735286712646484
2015-12-10,52.10418701171875
2015-12-11,51.35848617553711
2015-12-14,51.90010070800781
2015-12-15,52.39461135864258
2015-12-16,53.15599822998047
2015-12-17,50.94248962402344
2015-12-18,51.107322692871094
2015-12-21,51.209354400634766
2015-12-22,53.697608947753906
2015-12-23,54.85931396484375
2015-12-24,54.45899963378906
2015-12-28,53.831050872802734
2015-12-29,54.30986404418945
2015-12-30,53.91740417480469
2015-12-31,53.34438705444336
2016-01-04,53.3679313659668
2016-01-05,52.81063461303711
2016-01-06,51.97859191894531
2016-01-07,50.188934326171875
2016-01-08,49.67872619628906
2016-01-11,48.250144958496094
2016-01-12,48.3521728515625
2016-01-13,47.79486846923828
2016-01-14,48.87809753417969
2016-01-15,47.5826301574707
2016-01-19,46.915016174316406
2016-01-20,46.740177154541016
2016-01-21,47.43956756591797
2016-01-22,48.464813232421875
2016-01-25,46.024871826171875
2016-01-26,47.01833724975586
2016-01-27,46.3507194519043
2016-01-28,48.54429244995117
2016-01-29,49.46622085571289
2016-02-01,49.83180618286133
2016-02-02,48.21843338012695
2016-02-03,50.284828186035156
2016-02-04,52.422752380371094
2016-02-05,52.54989242553711
2016-02-08,51.325965881347656
2016-02-09,50.80936813354492
2016-02-10,49.386749267578125
2016-02-11,48.80656051635742
2016-02-12,50.1894645690918
2016-02-16,51.82667922973633
2016-02-17,53.4559326171875
2016-02-18,52.54989242553711
2016-02-19,51.99356460571289
2016-02-22,53.49567413330078
2016-02-23,52.279693603515625
2016-02-24,52.35916519165039
2016-02-25,52.82807540893555
2016-02-26,53.1459846496582
2016-02-29,53.80562973022461
2016-03-01,54.91034698486328
2016-03-02,55.14085006713867
2016-03-03,57.024417877197266
2016-03-04,57.89073181152344
2016-03-07,59.424625396728516
2016-03-08,57.008541107177734
2016-03-09,57.119808197021484
2016-03-10,56.71449279785156
2016-03-11,57.858943939208984
2016-03-14,57.80331039428711
2016-03-15,57.572811126708984
2016-03-16,59.08287811279297
2016-03-17,60.322715759277344
2016-03-18,59.980979919433594
2016-03-21,60.31476593017578
2016-03-22,60.044551849365234
2016-03-23,58.55833053588867
2016-03-24,59.83789825439453
2016-03-28,59.86174011230469
2016-03-29,60.410133361816406
2016-03-30,60.807533264160156
2016-03-31,60.831382751464844
2016-04-01,61.030059814453125
2016-04-04,60.17964553833008
2016-04-05,59.79815673828125
2016-04-06,59.78226852416992
2016-04-07,58.94777297973633
2016-04-08,59.0908203125
2016-04-11,59.31336212158203
2016-04-12,60.48167037963867
2016-04-13,62.88979721069336
2016-04-14,62.826236724853516
2016-04-15,62.92159652709961
2016-04-18,62.98517990112305
2016-04-19,63.89121627807617
2016-04-20,63.3746223449707
2016-04-21,63.12586212158203
2016-04-22,62.85297775268555
2016-04-25,61.6251335144043
2016-04-26,62.3153076171875
2016-04-27,63.14189147949219
2016-04-28,62.39553451538086
2016-04-29,62.37147903442383
2016-05-02,62.4677619934082
2016-05-03,61.28004455566406
2016-05-04,59.578704833984375
2016-05-05,58.41507339477539
2016-05-06,58.87250518798828
2016-05-09,56.801998138427734
2016-05-10,58.190364837646484
2016-05-11,58.12615966796875
2016-05-12,57.540321350097656
2016-05-13,56.232234954833984
2016-05-16,56.73779296875
2016-05-17,57.01869201660156
2016-05-18,56.6495361328125
2016-05-19,55.71862030029297
2016-05-20,56.071739196777344
2016-05-23,56.49706268310547
2016-05-24,57.050785064697266
2016-05-25,58.238521575927734
2016-05-26,57.84527587890625
2016-05-27,57.74900436401367
2016-05-31,58.190364837646484
2016-06-01,57.997772216796875
2016-06-02,59.08116149902344
2016-06-03,60.220726013183594
2016-06-06,61.32819366455078
2016-06-07,61.641197204589844
2016-06-08,62.684444427490234
2016-06-09,61.92207336425781
2016-06-10,61.015201568603516
2016-06-13,60.37321853637695
2016-06-14,60.07626724243164
2016-06-15,60.244834899902344
2016-06-16,60.18059539794922
2016-06-17,60.934959411621094
2016-06-20,61.33622360229492
2016-06-21,61.384368896484375
2016-06-22,61.33622360229492
2016-06-23,62.7727165222168
2016-06-24,58.60768508911133
2016-06-27,57.28352355957031
2016-06-28,58.19839859008789
2016-06-29,59.570709228515625
2016-06-30,60.838661193847656
2016-07-01,61.352272033691406
2016-07-05,59.69108200073242
2016-07-06,60.05221939086914
2016-07-07,60.22877883911133
2016-07-08,62.09060287475586
2016-07-11,62.43566131591797
2016-07-12,64.04071044921875
2016-07-13,63.952430725097656
2016-07-14,64.24934387207031
2016-07-15,64.7629623413086
2016-07-18,64.67386627197266
2016-07-19,64.60901641845703
2016-07-20,64.5684814453125
2016-07-21,64.82779693603516
2016-07-22,64.31732940673828
2016-07-25,63.758262634277344
2016-07-26,67.04785919189453
2016-07-27,68.14171600341797
2016-07-28,67.18561553955078
2016-07-29,67.05594635009766
2016-08-01,66.39966583251953
2016-08-02,65.82437133789062
2016-08-03,66.46448516845703
2016-08-04,66.25381469726562
2016-08-05,66.89391326904297
2016-08-08,67.60691833496094
2016-08-09,67.11268615722656
2016-08-10,66.96683502197266
2016-08-11,67.44488525390625
2016-08-12,67.25040435791016
2016-08-15,68.18219757080078
2016-08-16,68.295654296875
2016-08-17,68.39286804199219
2016-08-18,67.55830383300781
2016-08-19,67.93102264404297
2016-08-22,67.72845458984375
2016-08-23,68.06877899169922
2016-08-24,67.3719482421875
2016-08-25,67.12076568603516
2016-08-26,66.97494506835938
2016-08-29,67.33145141601562
2016-08-30,66.8291015625
2016-08-31,66.39966583251953
2016-09-01,65.99454498291016
2016-09-02,66.18896484375
2016-09-06,66.50499725341797
2016-09-07,67.83380889892578
2016-09-08,67.6879653930664
2016-09-09,65.45978546142578
2016-09-12,66.37535095214844
2016-09-13,65.00603485107422
2016-09-14,65.64611053466797
2016-09-15,66.46448516845703
2016-09-16,66.4806900024414
2016-09-19,66.34293365478516
2016-09-20,66.19712829589844
2016-09-21,67.63121795654297
2016-09-22,67.65555572509766
2016-09-23,66.79669952392578
2016-09-26,66.73998260498047
2016-09-27,67.15319061279297
2016-09-28,70.1592025756836
2016-09-29,70.87223815917969
2016-09-30,71.925537109375
2016-10-03,71.52851104736328
2016-10-04,70.90462493896484
2016-10-05,72.45220184326172
2016-10-06,72.34686279296875
2016-10-07,71.68245697021484
2016-10-10,71.47992706298828
2016-10-11,70.87223815917969
2016-10-12,70.96135711669922
2016-10-13,70.46707916259766
2016-10-14,71.03426361083984
2016-10-17,70.72635650634766
2016-10-18,70.66966247558594
2016-10-19,71.30162811279297
2016-10-20,70.81121826171875
2016-10-21,70.56597900390625
2016-10-24,70.2880859375
2016-10-25,69.05381774902344
2016-10-26,68.76773071289062
2016-10-27,67.85223388671875
2016-10-28,68.56336212158203
2016-10-31,68.22005462646484
2016-11-01,67.22283172607422
2016-11-02,66.29917907714844
2016-11-03,66.42996215820312
2016-11-04,67.28004455566406
2016-11-07,68.45709228515625
2016-11-08,69.21726989746094
2016-11-09,74.54671478271484
2016-11-10,76.3858642578125
2016-11-11,76.02621459960938
2016-11-14,76.97440338134766
2016-11-15,77.19511413574219
2016-11-16,76.30412292480469
2016-11-17,75.83822631835938
2016-11-18,75.47853088378906
2016-11-21,75.93629455566406
2016-11-22,76.52485656738281
2016-11-23,78.61737823486328
2016-11-25,78.31494140625
2016-11-28,77.57109069824219
2016-11-29,76.86812591552734
2016-11-30,78.11058807373047
2016-12-01,78.66641998291016
2016-12-02,77.76729583740234
2016-12-05,77.20328521728516
2016-12-06,77.83268737792969
2016-12-07,79.55738067626953
2016-12-08,78.69096374511719
2016-12-09,78.0860595703125
2016-12-12,77.71823120117188
2016-12-13,78.48658752441406
2016-12-14,76.62289428710938
2016-12-15,77.26866149902344
2016-12-16,75.67472839355469
2016-12-19,75.78099060058594
2016-12-20,77.11332702636719
2016-12-21,76.68831634521484
2016-12-22,76.93351745605469
2016-12-23,77.09700775146484
2016-12-27,77.28501892089844
2016-12-28,76.14067840576172
2016-12-29,76.25509643554688
2016-12-30,75.80553436279297
2017-01-03,76.82723236083984
2017-01-04,76.48394775390625
2017-01-05,76.01803588867188
2017-01-06,76.05072784423828
2017-01-09,75.5030746459961
2017-01-10,76.69648742675781
2017-01-11,77.36676788330078
2017-01-12,76.82723236083984
2017-01-13,77.227783203125
2017-01-17,76.48394775390625
2017-01-18,76.92076110839844
2017-01-19,76.96199035644531
2017-01-20,77.95100402832031
2017-01-23,77.85211181640625
2017-01-24,79.31913757324219
2017-01-25,80.8933334350586
2017-01-26,80.12682342529297
