Date,HM-B.ST
2016-01-13,187.83262634277344
2016-01-14,183.8902130126953
2016-01-15,184.89254760742188
2016-01-18,183.95700073242188
2016-01-19,193.0446319580078
2016-01-20,187.5653533935547
2016-01-21,190.37179565429688
2016-01-22,197.3211669921875
2016-01-25,195.65061950683594
2016-01-26,195.98472595214844
2016-01-27,197.85572814941406
2016-01-28,188.43405151367188
2016-01-29,186.69667053222656
2016-02-01,186.02845764160156
2016-02-02,182.8878936767578
2016-02-03,179.88096618652344
2016-02-04,179.9477996826172
2016-02-05,180.88330078125
2016-02-08,174.40167236328125
2016-02-09,176.47314453125
2016-02-10,182.28651428222656
2016-02-11,177.40859985351562
2016-02-12,179.7473602294922
2016-02-15,185.961669921875
2016-02-16,184.09068298339844
2016-02-17,191.17367553710938
2016-02-18,189.77041625976562
2016-02-19,189.70359802246094
2016-02-22,190.90638732910156
2016-02-23,186.69667053222656
2016-02-24,181.3510284423828
2016-02-25,185.02613830566406
2016-02-26,186.56301879882812
2016-02-29,186.4962158203125
2016-03-01,189.3695068359375
2016-03-02,188.6344757080078
2016-03-03,189.43634033203125
2016-03-04,193.84649658203125
2016-03-07,194.3142547607422
2016-03-08,193.1114501953125
2016-03-09,194.64833068847656
2016-03-10,190.6390838623047
2016-03-11,193.51235961914062
2016-03-14,195.98472595214844
2016-03-15,190.10452270507812
2016-03-16,186.56301879882812
2016-03-17,185.76116943359375
2016-03-18,183.0215301513672
2016-03-21,179.9477996826172
2016-03-22,180.6160125732422
2016-03-23,180.7496337890625
2016-03-24,177.87635803222656
2016-03-29,178.87867736816406
2016-03-30,182.4201202392578
2016-03-31,180.88330078125
2016-04-01,179.9477996826172
2016-04-04,180.88330078125
2016-04-05,177.2081756591797
2016-04-06,186.83033752441406
2016-04-07,187.03074645996094
2016-04-08,192.44325256347656
2016-04-11,193.1114501953125
2016-04-12,192.97776794433594
2016-04-13,197.5884552001953
2016-04-14,195.38333129882812
2016-04-15,197.18751525878906
2016-04-18,198.05621337890625
2016-04-19,202.46632385253906
2016-04-20,203.0677490234375
2016-04-21,202.5331573486328
2016-04-22,200.26124572753906
2016-04-25,198.65753173828125
2016-04-26,197.7888946533203
2016-04-27,196.4525146484375
2016-04-28,193.84649658203125
2016-04-29,190.77273559570312
2016-05-02,191.64141845703125
2016-05-03,188.0330810546875
2016-05-04,186.06033325195312
2016-05-06,183.7069091796875
2016-05-09,188.75990295410156
2016-05-10,186.96018981933594
2016-05-11,183.77610778808594
2016-05-12,181.63034057617188
2016-05-13,183.43003845214844
2016-05-16,183.91456604003906
2016-05-17,181.00733947753906
2016-05-18,183.2223663330078
2016-05-19,177.06190490722656
2016-05-20,178.30783081054688
2016-05-23,175.8159637451172
2016-05-24,178.5155029296875
2016-05-25,176.5081329345703
2016-05-26,178.1693878173828
2016-05-27,179.06924438476562
2016-05-30,180.66128540039062
2016-05-31,177.20034790039062
2016-06-01,174.2239227294922
2016-06-02,174.5700225830078
2016-06-03,175.26220703125
2016-06-07,177.5464324951172
2016-06-08,176.5081329345703
2016-06-09,173.8778076171875
2016-06-10,170.76295471191406
2016-06-13,168.75564575195312
2016-06-14,167.64810180664062
2016-06-15,171.52438354492188
2016-06-16,165.9176788330078
2016-06-17,169.30934143066406
2016-06-20,174.98532104492188
2016-06-21,173.46250915527344
2016-06-22,175.5390625
2016-06-23,177.68487548828125
2016-06-27,163.7718505859375
2016-06-28,167.50967407226562
2016-06-29,170.34765625
2016-06-30,170.62452697753906
2016-07-01,174.4315948486328
2016-07-04,173.60096740722656
2016-07-05,172.35501098632812
2016-07-06,169.5862579345703
2016-07-07,172.078125
2016-07-08,175.0545654296875
2016-07-11,179.13844299316406
2016-07-12,178.72315979003906
2016-07-13,179.96910095214844
2016-07-14,178.6539306640625
2016-07-15,180.24594116210938
2016-07-18,179.96910095214844
2016-07-19,180.24594116210938
2016-07-20,182.7378387451172
2016-07-21,181.1457977294922
2016-07-22,179.06924438476562
2016-07-25,179.2769012451172
2016-07-26,178.23861694335938
2016-07-27,177.75405883789062
2016-07-28,176.99266052246094
2016-07-29,178.93080139160156
2016-08-01,177.61561584472656
2016-08-02,173.94705200195312
2016-08-03,172.21658325195312
2016-08-04,172.70111083984375
2016-08-05,176.71578979492188
2016-08-08,176.99266052246094
2016-08-09,181.8380126953125
2016-08-10,182.18408203125
2016-08-11,188.8983154296875
2016-08-12,187.99847412109375
2016-08-15,192.01319885253906
2016-08-16,189.10597229003906
2016-08-17,185.09130859375
2016-08-18,187.16786193847656
2016-08-19,186.683349609375
2016-08-22,185.57582092285156
2016-08-23,187.99847412109375
2016-08-24,187.237060546875
2016-08-25,185.85267639160156
2016-08-26,181.56109619140625
2016-08-29,181.28427124023438
2016-08-30,181.76876831054688
2016-08-31,180.66128540039062
2016-09-01,181.28427124023438
2016-09-02,183.3607940673828
2016-09-05,183.91456604003906
2016-09-06,185.6450653076172
2016-09-07,185.57582092285156
2016-09-08,185.99111938476562
2016-09-09,183.43003845214844
2016-09-12,181.2150115966797
2016-09-13,180.3843994140625
2016-09-14,179.41534423828125
2016-09-15,171.7320556640625
2016-09-16,170.07078552246094
2016-09-19,171.3859405517578
2016-09-20,170.27845764160156
2016-09-21,170.83221435546875
2016-09-22,173.32408142089844
2016-09-23,172.00889587402344
2016-09-26,169.2401580810547
2016-09-27,170.90138244628906
2016-09-28,171.4551544189453
2016-09-29,172.42420959472656
2016-09-30,167.50967407226562
2016-10-03,167.50967407226562
2016-10-04,171.2475128173828
2016-10-05,172.83953857421875
2016-10-06,173.32408142089844
2016-10-07,169.93235778808594
2016-10-10,174.01625061035156
2016-10-11,173.8778076171875
2016-10-12,176.30047607421875
2016-10-13,174.7776641845703
2016-10-14,178.93080139160156
2016-10-17,175.3314208984375
2016-10-18,177.61561584472656
2016-10-19,176.854248046875
2016-10-20,179.3461151123047
2016-10-21,179.8306427001953
2016-10-24,177.9617462158203
2016-10-25,176.30047607421875
2016-10-26,176.02362060546875
2016-10-27,176.92347717285156
2016-10-28,177.89251708984375
2016-10-31,175.88519287109375
2016-11-01,175.74673461914062
2016-11-02,173.60096740722656
2016-11-03,176.854248046875
2016-11-04,174.7776641845703
2016-11-07,176.78500366210938
2016-11-08,178.6539306640625
2016-11-09,176.92347717285156
2016-11-10,172.6318817138672
2016-11-11,173.53170776367188
2016-11-14,174.15467834472656
2016-11-15,182.4609832763672
2016-11-16,180.038330078125
2016-11-17,185.71424865722656
2016-11-18,187.16786193847656
2016-11-21,186.2680206298828
2016-11-22,185.71424865722656
2016-11-23,185.99111938476562
2016-11-24,187.09861755371094
2016-11-25,188.06768798828125
2016-11-28,185.43734741210938
2016-11-29,185.50662231445312
2016-11-30,185.43734741210938
2016-12-01,184.19146728515625
2016-12-02,182.5301971435547
2016-12-05,184.95285034179688
2016-12-06,183.77610778808594
2016-12-07,185.3681640625
2016-12-08,187.51393127441406
2016-12-09,190.97488403320312
2016-12-12,189.7289581298828
2016-12-13,191.0441131591797
2016-12-14,187.6523895263672
2016-12-15,179.8998565673828
2016-12-16,178.7923583984375
2016-12-19,179.20767211914062
2016-12-20,177.20034790039062
2016-12-21,174.6392364501953
2016-12-22,175.60830688476562
2016-12-23,175.67752075195312
2016-12-27,176.71578979492188
2016-12-28,177.33877563476562
2016-12-29,176.02362060546875
2016-12-30,175.40065002441406
2017-01-02,175.5390625
2017-01-03,174.15467834472656
2017-01-04,170.90138244628906
2017-01-05,169.7246856689453
2017-01-09,170.4168701171875
2017-01-10,168.68638610839844
2017-01-11,168.40953063964844
2017-01-12,169.93235778808594
2017-01-13,172.90875244140625
2017-01-16,168.13267517089844
2017-01-17,170.00157165527344
2017-01-18,170.20924377441406
2017-01-19,168.68638610839844
2017-01-20,167.64810180664062
2017-01-23,162.38751220703125
2017-01-24,162.66436767578125
2017-01-25,166.26373291015625
2017-01-26,162.66436767578125
2017-01-27,162.11062622070312
2017-01-30,163.9103240966797
2017-01-31,173.0471954345703
2017-02-01,170.20924377441406
2017-02-02,170.34765625
2017-02-03,169.86312866210938
2017-02-06,168.13267517089844
2017-02-07,167.30203247070312
2017-02-08,168.68638610839844
2017-02-09,170.34765625
2017-02-10,170.9706268310547
2017-02-13,170.34765625
2017-02-14,170.20924377441406
2017-02-15,167.8557891845703
2017-02-16,168.47874450683594
2017-02-17,168.34033203125
2017-02-20,168.75564575195312
2017-02-21,170.4168701171875
2017-02-22,169.10171508789062
2017-02-23,170.34765625
2017-02-24,165.08702087402344
2017-02-27,164.0487518310547
2017-02-28,165.15623474121094
2017-03-01,166.0560760498047
2017-03-02,164.53329467773438
2017-03-03,164.39483642578125
2017-03-06,165.9868927001953
2017-03-07,166.1253204345703
2017-03-08,166.60984802246094
2017-03-09,167.16357421875
2017-03-10,167.30203247070312
2017-03-13,169.51702880859375
2017-03-14,170.62452697753906
2017-03-15,161.97216796875
2017-03-16,160.103271484375
2017-03-17,159.48028564453125
2017-03-20,158.16513061523438
2017-03-21,158.372802734375
2017-03-22,157.33450317382812
2017-03-23,161.2107696533203
2017-03-24,161.2799835205078
2017-03-27,162.52593994140625
2017-03-28,162.9412384033203
2017-03-29,164.1871795654297
2017-03-30,157.6113739013672
2017-03-31,158.51124572753906
2017-04-03,154.70419311523438
2017-04-04,154.8426513671875
2017-04-05,151.79701232910156
2017-04-06,151.65858459472656
2017-04-07,151.10482788085938
2017-04-10,151.93544006347656
2017-04-11,151.52012634277344
2017-04-12,152.0738525390625
2017-04-13,151.38169860839844
2017-04-18,151.24325561523438
2017-04-19,150.55105590820312
2017-04-20,149.78964233398438
2017-04-21,150.27418518066406
2017-04-24,153.11215209960938
2017-04-25,152.76608276367188
2017-04-26,152.28155517578125
2017-04-27,151.65858459472656
2017-04-28,151.8662109375
2017-05-02,150.34339904785156
2017-05-03,150.9663848876953
2017-05-04,147.57467651367188
2017-05-05,149.3051300048828
2017-05-08,151.72776794433594
2017-05-09,151.58932495117188
2017-05-10,149.997314453125
2017-05-11,151.1304168701172
2017-05-12,154.8131103515625
2017-05-15,155.37965393066406
2017-05-16,155.2379913330078
2017-05-17,155.1671905517578
2017-05-18,154.6006622314453
2017-05-19,157.00852966308594
2017-05-22,160.76199340820312
2017-05-23,161.1869354248047
2017-05-24,160.4078826904297
2017-05-26,158.42494201660156
2017-05-29,157.78756713867188
2017-05-30,155.87539672851562
2017-05-31,153.3258819580078
2017-06-01,154.10488891601562
2017-06-02,154.8131103515625
2017-06-05,153.6799774169922
2017-06-06,153.6799774169922
2017-06-07,148.6517333984375
2017-06-08,147.7310791015625
2017-06-09,146.3146514892578
2017-06-12,146.95204162597656
2017-06-13,150.98880004882812
2017-06-14,150.2805938720703
2017-06-15,141.99465942382812
2017-06-16,142.63201904296875
2017-06-19,143.5526580810547
2017-06-20,143.41102600097656
2017-06-21,142.34873962402344
2017-06-22,144.11924743652344
2017-06-23,144.11924743652344
2017-06-26,144.68577575683594
2017-06-27,142.1362762451172
2017-06-28,144.89825439453125
2017-06-29,148.8641815185547
2017-06-30,148.6517333984375
2017-07-03,151.9803009033203
2017-07-04,148.79336547851562
2017-07-05,150.77635192871094
2017-07-06,151.2720947265625
2017-07-07,150.77635192871094
2017-07-10,147.66024780273438
2017-07-11,147.0936737060547
2017-07-12,147.2353057861328
2017-07-13,149.57240295410156
2017-07-14,149.57240295410156
2017-07-17,154.24652099609375
2017-07-18,153.8924102783203
2017-07-19,154.7422637939453
2017-07-20,155.7337646484375
2017-07-21,155.02554321289062
2017-07-24,151.05960083007812
2017-07-25,149.85569763183594
2017-07-26,151.48452758789062
2017-07-27,151.9094696044922
2017-07-28,151.05960083007812
2017-07-31,149.07662963867188
2017-08-01,153.7507781982422
2017-08-02,159.2039337158203
2017-08-03,157.5750732421875
2017-08-04,158.56654357910156
2017-08-07,158.92063903808594
2017-08-08,157.22096252441406
2017-08-09,156.93772888183594
2017-08-10,155.7337646484375
2017-08-11,153.8924102783203
2017-08-14,154.88392639160156
2017-08-15,152.6884765625
2017-08-16,151.9803009033203
2017-08-17,149.99732971191406
2017-08-18,148.3684539794922
2017-08-21,147.37696838378906
2017-08-22,148.58090209960938
2017-08-23,146.3146514892578
2017-08-24,147.2353057861328
2017-08-25,145.9605712890625
2017-08-28,145.46482849121094
2017-08-29,143.69430541992188
2017-08-30,143.76512145996094
2017-08-31,142.34873962402344
2017-09-01,142.1362762451172
2017-09-04,140.9323272705078
2017-09-05,140.9323272705078
2017-09-06,141.49888610839844
2017-09-07,143.5526580810547
2017-09-08,143.05694580078125
2017-09-11,147.2353057861328
2017-09-12,148.6517333984375
2017-09-13,148.22682189941406
2017-09-14,151.1304168701172
2017-09-15,153.6799774169922
2017-09-18,152.0511016845703
2017-09-19,151.2720947265625
2017-09-20,155.0963592529297
2017-09-21,154.6006622314453
2017-09-22,155.0963592529297
2017-09-25,157.5750732421875
2017-09-26,156.3711395263672
2017-09-27,157.50425720214844
2017-09-28,149.5015869140625
2017-09-29,149.43075561523438
2017-10-02,149.71401977539062
2017-10-03,151.9803009033203
2017-10-04,153.8924102783203
2017-10-05,154.1757049560547
2017-10-06,153.60916137695312
2017-10-09,155.0963592529297
2017-10-10,153.9632568359375
2017-10-11,155.308837890625
2017-10-12,156.8668670654297
2017-10-13,156.6544189453125
2017-10-16,155.0963592529297
2017-10-17,152.2635498046875
2017-10-18,152.12193298339844
2017-10-19,151.6969757080078
2017-10-20,153.7507781982422
2017-10-23,151.9094696044922
2017-10-24,151.838623046875
2017-10-25,151.48452758789062
2017-10-26,151.6969757080078
2017-10-27,152.97177124023438
2017-10-30,153.9632568359375
2017-10-31,148.8641815185547
2017-11-01,146.88121032714844
2017-11-02,147.51861572265625
2017-11-03,148.3684539794922
2017-11-06,148.0143585205078
2017-11-07,144.96908569335938
2017-11-08,145.0399169921875
2017-11-09,144.4025115966797
2017-11-10,145.0399169921875
2017-11-13,146.1642303466797
2017-11-14,147.03468322753906
2017-11-15,146.5269317626953
2017-11-16,146.962158203125
2017-11-17,142.89999389648438
2017-11-20,142.46478271484375
2017-11-21,141.15911865234375
2017-11-22,138.98297119140625
2017-11-23,137.02444458007812
2017-11-24,137.45965576171875
2017-11-27,138.6927947998047
2017-11-28,140.8689422607422
2017-11-29,141.30419921875
2017-11-30,142.97254943847656
2017-12-01,141.73941040039062
2017-12-04,142.31971740722656
2017-12-05,142.97254943847656
2017-12-06,143.33526611328125
2017-12-07,142.68240356445312
2017-12-08,143.843017578125
2017-12-11,144.78599548339844
2017-12-12,144.85855102539062
2017-12-13,146.8896026611328
2017-12-14,145.29379272460938
2017-12-15,126.43388366699219
2017-12-18,123.31472778320312
2017-12-19,124.8380355834961
2017-12-20,122.00907135009766
2017-12-21,123.4598159790039
2017-12-22,123.82249450683594
2017-12-27,123.4598159790039
2017-12-28,123.82249450683594
2017-12-29,122.80696105957031
2018-01-02,122.53132629394531
2018-01-03,121.89300537109375
2018-01-04,119.96348571777344
2018-01-05,118.16454315185547
2018-01-08,118.28058624267578
2018-01-09,115.85781860351562
2018-01-10,116.64122772216797
2018-01-11,115.61119842529297
2018-01-12,116.32207489013672
2018-01-15,116.38011169433594
2018-01-16,116.16248321533203
2018-01-17,114.11690521240234
2018-01-18,113.97183990478516
2018-01-19,114.46509552001953
2018-01-22,113.56564331054688
2018-01-23,114.18944549560547
2018-01-24,114.3780517578125
2018-01-25,114.1024169921875
2018-01-26,113.52210998535156
2018-01-29,114.27650451660156
2018-01-30,113.0578384399414
2018-01-31,101.07455444335938
2018-02-01,101.20513916015625
2018-02-02,103.16366577148438
2018-02-05,101.95952606201172
2018-02-06,99.59477996826172
2018-02-07,101.48075866699219
2018-02-08,101.68387603759766
2018-02-09,100.78440856933594
2018-02-12,101.95952606201172
2018-02-13,102.68492126464844
2018-02-14,97.92639923095703
2018-02-15,100.82793426513672
2018-02-16,102.10460662841797
2018-02-19,102.04656219482422
2018-02-20,102.20613861083984
2018-02-21,102.64138793945312
2018-02-22,100.58130645751953
2018-02-23,100.46524047851562
2018-02-26,100.84244537353516
2018-02-27,100.84244537353516
2018-02-28,99.68183898925781
2018-03-01,97.8538589477539
2018-03-02,95.69224548339844
2018-03-05,97.21553802490234
2018-03-06,98.47769165039062
2018-03-07,99.52224731445312
2018-03-08,99.3626480102539
2018-03-09,98.79685974121094
2018-03-12,99.18858337402344
2018-03-13,97.8393783569336
2018-03-14,98.8984146118164
2018-03-15,95.61971282958984
2018-03-16,95.22799682617188
2018-03-19,93.690185546875
2018-03-20,93.06635284423828
2018-03-21,93.16791534423828
2018-03-22,91.94926452636719
2018-03-23,93.74821472167969
2018-03-26,92.38450622558594
2018-03-27,87.7275619506836
2018-03-28,88.74309539794922
2018-03-29,90.80316925048828
2018-04-03,90.00525665283203
2018-04-04,90.3824462890625
2018-04-05,91.35446166992188
2018-04-06,91.58659362792969
2018-04-09,91.6156005859375
2018-04-10,92.84874725341797
2018-04-11,94.31400299072266
2018-04-12,97.2735824584961
2018-04-13,98.07148742675781
2018-04-16,96.62071990966797
2018-04-17,98.68080139160156
2018-04-18,99.3771743774414
2018-04-19,98.95645904541016
2018-04-20,96.08395385742188
2018-04-23,99.18858337402344
2018-04-24,101.14710235595703
2018-04-25,104.759521484375
2018-04-26,104.32427215576172
2018-04-27,107.77706909179688
2018-04-30,108.67656707763672
2018-05-02,111.46202087402344
2018-05-03,105.31077575683594
2018-05-04,104.97712707519531
2018-05-07,106.99364471435547
2018-05-08,108.5169677734375
2018-05-09,108.92193603515625
2018-05-11,104.1222915649414
2018-05-14,104.43727111816406
2018-05-15,103.5373306274414
2018-05-16,104.18228912353516
2018-05-17,109.94186401367188
2018-05-18,108.45699310302734
2018-05-21,109.34191131591797
2018-05-22,109.38690185546875
2018-05-23,108.81695556640625
2018-05-24,108.05200958251953
2018-05-25,104.9022445678711
2018-05-28,102.95237731933594
2018-05-29,101.12252807617188
2018-05-30,103.05738067626953
2018-05-31,99.65264129638672
2018-06-01,99.3676528930664
2018-06-04,99.75762176513672
2018-06-05,99.60763549804688
2018-06-06,99.60763549804688
2018-06-07,98.85769653320312
2018-06-08,100.9425277709961
2018-06-11,103.2673568725586
2018-06-12,108.39696502685547
2018-06-13,107.99199676513672
2018-06-14,105.03723907470703
2018-06-15,100.50756072998047
2018-06-18,99.17266845703125
2018-06-19,103.49234771728516
2018-06-20,103.79231262207031
2018-06-21,103.67233276367188
2018-06-22,103.67233276367188
2018-06-25,103.46234893798828
2018-06-26,103.11734771728516
2018-06-27,100.95751953125
2018-06-28,102.8624038696289
2018-06-29,100.11759185791016
2018-07-02,102.26243591308594
2018-07-03,103.83731842041016
2018-07-04,103.92731475830078
2018-07-05,103.13237762451172
2018-07-06,104.66226196289062
2018-07-09,107.19707489013672
2018-07-10,106.2221450805664
2018-07-11,104.1972885131836
2018-07-12,105.02222442626953
2018-07-13,104.04730224609375
2018-07-16,102.30743408203125
2018-07-17,102.74240112304688
2018-07-18,102.9223861694336
2018-07-19,103.1923599243164
2018-07-20,104.00230407714844
2018-07-23,103.71733856201172
2018-07-24,103.65734100341797
2018-07-25,103.56733703613281
2018-07-26,104.1972885131836
2018-07-27,103.9873046875
2018-07-30,104.45228576660156
2018-07-31,102.59239959716797
2018-08-01,99.9375991821289
2018-08-02,98.61769104003906
2018-08-03,99.86260986328125
2018-08-06,99.23265838623047
2018-08-07,99.32266998291016
2018-08-08,100.14757537841797
2018-08-09,100.1775894165039
2018-08-10,97.8077621459961
2018-08-13,96.2928695678711
2018-08-14,96.56285095214844
2018-08-15,94.47801971435547
2018-08-16,95.27295684814453
2018-08-17,96.81783294677734
2018-08-20,95.69291687011719
2018-08-21,96.2328872680664
2018-08-22,97.32779693603516
2018-08-23,97.64276885986328
2018-08-24,97.95774841308594
2018-08-27,99.69763946533203
2018-08-28,98.25773620605469
2018-08-29,98.43771362304688
2018-08-30,93.12811279296875
2018-08-31,92.40816497802734
2018-09-03,92.96311950683594
2018-09-04,91.53822326660156
2018-09-05,91.73322296142578
2018-09-06,92.33316802978516
2018-09-07,90.9532699584961
2018-09-10,92.1081771850586
2018-09-11,90.99826049804688
2018-09-12,92.49815368652344
2018-09-13,92.03318786621094
2018-09-14,92.36316680908203
2018-09-17,107.72203063964844
2018-09-18,106.40211486816406
2018-09-19,106.04216003417969
2018-09-20,107.03206634521484
2018-09-21,108.74195861816406
2018-09-24,111.35175323486328
2018-09-25,110.79681396484375
2018-09-26,111.35175323486328
2018-09-27,123.74085235595703
2018-09-28,123.1708755493164
2018-10-01,122.5559310913086
2018-10-02,122.01596069335938
2018-10-03,126.15567016601562
2018-10-04,126.20063781738281
2018-10-05,126.7256088256836
2018-10-08,127.01058959960938
2018-10-09,127.25057220458984
2018-10-10,128.2105255126953
2018-10-11,121.71601104736328
2018-10-12,119.96112823486328
2018-10-15,122.24097442626953
2018-10-16,123.48587036132812
2018-10-17,122.97589874267578
2018-10-18,121.26603698730469
2018-10-19,122.6159439086914
2018-10-22,122.15093994140625
2018-10-23,118.8362045288086
2018-10-24,120.11111450195312
2018-10-25,119.69114685058594
2018-10-26,117.18631744384766
2018-10-29,119.00120544433594
2018-10-30,120.2911148071289
2018-10-31,121.29605865478516
2018-11-01,119.10619354248047
2018-11-02,120.24610137939453
2018-11-05,120.09611511230469
2018-11-06,117.00635528564453
2018-11-07,119.94612121582031
2018-11-08,119.39116668701172
2018-11-09,119.27115631103516
2018-11-12,118.02580261230469
2018-11-13,119.41814422607422
2018-11-14,120.6712875366211
2018-11-15,120.6712875366211
2018-11-16,123.25487518310547
2018-11-19,124.16764068603516
2018-11-20,123.33224487304688
2018-11-21,128.0043487548828
2018-11-22,128.5613250732422
2018-11-23,128.91714477539062
2018-11-26,127.63307189941406
2018-11-27,129.24203491210938
2018-11-28,130.18572998046875
2018-11-29,131.16038513183594
2018-11-30,129.67520141601562
2018-12-03,127.06066131591797
2018-12-04,126.30260467529297
2018-12-05,125.88490295410156
2018-12-06,121.5066909790039
2018-12-07,123.02281188964844
2018-12-10,122.29569244384766
2018-12-11,126.1788330078125
2018-12-12,122.40399169921875
2018-12-13,120.05242156982422
2018-12-14,120.76410675048828
2018-12-17,110.46060943603516
2018-12-18,107.22724914550781
2018-12-19,105.29341125488281
2018-12-20,101.90534210205078
2018-12-21,99.4764633178711
2018-12-27,96.70719909667969
2018-12-28,97.48072052001953
2019-01-02,98.28520202636719
2019-01-03,97.6199722290039
2019-01-04,100.93067932128906
2019-01-07,101.00804901123047
2019-01-08,103.576171875
2019-01-09,104.02481842041016
2019-01-10,104.56629943847656
2019-01-11,104.30329895019531
2019-01-14,102.15287017822266
2019-01-15,101.47215270996094
2019-01-16,103.42147064208984
2019-01-17,103.73087310791016
2019-01-18,105.77301025390625
2019-01-21,104.08670043945312
2019-01-22,104.31875610351562
2019-01-23,102.98828125
2019-01-24,103.77728271484375
2019-01-25,103.83917236328125
2019-01-28,103.0346908569336
2019-01-29,107.47478485107422
2019-01-30,106.4382553100586
2019-01-31,108.75886535644531
2019-02-01,109.06825256347656
2019-02-04,109.45501708984375
2019-02-05,112.67292785644531
2019-02-06,109.76444244384766
2019-02-07,106.39183044433594
2019-02-08,106.36090087890625
2019-02-11,108.61961364746094
2019-02-12,109.56332397460938
2019-02-13,109.30033874511719
2019-02-14,107.07254791259766
2019-02-15,105.49454498291016
2019-02-18,106.00505828857422
2019-02-19,106.74765014648438
2019-02-20,108.24830627441406
2019-02-21,108.01625061035156
2019-02-22,108.26380157470703
2019-02-25,106.94878387451172
2019-02-26,107.93890380859375
2019-02-27,107.02613830566406
2019-02-28,108.12456512451172
2019-03-01,106.74765014648438
2019-03-04,105.49454498291016
2019-03-05,106.29901123046875
2019-03-06,104.61270904541016
2019-03-07,105.3243637084961
2019-03-08,105.12323760986328
2019-03-11,106.73219299316406
2019-03-12,104.75194549560547
2019-03-13,106.90235900878906
2019-03-14,110.64625549316406
2019-03-15,105.20059204101562
2019-03-18,106.36090087890625
2019-03-19,107.14990234375
2019-03-20,107.42837524414062
2019-03-21,105.95866394042969
2019-03-22,105.2624740600586
2019-03-25,106.65484619140625
2019-03-26,106.12883758544922
2019-03-27,108.29472351074219
2019-03-28,109.4395523071289
2019-03-29,119.89775085449219
2019-04-01,119.48004150390625
2019-04-02,119.51097106933594
2019-04-03,122.99185180664062
2019-04-04,125.6992416381836
2019-04-05,125.63734436035156
2019-04-08,127.58666229248047
2019-04-09,125.23509979248047
2019-04-10,126.1788330078125
2019-04-11,125.26605987548828
2019-04-12,125.45172119140625
2019-04-15,125.71470642089844
2019-04-16,127.09159851074219
2019-04-17,128.0353240966797
2019-04-18,129.3039093017578
2019-04-23,127.63307189941406
2019-04-24,127.2308120727539
2019-04-25,129.53598022460938
2019-04-26,129.7680206298828
2019-04-29,128.71600341796875
2019-04-30,128.08172607421875
2019-05-02,130.0000762939453
2019-05-03,131.46981811523438
2019-05-06,129.87632751464844
2019-05-07,128.74697875976562
