Date,SPT.L
2015-08-24,78.8396987915039
2015-08-25,77.84173583984375
2015-08-26,76.34477996826172
2015-08-27,77.59221649169922
2015-08-28,78.0912094116211
2015-09-01,77.84173583984375
2015-09-02,76.84375
2015-09-03,79.08918762207031
2015-09-04,79.83767700195312
2015-09-07,78.5901870727539
2015-09-08,79.83767700195312
2015-09-09,78.8396987915039
2015-09-10,78.0912094116211
2015-09-11,77.84173583984375
2015-09-14,76.5942611694336
2015-09-15,75.84579467773438
2015-09-16,74.34882354736328
2015-09-17,75.3468017578125
2015-09-18,75.59628295898438
2015-09-21,75.3468017578125
2015-09-22,74.09934997558594
2015-09-23,77.34273529052734
2015-09-24,74.09934997558594
2015-09-25,74.34882354736328
2015-09-28,74.09934997558594
2015-09-29,73.84983825683594
2015-09-30,75.3468017578125
2015-10-01,75.09732055664062
2015-10-02,75.3468017578125
2015-10-05,75.59628295898438
2015-10-06,75.09732055664062
2015-10-07,75.59628295898438
2015-10-08,75.59628295898438
2015-10-09,76.34477996826172
2015-10-12,75.3468017578125
2015-10-13,73.84983825683594
2015-10-14,75.3468017578125
2015-10-15,77.34273529052734
2015-10-16,76.09528350830078
2015-10-19,74.59833526611328
2015-10-20,73.84983825683594
2015-10-21,73.60034942626953
2015-10-22,74.34882354736328
2015-10-23,74.34882354736328
2015-10-26,75.3468017578125
2015-10-27,74.59833526611328
2015-10-28,74.34882354736328
2015-10-29,74.09934997558594
2015-10-30,73.35084533691406
2015-11-02,74.34882354736328
2015-11-03,73.84983825683594
2015-11-04,74.34882354736328
2015-11-05,66.86404418945312
2015-11-06,67.61254119873047
2015-11-09,68.11150360107422
2015-11-10,67.61254119873047
2015-11-11,67.86200714111328
2015-11-12,67.86200714111328
2015-11-13,67.86200714111328
2015-11-16,68.36100769042969
2015-11-17,67.86200714111328
2015-11-18,67.86200714111328
2015-11-19,68.8599853515625
2015-11-20,68.8599853515625
2015-11-23,68.8599853515625
2015-11-24,68.8599853515625
2015-11-25,68.8599853515625
2015-11-26,69.60846710205078
2015-11-27,69.10945892333984
2015-11-30,68.8599853515625
2015-12-01,69.3589859008789
2015-12-02,68.8599853515625
2015-12-03,68.61048889160156
2015-12-04,68.8599853515625
2015-12-07,68.8599853515625
2015-12-08,68.36100769042969
2015-12-09,68.11150360107422
2015-12-10,67.86200714111328
2015-12-11,65.11759948730469
2015-12-14,66.11555480957031
2015-12-15,66.86404418945312
2015-12-16,66.86404418945312
2015-12-17,67.36304473876953
2015-12-18,67.36304473876953
2015-12-21,67.61254119873047
2015-12-22,67.86200714111328
2015-12-23,67.11354064941406
2015-12-24,68.11150360107422
2015-12-29,71.60442352294922
2015-12-30,71.85388946533203
2015-12-31,71.35490417480469
2016-01-04,69.85795593261719
2016-01-05,71.60442352294922
2016-01-06,71.60442352294922
2016-01-07,71.10542297363281
2016-01-08,69.3589859008789
2016-01-11,68.36100769042969
2016-01-12,69.10945892333984
2016-01-13,69.10945892333984
2016-01-14,69.85795593261719
2016-01-15,66.36506652832031
2016-01-18,66.61454010009766
2016-01-19,67.61254119873047
2016-01-20,66.36506652832031
2016-01-21,66.61454010009766
2016-01-22,66.11555480957031
2016-01-25,67.36304473876953
2016-01-26,70.60643768310547
2016-01-27,71.60442352294922
2016-01-28,72.10340881347656
2016-01-29,73.84983825683594
2016-02-01,73.84983825683594
2016-02-02,72.10340881347656
2016-02-03,72.60237121582031
2016-02-04,73.35084533691406
2016-02-05,74.8478012084961
2016-02-08,73.84983825683594
2016-02-09,73.10136413574219
2016-02-10,73.84983825683594
2016-02-11,72.85186767578125
2016-02-12,72.85186767578125
2016-02-15,73.60034942626953
2016-02-16,73.84983825683594
2016-02-17,76.34477996826172
2016-02-18,75.3468017578125
2016-02-19,71.35490417480469
2016-02-22,73.60034942626953
2016-02-23,72.85186767578125
2016-02-24,75.3468017578125
2016-02-25,81.83360290527344
2016-02-26,82.83158111572266
2016-02-29,84.32853698730469
2016-03-01,86.32449340820312
2016-03-02,88.32042694091797
2016-03-03,89.58396911621094
2016-03-04,88.83535766601562
2016-03-07,88.83535766601562
2016-03-08,90.8316650390625
2016-03-09,89.58396911621094
2016-03-10,88.33629608154297
2016-03-11,90.33259582519531
2016-03-14,90.33259582519531
2016-03-15,91.8298110961914
2016-03-16,93.57658386230469
2016-03-17,90.5821304321289
2016-03-18,84.09414672851562
2016-03-21,88.33629608154297
2016-03-22,89.08489990234375
2016-03-23,88.58582305908203
2016-03-24,86.0904541015625
2016-03-29,87.83719635009766
2016-03-30,88.33629608154297
2016-03-31,87.83719635009766
2016-04-01,88.58582305908203
2016-04-04,88.08674621582031
2016-04-05,86.0904541015625
2016-04-06,86.58952331542969
2016-04-07,86.58952331542969
2016-04-08,87.33811950683594
2016-04-11,87.5876693725586
2016-04-12,88.08674621582031
2016-04-13,88.33629608154297
2016-04-14,87.5876693725586
2016-04-15,79.60247802734375
2016-04-18,79.1033935546875
2016-04-19,79.85202026367188
2016-04-20,80.35108184814453
2016-04-21,81.0997085571289
2016-04-22,79.85202026367188
2016-04-25,79.85202026367188
2016-04-26,78.60430145263672
2016-04-27,80.35108184814453
