Date,ANTARCHILE.SN
2016-02-10,5819.5380859375
2016-02-11,5824.3046875
2016-02-12,5833.8369140625
2016-02-15,5862.43408203125
2016-02-16,6005.4208984375
2016-02-17,5959.66552734375
2016-02-18,6005.4208984375
2016-02-19,6005.4208984375
2016-02-22,6053.08251953125
2016-02-23,6005.51611328125
2016-02-24,5910.09619140625
2016-02-25,5910.09619140625
2016-02-26,6244.20751953125
2016-02-29,6244.20751953125
2016-03-01,6244.20751953125
2016-03-02,6244.20751953125
2016-03-03,6244.20751953125
2016-03-04,6100.74462890625
2016-03-07,6100.84033203125
2016-03-08,6100.84033203125
2016-03-09,6100.84033203125
2016-03-10,6119.81005859375
2016-03-11,6119.81005859375
2016-03-14,6118.8564453125
2016-03-15,6053.08251953125
2016-03-16,6289.29541015625
2016-03-17,6292.345703125
2016-03-18,6497.19775390625
2016-03-21,6458.2099609375
2016-03-22,6385.859375
2016-03-23,6339.05517578125
2016-03-24,6339.05517578125
2016-03-28,6339.05517578125
2016-03-29,6339.05517578125
2016-03-30,6339.05517578125
2016-03-31,6462.97607421875
2016-04-01,6462.97607421875
2016-04-04,6462.97607421875
2016-04-05,6339.05517578125
2016-04-06,6291.39208984375
2016-04-07,6410.54736328125
2016-04-08,6410.54736328125
2016-04-11,6405.78173828125
2016-04-12,6405.40087890625
2016-04-13,6386.71630859375
2016-04-14,6326.66259765625
2016-04-15,6386.71630859375
2016-04-18,6292.44140625
2016-04-19,6423.89306640625
2016-04-20,6423.89306640625
2016-04-21,6424.8466796875
2016-04-22,6672.689453125
2016-04-25,6415.314453125
2016-04-26,6460.21240234375
2016-04-27,6460.21240234375
2016-04-28,6553.5341796875
2016-04-29,6553.5341796875
2016-05-02,6553.5341796875
2016-05-03,6498.05517578125
2016-05-04,6497.29296875
2016-05-05,6496.33984375
2016-05-06,6434.37841796875
2016-05-09,6434.640625
2016-05-10,6434.640625
2016-05-11,6300.32421875
2016-05-12,6386.9765625
2016-05-13,6367.91162109375
2016-05-16,6367.91162109375
2016-05-17,6291.6484375
2016-05-18,6291.6484375
2016-05-19,6139.0283203125
2016-05-20,6119.10498046875
2016-05-23,6053.328125
2016-05-24,5999.18212890625
2016-05-25,5998.99169921875
2016-05-26,5910.623046875
2016-05-27,6005.66552734375
2016-05-30,6005.66552734375
2016-05-31,5958.0009765625
2016-06-01,5958.0009765625
2016-06-02,5853.5205078125
2016-06-03,5853.1396484375
2016-06-06,5854.1884765625
2016-06-07,6005.66552734375
2016-06-08,6005.66552734375
2016-06-09,6005.66552734375
2016-06-10,5996.13232421875
2016-06-13,5995.1787109375
2016-06-14,6005.66552734375
2016-06-15,6100.9931640625
2016-06-16,6004.7119140625
2016-06-17,5862.7685546875
2016-06-20,5873.15966796875
2016-06-21,5834.0751953125
2016-06-22,5834.0751953125
2016-06-23,5862.67333984375
2016-06-24,5719.77734375
2016-06-28,5672.87451171875
2016-06-29,5929.97509765625
2016-06-30,5767.34375
2016-07-01,5972.30029296875
2016-07-04,5972.30029296875
2016-07-05,5910.3369140625
2016-07-06,5908.43115234375
2016-07-07,5843.60693359375
2016-07-08,5862.67333984375
2016-07-11,5864.57958984375
2016-07-12,6005.66552734375
2016-07-13,5910.3369140625
2016-07-14,5919.9658203125
2016-07-15,5919.9658203125
2016-07-18,5946.5615234375
2016-07-19,5970.96484375
2016-07-20,5987.8388671875
2016-07-21,5987.5537109375
2016-07-22,6005.66552734375
2016-07-25,5910.43212890625
2016-07-26,5910.43212890625
2016-07-27,5910.623046875
2016-07-28,5969.5361328125
2016-07-29,5957.71533203125
2016-08-01,6100.9931640625
2016-08-02,6005.66552734375
2016-08-03,5983.453125
2016-08-04,5958.0009765625
2016-08-05,5958.0009765625
2016-08-08,6029.4970703125
2016-08-09,5948.46875
2016-08-10,5873.54052734375
2016-08-11,6005.66552734375
2016-08-12,6005.66552734375
2016-08-16,6005.66552734375
2016-08-17,6005.66552734375
2016-08-18,6005.66552734375
2016-08-19,6005.66552734375
2016-08-22,6005.66552734375
2016-08-23,5958.0009765625
2016-08-24,6005.66552734375
2016-08-25,5958.955078125
2016-08-26,5958.09619140625
2016-08-29,6053.328125
2016-08-30,6052.2802734375
2016-08-31,6005.66552734375
2016-09-01,6005.66552734375
2016-09-02,5962.8623046875
2016-09-05,5962.8623046875
2016-09-06,5962.76708984375
2016-09-07,5998.70654296875
2016-09-08,5998.99169921875
2016-09-09,5998.99169921875
2016-09-12,5912.052734375
2016-09-13,5900.80419921875
2016-09-14,5900.80419921875
2016-09-15,5900.80419921875
2016-09-16,5911.95849609375
2016-09-20,5826.44775390625
2016-09-21,5967.533203125
2016-09-22,5929.40234375
2016-09-23,5967.533203125
2016-09-26,5967.533203125
2016-09-27,6005.66552734375
2016-09-28,6006.61767578125
2016-09-29,6053.328125
2016-09-30,6054.28173828125
2016-10-03,6141.98388671875
2016-10-04,6139.1240234375
2016-10-05,6139.1240234375
2016-10-06,6118.91455078125
2016-10-07,6105.759765625
2016-10-11,6105.759765625
2016-10-12,6106.712890625
2016-10-13,6086.0263671875
2016-10-14,6147.60888671875
2016-10-17,6147.3232421875
2016-10-18,6293.26953125
2016-10-19,6291.6484375
2016-10-20,6286.8837890625
2016-10-21,6339.31298828125
2016-10-24,6482.3046875
2016-10-25,6568.10009765625
2016-10-26,6576.10791015625
2016-10-27,6587.166015625
2016-10-28,6672.96044921875
2016-11-02,6484.4970703125
2016-11-03,6496.60400390625
2016-11-04,6385.64306640625
2016-11-07,6441.6953125
2016-11-08,6672.0087890625
2016-11-09,6587.166015625
2016-11-10,6529.96923828125
2016-11-11,6386.9765625
2016-11-14,6386.9765625
2016-11-15,6429.875
2016-11-16,6691.8349609375
2016-11-17,6672.96044921875
2016-11-18,6672.96044921875
2016-11-21,6672.96044921875
2016-11-22,6672.96044921875
2016-11-23,6577.6328125
2016-11-24,6558.5673828125
2016-11-25,6491.83740234375
2016-11-28,6482.3046875
2016-11-29,6501.37109375
2016-11-30,6482.3046875
2016-12-01,6529.96923828125
2016-12-02,6529.96923828125
2016-12-05,6529.96923828125
2016-12-06,6527.10888671875
2016-12-07,6559.7119140625
2016-12-09,6720.62451171875
2016-12-12,6672.96044921875
2016-12-13,6672.96044921875
2016-12-14,6576.20361328125
2016-12-15,6486.68994140625
2016-12-16,6530.3505859375
2016-12-19,6492.791015625
2016-12-20,6506.13671875
2016-12-21,6482.3046875
2016-12-22,6396.51025390625
2016-12-23,6386.9765625
2016-12-26,6385.0712890625
2016-12-27,6358.3779296875
2016-12-28,6387.16796875
2016-12-29,6386.9765625
2016-12-30,6386.9765625
2017-01-03,6409.76123046875
2017-01-04,6482.3046875
2017-01-05,6596.22265625
2017-01-06,6672.96044921875
2017-01-09,6653.8955078125
2017-01-10,6653.8955078125
2017-01-11,6653.80029296875
2017-01-12,6672.96044921875
2017-01-13,6677.82177734375
2017-01-16,6701.3681640625
2017-01-17,6720.62451171875
2017-01-18,6739.6904296875
2017-01-19,6815.95263671875
2017-01-20,6814.99951171875
2017-01-23,6815.95263671875
2017-01-24,6863.61669921875
2017-01-25,6887.4482421875
2017-01-26,6887.4482421875
2017-01-27,6863.61669921875
2017-01-30,6863.61669921875
2017-01-31,6763.9990234375
2017-02-01,6734.63818359375
2017-02-02,6723.9619140625
2017-02-03,6863.14013671875
2017-02-06,6911.853515625
2017-02-07,6911.853515625
2017-02-08,6911.0908203125
2017-02-09,6863.61669921875
2017-02-10,6815.95263671875
2017-02-13,6863.7119140625
2017-02-14,6994.88427734375
2017-02-15,7018.0478515625
2017-02-16,7016.1416015625
2017-02-17,7011.37548828125
2017-02-20,7011.470703125
2017-02-21,7011.18408203125
2017-02-22,7010.51708984375
2017-02-23,7017.095703125
2017-02-24,7030.44091796875
2017-02-27,7016.1416015625
2017-02-28,7016.1416015625
2017-03-01,7035.2080078125
2017-03-02,7054.2734375
2017-03-03,7035.2080078125
2017-03-06,7035.2080078125
2017-03-07,7054.2734375
2017-03-08,7054.2734375
2017-03-09,7060.94677734375
2017-03-10,7054.2734375
2017-03-13,7101.9375
2017-03-14,7149.6005859375
2017-03-15,7149.6005859375
2017-03-16,7181.25048828125
2017-03-17,7197.26416015625
2017-03-20,7199.1708984375
2017-03-21,7177.14990234375
2017-03-22,7149.6005859375
2017-03-23,7149.6005859375
2017-03-24,7244.92822265625
2017-03-27,7244.92822265625
2017-03-28,7316.42529296875
2017-03-29,7317.2822265625
2017-03-30,7301.07666015625
2017-03-31,7292.5927734375
2017-04-03,7398.3115234375
2017-04-04,7291.068359375
2017-04-05,7185.826171875
2017-04-06,7260.4677734375
2017-04-07,7327.10205078125
2017-04-10,7348.83642578125
2017-04-11,7340.2568359375
2017-04-12,7328.53125
2017-04-13,7340.2568359375
2017-04-17,7340.2568359375
2017-04-18,7339.30419921875
2017-04-19,7339.30419921875
2017-04-20,7362.849609375
2017-04-21,7387.9208984375
2017-04-24,7435.5849609375
2017-04-25,7578.578125
2017-04-26,7726.43115234375
2017-04-27,7721.56884765625
2017-04-28,7816.89599609375
2017-05-02,8045.68408203125
2017-05-03,8161.98486328125
2017-05-04,8145.77783203125
2017-05-05,8113.93896484375
2017-05-08,8195.470703125
2017-05-09,8290.107421875
2017-05-10,8263.763671875
2017-05-11,8185.7138671875
2017-05-12,8097.904296875
2017-05-15,8073.513671875
2017-05-16,8049.12255859375
2017-05-17,8000.4345703125
2017-05-18,7975.94775390625
2017-05-19,7902.7744140625
2017-05-22,7942.87451171875
2017-05-23,8000.14208984375
2017-05-24,8156.541015625
2017-05-25,8195.470703125
2017-05-29,8195.470703125
2017-05-30,8235.4716796875
2017-05-31,8291.0830078125
2017-06-01,8214.982421875
2017-06-02,8332.0615234375
2017-06-05,8488.166015625
2017-06-06,8339.572265625
2017-06-07,8293.0341796875
2017-06-08,8293.0341796875
2017-06-09,8260.935546875
2017-06-12,8196.4453125
2017-06-13,8341.8173828125
2017-06-14,8370.9892578125
2017-06-15,8341.8173828125
2017-06-16,8274.0107421875
2017-06-19,8330.20703125
2017-06-20,8332.0615234375
2017-06-21,8293.0341796875
2017-06-22,8292.8388671875
2017-06-23,8121.02685546875
2017-06-27,8185.81103515625
2017-06-28,8187.568359375
2017-06-29,8113.61181640625
2017-06-30,8097.904296875
2017-07-03,8138.58935546875
2017-07-04,8141.7109375
2017-07-05,8129.90625
2017-07-06,8127.076171875
2017-07-07,7967.4599609375
2017-07-10,8153.80908203125
2017-07-11,8210.396484375
2017-07-12,8329.427734375
2017-07-13,8380.8427734375
2017-07-14,8424.748046875
2017-07-17,8487.189453125
2017-07-18,8487.189453125
2017-07-19,8502.41015625
2017-07-20,8694.0283203125
2017-07-21,8683.2958984375
2017-07-24,8682.22265625
2017-07-25,8624.5615234375
2017-07-26,8680.369140625
2017-07-27,8634.5126953125
2017-07-28,8673.6357421875
2017-07-31,8614.7060546875
2017-08-01,8621.828125
2017-08-02,8663.197265625
2017-08-03,8722.4189453125
2017-08-04,8897.9384765625
2017-08-07,9042.4326171875
2017-08-08,9266.931640625
2017-08-09,9216.9755859375
2017-08-10,9216.9755859375
2017-08-11,9073.556640625
2017-08-14,8942.0390625
2017-08-16,8946.720703125
2017-08-17,8985.650390625
2017-08-18,8866.3271484375
2017-08-21,8863.791015625
2017-08-22,9078.4345703125
2017-08-23,9078.1416015625
2017-08-24,9014.1396484375
2017-08-25,9084.0927734375
2017-08-28,9122.3388671875
2017-08-29,9093.068359375
2017-08-30,9065.947265625
2017-08-31,8975.990234375
2017-09-01,8975.990234375
2017-09-04,8878.4248046875
2017-09-05,8780.859375
2017-09-06,8761.34765625
2017-09-07,8966.234375
2017-09-08,8904.767578125
2017-09-11,8878.6201171875
2017-09-12,8927.2099609375
2017-09-13,8946.720703125
2017-09-14,8946.720703125
2017-09-15,8946.916015625
2017-09-20,8980.869140625
2017-09-21,9171.0234375
2017-09-22,9122.3388671875
2017-09-25,9094.044921875
2017-09-26,9072.580078125
2017-09-27,9073.556640625
2017-09-28,9074.7275390625
2017-09-29,9171.12109375
2017-10-02,9146.73046875
2017-10-03,9171.12109375
2017-10-04,9220.87890625
2017-10-05,9219.90234375
2017-10-06,9345.7607421875
2017-10-10,9365.9580078125
2017-10-11,9629.6767578125
2017-10-12,9688.2158203125
2017-10-13,9756.5107421875
2017-10-16,9844.3203125
2017-10-17,9951.640625
2017-10-18,10576.0576171875
2017-10-19,10251.1650390625
2017-10-20,10378.9765625
2017-10-23,10740.9443359375
2017-10-24,10633.6201171875
2017-10-25,10540.935546875
2017-10-26,10537.0322265625
2017-10-30,10658.01171875
2017-10-31,10730.2099609375
2017-11-02,10680.453125
2017-11-03,10396.5380859375
2017-11-06,10463.8583984375
2017-11-07,10536.0576171875
2017-11-08,10507.763671875
2017-11-09,10414.1005859375
2017-11-10,10390.6845703125
2017-11-13,10239.4609375
2017-11-14,10047.255859375
2017-11-15,10243.3603515625
2017-11-16,10146.7724609375
2017-11-17,10193.6015625
2017-11-20,9634.359375
2017-11-21,9519.1357421875
2017-11-22,9314.0537109375
2017-11-23,9171.21875
2017-11-24,9038.53125
2017-11-27,9027.115234375
2017-11-28,9150.728515625
2017-11-29,9142.630859375
2017-11-30,9024.771484375
2017-12-01,9034.724609375
2017-12-04,8947.501953125
2017-12-05,8782.1279296875
2017-12-06,8703.783203125
2017-12-07,8731.9794921875
2017-12-11,9168.4873046875
2017-12-12,9198.828125
2017-12-13,9358.8369140625
2017-12-14,9358.4462890625
2017-12-15,9615.4306640625
2017-12-18,10729.234375
2017-12-19,11507.806640625
2017-12-20,10928.26953125
2017-12-21,10527.2763671875
2017-12-22,10646.3056640625
2017-12-26,10390.6845703125
2017-12-27,10530.2041015625
2017-12-28,10665.818359375
2017-12-29,10622.890625
2018-01-02,10856.0703125
2018-01-03,10926.3173828125
2018-01-04,10885.33984375
2018-01-05,11122.4228515625
2018-01-08,11240.478515625
2018-01-09,11276.5771484375
2018-01-10,11408.2900390625
2018-01-11,11415.119140625
2018-01-12,11306.8212890625
2018-01-15,11306.8212890625
2018-01-17,11030.7109375
2018-01-18,11356.580078125
2018-01-19,11364.384765625
2018-01-22,11170.2294921875
2018-01-23,10937.05078125
2018-01-24,11063.8837890625
2018-01-25,11219.9873046875
2018-01-26,11267.7958984375
2018-01-29,11457.072265625
2018-01-30,11698.05859375
2018-01-31,11531.2216796875
2018-02-01,11590.736328125
2018-02-02,11793.6708984375
2018-02-05,11805.3779296875
2018-02-06,12097.0986328125
2018-02-07,11927.3349609375
2018-02-08,11707.8154296875
2018-02-09,11707.8154296875
2018-02-12,11610.248046875
2018-02-13,10947.7822265625
2018-02-14,11439.5087890625
2018-02-15,11512.6826171875
2018-02-16,11561.466796875
2018-02-19,11511.7060546875
2018-02-20,11706.8388671875
2018-02-21,11634.640625
2018-02-22,11643.419921875
2018-02-23,11746.8408203125
2018-02-26,11696.107421875
2018-02-27,11512.6826171875
2018-02-28,11494.146484375
2018-03-01,11260.966796875
2018-03-02,11219.9873046875
2018-03-05,11061.93359375
2018-03-06,11023.8828125
2018-03-07,11023.8828125
2018-03-08,10925.341796875
2018-03-09,10905.828125
2018-03-12,10833.62890625
2018-03-13,10759.4814453125
2018-03-14,10927.29296875
2018-03-15,10797.533203125
2018-03-16,10595.572265625
2018-03-19,10537.0322265625
2018-03-20,10244.3369140625
2018-03-21,10415.076171875
2018-03-22,10367.26953125
2018-03-23,10378.9765625
2018-03-26,10189.7001953125
2018-03-27,10244.3369140625
2018-03-28,10498.982421875
2018-03-29,10790.7021484375
2018-04-02,10390.6845703125
2018-04-03,10388.734375
2018-04-04,10618.98828125
2018-04-05,10749.7236328125
2018-04-06,10694.111328125
2018-04-09,10728.2607421875
2018-04-10,10538.0087890625
2018-04-11,10716.55078125
2018-04-12,10640.4521484375
2018-04-13,10670.6962890625
2018-04-16,10638.5
2018-04-17,10689.2333984375
2018-04-18,10671.671875
2018-04-19,10718.5029296875
2018-04-20,10668.74609375
2018-04-23,10659.962890625
2018-04-24,10663.8662109375
2018-04-25,10731.1865234375
2018-04-26,10780.9453125
2018-04-27,10876.5595703125
2018-04-30,10836.556640625
2018-05-02,10924.365234375
2018-05-03,11062.908203125
2018-05-04,11373.7880859375
2018-05-07,11109.9326171875
2018-05-08,11292.83203125
2018-05-09,11088.9443359375
2018-05-10,11253.853515625
2018-05-11,11473.734375
2018-05-14,11284.8359375
2018-05-15,11589.669921875
2018-05-16,11713.603515625
2018-05-17,11661.630859375
2018-05-18,11354.798828125
2018-05-22,11337.80859375
2018-05-23,11244.8583984375
2018-05-24,11374.7880859375
2018-05-25,11355.7978515625
2018-05-28,11411.767578125
2018-05-29,11293.83203125
2018-05-30,11293.83203125
2018-05-31,11093.9404296875
2018-06-01,10989.998046875
2018-06-04,10987.0009765625
2018-06-05,11420.76171875
2018-06-06,11391.779296875
2018-06-07,11388.7802734375
2018-06-08,11381.783203125
2018-06-11,11243.8583984375
2018-06-12,11343.8037109375
2018-06-13,11174.896484375
2018-06-14,11203.8828125
2018-06-15,10768.1181640625
2018-06-18,10860.068359375
2018-06-19,10750.1279296875
2018-06-20,10777.1142578125
2018-06-21,10794.1044921875
2018-06-22,10720.14453125
2018-06-25,10494.2685546875
2018-06-26,10494.2685546875
2018-06-27,10634.19140625
2018-06-28,10494.2685546875
2018-06-29,10511.2587890625
2018-07-03,10507.26171875
2018-07-04,10394.32421875
2018-07-05,10288.3818359375
2018-07-06,10405.318359375
2018-07-09,10612.2060546875
2018-07-10,10595.212890625
2018-07-11,10542.2412109375
2018-07-12,10627.1962890625
2018-07-13,10620.19921875
2018-07-17,10662.1767578125
2018-07-18,10710.150390625
2018-07-19,10646.185546875
2018-07-20,10833.08203125
2018-07-23,10703.1552734375
2018-07-24,10694.158203125
2018-07-25,10909.0419921875
2018-07-26,10927.0322265625
2018-07-27,10892.0498046875
2018-07-30,10992.9951171875
2018-07-31,10938.0263671875
2018-08-01,10901.046875
2018-08-02,10894.048828125
2018-08-03,10894.048828125
2018-08-06,10844.076171875
2018-08-07,10499.263671875
2018-08-08,10719.1455078125
2018-08-09,10593.21484375
2018-08-10,10569.228515625
2018-08-13,10593.21484375
2018-08-14,10617.201171875
2018-08-16,10602.208984375
2018-08-17,10496.2685546875
2018-08-20,10406.3173828125
2018-08-21,10434.3017578125
2018-08-22,10694.158203125
2018-08-23,10594.21484375
2018-08-24,10668.173828125
2018-08-27,10674.169921875
2018-08-28,10732.138671875
2018-08-29,10745.12890625
2018-08-30,10794.1044921875
2018-08-31,10842.0771484375
2018-09-03,10744.130859375
2018-09-04,10734.138671875
2018-09-05,10654.1826171875
2018-09-06,10559.232421875
2018-09-07,10593.21484375
2018-09-10,10407.31640625
2018-09-11,10432.3017578125
2018-09-12,10510.2607421875
2018-09-13,11017.9814453125
2018-09-14,10885.056640625
2018-09-20,10988.0
2018-09-21,10612.2060546875
2018-09-24,10728.142578125
2018-09-25,10794.1044921875
2018-09-26,10842.0771484375
2018-09-27,10814.0966796875
2018-09-28,10839.080078125
2018-10-01,10822.08984375
2018-10-02,10743.1318359375
2018-10-03,10802.1005859375
2018-10-04,10784.1103515625
2018-10-05,10694.158203125
2018-10-08,10853.0732421875
2018-10-09,10701.15625
2018-10-10,10693.158203125
2018-10-11,10369.3359375
2018-10-12,10360.341796875
2018-10-16,10473.2802734375
2018-10-17,10471.28125
2018-10-18,10367.3359375
2018-10-19,10184.4375
2018-10-22,10001.537109375
2018-10-23,10033.51953125
2018-10-24,10194.4306640625
2018-10-25,10111.4765625
2018-10-26,10054.5087890625
2018-10-29,10044.515625
2018-10-30,9936.671875
2018-10-31,10374.3349609375
2018-11-05,10566.2294921875
2018-11-06,10596.212890625
2018-11-07,10554.23828125
2018-11-08,10639.1904296875
2018-11-09,10284.3837890625
2018-11-12,10300.375
2018-11-13,10244.404296875
2018-11-14,10176.4423828125
2018-11-15,10143.458984375
2018-11-16,10155.4541015625
2018-11-19,9994.541015625
2018-11-20,9969.9560546875
2018-11-21,9993.541015625
2018-11-22,9819.63671875
2018-11-23,9821.2353515625
2018-11-26,9836.029296875
2018-11-27,9744.4775390625
2018-11-28,9665.720703125
2018-11-29,9644.7314453125
2018-11-30,9609.4521484375
2018-12-03,9744.677734375
2018-12-04,9497.611328125
2018-12-05,9494.9140625
2018-12-06,9490.9169921875
2018-12-07,9212.0673828125
2018-12-10,9085.638671875
2018-12-11,8996.0859375
2018-12-12,9179.884765625
2018-12-13,9181.384765625
2018-12-14,9294.82421875
2018-12-17,9096.0322265625
2018-12-18,9144.0068359375
2018-12-19,9145.1064453125
2018-12-20,9061.6494140625
2018-12-21,8933.62109375
2018-12-24,8994.9873046875
2018-12-26,8995.0869140625
2018-12-27,9097.2314453125
2018-12-28,9103.8271484375
2019-01-02,9193.9775390625
2019-01-03,9114.2236328125
2019-01-04,9169.9921875
2019-01-07,9163.4951171875
2019-01-08,9095.0322265625
2019-01-09,9168.9921875
2019-01-10,9371.08203125
2019-01-11,9843.6240234375
2019-01-14,9839.6259765625
2019-01-15,9839.6259765625
2019-01-16,9604.5537109375
2019-01-17,9604.75390625
2019-01-18,9685.0107421875
2019-01-21,9682.51171875
2019-01-22,9397.66796875
2019-01-23,9442.54296875
2019-01-24,9498.8115234375
2019-01-25,9502.7109375
2019-01-28,9500.01171875
2019-01-29,9528.4970703125
2019-01-30,9567.1767578125
2019-01-31,9994.541015625
2019-02-01,9894.498046875
2019-02-04,9974.453125
2019-02-05,9923.37890625
2019-02-06,9922.5810546875
2019-02-07,9924.5791015625
2019-02-08,9770.064453125
2019-02-11,9831.130859375
2019-02-12,9831.130859375
2019-02-13,9774.662109375
2019-02-14,9775.2607421875
2019-02-15,9775.2607421875
2019-02-18,9775.2607421875
2019-02-19,9739.5810546875
2019-02-20,9594.7587890625
2019-02-21,9604.5537109375
2019-02-22,9638.6376953125
2019-02-25,9646.4306640625
2019-02-26,9660.822265625
2019-02-27,9470.828125
2019-02-28,9561.5791015625
2019-03-01,9609.751953125
2019-03-04,9520.7998046875
2019-03-05,9394.6689453125
2019-03-06,9391.970703125
2019-03-07,9374.7802734375
2019-03-08,9404.8642578125
2019-03-11,9419.955078125
2019-03-12,9375.9794921875
2019-03-13,9364.8837890625
2019-03-14,9295.1240234375
2019-03-15,9156.498046875
2019-03-18,9195.4775390625
2019-03-19,9190.6787109375
2019-03-20,9045.05859375
2019-03-21,9045.05859375
2019-03-22,8991.3876953125
2019-03-25,8902.6376953125
2019-03-26,8995.0869140625
2019-03-27,8995.0869140625
2019-03-28,8995.0869140625
2019-03-29,9148.50390625
2019-04-01,9269.3369140625
2019-04-02,9269.3369140625
2019-04-03,9269.3369140625
2019-04-04,9261.443359375
2019-04-05,9263.9404296875
2019-04-08,9265.0380859375
2019-04-09,9264.9384765625
2019-04-10,9255.744140625
2019-04-11,9242.25
2019-04-12,9234.9580078125
2019-04-15,9217.8662109375
2019-04-16,9226.4619140625
2019-04-17,9294.923828125
2019-04-18,9294.923828125
2019-04-22,9294.423828125
2019-04-23,9284.9306640625
2019-04-24,9293.923828125
2019-04-25,9293.82421875
2019-04-26,9294.0234375
2019-04-29,9393.869140625
2019-04-30,9409.8603515625
2019-05-02,9408.861328125
2019-05-03,9434.349609375
2019-05-06,9434.982421875
2019-05-07,8995.6904296875
2019-05-08,8995.6904296875
2019-05-09,8999.2900390625
2019-05-10,9039.970703125
2019-05-13,8795.787109375
2019-05-14,8795.787109375
2019-05-15,8767.900390625
2019-05-16,8725.021484375
2019-05-17,8685.6396484375
2019-05-20,8566.498046875
2019-05-22,8545.9072265625
2019-05-23,8314.8173828125
2019-05-24,8247.7509765625
2019-05-27,8244.05078125
2019-05-28,8245.8505859375
2019-05-29,8244.451171875
2019-05-30,8146.1982421875
2019-05-31,8240.7529296875
2019-06-03,8240.65234375
2019-06-04,8156.09326171875
2019-06-05,8156.193359375
2019-06-06,8156.09326171875
2019-06-07,8156.09326171875
2019-06-10,8123.60986328125
2019-06-11,8185.67919921875
2019-06-12,8196.0732421875
2019-06-13,8176.083984375
2019-06-14,8146.09814453125
2019-06-17,8096.1220703125
2019-06-18,8000.06884765625
2019-06-19,8008.96337890625
2019-06-20,8097.2216796875
2019-06-21,8096.1220703125
2019-06-24,8137.30322265625
2019-06-25,8213.3671875
2019-06-26,8197.9736328125
2019-06-27,8176.48388671875
2019-06-28,8175.8837890625
