Date,SU.PA
2015-08-24,41.92544174194336
2015-08-25,42.96600341796875
2015-08-26,42.02638626098633
2015-08-27,43.23002243041992
2015-08-28,43.8434944152832
2015-08-31,43.74254608154297
2015-09-01,42.826229095458984
2015-09-02,42.8572883605957
2015-09-03,43.64935302734375
2015-09-04,42.45348358154297
2015-09-07,42.694210052490234
2015-09-08,43.09801483154297
2015-09-09,43.82019805908203
2015-09-10,43.09025192260742
2015-09-11,42.94270324707031
2015-09-14,42.58549880981445
2015-09-15,43.1989631652832
2015-09-16,43.99103927612305
2015-09-17,42.98929214477539
2015-09-18,41.04794692993164
2015-09-21,41.58375930786133
2015-09-22,39.95302200317383
2015-09-23,39.94525909423828
2015-09-24,38.819271087646484
2015-09-25,39.580284118652344
2015-09-28,38.42323684692383
2015-09-29,38.023319244384766
2015-09-30,38.83480453491211
2015-10-01,38.34170150756836
2015-10-02,38.33393478393555
2015-10-05,39.93749237060547
2015-10-06,40.325767517089844
2015-10-07,40.550960540771484
2015-10-08,40.09280014038086
2015-10-09,41.35080337524414
2015-10-12,40.90039825439453
2015-10-13,40.232582092285156
2015-10-14,39.32402420043945
2015-10-15,39.921958923339844
2015-10-16,39.02117919921875
2015-10-19,38.819271087646484
2015-10-20,38.88916778564453
2015-10-21,39.58804702758789
2015-10-22,40.91592788696289
2015-10-23,42.593265533447266
2015-10-26,42.880584716796875
2015-10-27,41.63035583496094
2015-10-28,41.90214157104492
2015-10-29,42.37582778930664
2015-10-30,42.77186965942383
2015-11-02,42.919410705566406
2015-11-03,42.981529235839844
2015-11-04,43.75807189941406
2015-11-05,44.09198760986328
2015-11-06,45.15584945678711
2015-11-09,44.107521057128906
2015-11-10,43.952213287353516
2015-11-11,44.371543884277344
2015-11-12,43.33097457885742
2015-11-13,43.37757110595703
2015-11-16,43.82795715332031
2015-11-17,44.96947479248047
2015-11-18,44.837467193603516
2015-11-19,45.31114959716797
2015-11-20,45.28009796142578
2015-11-23,45.078189849853516
2015-11-24,44.67438507080078
2015-11-25,45.19467544555664
2015-11-26,45.652835845947266
2015-11-27,45.76931381225586
2015-11-30,46.592445373535156
2015-12-01,44.666622161865234
2015-12-02,44.565673828125
2015-12-03,42.826229095458984
2015-12-04,43.09025192260742
2015-12-07,43.563926696777344
2015-12-08,43.09025192260742
2015-12-09,42.5544319152832
2015-12-10,42.709739685058594
2015-12-11,41.35080337524414
2015-12-14,40.706268310546875
2015-12-15,41.15666580200195
2015-12-16,41.20325469970703
2015-12-17,41.51387023925781
2015-12-18,40.48107147216797
2015-12-21,40.2170524597168
2015-12-22,40.34906005859375
2015-12-23,41.8089599609375
2015-12-24,41.59929275512695
2015-12-28,41.23431396484375
2015-12-29,42.173927307128906
2015-12-30,41.68470764160156
2016-01-04,39.758888244628906
2016-01-05,39.93749237060547
2016-01-06,39.23084259033203
2016-01-07,38.42323684692383
2016-01-08,38.55913162231445
2016-01-11,37.8214225769043
2016-01-12,38.058265686035156
2016-01-13,38.11650848388672
2016-01-14,37.320552825927734
2016-01-15,36.015968322753906
2016-01-18,35.880069732666016
2016-01-19,37.157470703125
2016-01-20,35.66651916503906
2016-01-21,36.95945739746094
2016-01-22,38.186397552490234
2016-01-25,36.56731033325195
2016-01-26,37.681644439697266
2016-01-27,38.003910064697266
2016-01-28,37.57292175292969
2016-01-29,38.135921478271484
2016-02-01,38.28346252441406
2016-02-02,37.56903839111328
2016-02-03,36.90510559082031
2016-02-04,38.32228469848633
2016-02-05,39.52592468261719
2016-02-08,38.135921478271484
2016-02-09,37.86801528930664
2016-02-10,37.662227630615234
2016-02-11,35.91889953613281
2016-02-12,35.744163513183594
2016-02-15,36.9749870300293
2016-02-16,37.29725646972656
2016-02-17,40.72956466674805
2016-02-18,40.939231872558594
2016-02-19,40.6596794128418
2016-02-22,41.506099700927734
2016-02-23,41.117835998535156
2016-02-24,39.976314544677734
2016-02-25,40.15492248535156
2016-02-26,41.61481857299805
2016-02-29,42.5311393737793
2016-03-01,42.61655807495117
2016-03-02,42.67091751098633
2016-03-03,43.30767822265625
2016-03-04,43.48628234863281
2016-03-07,44.037628173828125
2016-03-08,43.49404525756836
2016-03-09,43.37757110595703
2016-03-10,41.90214157104492
2016-03-11,43.035888671875
2016-03-14,43.24555587768555
2016-03-15,42.74856948852539
2016-03-16,42.795166015625
2016-03-17,43.206729888916016
2016-03-18,43.48628234863281
2016-03-21,43.113548278808594
2016-03-22,43.30767822265625
2016-03-23,42.8728141784668
2016-03-24,41.591522216796875
2016-03-29,42.166160583496094
2016-03-30,43.579463958740234
2016-03-31,43.12907409667969
2016-04-01,41.956504821777344
2016-04-04,42.096275329589844
2016-04-05,40.6596794128418
2016-04-06,41.08677291870117
2016-04-07,40.550960540771484
2016-04-08,41.249839782714844
2016-04-11,41.591522216796875
2016-04-12,41.692474365234375
2016-04-13,43.42416000366211
2016-04-14,43.9444465637207
2016-04-15,43.7813720703125
2016-04-18,43.38532638549805
2016-04-19,43.33097457885742
2016-04-20,43.85125732421875
2016-04-21,45.8935546875
2016-04-22,46.16535186767578
2016-04-25,45.5518798828125
2016-04-26,45.34221649169922
2016-04-27,45.808135986328125
2016-04-28,45.63730239868164
2016-04-29,44.13857650756836
2016-05-02,44.037628173828125
2016-05-03,43.09801483154297
2016-05-04,42.63985824584961
2016-05-05,43.276512145996094
2016-05-06,43.34097671508789
2016-05-09,43.38933181762695
2016-05-10,44.10658645629883
2016-05-11,44.28388214111328
2016-05-12,44.00181579589844
2016-05-13,44.130760192871094
2016-05-16,44.20329284667969
2016-05-17,44.493412017822266
2016-05-18,45.02529525756836
2016-05-19,44.702945709228516
2016-05-20,45.331539154052734
2016-05-23,45.28318786621094
2016-05-24,46.056846618652344
2016-05-25,46.75796890258789
2016-05-26,46.79826736450195
2016-05-27,46.98362350463867
2016-05-30,46.89497375488281
2016-05-31,46.830501556396484
2016-06-01,46.52426528930664
2016-06-02,46.741859436035156
2016-06-03,45.94401550292969
2016-06-06,45.80702209472656
2016-06-07,45.94401550292969
2016-06-08,45.71836853027344
2016-06-09,45.21871566772461
2016-06-10,44.50952911376953
2016-06-13,43.510223388671875
2016-06-14,42.478675842285156
2016-06-15,43.38933181762695
2016-06-16,43.26039123535156
2016-06-17,44.122703552246094
2016-06-20,45.80702209472656
2016-06-21,46.209964752197266
2016-06-22,46.2341423034668
2016-06-23,47.056156158447266
2016-06-24,42.003196716308594
2016-06-27,40.073081970214844
2016-06-28,40.995826721191406
2016-06-29,41.76143264770508
2016-06-30,42.760746002197266
2016-07-01,43.30068588256836
2016-07-04,42.752685546875
2016-07-05,41.64860534667969
2016-07-06,40.68153381347656
2016-07-07,40.60094451904297
2016-07-08,41.98707962036133
2016-07-11,43.51827621459961
2016-07-12,44.03404998779297
2016-07-13,44.19523239135742
2016-07-14,44.8721809387207
2016-07-15,44.64653396606445
2016-07-18,44.55788803100586
2016-07-19,44.38864517211914
2016-07-20,45.29125213623047
2016-07-21,45.20259475708008
2016-07-22,45.35572052001953
2016-07-25,45.742549896240234
2016-07-26,45.79895782470703
2016-07-27,46.2260856628418
2016-07-28,47.160919189453125
2016-07-29,47.160919189453125
2016-08-01,47.03197479248047
2016-08-02,46.717681884765625
2016-08-03,46.419498443603516
2016-08-04,46.919158935546875
2016-08-05,47.54774856567383
2016-08-08,47.789520263671875
2016-08-09,48.48258590698242
2016-08-10,48.82106018066406
2016-08-11,49.635009765625
2016-08-12,49.481895446777344
2016-08-15,49.2320671081543
2016-08-16,48.58735656738281
2016-08-17,48.3617057800293
2016-08-18,49.05477523803711
2016-08-19,49.08700942993164
2016-08-22,48.70017623901367
2016-08-23,49.45772171020508
2016-08-24,49.78813552856445
2016-08-25,49.264305114746094
2016-08-26,49.844547271728516
2016-08-29,49.36101531982422
2016-08-30,49.95737838745117
2016-08-31,49.2320671081543
2016-09-01,49.320716857910156
2016-09-02,50.63432312011719
2016-09-05,50.48120880126953
2016-09-06,49.98960876464844
2016-09-07,50.19108200073242
2016-09-08,49.03059387207031
2016-09-09,47.87010955810547
2016-09-12,47.95069885253906
2016-09-13,47.8539924621582
2016-09-14,47.63639831542969
2016-09-15,48.039344787597656
2016-09-16,47.94264221191406
2016-09-19,48.732418060302734
2016-09-20,48.57123947143555
2016-09-21,49.1595344543457
2016-09-22,50.876094818115234
2016-09-23,50.739097595214844
2016-09-26,50.19914627075195
2016-09-27,49.94931411743164
2016-09-28,50.23137664794922
2016-09-29,49.82843780517578
2016-09-30,50.01378631591797
2016-10-03,49.852603912353516
2016-10-04,50.029903411865234
2016-10-05,50.046024322509766
2016-10-06,50.8841552734375
2016-10-07,50.0782585144043
2016-10-10,50.602088928222656
2016-10-11,49.965431213378906
2016-10-12,49.707542419433594
2016-10-13,49.00642395019531
2016-10-14,50.054080963134766
2016-10-17,49.87678909301758
2016-10-18,50.42478561401367
2016-10-19,50.64237976074219
2016-10-20,50.77132797241211
2016-10-21,50.553733825683594
2016-10-24,50.876094818115234
2016-10-25,50.28778839111328
2016-10-26,50.021846771240234
2016-10-27,48.522884368896484
