Date,EL.PA
2015-08-24,85.04744720458984
2015-08-25,88.73226165771484
2015-08-26,87.3345718383789
2015-08-27,90.38409423828125
2015-08-28,90.51115417480469
2015-08-31,90.12995910644531
2015-09-01,88.30872344970703
2015-09-02,88.73226165771484
2015-09-03,91.27352905273438
2015-09-04,91.01939392089844
2015-09-07,90.6805648803711
2015-09-08,92.0782470703125
2015-09-09,93.60301971435547
2015-09-10,92.12060546875
2015-09-11,90.89232635498047
2015-09-14,89.9181900024414
2015-09-15,91.01939392089844
2015-09-16,91.82414245605469
2015-09-17,91.44293975830078
2015-09-18,90.0029067993164
2015-09-21,92.96770477294922
2015-09-22,90.46880340576172
2015-09-23,90.63821411132812
2015-09-24,88.90167236328125
2015-09-25,92.2900161743164
2015-09-28,90.17231750488281
2015-09-29,89.36759185791016
2015-09-30,92.2476577758789
2015-10-01,90.80763244628906
2015-10-02,90.80763244628906
2015-10-05,93.85713958740234
2015-10-06,93.6453628540039
2015-10-07,90.93468475341797
2015-10-08,91.3158950805664
2015-10-09,90.97703552246094
2015-10-12,90.76527404785156
2015-10-13,90.59585571289062
2015-10-14,89.6640625
2015-10-15,92.1629638671875
2015-10-16,93.2641830444336
2015-10-19,94.32304382324219
2015-10-20,93.7724380493164
2015-10-21,93.81478881835938
2015-10-22,95.59367370605469
2015-10-23,98.64317321777344
2015-10-26,98.60081481933594
2015-10-27,98.98200988769531
2015-10-28,100.88794708251953
2015-10-29,101.9044418334961
2015-10-30,101.31148529052734
2015-11-02,101.09972381591797
2015-11-03,100.88794708251953
2015-11-04,100.59146881103516
2015-11-05,102.45507049560547
2015-11-06,103.17508697509766
2015-11-09,101.65032958984375
2015-11-10,102.45507049560547
2015-11-11,104.31864929199219
2015-11-12,102.45507049560547
2015-11-13,101.31148529052734
2015-11-16,101.73504638671875
2015-11-17,104.10688018798828
2015-11-18,102.92095184326172
2015-11-19,102.24329376220703
2015-11-20,103.3021469116211
2015-11-23,103.55626678466797
2015-11-24,101.01500701904297
2015-11-25,103.89510345458984
2015-11-26,104.65748596191406
2015-11-27,104.48807525634766
2015-11-30,104.65748596191406
2015-12-01,104.5304183959961
2015-12-02,104.10688018798828
2015-12-03,99.53262329101562
2015-12-04,98.47376251220703
2015-12-07,101.2691421508789
2015-12-08,99.15142059326172
2015-12-09,98.43141174316406
2015-12-10,97.79608917236328
2015-12-11,96.44075012207031
2015-12-14,94.70420837402344
2015-12-15,97.33018493652344
2015-12-16,97.33018493652344
2015-12-17,98.60081481933594
2015-12-18,97.45726013183594
2015-12-21,95.63601684570312
2015-12-22,94.9583511352539
2015-12-23,97.0337142944336
2015-12-24,96.99134826660156
2015-12-28,96.77959442138672
2015-12-29,98.6855239868164
2015-12-30,98.47376251220703
2016-01-04,94.70420837402344
2016-01-05,95.59367370605469
2016-01-06,95.00070190429688
2016-01-07,94.74658966064453
2016-01-08,93.98419952392578
2016-01-11,91.78179168701172
2016-01-12,94.70420837402344
2016-01-13,94.87364196777344
2016-01-14,92.75593566894531
2016-01-15,91.27352905273438
2016-01-18,92.71357727050781
2016-01-19,94.15361785888672
2016-01-20,90.89232635498047
2016-01-21,91.90884399414062
2016-01-22,94.23833465576172
2016-01-25,95.55130767822266
2016-01-26,95.25483703613281
2016-01-27,96.44075012207031
2016-01-28,94.23833465576172
2016-01-29,96.86429595947266
2016-02-01,97.92315673828125
2016-02-02,97.75373840332031
2016-02-03,94.5771713256836
2016-02-04,93.05239868164062
2016-02-05,91.27352905273438
2016-02-08,89.45228576660156
2016-02-09,88.56285858154297
2016-02-10,90.51115417480469
2016-02-11,87.2498550415039
2016-02-12,88.1816635131836
2016-02-15,91.48528289794922
2016-02-16,91.99353790283203
2016-02-17,93.51829528808594
2016-02-18,94.70420837402344
2016-02-19,92.62887573242188
2016-02-22,92.67122650146484
2016-02-23,91.86648559570312
2016-02-24,89.28286743164062
2016-02-25,91.1888198852539
2016-02-26,92.33238220214844
2016-02-29,92.88298797607422
2016-03-01,93.4759521484375
2016-03-02,93.3065414428711
2016-03-03,92.12060546875
2016-03-04,92.75593566894531
2016-03-07,93.94184875488281
2016-03-08,94.19597625732422
2016-03-09,94.78893280029297
2016-03-10,93.60301971435547
2016-03-11,94.78893280029297
2016-03-14,95.7630844116211
2016-03-15,95.17011260986328
2016-03-16,93.17947387695312
2016-03-17,92.58650970458984
2016-03-18,92.205322265625
2016-03-21,91.48528289794922
2016-03-22,91.01939392089844
2016-03-23,91.9511947631836
2016-03-24,89.4099349975586
2016-03-29,91.23117065429688
2016-03-30,92.1629638671875
2016-03-31,91.9511947631836
2016-04-01,90.42643737792969
2016-04-04,90.97703552246094
2016-04-05,90.0029067993164
2016-04-06,91.27352905273438
2016-04-07,90.46880340576172
2016-04-08,91.01939392089844
2016-04-11,89.79113006591797
2016-04-12,90.29937744140625
2016-04-13,93.17947387695312
2016-04-14,93.6453628540039
2016-04-15,91.82414245605469
