Date,NDSN
2015-08-03,66.38982391357422
2015-08-04,66.11107635498047
2015-08-05,66.62360382080078
2015-08-06,66.58765411376953
2015-08-07,66.65958404541016
2015-08-10,67.98146057128906
2015-08-11,66.81245422363281
2015-08-12,66.86641693115234
2015-08-13,66.63262176513672
2015-08-14,66.64160919189453
2015-08-17,66.8304214477539
2015-08-18,66.46177673339844
2015-08-19,65.8862533569336
2015-08-20,63.97990417480469
2015-08-21,56.33767318725586
2015-08-24,56.87904357910156
2015-08-25,56.85197067260742
2015-08-26,57.781307220458984
2015-08-27,59.793365478515625
2015-08-28,60.217437744140625
2015-08-31,60.01892852783203
2015-09-01,57.58279800415039
2015-09-02,58.259517669677734
2015-09-03,58.7557487487793
2015-09-04,58.1422004699707
2015-09-08,59.45050048828125
2015-09-09,58.9632682800293
2015-09-10,59.64901351928711
2015-09-11,60.1272087097168
2015-09-14,59.179805755615234
2015-09-15,59.901641845703125
2015-09-16,60.70465850830078
2015-09-17,59.838470458984375
2015-09-18,58.65650939941406
2015-09-21,58.57529067993164
2015-09-22,57.456485748291016
2015-09-23,56.5632438659668
2015-09-24,55.78730010986328
2015-09-25,56.220375061035156
2015-09-28,55.471500396728516
2015-09-29,55.895565032958984
2015-09-30,56.7888069152832
2015-10-01,56.229400634765625
2015-10-02,57.90763473510742
2015-10-05,59.74824142456055
2015-10-06,60.10014724731445
2015-10-07,61.31818771362305
2015-10-08,62.364845275878906
2015-10-09,62.34677505493164
2015-10-12,61.931739807128906
2015-10-13,60.96630096435547
2015-10-14,60.461036682128906
2015-10-15,60.659542083740234
2015-10-16,60.433982849121094
2015-10-19,60.803897857666016
2015-10-20,60.9843635559082
2015-10-21,60.74977493286133
2015-10-22,62.48213577270508
2015-10-23,63.02350616455078
2015-10-26,62.75281524658203
2015-10-27,62.256553649902344
2015-10-28,64.00696563720703
2015-10-29,63.65509033203125
2015-10-30,64.27765655517578
2015-11-02,64.9723892211914
2015-11-03,65.7573471069336
2015-11-04,65.83855438232422
2015-11-05,65.95584869384766
2015-11-06,66.06411743164062
2015-11-09,65.10772705078125
2015-11-10,65.6941909790039
2015-11-11,64.90019989013672
2015-11-12,62.843048095703125
2015-11-13,62.888126373291016
2015-11-16,63.212955474853516
2015-11-17,62.30168151855469
2015-11-18,62.59040451049805
2015-11-19,63.69117736816406
2015-11-20,63.96186447143555
2015-11-23,63.97991180419922
2015-11-24,64.73778533935547
2015-11-25,65.14380645751953
2015-11-27,65.46863555908203
2015-11-30,65.44158935546875
2015-12-01,66.04609680175781
2015-12-02,65.50470733642578
2015-12-03,64.1874008178711
2015-12-04,65.03553771972656
2015-12-07,64.9723892211914
2015-12-08,63.14980697631836
2015-12-09,62.39189910888672
2015-12-10,61.70615768432617
2015-12-11,57.330177307128906
2015-12-14,57.5106315612793
2015-12-15,57.384307861328125
2015-12-16,58.53018569946289
2015-12-17,57.943721771240234
2015-12-18,57.635780334472656
2015-12-21,57.54521179199219
2015-12-22,58.43276596069336
2015-12-23,59.34745407104492
2015-12-24,59.24786376953125
2015-12-28,58.40559387207031
2015-12-29,58.59579086303711
2015-12-30,58.47805404663086
2015-12-31,58.09766387939453
2016-01-04,57.373165130615234
2016-01-05,56.52184295654297
2016-01-06,55.00033187866211
2016-01-07,53.551300048828125
2016-01-08,52.40111541748047
2016-01-11,52.256221771240234
2016-01-12,52.37395095825195
2016-01-13,51.087913513183594
2016-01-14,50.943016052246094
2016-01-15,50.28187561035156
2016-01-19,49.72037887573242
2016-01-20,48.67887878417969
2016-01-21,50.57170104980469
2016-01-22,51.73093032836914
2016-01-25,50.48112106323242
2016-01-26,52.681854248046875
2016-01-27,52.727142333984375
2016-01-28,52.772430419921875
2016-01-29,54.728633880615234
2016-02-01,53.94072341918945
2016-02-02,52.01168441772461
2016-02-03,53.29771041870117
2016-02-04,54.19432067871094
2016-02-05,53.33393859863281
2016-02-08,52.83584213256836
2016-02-09,53.46073913574219
2016-02-10,54.085636138916016
2016-02-11,53.841102600097656
2016-02-12,55.61617660522461
2016-02-16,56.89315414428711
2016-02-17,58.29692077636719
2016-02-18,58.06144332885742
2016-02-19,58.0341682434082
2016-02-22,58.852333068847656
2016-02-23,63.343055725097656
2016-02-24,63.9339599609375
2016-02-25,64.21578216552734
2016-02-26,65.27027893066406
2016-02-29,65.152099609375
2016-03-01,66.55203247070312
2016-03-02,66.74293518066406
2016-03-03,67.3429183959961
2016-03-04,68.1156234741211
2016-03-07,68.61559295654297
2016-03-08,66.82475280761719
2016-03-09,66.73384857177734
2016-03-10,66.87930297851562
2016-03-11,67.27930450439453
2016-03-14,67.13383483886719
2016-03-15,67.11565399169922
2016-03-16,68.33380126953125
2016-03-17,70.21553802490234
2016-03-18,70.55189514160156
2016-03-21,70.41552734375
2016-03-22,70.34281921386719
2016-03-23,69.34285736083984
2016-03-24,69.78826141357422
2016-03-28,68.6701431274414
2016-03-29,69.96099090576172
2016-03-30,69.39738464355469
2016-03-31,69.12468719482422
2016-04-01,69.46104431152344
2016-04-04,68.52467346191406
2016-04-05,67.9156265258789
2016-04-06,68.33380126953125
2016-04-07,67.58837127685547
2016-04-08,68.22471618652344
2016-04-11,68.36103820800781
2016-04-12,69.77920532226562
2016-04-13,70.83367919921875
2016-04-14,70.52462768554688
2016-04-15,70.9518814086914
2016-04-18,70.93367767333984
2016-04-19,70.86096954345703
2016-04-20,71.35186767578125
2016-04-21,71.1064224243164
2016-04-22,71.80636596679688
2016-04-25,70.97006225585938
2016-04-26,72.19728088378906
2016-04-27,72.46997833251953
2016-04-28,70.31553649902344
2016-04-29,69.75192260742188
2016-05-02,70.69734191894531
2016-05-03,69.82464599609375
2016-05-04,68.72467803955078
2016-05-05,68.93379974365234
2016-05-06,69.25193786621094
2016-05-09,69.42467498779297
2016-05-10,70.69734191894531
2016-05-11,70.54278564453125
2016-05-12,71.04278564453125
2016-05-13,70.18828582763672
2016-05-16,70.59734344482422
2016-05-17,69.5064697265625
2016-05-18,69.02467346191406
2016-05-19,68.25196838378906
2016-05-20,68.85196685791016
2016-05-23,69.25193786621094
2016-05-24,79.6424560546875
2016-05-25,80.10735321044922
2016-05-26,80.33524322509766
2016-05-27,80.6451644897461
2016-05-31,79.28695678710938
2016-06-01,79.3325424194336
2016-06-02,80.4446029663086
2016-06-03,80.10735321044922
2016-06-06,80.66338348388672
2016-06-07,80.18029022216797
2016-06-08,80.034423828125
2016-06-09,79.26870727539062
2016-06-10,77.37266540527344
2016-06-13,77.34532928466797
2016-06-14,77.39093780517578
2016-06-15,77.4820785522461
2016-06-16,77.09921264648438
2016-06-17,77.17213439941406
2016-06-20,78.48478698730469
2016-06-21,77.6461410522461
2016-06-22,77.44562530517578
2016-06-23,79.6424560546875
2016-06-24,73.90879821777344
2016-06-27,71.7210693359375
2016-06-28,73.03369140625
2016-06-29,74.36457061767578
2016-06-30,76.21500396728516
2016-07-01,77.2359390258789
2016-07-05,75.2761001586914
2016-07-06,76.3973159790039
2016-07-07,76.46115112304688
2016-07-08,78.28424072265625
2016-07-11,78.84941101074219
2016-07-12,79.81563568115234
2016-07-13,78.77649688720703
2016-07-14,78.8311767578125
2016-07-15,79.02262115478516
2016-07-18,78.77649688720703
2016-07-19,78.39363861083984
2016-07-20,79.01350402832031
2016-07-21,78.98614501953125
2016-07-22,80.32612609863281
2016-07-25,79.57865142822266
2016-07-26,80.74543762207031
2016-07-27,81.0097885131836
2016-07-28,80.59957885742188
2016-07-29,80.4811019897461
2016-08-01,80.49020385742188
2016-08-02,80.17115783691406
2016-08-03,80.49932861328125
2016-08-04,80.94599914550781
2016-08-05,82.39535522460938
2016-08-08,82.7508544921875
2016-08-09,82.39535522460938
2016-08-10,82.75997161865234
2016-08-11,83.21575927734375
2016-08-12,82.57767486572266
2016-08-15,82.96963500976562
2016-08-16,82.39535522460938
2016-08-17,82.1309814453125
2016-08-18,83.08814239501953
2016-08-19,84.29498291015625
2016-08-22,84.34066772460938
2016-08-23,93.2181396484375
2016-08-24,91.40792083740234
2016-08-25,91.49933624267578
2016-08-26,91.02393341064453
2016-08-29,91.20680236816406
2016-08-30,90.63995361328125
2016-08-31,90.26509094238281
2016-09-01,90.68563842773438
2016-09-02,91.94733428955078
2016-09-06,91.43537139892578
2016-09-07,91.33478546142578
2016-09-08,90.58509826660156
2016-09-09,87.70514678955078
2016-09-12,89.26856994628906
2016-09-13,87.12918090820312
2016-09-14,87.10174560546875
2016-09-15,88.5553970336914
2016-09-16,88.02515411376953
2016-09-19,89.16798400878906
2016-09-20,88.72911834716797
2016-09-21,90.28338623046875
2016-09-22,92.33132934570312
2016-09-23,89.99080657958984
2016-09-26,89.54280853271484
2016-09-27,90.55767059326172
2016-09-28,91.68218994140625
2016-09-29,90.86849975585938
2016-09-30,91.08793640136719
2016-10-03,90.52108764648438
2016-10-04,90.2376480102539
2016-10-05,91.65476989746094
2016-10-06,91.96560668945312
2016-10-07,90.54853820800781
2016-10-10,90.11878967285156
2016-10-11,88.72911834716797
2016-10-12,89.07655334472656
2016-10-13,87.54973602294922
2016-10-14,87.86058807373047
2016-10-17,87.82401275634766
2016-10-18,88.0342788696289
2016-10-19,91.89248657226562
2016-10-20,91.8833236694336
2016-10-21,91.84676361083984
2016-10-24,92.20330810546875
2016-10-25,91.74620056152344
2016-10-26,91.73704528808594
2016-10-27,91.09707641601562
2016-10-28,90.4296646118164
2016-10-31,91.54505157470703
2016-11-01,89.07655334472656
2016-11-02,88.58285522460938
2016-11-03,88.64685821533203
2016-11-04,88.16227722167969
2016-11-07,90.79535675048828
2016-11-08,91.31649017333984
2016-11-09,92.30387878417969
2016-11-10,94.41582489013672
2016-11-11,96.6009292602539
2016-11-14,98.47516632080078
2016-11-15,98.73114776611328
2016-11-16,98.8042984008789
2016-11-17,98.21000671386719
2016-11-18,97.55176544189453
2016-11-21,98.42029571533203
2016-11-22,99.52656555175781
2016-11-23,100.4408187866211
2016-11-25,101.080810546875
2016-11-28,99.13340759277344
2016-11-29,98.39289855957031
2016-11-30,97.57918548583984
2016-12-01,97.94489288330078
2016-12-02,96.9483413696289
2016-12-05,98.22833251953125
2016-12-06,100.02938842773438
2016-12-07,100.34024810791016
2016-12-08,100.13911437988281
2016-12-09,97.50605773925781
2016-12-12,95.9426498413086
2016-12-13,95.57695770263672
2016-12-14,101.17755126953125
