Date,BBVA.MC
2015-08-24,4.617482662200928
2015-08-25,4.793332099914551
2015-08-26,4.710648059844971
2015-08-27,4.855053424835205
2015-08-28,4.866697788238525
2015-08-31,4.811383247375488
2015-09-01,4.65009069442749
2015-09-02,4.641938209533691
2015-09-03,4.690268039703369
2015-09-04,4.580217361450195
2015-09-07,4.5639119148254395
2015-09-08,4.5906982421875
2015-09-09,4.675710678100586
2015-09-10,4.584875106811523
2015-09-11,4.541786193847656
2015-09-14,4.521407127380371
2015-09-15,4.562166213989258
2015-09-16,4.65009069442749
2015-09-17,4.686192989349365
2015-09-18,4.4870524406433105
2015-09-21,4.497533321380615
2015-09-22,4.368266582489014
2015-09-23,4.314697742462158
2015-09-24,4.269279479980469
2015-09-25,4.369431495666504
2015-09-28,4.282671928405762
2015-09-29,4.368849277496338
2015-09-30,4.413683891296387
2015-10-01,4.4200897216796875
2015-10-02,4.372343063354492
2015-10-05,4.490641117095947
2015-10-06,4.535959243774414
2015-10-07,4.657790660858154
2015-10-08,4.646018028259277
2015-10-09,4.7631402015686035
2015-10-12,4.7407755851745605
2015-10-13,4.643664836883545
2015-10-14,4.602466106414795
2015-10-15,4.668384075164795
2015-10-16,4.730770111083984
2015-10-19,4.693691253662109
2015-10-20,4.666618347167969
2015-10-21,4.673091888427734
2015-10-22,4.777853488922119
2015-10-23,4.774911880493164
2015-10-26,4.792568206787109
2015-10-27,4.7343010902404785
2015-10-28,4.821996212005615
2015-10-29,4.779620170593262
2015-10-30,4.614236354827881
2015-11-02,4.626008033752441
2015-11-03,4.652493000030518
2015-11-04,4.667206764221191
2015-11-05,4.570684432983398
2015-11-06,4.673091888427734
2015-11-09,4.634836673736572
2015-11-10,4.595992088317871
2015-11-11,4.60364294052124
2015-11-12,4.434728145599365
2015-11-13,4.453562259674072
2015-11-16,4.4476776123046875
2015-11-17,4.533605575561523
2015-11-18,4.521245956420898
2015-11-19,4.595992088317871
2015-11-20,4.552438259124756
2015-11-23,4.575979709625244
2015-11-24,4.568918704986572
2015-11-25,4.569507122039795
2015-11-26,4.631894111633301
2015-11-27,4.601876258850098
2015-11-30,4.623654365539551
2015-12-01,4.624242305755615
2015-12-02,4.507120132446289
2015-12-03,4.368811130523682
2015-12-04,4.342326641082764
2015-12-07,4.301717281341553
2015-12-08,4.205782890319824
2015-12-09,4.218142509460449
2015-12-10,4.217554569244385
2015-12-11,4.116321563720703
2015-12-14,4.003321170806885
2015-12-15,4.078068256378174
2015-12-16,4.116911888122559
2015-12-17,4.196953296661377
2015-12-18,4.144573211669922
2015-12-21,3.9491751194000244
2015-12-22,3.9727165699005127
2015-12-23,4.077478885650635
2015-12-24,4.085130214691162
2015-12-28,4.035102844238281
2015-12-29,4.0415778160095215
2015-12-30,4.023332595825195
2015-12-31,3.9662435054779053
2016-01-04,3.884434461593628
2016-01-05,3.910330057144165
2016-01-06,3.826756477355957
2016-01-07,3.7779064178466797
2016-01-08,3.692567825317383
2016-01-11,3.6860921382904053
2016-01-12,3.7004001140594482
2016-01-13,3.7009966373443604
2016-01-14,3.6604573726654053
2016-01-15,3.5203588008880615
2016-01-18,3.4661083221435547
2016-01-19,3.473857879638672
2016-01-20,3.3444900512695312
2016-01-21,3.435703754425049
2016-01-22,3.55255126953125
2016-01-25,3.4398763179779053
2016-01-26,3.523935556411743
2016-01-27,3.52512788772583
2016-01-28,3.4041059017181396
2016-01-29,3.5149929523468018
2016-02-01,3.458357095718384
2016-02-02,3.3367397785186768
2016-02-03,3.26460337638855
2016-02-04,3.4386847019195557
2016-02-05,3.5191659927368164
2016-02-08,3.3218348026275635
2016-02-09,3.1668319702148438
2016-02-10,3.3647594451904297
2016-02-11,3.124504804611206
2016-02-12,3.280103921890259
2016-02-15,3.375491142272949
2016-02-16,3.34568190574646
2016-02-17,3.4816088676452637
2016-02-18,3.3719136714935303
2016-02-19,3.3021624088287354
2016-02-22,3.4315295219421387
2016-02-23,3.3361434936523438
2016-02-24,3.184717893600464
2016-02-25,3.2550642490386963
2016-02-26,3.4386847019195557
2016-02-29,3.4905500411987305
2016-03-01,3.5322813987731934
2016-03-02,3.6884779930114746
2016-03-03,3.709939479827881
2016-03-04,3.7170934677124023
2016-03-07,3.678342580795288
2016-03-08,3.6342267990112305
2016-03-09,3.608590841293335
2016-03-10,3.6574769020080566
2016-03-11,3.8840198516845703
2016-03-14,3.901904582977295
2016-03-15,3.7862486839294434
2016-03-16,3.762998104095459
2016-03-17,3.7707486152648926
2016-03-18,3.803537368774414
2016-03-21,3.7558445930480957
2016-03-22,3.733189821243286
2016-03-23,3.662842273712158
2016-03-24,3.581763505935669
2016-03-29,3.5453977584838867
2016-03-30,3.5465896129608154
2016-03-31,3.4827992916107178
2016-04-01,3.425567865371704
2016-04-04,3.427952289581299
2016-04-05,3.354161262512207
2016-04-06,3.334646224975586
2016-04-07,3.24682879447937
2016-04-08,3.2974448204040527
2016-04-11,3.3303771018981934
2016-04-12,3.3547699451446533
2016-04-13,3.5596799850463867
2016-04-14,3.600539445877075
2016-04-15,3.6133460998535156
2016-04-18,3.6365208625793457
2016-04-19,3.669452667236328
2016-04-20,3.8810691833496094
2016-04-21,3.9597394466400146
2016-04-22,3.9945013523101807
2016-04-25,3.9133923053741455
2016-04-26,4.120739936828613
2016-04-27,4.1103715896606445
2016-04-28,3.831671953201294
2016-04-29,3.6487176418304443
2016-05-02,3.623713731765747
2016-05-03,3.485278606414795
2016-05-04,3.4066085815429688
2016-05-05,3.3840441703796387
2016-05-06,3.431001663208008
2016-05-09,3.370626449584961
2016-05-10,3.4346611499786377
2016-05-11,3.3620898723602295
2016-05-12,3.3425745964050293
2016-05-13,3.360260248184204
2016-05-16,3.377336025238037
2016-05-17,3.4218547344207764
2016-05-18,3.445638656616211
2016-05-19,3.3980700969696045
2016-05-20,3.4352712631225586
2016-05-23,3.3846542835235596
2016-05-24,3.529797315597534
2016-05-25,3.7158002853393555
2016-05-26,3.6859188079833984
2016-05-27,3.6944565773010254
2016-05-30,3.7017741203308105
2016-05-31,3.635301113128662
2016-06-01,3.5621190071105957
2016-06-02,3.5621190071105957
2016-06-03,3.484058141708374
2016-06-06,3.4919862747192383
2016-06-07,3.4974751472473145
2016-06-08,3.4316112995147705
2016-06-09,3.3980700969696045
2016-06-10,3.2571957111358643
2016-06-13,3.1431539058685303
2016-06-14,3.0718016624450684
2016-06-15,3.1279077529907227
2016-06-16,3.15535044670105
2016-06-17,3.291346788406372
2016-06-20,3.387702703475952
2016-06-21,3.4035587310791016
2016-06-22,3.4303927421569824
2016-06-23,3.5243091583251953
2016-06-24,2.9541015625
2016-06-27,2.9047040939331055
2016-06-28,2.9583704471588135
2016-06-29,3.0596046447753906
2016-06-30,3.0882678031921387
2016-07-01,3.1230292320251465
2016-07-04,3.1120517253875732
2016-07-05,3.037040948867798
2016-07-06,2.981877565383911
2016-07-07,3.0085294246673584
2016-07-08,3.1021201610565186
2016-07-11,3.134350061416626
2016-07-12,3.269467353820801
2016-07-13,3.2452945709228516
2016-07-14,3.3171920776367188
2016-07-15,3.3128533363342285
2016-07-18,3.2198829650878906
2016-07-19,3.190131902694702
2016-07-20,3.2217421531677246
2016-07-21,3.2527332305908203
2016-07-22,3.2564516067504883
2016-07-25,3.207486629486084
2016-07-26,3.1802151203155518
2016-07-27,3.2378575801849365
2016-07-28,3.1225736141204834
2016-07-29,3.238476514816284
2016-08-01,3.1176154613494873
2016-08-02,2.9657628536224365
2016-08-03,2.9967541694641113
