Date,STLD
2015-08-03,16.520532608032227
2015-08-04,16.82721519470215
2015-08-05,17.19846534729004
2015-08-06,17.15003776550293
2015-08-07,16.89177894592285
2015-08-10,17.48900032043457
2015-08-11,16.875635147094727
2015-08-12,16.3671932220459
2015-08-13,16.455965042114258
2015-08-14,16.867565155029297
2015-08-17,17.246889114379883
2015-08-18,16.996694564819336
2015-08-19,16.455965042114258
2015-08-20,15.931373596191406
2015-08-21,15.293802261352539
2015-08-24,14.744998931884766
2015-08-25,14.54323673248291
2015-08-26,14.769208908081055
2015-08-27,15.713469505310059
2015-08-28,15.826460838317871
2015-08-31,15.721537590026855
2015-09-01,15.17273998260498
2015-09-02,15.68925666809082
2015-09-03,15.519777297973633
2015-09-04,15.092035293579102
2015-09-08,15.842608451843262
2015-09-09,15.4874906539917
2015-09-10,15.358366966247559
2015-09-11,15.17273998260498
2015-09-14,14.60779857635498
2015-09-15,14.52709674835205
2015-09-16,14.680431365966797
2015-09-17,14.52709674835205
2015-09-18,14.438313484191895
2015-09-21,14.46252727508545
2015-09-22,13.986358642578125
2015-09-23,13.736173629760742
2015-09-24,14.18812370300293
2015-09-25,13.921797752380371
2015-09-28,13.578471183776855
2015-09-29,13.69236946105957
2015-09-30,13.977123260498047
2015-10-01,13.993390083312988
2015-10-02,14.481529235839844
2015-10-05,14.790689468383789
2015-10-06,14.782551765441895
2015-10-07,15.400869369506836
2015-10-08,15.522904396057129
2015-10-09,15.531036376953125
2015-10-12,15.522904396057129
2015-10-13,15.555444717407227
2015-10-14,15.579848289489746
2015-10-15,15.758834838867188
2015-10-16,15.409003257751465
2015-10-19,14.725602149963379
2015-10-20,14.522207260131836
2015-10-21,14.392037391662598
2015-10-22,15.018485069274902
2015-10-23,15.230016708374023
2015-10-26,14.863911628723145
2015-10-27,14.88831615447998
2015-10-28,15.181201934814453
2015-10-29,15.099845886230469
2015-10-30,15.026620864868164
2015-11-02,15.726292610168457
2015-11-03,15.140525817871094
2015-11-04,14.9940824508667
2015-11-05,14.953400611877441
2015-11-06,14.928995132446289
2015-11-09,14.42458438873291
2015-11-10,13.912031173706055
2015-11-11,14.01779556274414
2015-11-12,13.871356010437012
2015-11-13,14.034069061279297
2015-11-16,14.15610408782959
2015-11-17,14.050341606140137
2015-11-18,14.660518646240234
2015-11-19,14.538479804992676
2015-11-20,14.367626190185547
2015-11-23,14.139832496643066
2015-11-24,14.489665031433105
2015-11-25,14.139832496643066
2015-11-27,14.237457275390625
2015-11-30,14.147968292236328
2015-12-01,14.253729820251465
2015-12-02,14.01779556274414
2015-12-03,13.773726463317871
2015-12-04,13.903897285461426
2015-12-07,13.578471183776855
2015-12-08,13.472707748413086
2015-12-09,13.497112274169922
2015-12-10,14.294413566589355
2015-12-11,14.001526832580566
2015-12-14,14.058479309082031
2015-12-15,13.781859397888184
2015-12-16,13.676098823547363
2015-12-17,13.838811874389648
2015-12-18,13.765594482421875
2015-12-21,14.058479309082031
2015-12-22,14.554752349853516
2015-12-23,14.741872787475586
2015-12-24,14.774418830871582
2015-12-28,14.627979278564453
2015-12-29,14.83130168914795
2015-12-30,14.716521263122559
2015-12-31,14.650925636291504
2016-01-04,14.560744285583496
2016-01-05,14.593536376953125
2016-01-06,14.347580909729004
2016-01-07,14.085229873657227
2016-01-08,13.568711280822754
2016-01-11,13.330952644348145
2016-01-12,13.732686996459961
2016-01-13,13.45393180847168
2016-01-14,13.691695213317871
2016-01-15,13.07679557800293
2016-01-19,13.347352027893066
2016-01-20,13.01940631866455
2016-01-21,13.003009796142578
2016-01-22,13.281759262084961
2016-01-25,13.084993362426758
2016-01-26,13.880257606506348
2016-01-27,13.691695213317871
2016-01-28,14.281990051269531
2016-01-29,15.044463157653809
2016-02-01,14.732918739318848
2016-02-02,14.380377769470215
2016-02-03,15.265832901000977
2016-02-04,15.454398155212402
2016-02-05,14.888690948486328
2016-02-08,14.577146530151367
2016-02-09,14.216404914855957
2016-02-10,14.503358840942383
2016-02-11,14.462363243103027
2016-02-12,15.028067588806152
2016-02-16,15.22484016418457
2016-02-17,15.306819915771484
2016-02-18,14.667325019836426
2016-02-19,14.642730712890625
2016-02-22,15.052663803100586
2016-02-23,14.355782508850098
2016-02-24,14.544349670410156
2016-02-25,14.89688777923584
2016-02-26,14.847699165344238
2016-02-29,14.913289070129395
2016-03-01,15.831528663635254
2016-03-02,16.815372467041016
2016-03-03,16.487417221069336
2016-03-04,16.20866584777832
2016-03-07,16.94654655456543
2016-03-08,16.659591674804688
2016-03-09,16.700584411621094
2016-03-10,17.35647964477539
2016-03-11,17.381078720092773
2016-03-14,17.471254348754883
2016-03-15,17.15151023864746
2016-03-16,17.766403198242188
2016-03-17,18.086153030395508
2016-03-18,17.9467716217041
2016-03-21,18.110746383666992
2016-03-22,18.16813850402832
2016-03-23,17.963172912597656
2016-03-24,18.38129997253418
2016-03-28,18.307514190673828
2016-03-29,18.6292781829834
2016-03-30,18.83553695678711
2016-03-31,18.5715274810791
2016-04-01,18.97579574584961
2016-04-04,18.52202033996582
2016-04-05,18.612770080566406
2016-04-06,18.819040298461914
2016-04-07,18.456016540527344
2016-04-08,18.753036499023438
2016-04-11,18.959291458129883
2016-04-12,19.223302841186523
2016-04-13,19.528564453125
2016-04-14,19.594568252563477
2016-04-15,19.965835571289062
2016-04-18,19.875080108642578
2016-04-19,20.254592895507812
2016-04-20,20.196842193603516
2016-04-21,20.32884979248047
2016-04-22,20.29584503173828
2016-04-25,19.949331283569336
2016-04-26,20.2463436126709
2016-04-27,20.683609008789062
2016-04-28,20.337093353271484
2016-04-29,20.799114227294922
2016-05-02,20.881620407104492
2016-05-03,20.337093353271484
2016-05-04,20.4278564453125
2016-05-05,20.502105712890625
2016-05-06,20.57636070251465
2016-05-09,19.4295654296875
2016-05-10,19.883323669433594
2016-05-11,19.99884033203125
2016-05-12,19.71007537841797
2016-05-13,19.825578689575195
2016-05-16,20.188589096069336
2016-05-17,19.6688175201416
2016-05-18,19.099546432495117
2016-05-19,19.553312301635742
2016-05-20,19.338804244995117
2016-05-23,19.784320831298828
2016-05-24,19.982332229614258
2016-05-25,20.29584503173828
2016-05-26,20.411346435546875
2016-05-27,20.337093353271484
2016-05-31,20.370101928710938
2016-06-01,20.353605270385742
2016-06-02,20.55985450744629
2016-06-03,20.84861946105957
2016-06-06,21.030128479003906
2016-06-07,21.063135147094727
2016-06-08,22.011920928955078
2016-06-09,21.615903854370117
2016-06-10,21.351890563964844
2016-06-13,21.12913703918457
2016-06-14,20.83211898803711
2016-06-15,21.327144622802734
2016-06-16,21.401391983032227
2016-06-17,21.038375854492188
2016-06-20,21.648906707763672
2016-06-21,21.07137680053711
2016-06-22,20.799114227294922
2016-06-23,21.087881088256836
2016-06-24,19.891578674316406
2016-06-27,19.14080047607422
2016-06-28,19.48111343383789
2016-06-29,19.605628967285156
2016-06-30,20.33606719970703
2016-07-01,20.651479721069336
2016-07-05,20.62657928466797
2016-07-06,21.19101333618164
2016-07-07,21.448320388793945
2016-07-08,22.112354278564453
2016-07-11,22.336471557617188
2016-07-12,22.817888259887695
2016-07-13,22.792993545532227
2016-07-14,23.017105102539062
2016-07-15,23.1167049407959
2016-07-18,23.224613189697266
2016-07-19,22.286663055419922
2016-07-20,21.962942123413086
2016-07-21,21.655832290649414
2016-07-22,21.88824462890625
2016-07-25,21.879945755004883
2016-07-26,22.510772705078125
2016-07-27,22.195362091064453
2016-07-28,22.22026252746582
2016-07-29,22.261760711669922
2016-08-01,21.938047409057617
2016-08-02,21.896543502807617
2016-08-03,22.06255340576172
