Date,ENMT4.SA
2015-08-24,4.217190265655518
2015-08-25,4.217190265655518
2015-08-26,4.217190265655518
2015-08-27,4.217190265655518
2015-08-28,4.217190265655518
2015-08-31,3.885838508605957
2015-09-01,3.885838508605957
2015-09-02,3.885838508605957
2015-09-03,3.885838508605957
2015-09-04,3.885838508605957
2015-09-08,3.885838508605957
2015-09-09,3.885838508605957
2015-09-10,3.885838508605957
2015-09-11,3.885838508605957
2015-09-14,3.885838508605957
2015-09-15,3.885838508605957
2015-09-16,4.277435302734375
2015-09-17,4.277435302734375
2015-09-18,4.277435302734375
2015-09-21,4.277435302734375
2015-09-22,4.277435302734375
2015-09-23,4.277435302734375
2015-09-24,4.277435302734375
2015-09-25,4.277435302734375
2015-09-28,4.277435302734375
2015-09-29,4.277435302734375
2015-09-30,4.277435302734375
2015-10-01,4.277435302734375
2015-10-02,4.277435302734375
2015-10-05,4.277435302734375
2015-10-06,4.277435302734375
2015-10-07,4.277435302734375
2015-10-08,4.277435302734375
2015-10-09,4.277435302734375
2015-10-13,4.277435302734375
2015-10-14,4.277435302734375
2015-10-15,4.277435302734375
2015-10-16,4.277435302734375
2015-10-19,4.277435302734375
2015-10-20,4.277435302734375
2015-10-21,4.277435302734375
2015-10-22,4.277435302734375
2015-10-23,4.277435302734375
2015-10-26,4.307557582855225
2015-10-27,4.307557582855225
2015-10-28,4.307557582855225
2015-10-29,4.307557582855225
2015-10-30,4.307557582855225
2015-11-03,4.307557582855225
2015-11-04,4.307557582855225
2015-11-05,4.307557582855225
2015-11-06,4.307557582855225
2015-11-09,4.307557582855225
2015-11-10,4.307557582855225
2015-11-11,4.307557582855225
2015-11-12,4.307557582855225
2015-11-13,4.307557582855225
2015-11-16,4.307557582855225
2015-11-17,4.307557582855225
2015-11-18,4.307557582855225
2015-11-19,4.307557582855225
2015-11-23,4.307557582855225
2015-11-24,4.307557582855225
2015-11-25,4.307557582855225
2015-11-26,4.307557582855225
2015-11-27,4.307557582855225
2015-11-30,4.307557582855225
2015-12-01,4.518416881561279
2015-12-02,4.518416881561279
2015-12-03,4.518416881561279
2015-12-04,4.518416881561279
2015-12-07,4.518416881561279
2015-12-08,4.458171367645264
2015-12-09,4.458171367645264
2015-12-10,4.458171367645264
2015-12-11,4.458171367645264
2015-12-14,4.458171367645264
2015-12-15,4.307557582855225
2015-12-16,4.307557582855225
2015-12-17,4.307557582855225
2015-12-18,4.307557582855225
2015-12-21,4.307557582855225
2015-12-22,4.307557582855225
2015-12-23,4.307557582855225
2015-12-28,4.307557582855225
2015-12-29,4.307557582855225
2015-12-30,4.307557582855225
2016-01-04,4.307557582855225
2016-01-05,4.307557582855225
2016-01-06,4.307557582855225
2016-01-07,4.307557582855225
2016-01-08,4.307557582855225
2016-01-11,4.307557582855225
2016-01-12,4.307557582855225
2016-01-13,4.307557582855225
2016-01-14,4.307557582855225
2016-01-15,4.307557582855225
2016-01-18,4.307557582855225
2016-01-19,4.307557582855225
2016-01-20,4.217190265655518
2016-01-21,4.217190265655518
2016-01-22,4.217190265655518
2016-01-26,4.217190265655518
