Date,MOLA.BA
2017-06-26,139.33399963378906
2017-06-27,141.1203155517578
2017-06-28,141.7157745361328
2017-06-29,143.79983520507812
2017-06-30,145.88388061523438
2017-07-03,144.36550903320312
2017-07-04,146.41978454589844
2017-07-05,147.6702117919922
2017-07-06,147.9679412841797
2017-07-07,146.47933959960938
2017-07-10,142.90664672851562
2017-07-11,138.44082641601562
2017-07-12,139.1553497314453
2017-07-13,134.92771911621094
2017-07-14,130.99778747558594
2017-07-17,122.66156005859375
2017-07-18,120.8752212524414
2017-07-19,122.06610107421875
2017-07-20,120.8752212524414
2017-07-21,122.06610107421875
2017-07-24,120.27977752685547
2017-07-25,119.08888244628906
2017-07-26,121.1133804321289
2017-07-27,119.68433380126953
2017-07-28,119.08888244628906
2017-07-31,119.08888244628906
2017-08-01,120.27977752685547
2017-08-02,121.47065734863281
2017-08-03,122.06610107421875
2017-08-04,121.47065734863281
2017-08-07,119.08888244628906
2017-08-08,117.30254364013672
2017-08-09,115.59227752685547
2017-08-10,118.12802124023438
2017-08-11,118.74647521972656
2017-08-14,120.60189819335938
2017-08-15,120.60189819335938
2017-08-16,120.9111328125
2017-08-17,123.69422912597656
2017-08-18,123.81793212890625
2017-08-22,123.81793212890625
2017-08-23,123.385009765625
2017-08-24,124.31272888183594
2017-08-25,122.45730590820312
2017-08-28,123.69422912597656
2017-08-29,123.69422912597656
2017-08-30,124.80750274658203
2017-08-31,126.16813659667969
2017-09-01,127.40507507324219
2017-09-04,127.4668960571289
2017-09-05,127.4668960571289
2017-09-06,127.4668960571289
2017-09-07,127.4668960571289
2017-09-08,127.4668960571289
2017-09-11,127.4668960571289
2017-09-12,124.28179931640625
2017-09-13,124.28179931640625
2017-09-14,124.28179931640625
2017-09-15,124.28179931640625
2017-09-18,124.28179931640625
2017-09-19,122.14805603027344
2017-09-20,123.69422912597656
2017-09-21,122.45730590820312
2017-09-22,121.22036743164062
2017-09-25,120.29264831542969
2017-09-26,119.36494445800781
2017-09-27,119.36494445800781
2017-09-28,119.36494445800781
2017-09-29,118.74647521972656
2017-10-02,117.72600555419922
2017-10-03,121.83880615234375
2017-10-04,122.48823547363281
2017-10-05,124.86933135986328
2017-10-06,121.90067291259766
2017-10-10,123.07579040527344
2017-10-11,122.61192321777344
2017-10-12,120.9111328125
2017-10-13,123.385009765625
2017-10-17,121.22036743164062
2017-10-18,119.36494445800781
2017-10-19,121.22036743164062
2017-10-20,121.83880615234375
2017-10-23,121.22036743164062
2017-10-24,119.05570983886719
2017-10-25,117.50953674316406
2017-10-26,119.36494445800781
2017-10-27,117.50953674316406
2017-10-30,117.50953674316406
2017-10-31,117.50953674316406
2017-11-01,118.74647521972656
2017-11-02,119.48863983154297
2017-11-03,120.60189819335938
2017-11-07,121.83880615234375
2017-11-08,119.98341369628906
2017-11-09,117.81877136230469
2017-11-10,116.27259826660156
2017-11-13,113.79871368408203
2017-11-14,111.3248291015625
2017-11-15,111.3248291015625
2017-11-16,111.94329071044922
2017-11-17,111.3248291015625
2017-11-21,109.87141418457031
2017-11-22,111.94329071044922
2017-11-23,110.73726654052734
2017-11-24,110.39712524414062
2017-11-28,108.23246002197266
2017-11-29,107.61400604248047
2017-11-30,106.99552154541016
2017-12-01,105.7585678100586
2017-12-04,105.14012145996094
2017-12-05,103.28469848632812
2017-12-06,101.92405700683594
2017-12-07,102.66622924804688
2017-12-11,102.66622924804688
2017-12-12,102.0477523803711
2017-12-13,101.42927551269531
2017-12-14,101.42927551269531
2017-12-15,103.28469848632812
2017-12-18,105.14012145996094
2017-12-19,107.61400604248047
2017-12-20,107.61400604248047
2017-12-21,105.14012145996094
2017-12-22,105.7585678100586
2017-12-26,106.37704467773438
2017-12-27,104.52164459228516
2017-12-28,110.08788299560547
2018-01-01,110.08788299560547
2018-01-02,111.35574340820312
2018-01-03,110.70634460449219
2018-01-04,110.08788299560547
2018-01-05,110.39712524414062
2018-01-08,108.23246002197266
2018-01-09,106.37704467773438
2018-01-10,103.40839385986328
2018-01-11,104.52164459228516
2018-01-12,105.14012145996094
2018-01-15,104.52164459228516
2018-01-16,105.7585678100586
2018-01-17,106.37704467773438
2018-01-18,108.35616302490234
2018-01-19,107.61400604248047
2018-01-22,105.7585678100586
2018-01-23,111.01558685302734
2018-01-24,115.34487915039062
2018-01-25,119.36494445800781
2018-01-26,122.45730590820312
2018-01-29,116.27259826660156
2018-01-30,115.03565216064453
2018-01-31,115.03565216064453
2018-02-01,115.03565216064453
2018-02-02,110.39712524414062
2018-02-05,106.99552154541016
2018-02-06,106.06781768798828
2018-02-07,106.37704467773438
2018-02-08,105.7585678100586
2018-02-09,105.7585678100586
2018-02-14,106.37704467773438
2018-02-15,106.37704467773438
2018-02-16,106.37704467773438
2018-02-19,106.99552154541016
2018-02-20,105.14012145996094
2018-02-21,106.99552154541016
2018-02-22,105.14012145996094
2018-02-23,104.83087158203125
2018-02-26,104.83087158203125
2018-02-27,103.31562805175781
2018-02-28,102.9754638671875
2018-03-01,102.9754638671875
2018-03-02,102.66622924804688
2018-03-05,102.0477523803711
2018-03-06,105.26380920410156
2018-03-07,102.66622924804688
2018-03-08,102.66622924804688
2018-03-09,102.66622924804688
2018-03-12,100.50157928466797
2018-03-13,98.89353942871094
2018-03-14,98.33694458007812
2018-03-15,98.33694458007812
2018-03-16,98.33694458007812
2018-03-19,97.0999755859375
2018-03-20,98.33694458007812
2018-03-21,98.95540618896484
2018-03-22,98.95540618896484
2018-03-23,98.95540618896484
2018-03-26,98.95540618896484
2018-03-27,97.71846008300781
2018-03-28,97.71846008300781
2018-04-03,97.0999755859375
2018-04-04,94.00762176513672
2018-04-05,94.31685638427734
2018-04-06,95.863037109375
2018-04-09,94.59517669677734
2018-04-10,94.50240325927734
2018-04-11,93.38915252685547
2018-04-12,93.38915252685547
2018-04-13,92.77068328857422
2018-04-16,91.53374481201172
2018-04-17,91.53374481201172
2018-04-18,91.53374481201172
2018-04-19,91.53374481201172
2018-04-20,91.53374481201172
2018-04-23,91.53374481201172
2018-04-24,89.6783218383789
2018-04-25,89.05985260009766
2018-04-26,90.29679870605469
2018-04-27,87.20443725585938
2018-05-02,86.58596801757812
2018-05-03,86.2767333984375
2018-05-04,86.2767333984375
2018-05-07,85.9675064086914
2018-05-08,85.9675064086914
2018-05-09,86.58596801757812
2018-05-10,86.58596801757812
2018-05-11,89.05985260009766
2018-05-14,91.53374481201172
2018-05-15,91.53374481201172
2018-05-16,95.863037109375
2018-05-17,97.0999755859375
2018-05-18,95.5538101196289
2018-05-21,92.77068328857422
2018-05-22,89.6783218383789
2018-05-23,89.6783218383789
2018-05-24,88.4413833618164
2018-05-28,87.5755386352539
2018-05-29,86.89520263671875
2018-05-30,92.77068328857422
2018-05-31,92.77068328857422
2018-06-01,89.74018096923828
2018-06-04,92.1522216796875
2018-06-05,93.38915252685547
2018-06-06,92.77068328857422
2018-06-07,102.20235443115234
2018-06-08,111.3248291015625
2018-06-11,131.11590576171875
2018-06-12,123.69422912597656
2018-06-13,120.66373443603516
2018-06-14,134.20826721191406
2018-06-15,138.53756713867188
2018-06-18,126.78659057617188
2018-06-19,143.17608642578125
2018-06-21,153.380859375
2018-06-22,148.43309020996094
2018-06-25,142.2483673095703
2018-06-26,145.3407440185547
2018-06-27,136.06369018554688
2018-06-28,129.87896728515625
2018-06-29,132.97132873535156
2018-07-02,132.97132873535156
2018-07-03,142.2483673095703
2018-07-04,135.4451904296875
2018-07-05,133.5897979736328
2018-07-06,135.4451904296875
2018-07-10,132.97132873535156
2018-07-11,122.45730590820312
2018-07-12,123.07579040527344
2018-07-13,126.16813659667969
2018-07-16,123.69422912597656
2018-07-17,126.78659057617188
2018-07-18,129.87896728515625
2018-07-19,136.06369018554688
2018-07-20,140.39297485351562
2018-07-23,145.95921325683594
2018-07-24,142.55763244628906
2018-07-25,145.95921325683594
2018-07-26,145.3407440185547
2018-07-27,145.3407440185547
2018-07-30,145.3407440185547
2018-07-31,153.380859375
2018-08-01,155.85475158691406
2018-08-02,155.85475158691406
2018-08-03,155.85475158691406
2018-08-06,158.94711303710938
2018-08-07,157.0916748046875
2018-08-08,157.0916748046875
2018-08-09,160.80252075195312
2018-08-10,154.37425231933594
2018-08-13,147.328125
2018-08-14,147.328125
2018-08-15,147.26409912109375
2018-08-16,150.53094482421875
2018-08-17,155.01483154296875
2018-08-21,156.93650817871094
2018-08-22,155.65538024902344
2018-08-23,154.37425231933594
2018-08-24,150.53094482421875
2018-08-27,150.53094482421875
2018-08-28,150.59498596191406
2018-08-29,154.37425231933594
2018-08-30,173.59097290039062
2018-08-31,182.55877685546875
2018-09-03,172.95042419433594
2018-09-04,169.74765014648438
2018-09-05,166.5448455810547
2018-09-06,166.5448455810547
2018-09-07,176.15321350097656
2018-09-10,175.44859313964844
2018-09-11,172.3098602294922
2018-09-12,169.74765014648438
2018-09-13,172.95042419433594
2018-09-14,176.15321350097656
2018-09-17,179.35597229003906
2018-09-18,179.35597229003906
2018-09-19,190.88601684570312
2018-09-20,191.52659606933594
2018-09-21,185.76156616210938
2018-09-24,183.19932556152344
2018-09-25,185.76156616210938
2018-09-26,185.76156616210938
2018-09-27,190.24545288085938
2018-09-28,190.24545288085938
2018-10-01,190.24545288085938
2018-10-02,192.16714477539062
2018-10-03,195.36988830566406
2018-10-04,198.57269287109375
2018-10-05,201.7754669189453
2018-10-08,198.57269287109375
2018-10-09,192.16714477539062
2018-10-10,188.32379150390625
2018-10-11,179.35597229003906
2018-10-12,182.55877685546875
2018-10-16,182.55877685546875
2018-10-17,178.58734130859375
2018-10-18,178.07485961914062
2018-10-19,182.55877685546875
2018-10-22,179.03570556640625
2018-10-23,176.15321350097656
2018-10-24,175.51263427734375
2018-10-25,174.23153686523438
2018-10-26,172.9184112548828
2018-10-29,166.5448455810547
2018-10-30,158.858154296875
2018-10-31,150.53094482421875
2018-11-01,150.53094482421875
2018-11-02,153.73370361328125
2018-11-05,147.328125
2018-11-07,151.1715087890625
2018-11-08,153.73370361328125
2018-11-09,153.09315490722656
2018-11-12,153.73370361328125
2018-11-13,172.95042419433594
2018-11-14,179.35597229003906
2018-11-15,176.15321350097656
2018-11-16,175.51263427734375
2018-11-20,169.10707092285156
2018-11-21,162.7014923095703
2018-11-22,156.93650817871094
2018-11-23,169.74765014648438
2018-11-26,169.74765014648438
2018-11-27,153.73370361328125
2018-11-28,153.73370361328125
2018-11-29,153.73370361328125
2018-11-30,153.73370361328125
2018-12-03,163.34205627441406
2018-12-04,165.2637481689453
2018-12-05,163.34205627441406
2018-12-06,161.42039489746094
2018-12-07,161.42039489746094
2018-12-10,158.858154296875
2018-12-11,156.93650817871094
2018-12-12,153.73370361328125
2018-12-13,148.60923767089844
2018-12-14,147.9686737060547
2018-12-17,144.12535095214844
2018-12-18,151.1715087890625
2018-12-19,151.1715087890625
2018-12-20,150.53094482421875
2018-12-21,134.5170135498047
2018-12-26,136.43869018554688
2018-12-27,137.0792236328125
2018-12-28,136.43869018554688
2018-12-31,136.43869018554688
2019-01-02,135.79812622070312
2019-01-03,133.55616760253906
2019-01-04,147.328125
2019-01-07,147.328125
2019-01-08,147.328125
2019-01-09,147.9686737060547
2019-01-10,153.09315490722656
2019-01-11,151.81204223632812
2019-01-14,147.328125
2019-01-15,142.84423828125
2019-01-16,140.92257690429688
2019-01-17,144.12535095214844
2019-01-18,147.328125
2019-01-21,147.328125
2019-01-22,148.92953491210938
2019-01-23,157.57704162597656
2019-01-24,153.73370361328125
2019-01-25,150.53094482421875
2019-01-28,150.53094482421875
2019-01-29,153.73370361328125
2019-01-30,156.93650817871094
2019-01-31,156.93650817871094
2019-02-01,157.57704162597656
2019-02-04,166.5448455810547
2019-02-05,165.2637481689453
2019-02-06,162.06094360351562
2019-02-07,167.8259735107422
2019-02-08,166.5448455810547
2019-02-11,165.90431213378906
2019-02-12,167.8259735107422
2019-02-13,166.5448455810547
2019-02-14,166.5448455810547
2019-02-15,169.74765014648438
2019-02-18,169.74765014648438
2019-02-19,166.5448455810547
2019-02-20,162.7014923095703
2019-02-21,160.13929748535156
2019-02-22,156.93650817871094
2019-02-25,151.4917755126953
2019-02-26,148.60923767089844
2019-02-27,146.6875762939453
2019-02-28,147.328125
2019-03-01,146.6875762939453
2019-03-06,144.12535095214844
2019-03-07,147.328125
2019-03-08,147.328125
2019-03-11,147.328125
2019-03-12,147.328125
2019-03-13,149.89036560058594
2019-03-14,145.40647888183594
2019-03-15,146.04701232910156
2019-03-18,145.40647888183594
2019-03-19,144.12535095214844
2019-03-20,143.48480224609375
2019-03-21,142.20370483398438
2019-03-22,148.60923767089844
2019-03-25,148.60923767089844
2019-03-26,140.92257690429688
2019-03-27,140.92257690429688
2019-03-28,139.8015899658203
2019-03-29,142.68409729003906
2019-04-01,144.12535095214844
2019-04-03,144.92605590820312
2019-04-04,144.12535095214844
2019-04-05,140.92257690429688
2019-04-08,139.64144897460938
2019-04-09,134.8372802734375
2019-04-10,135.79812622070312
2019-04-11,134.5170135498047
2019-04-12,137.39950561523438
2019-04-15,135.47784423828125
2019-04-16,137.71978759765625
2019-04-17,135.1575469970703
2019-04-22,133.87644958496094
2019-04-23,134.1967315673828
2019-04-24,130.03309631347656
2019-04-25,124.90863037109375
2019-04-26,124.90863037109375
2019-04-29,124.90863037109375
2019-04-30,124.90863037109375
2019-05-02,124.90863037109375
2019-05-03,131.31419372558594
2019-05-06,132.59532165527344
2019-05-07,132.59532165527344
2019-05-08,134.5170135498047
2019-05-09,132.9156036376953
2019-05-10,128.11141967773438
2019-05-13,128.11141967773438
2019-05-14,126.83030700683594
2019-05-15,128.11141967773438
2019-05-16,128.11141967773438
2019-05-17,126.83030700683594
2019-05-20,128.11141967773438
2019-05-21,183.83990478515625
2019-05-22,188.96435546875
2019-05-23,181.918212890625
2019-05-24,185.1210174560547
2019-05-27,179.35597229003906
2019-05-28,169.10707092285156
2019-05-29,172.95042419433594
2019-05-30,166.5448455810547
2019-05-31,163.34205627441406
2019-06-03,169.74765014648438
2019-06-04,171.6693115234375
2019-06-05,167.8259735107422
2019-06-06,164.94346618652344
2019-06-07,163.34205627441406
2019-06-10,167.18540954589844
2019-06-11,176.15321350097656
2019-06-12,178.07485961914062
2019-06-13,175.51263427734375
2019-06-14,171.02874755859375
2019-06-18,174.23153686523438
2019-06-19,176.15321350097656
2019-06-21,181.27764892578125
2019-06-24,176.79376220703125
2019-06-25,186.40211486816406
2019-06-26,196.65103149414062
2019-06-27,192.16714477539062
2019-06-28,231.8816680908203
2019-07-01,254.94175720214844
2019-07-02,247.25506591796875
2019-07-03,256.22283935546875
2019-07-04,254.3011474609375
2019-07-05,259.4256591796875
2019-07-10,265.1906433105469
2019-07-11,270.3150939941406
2019-07-12,269.0340270996094
2019-07-15,275.4395751953125
2019-07-16,273.5179138183594
2019-07-17,270.539306640625
2019-07-18,265.502685546875
2019-07-19,274.8564453125
2019-07-22,277.0149841308594
2019-07-23,273.4174499511719
2019-07-24,266.2221984863281
2019-07-25,280.6125793457031
2019-07-26,277.0149841308594
2019-07-29,284.9296875
2019-07-30,284.210205078125
2019-07-31,290.6858825683594
2019-08-01,301.4786682128906
2019-08-02,300.7591857910156
2019-08-05,295.0029602050781
2019-08-06,295.0029602050781
2019-08-07,269.8197937011719
2019-08-08,259.74652099609375
2019-08-09,257.5879821777344
2019-08-12,220.1729736328125
2019-08-13,225.2095947265625
2019-08-14,211.5387420654297
2019-08-15,227.36813354492188
2019-08-16,216.5753631591797
2019-08-20,201.46543884277344
2019-08-21,222.69126892089844
2019-08-22,230.2462615966797
2019-08-23,223.051025390625
2019-08-26,223.77052307128906
2019-08-27,209.3801727294922
2019-08-28,207.2216339111328
2019-08-29,198.58737182617188
2019-08-30,179.87986755371094
2019-09-02,187.07505798339844
2019-09-03,181.31890869140625
2019-09-04,194.270263671875
2019-09-05,194.270263671875
2019-09-06,201.46543884277344
2019-09-09,204.34352111816406
2019-09-10,223.051025390625
2019-09-11,241.3988037109375
2019-09-12,244.6366424560547
2019-09-13,252.55133056640625
2019-09-16,255.42942810058594
2019-09-17,257.5879821777344
2019-09-18,251.11231994628906
2019-09-19,242.4780731201172
2019-09-20,236.72190856933594
2019-09-23,226.64862060546875
2019-09-24,214.4167938232422
2019-09-25,226.64862060546875
2019-09-26,225.92909240722656
2019-09-27,230.2462615966797
2019-09-30,236.72190856933594
2019-10-01,230.2462615966797
2019-10-02,229.5267333984375
2019-10-03,233.84385681152344
2019-10-04,237.44140625
2019-10-07,236.72190856933594
2019-10-08,236.72190856933594
2019-10-09,227.36813354492188
2019-10-10,231.68528747558594
2019-10-11,231.68528747558594
2019-10-15,232.40480041503906
2019-10-16,230.2462615966797
2019-10-17,233.84385681152344
2019-10-18,239.5999755859375
2019-10-21,228.08766174316406
2019-10-22,219.4534149169922
2019-10-23,207.2216339111328
2019-10-24,208.66065979003906
2019-10-25,223.051025390625
2019-10-28,231.68528747558594
2019-10-29,241.0390167236328
2019-10-30,241.0390167236328
2019-10-31,246.4354248046875
2019-11-01,253.99037170410156
2019-11-04,266.2221984863281
2019-11-05,266.2221984863281
2019-11-06,251.83180236816406
2019-11-07,257.5879821777344
2019-11-08,259.0270080566406
2019-11-11,259.0270080566406
2019-11-12,243.9171142578125
2019-11-13,251.83180236816406
2019-11-14,255.42942810058594
2019-11-15,242.8378143310547
2019-11-19,249.6732635498047
2019-11-20,256.5086975097656
2019-11-21,251.83180236816406
2019-11-22,256.14892578125
2019-11-25,243.9171142578125
2019-11-26,238.88047790527344
2019-11-27,227.36813354492188
2019-11-28,221.6119842529297
2019-11-29,230.2462615966797
2019-12-02,226.28887939453125
2019-12-03,223.77052307128906
2019-12-04,230.2462615966797
2019-12-05,233.84385681152344
2019-12-06,237.44140625
2019-12-09,246.07565307617188
2019-12-10,251.83180236816406
2019-12-11,248.23422241210938
2019-12-12,243.19757080078125
2019-12-13,248.23422241210938
2019-12-16,247.51467895507812
2019-12-17,245.3561248779297
2019-12-18,248.23422241210938
2019-12-19,257.9477233886719
2019-12-20,260.4660339355469
2019-12-23,251.83180236816406
2019-12-26,257.5879821777344
2019-12-27,257.2281799316406
2019-12-30,255.42942810058594
2020-01-02,252.55133056640625
2020-01-03,250.39279174804688
2020-01-06,248.23422241210938
2020-01-07,247.51467895507812
