Date,SALFACORP.SN
2015-08-24,252.3946075439453
2015-08-25,255.9954071044922
2015-08-26,267.0116882324219
2015-08-27,262.50726318359375
2015-08-28,266.3356628417969
2015-08-31,261.7277526855469
2015-09-01,265.5699768066406
2015-09-02,273.1095886230469
2015-09-03,267.6393737792969
2015-09-04,267.4807434082031
2015-09-07,258.78912353515625
2015-09-08,262.8866271972656
2015-09-09,265.6113586425781
2015-09-10,262.12786865234375
2015-09-11,265.54931640625
2015-09-14,265.44580078125
2015-09-15,262.8176574707031
2015-09-16,263.7143859863281
2015-09-17,270.3572692871094
2015-09-21,271.99212646484375
2015-09-22,267.30828857421875
2015-09-23,262.8176574707031
2015-09-24,261.43798828125
2015-09-25,259.9273376464844
2015-09-28,251.7944793701172
2015-09-29,251.7944793701172
2015-09-30,252.7119598388672
2015-10-01,252.86363220214844
2015-10-02,254.24331665039062
2015-10-05,258.671875
2015-10-06,262.12786865234375
2015-10-07,264.4800720214844
2015-10-08,256.45068359375
2015-10-09,262.25201416015625
2015-10-13,266.1080322265625
2015-10-14,259.5686340332031
2015-10-15,264.197265625
2015-10-16,255.933349609375
2015-10-19,255.22970581054688
2015-10-20,255.22970581054688
2015-10-21,255.22970581054688
2015-10-22,251.77378845214844
2015-10-23,255.22970581054688
2015-10-26,255.09173583984375
2015-10-27,254.22262573242188
2015-10-28,262.224365234375
2015-10-29,259.1133728027344
2015-10-30,260.8861389160156
2015-11-02,261.98291015625
2015-11-03,266.68060302734375
2015-11-04,265.5768737792969
2015-11-05,269.02593994140625
2015-11-06,269.02593994140625
2015-11-09,268.9224548339844
2015-11-10,269.02593994140625
2015-11-11,269.02593994140625
2015-11-12,268.9914245605469
2015-11-13,269.09490966796875
2015-11-16,269.02593994140625
2015-11-17,267.315185546875
2015-11-18,269.02593994140625
2015-11-19,275.924072265625
2015-11-20,288.3406066894531
2015-11-23,275.924072265625
2015-11-24,269.5087890625
2015-11-25,272.4749450683594
2015-11-26,272.4681091308594
2015-11-27,272.4681091308594
2015-11-30,271.9714050292969
2015-12-01,262.12786865234375
2015-12-02,259.65142822265625
2015-12-03,268.832763671875
2015-12-04,267.6324768066406
2015-12-07,266.2666931152344
2015-12-09,262.12786865234375
2015-12-10,255.38839721679688
2015-12-11,268.3361511230469
2015-12-14,261.43798828125
2015-12-15,256.423095703125
2015-12-16,258.6788024902344
2015-12-17,261.8932800292969
2015-12-18,260.8792724609375
2015-12-21,260.7481689453125
2015-12-22,259.34100341796875
2015-12-23,258.9822998046875
2015-12-24,258.9822998046875
2015-12-28,259.5134582519531
2015-12-29,259.7135009765625
2015-12-30,258.8236389160156
2015-12-31,258.8236389160156
2016-01-04,260.7481689453125
2016-01-05,260.0583801269531
2016-01-06,255.22970581054688
2016-01-07,259.4927673339844
2016-01-08,256.5610656738281
2016-01-11,258.7064208984375
2016-01-12,255.22970581054688
2016-01-13,254.53994750976562
2016-01-14,260.0583801269531
2016-01-15,253.78115844726562
2016-01-18,247.79359436035156
2016-01-19,247.641845703125
2016-01-20,241.6611785888672
2016-01-21,244.8826141357422
2016-01-22,244.8826141357422
2016-01-25,241.50250244140625
2016-01-26,244.8826141357422
2016-01-27,241.45423889160156
2016-01-28,241.44732666015625
2016-01-29,244.8894500732422
2016-02-01,244.8826141357422
2016-02-02,241.43353271484375
2016-02-03,244.19273376464844
2016-02-04,249.0421142578125
2016-02-05,244.5100860595703
2016-02-08,241.44732666015625
2016-02-09,241.43353271484375
2016-02-10,241.43353271484375
2016-02-11,241.43353271484375
2016-02-12,241.43353271484375
2016-02-15,241.57147216796875
2016-02-16,251.6496124267578
2016-02-17,255.22970581054688
2016-02-18,251.78067016601562
2016-02-19,256.8783874511719
2016-02-22,258.6788024902344
2016-02-23,255.22970581054688
2016-02-24,247.4210662841797
2016-02-25,258.6788024902344
2016-02-26,251.8220672607422
2016-02-29,256.4024353027344
2016-03-01,256.5058288574219
2016-03-02,257.2991638183594
2016-03-03,261.43798828125
2016-03-04,265.23199462890625
2016-03-07,269.71575927734375
2016-03-08,272.4749450683594
2016-03-09,279.3730773925781
2016-03-10,279.2420349121094
2016-03-11,289.7202453613281
2016-03-14,296.6873474121094
2016-03-15,303.509521484375
2016-03-16,301.4056091308594
2016-03-17,309.93853759765625
2016-03-18,309.034912109375
2016-03-21,306.9654846191406
2016-03-22,300.01910400390625
2016-03-23,300.0673828125
2016-03-24,300.0743103027344
2016-03-28,300.0673828125
2016-03-29,296.6114196777344
2016-03-30,305.76519775390625
2016-03-31,310.3455505371094
2016-04-01,309.904052734375
2016-04-04,310.32489013671875
2016-04-05,309.30389404296875
2016-04-06,306.9654846191406
2016-04-07,310.4145202636719
2016-04-08,317.3195495605469
2016-04-11,322.1413269042969
2016-04-12,326.4939880371094
2016-04-13,325.93524169921875
2016-04-14,327.4183654785156
2016-04-15,325.59039306640625
2016-04-18,329.7291564941406
2016-04-19,330.8053283691406
2016-04-20,328.349609375
2016-04-21,328.6048583984375
2016-04-22,329.7568359375
2016-04-25,330.5975341796875
2016-04-26,332.2933044433594
2016-04-27,332.2933044433594
2016-04-28,331.30291748046875
2016-04-29,331.5024719238281
2016-05-02,330.5975341796875
2016-05-03,331.30291748046875
2016-05-04,326.3012390136719
2016-05-05,323.3372497558594
2016-05-06,323.8288879394531
2016-05-09,323.7932434082031
2016-05-10,319.9101257324219
2016-05-11,319.82464599609375
2016-05-12,323.4013366699219
2016-05-13,322.85986328125
2016-05-16,318.7772521972656
2016-05-17,324.370361328125
2016-05-18,320.6225891113281
2016-05-19,320.6225891113281
2016-05-20,319.169189453125
2016-05-23,318.3854064941406
2016-05-24,318.3854064941406
2016-05-25,318.48516845703125
2016-05-26,318.44952392578125
2016-05-27,315.5781555175781
2016-05-30,311.3601989746094
2016-05-31,313.4122009277344
2016-06-01,310.02783203125
2016-06-02,310.02783203125
2016-06-03,310.1703186035156
2016-06-06,315.80615234375
2016-06-07,312.50018310546875
2016-06-08,305.17572021484375
2016-06-09,306.37274169921875
2016-06-10,300.6086730957031
2016-06-13,299.247802734375
2016-06-14,297.11029052734375
2016-06-15,297.11029052734375
2016-06-16,298.0721435546875
2016-06-17,297.82281494140625
2016-06-20,297.82281494140625
2016-06-21,299.83917236328125
2016-06-22,299.247802734375
2016-06-23,302.78173828125
2016-06-24,295.67108154296875
2016-06-28,285.71038818359375
2016-06-29,294.8232116699219
2016-06-30,293.5478820800781
2016-07-01,299.1765441894531
2016-07-04,299.1765441894531
2016-07-05,291.3390808105469
2016-07-06,290.7833557128906
2016-07-07,292.1442565917969
2016-07-08,292.1370849609375
2016-07-11,306.4012451171875
2016-07-12,308.9447937011719
2016-07-13,318.171630859375
2016-07-14,325.296630859375
2016-07-15,333.0627746582031
2016-07-18,338.4349670410156
2016-07-19,339.2971496582031
2016-07-20,334.99365234375
2016-07-21,342.6529541015625
2016-07-22,349.13665771484375
2016-07-25,349.1224060058594
2016-07-26,363.3153381347656
2016-07-27,377.9428405761719
2016-07-28,372.634765625
2016-07-29,363.59320068359375
2016-08-01,360.8215637207031
2016-08-02,351.9225158691406
