Date,PINE4.SA
2015-08-24,3.043288230895996
2015-08-25,3.0839552879333496
2015-08-26,3.0161757469177246
2015-08-27,3.0161757469177246
2015-08-28,3.0161757469177246
2015-08-31,3.0365102291107178
2015-09-01,3.0093982219696045
2015-09-02,2.9145069122314453
2015-09-03,2.9416189193725586
2015-09-04,2.880617618560791
2015-09-08,2.8467276096343994
2015-09-09,2.8399500846862793
2015-09-10,2.7789487838745117
2015-09-11,2.711169958114624
2015-09-14,2.806060552597046
2015-09-15,2.826394557952881
2015-09-16,2.7450592517852783
2015-09-17,2.7450592517852783
2015-09-18,2.7450592517852783
2015-09-21,2.7450592517852783
2015-09-22,2.7450592517852783
2015-09-23,2.711169958114624
2015-09-24,2.711169958114624
2015-09-25,2.643390417098999
2015-09-28,2.663724184036255
2015-09-29,2.711169958114624
2015-09-30,2.7789487838745117
2015-10-01,2.8503990173339844
2015-10-02,2.843308687210083
2015-10-05,2.9000332355499268
2015-10-06,2.9000332355499268
2015-10-07,2.907123565673828
2015-10-08,2.892942190170288
2015-10-09,2.892942190170288
2015-10-13,2.8078556060791016
2015-10-14,2.814945936203003
2015-10-15,2.8220367431640625
2015-10-16,2.8220367431640625
2015-10-19,2.843308687210083
2015-10-20,2.8362178802490234
2015-10-21,2.8362178802490234
2015-10-22,2.8716704845428467
2015-10-23,2.843308687210083
2015-10-26,2.829127311706543
2015-10-27,2.829127311706543
2015-10-28,2.7865841388702393
2015-10-29,2.7653121948242188
2015-10-30,2.8362178802490234
2015-11-03,2.800764799118042
2015-11-04,2.800764799118042
2015-11-05,2.800764799118042
2015-11-06,2.7298593521118164
2015-11-09,2.687316417694092
2015-11-10,2.7653121948242188
2015-11-11,2.814945936203003
2015-11-12,2.814945936203003
2015-11-13,2.8078556060791016
2015-11-16,2.800764799118042
2015-11-17,2.800764799118042
2015-11-18,2.814945936203003
2015-11-19,2.800764799118042
2015-11-23,2.800764799118042
2015-11-24,2.7653121948242188
2015-11-25,2.7653121948242188
2015-11-26,2.8078556060791016
2015-11-27,2.829127311706543
2015-11-30,2.814945936203003
2015-12-01,2.800764799118042
2015-12-02,2.7298593521118164
2015-12-03,2.7936747074127197
2015-12-04,2.7298593521118164
2015-12-07,2.7298593521118164
2015-12-08,2.7298593521118164
2015-12-09,2.6944069862365723
2015-12-10,2.6944069862365723
2015-12-11,2.6944069862365723
2015-12-14,2.6944069862365723
2015-12-15,2.6944069862365723
2015-12-16,2.722768783569336
2015-12-17,2.7014975547790527
2015-12-18,2.6944069862365723
2015-12-21,2.658953905105591
2015-12-22,2.658953905105591
2015-12-23,2.658953905105591
2015-12-28,2.658953905105591
2015-12-29,2.658953905105591
2015-12-30,2.658953905105591
2016-01-04,2.6235010623931885
2016-01-05,2.7346909046173096
2016-01-06,2.6972293853759766
2016-01-07,2.6972293853759766
2016-01-08,2.6972293853759766
2016-01-11,2.7197062969207764
2016-01-12,2.7346909046173096
2016-01-13,2.7346909046173096
2016-01-14,2.7346909046173096
2016-01-15,2.7346909046173096
2016-01-18,2.7346909046173096
2016-01-19,2.7197062969207764
2016-01-20,2.7197062969207764
2016-01-21,2.727198362350464
2016-01-22,2.7197062969207764
2016-01-26,2.7197062969207764
2016-01-27,2.7122137546539307
2016-01-28,2.7197062969207764
2016-01-29,2.7122137546539307
2016-02-01,2.7197062969207764
2016-02-02,2.7197062969207764
2016-02-03,2.7197062969207764
2016-02-04,2.59982967376709
2016-02-05,2.6223065853118896
2016-02-10,2.6223065853118896
2016-02-11,2.614814043045044
2016-02-12,2.554875612258911
2016-02-15,2.5473830699920654
2016-02-16,2.5473830699920654
2016-02-17,2.614814043045044
2016-02-18,2.6073219776153564
2016-02-19,2.6223065853118896
2016-02-22,2.6223065853118896
2016-02-23,2.614814043045044
2016-02-24,2.6223065853118896
2016-02-25,2.6223065853118896
2016-02-26,2.6223065853118896
2016-02-29,2.6223065853118896
2016-03-01,2.6223065853118896
2016-03-02,2.5623676776885986
2016-03-03,2.614814043045044
2016-03-04,2.6223065853118896
2016-03-07,2.6223065853118896
2016-03-08,2.6223065853118896
2016-03-09,2.6223065853118896
2016-03-10,2.6223065853118896
2016-03-11,2.6223065853118896
2016-03-14,2.554875612258911
2016-03-15,2.6223065853118896
2016-03-16,2.6223065853118896
2016-03-17,2.6223065853118896
2016-03-18,2.6223065853118896
2016-03-21,2.6223065853118896
2016-03-22,2.6223065853118896
2016-03-23,2.6223065853118896
2016-03-24,2.7346909046173096
2016-03-28,2.8845367431640625
2016-03-29,2.7421834468841553
2016-03-30,2.8096137046813965
2016-03-31,2.8096137046813965
2016-04-01,2.7413299083709717
2016-04-04,2.7413299083709717
2016-04-05,2.7413299083709717
2016-04-06,2.7413299083709717
2016-04-07,2.7413299083709717
2016-04-08,2.7413299083709717
2016-04-11,2.7413299083709717
2016-04-12,2.7178328037261963
2016-04-13,2.733497381210327
2016-04-14,2.733497381210327
2016-04-15,2.733497381210327
2016-04-18,2.7413299083709717
2016-04-19,2.7413299083709717
2016-04-20,2.7413299083709717
2016-04-22,2.7413299083709717
2016-04-25,2.733497381210327
2016-04-26,2.7413299083709717
2016-04-27,2.7413299083709717
2016-04-28,2.725665330886841
2016-04-29,2.7413299083709717
2016-05-02,2.7413299083709717
2016-05-03,2.7100002765655518
2016-05-04,2.7569942474365234
2016-05-05,2.7726593017578125
2016-05-06,3.0076301097869873
2016-05-09,2.866647958755493
2016-05-10,2.8431506156921387
2016-05-11,2.8901448249816895
2016-05-12,2.8588151931762695
2016-05-13,2.8196535110473633
2016-05-16,2.7883238792419434
2016-05-17,2.9214742183685303
2016-05-18,2.866647958755493
2016-05-19,2.850982666015625
2016-05-20,2.9058094024658203
2016-05-23,2.897976875305176
2016-05-24,2.866647958755493
2016-05-25,2.897976875305176
2016-05-27,2.897976875305176
2016-05-30,3.0076301097869873
2016-05-31,2.9449713230133057
2016-06-01,2.9763009548187256
2016-06-02,3.132948398590088
2016-06-03,3.031127452850342
2016-06-06,3.117283582687378
2016-06-07,3.0937862396240234
2016-06-08,3.1956071853637695
2016-06-09,3.070289134979248
2016-06-10,3.1407809257507324
2016-06-13,3.085954189300537
2016-06-14,3.0781216621398926
