Date,TGS.OL
2015-08-24,102.79985809326172
2015-08-25,104.45899963378906
2015-08-26,105.52086639404297
2015-08-27,105.05628204345703
2015-08-28,105.85267639160156
2015-08-31,106.18449401855469
2015-09-01,106.9808578491211
2015-09-02,105.91902160644531
2015-09-03,107.5118179321289
2015-09-04,103.86174011230469
2015-09-07,104.3262710571289
2015-09-08,102.86625671386719
2015-09-09,102.93260955810547
2015-09-10,100.60982513427734
2015-09-11,99.28248596191406
2015-09-14,98.4861068725586
2015-09-15,101.47257995605469
2015-09-16,103.86174011230469
2015-09-17,104.98988342285156
2015-09-18,103.66262817382812
2015-09-21,105.65357208251953
2015-09-22,104.98988342285156
2015-09-23,102.00350189208984
2015-09-24,101.93712615966797
2015-09-25,104.65811157226562
2015-09-28,104.98988342285156
2015-09-29,105.7199478149414
2015-09-30,104.39263916015625
2015-10-01,103.3307876586914
2015-10-02,97.1588363647461
2015-10-05,103.86174011230469
2015-10-06,111.42736053466797
2015-10-07,111.7591552734375
2015-10-08,111.82555389404297
2015-10-09,111.62642669677734
2015-10-12,109.50277709960938
2015-10-13,109.30367279052734
2015-10-14,107.77729034423828
2015-10-15,113.551025390625
2015-10-16,108.37454986572266
2015-10-19,106.18449401855469
2015-10-20,105.98542785644531
2015-10-21,105.91902160644531
2015-10-22,105.7199478149414
2015-10-23,110.4982681274414
2015-10-26,107.77729034423828
2015-10-27,106.51632690429688
2015-10-28,111.36103820800781
2015-10-29,109.23729705810547
2015-10-30,111.16190338134766
2015-11-02,111.49372863769531
2015-11-03,114.21468353271484
2015-11-04,118.86026763916016
2015-11-05,115.34291076660156
2015-11-06,112.29013061523438
2015-11-09,113.94924926757812
2015-11-10,111.36103820800781
2015-11-11,110.10004425048828
2015-11-12,108.4408950805664
2015-11-13,107.64454650878906
2015-11-16,109.83454895019531
2015-11-17,108.57367706298828
2015-11-18,112.15738677978516
2015-11-19,112.15738677978516
2015-11-20,110.83004760742188
2015-11-23,111.16190338134766
2015-11-24,111.8919448852539
2015-11-25,111.36103820800781
2015-11-26,112.48918914794922
2015-11-27,111.29469299316406
2015-11-30,110.8964614868164
2015-12-01,115.27655792236328
2015-12-02,114.81201171875
2015-12-03,112.35652160644531
2015-12-04,109.17096710205078
2015-12-07,106.84815979003906
2015-12-08,104.92359161376953
2015-12-09,106.25086975097656
2015-12-10,104.52538299560547
2015-12-11,101.27347564697266
2015-12-14,101.14073181152344
2015-12-15,101.7380599975586
2015-12-16,103.39714813232422
2015-12-17,98.61885833740234
2015-12-18,90.38957214355469
2015-12-21,94.10601806640625
2015-12-22,92.71234893798828
2015-12-23,94.43785858154297
2015-12-28,92.6459732055664
2015-12-29,93.24327850341797
2015-12-30,93.84056091308594
2016-01-04,94.30510711669922
2016-01-05,90.78775024414062
2016-01-06,86.2749252319336
2016-01-07,74.59458923339844
2016-01-08,74.99283599853516
2016-01-11,73.06822967529297
2016-01-12,76.2537612915039
2016-01-13,76.71829986572266
2016-01-14,76.78468322753906
2016-01-15,74.66098022460938
2016-01-18,74.86007690429688
2016-01-19,76.45285034179688
2016-01-20,71.01087951660156
2016-01-21,73.53276824951172
2016-01-22,78.17835998535156
2016-01-25,77.71378326416016
2016-01-26,81.4966049194336
2016-01-27,79.24018859863281
2016-01-28,83.62030029296875
2016-01-29,83.08935546875
2016-02-01,82.6911849975586
2016-02-02,77.64739990234375
2016-02-03,80.63385009765625
2016-02-04,80.63385009765625
2016-02-05,83.4875717163086
2016-02-08,78.9083480834961
2016-02-09,76.82829284667969
2016-02-10,76.29151153564453
2016-02-11,77.16378784179688
2016-02-12,76.62699890136719
2016-02-15,82.06201934814453
2016-02-16,76.29151153564453
2016-02-17,81.1897201538086
2016-02-18,79.57933807373047
2016-02-19,77.29798126220703
2016-02-22,80.92134094238281
2016-02-23,80.25032043457031
2016-02-24,77.63349914550781
2016-02-25,79.91484069824219
2016-02-26,85.08147430419922
2016-02-29,85.41694641113281
2016-03-01,87.22864532470703
2016-03-02,87.16152954101562
2016-03-03,88.77192687988281
2016-03-04,93.73722839355469
2016-03-07,92.79784393310547
2016-03-08,93.26752471923828
2016-03-09,92.05976867675781
2016-03-10,90.65067291259766
2016-03-11,92.46235656738281
2016-03-14,91.25456237792969
2016-03-15,88.90612030029297
2016-03-16,90.98619842529297
2016-03-17,91.25456237792969
2016-03-18,92.19393920898438
2016-03-21,91.45587158203125
2016-03-22,92.5965347290039
2016-03-23,87.96673583984375
2016-03-29,83.33689880371094
2016-03-30,86.75894927978516
2016-03-31,84.74597930908203
2016-04-01,82.39749908447266
2016-04-04,82.26329803466797
2016-04-05,80.5858154296875
2016-04-06,80.25032043457031
2016-04-07,81.45812225341797
2016-04-08,83.9407958984375
2016-04-11,83.80657958984375
2016-04-12,85.01436614990234
2016-04-13,89.04029846191406
2016-04-14,88.90612030029297
2016-04-15,86.75894927978516
2016-04-18,88.36930084228516
2016-04-19,90.04679870605469
2016-04-20,87.63124084472656
2016-04-21,87.89962005615234
2016-04-22,88.235107421875
2016-04-25,87.69831085205078
2016-04-26,87.22864532470703
2016-04-27,91.52294158935547
2016-04-28,90.315185546875
2016-04-29,90.38227844238281
2016-05-02,89.2416000366211
2016-05-03,86.69183349609375
2016-05-04,89.2416000366211
2016-05-06,89.50997161865234
2016-05-09,87.22864532470703
2016-05-10,86.82603454589844
2016-05-11,86.28926849365234
2016-05-12,87.29573822021484
2016-05-13,85.2156753540039
2016-05-18,86.92987060546875
2016-05-19,82.322509765625
2016-05-20,84.28741455078125
2016-05-23,85.16822052001953
2016-05-24,84.55843353271484
2016-05-25,87.33637237548828
2016-05-26,86.38783264160156
2016-05-27,85.23600006103516
2016-05-30,85.64252471923828
2016-05-31,85.30375671386719
2016-06-01,82.86456298828125
2016-06-02,83.06780242919922
2016-06-03,83.00006103515625
2016-06-06,84.15190124511719
2016-06-07,87.94617462158203
2016-06-08,91.13068389892578
2016-06-09,87.7429428100586
2016-06-10,88.42049407958984
2016-06-13,86.5910873413086
2016-06-14,84.21965026855469
2016-06-15,81.57721710205078
2016-06-16,79.4767837524414
2016-06-17,84.08413696289062
2016-06-20,87.4719009399414
2016-06-21,87.06538391113281
2016-06-22,88.14946746826172
2016-06-23,90.0466079711914
2016-06-24,87.40415954589844
2016-06-27,84.89718627929688
2016-06-28,86.38783264160156
2016-06-29,89.36905670166016
2016-06-30,92.28253936767578
2016-07-01,91.94374084472656
2016-07-04,92.55355834960938
2016-07-05,87.7429428100586
2016-07-06,85.64252471923828
2016-07-07,98.44822692871094
2016-07-08,95.67027282714844
2016-07-11,98.78700256347656
2016-07-12,96.41557312011719
2016-07-13,96.889892578125
2016-07-14,96.28008270263672
2016-07-15,96.48335266113281
2016-07-18,97.63518524169922
2016-07-19,96.68663024902344
2016-07-20,94.65393829345703
2016-07-21,99.19354248046875
2016-07-22,96.61886596679688
2016-07-25,96.14456939697266
2016-07-26,96.55108642578125
2016-07-27,99.12580108642578
2016-07-28,95.87357330322266
2016-07-29,94.92499542236328
2016-08-01,94.17967224121094
2016-08-02,92.62129974365234
2016-08-03,91.33396911621094
2016-08-04,92.21477508544922
2016-08-05,94.51844787597656
2016-08-08,96.48335266113281
2016-08-09,99.80337524414062
2016-08-10,99.12580108642578
2016-08-11,97.38983917236328
2016-08-12,99.16677856445312
2016-08-15,98.2783203125
2016-08-16,100.19198608398438
2016-08-17,96.9114761352539
2016-08-18,98.07333374023438
2016-08-19,100.39696502685547
2016-08-22,100.26029968261719
2016-08-23,104.77098846435547
2016-08-24,101.35381317138672
2016-08-25,99.57688903808594
2016-08-26,100.9437484741211
2016-08-29,98.14161682128906
2016-08-30,99.23516082763672
2016-08-31,99.23516082763672
2016-09-01,100.53367614746094
2016-09-02,102.51565551757812
2016-09-05,102.99405670166016
2016-09-06,101.83219146728516
2016-09-07,102.0372314453125
2016-09-08,102.17391204833984
2016-09-09,102.37898254394531
2016-09-12,98.8934326171875
2016-09-13,98.2783203125
2016-09-14,98.75674438476562
2016-09-15,95.1345443725586
2016-09-16,94.99781036376953
2016-09-19,98.20999908447266
2016-09-20,95.47623443603516
2016-09-21,97.73157501220703
2016-09-22,98.62004089355469
2016-09-23,97.7999267578125
2016-09-26,97.04814910888672
2016-09-27,96.02300262451172
2016-09-28,95.06619262695312
2016-09-29,100.19198608398438
2016-09-30,98.41500091552734
2016-10-03,103.26742553710938
2016-10-04,102.37898254394531
2016-10-05,103.26742553710938
2016-10-06,106.3428726196289
2016-10-07,111.33198547363281
2016-10-10,114.81751251220703
2016-10-11,114.5441665649414
2016-10-12,117.48294830322266
2016-10-13,118.64476013183594
2016-10-14,119.80657196044922
2016-10-17,117.89299774169922
2016-10-18,118.37140655517578
2016-10-19,120.2166519165039
2016-10-20,120.2166519165039
2016-10-21,119.60162353515625
2016-10-24,118.91814422607422
2016-10-25,119.60162353515625
2016-10-26,117.14119720458984
2016-10-27,116.18439483642578
2016-10-28,115.56929779052734
2016-10-31,114.47579193115234
2016-11-01,111.26365661621094
2016-11-02,109.21332550048828
2016-11-03,110.92192840576172
2016-11-04,109.49639892578125
2016-11-07,111.4246826171875
2016-11-08,110.25391387939453
2016-11-09,112.11331939697266
2016-11-10,116.38298797607422
2016-11-11,110.5294189453125
2016-11-14,110.73601531982422
2016-11-15,113.49063110351562
2016-11-16,111.76897430419922
2016-11-17,112.38876342773438
2016-11-18,111.28697967529297
2016-11-21,112.9397201538086
2016-11-22,115.41887664794922
2016-11-23,116.93385314941406
2016-11-24,117.1405029296875
2016-11-25,114.31697082519531
2016-11-28,113.0085678100586
2016-11-29,110.80485534667969
2016-11-30,115.21226501464844
2016-12-01,120.65263366699219
2016-12-02,119.82624816894531
2016-12-05,120.58378601074219
2016-12-06,120.23946380615234
2016-12-07,125.33554077148438
2016-12-08,129.53631591796875
2016-12-09,131.12025451660156
2016-12-12,130.9136199951172
2016-12-13,130.2249755859375
2016-12-14,129.1230926513672
2016-12-15,127.74581146240234
2016-12-16,126.43740844726562
2016-12-19,125.47321319580078
2016-12-20,128.0901336669922
2016-12-21,128.9853973388672
2016-12-22,129.1230926513672
2016-12-23,128.5721893310547
2016-12-27,131.87774658203125
2016-12-28,133.46168518066406
2016-12-29,133.39279174804688
2016-12-30,132.01551818847656
2017-01-02,138.28225708007812
2017-01-03,135.25213623046875
2017-01-04,135.9408416748047
2017-01-05,135.9408416748047
2017-01-06,134.49465942382812
2017-01-09,133.11732482910156
2017-01-10,133.7371063232422
2017-01-11,134.08145141601562
2017-01-12,133.7371063232422
2017-01-13,134.28802490234375
2017-01-16,134.28802490234375
2017-01-17,134.28802490234375
2017-01-18,134.83900451660156
2017-01-19,136.6983642578125
2017-01-20,140.0727996826172
2017-01-23,139.45297241210938
2017-01-24,140.48594665527344
2017-01-25,143.5849151611328
2017-01-26,142.55194091796875
2017-01-27,141.86326599121094
2017-01-30,141.036865234375
2017-01-31,136.0097198486328
2017-02-01,140.89920043945312
2017-02-02,132.97959899902344
