Date,JUP.L
2016-02-16,366.9377746582031
2016-02-17,390.0081481933594
2016-02-18,385.03607177734375
2016-02-19,385.6327819824219
2016-02-22,390.7041015625
2016-02-23,390.7041015625
2016-02-24,386.52764892578125
2016-02-25,394.383544921875
2016-02-26,402.73663330078125
2016-02-29,397.9634094238281
2016-03-01,412.4817810058594
2016-03-02,410.1946716308594
2016-03-03,412.2829284667969
2016-03-04,416.8572082519531
2016-03-07,404.9242858886719
2016-03-08,403.8304443359375
2016-03-09,403.1344299316406
2016-03-10,382.3516845703125
2016-03-11,386.82769775390625
2016-03-14,389.2149353027344
2016-03-15,391.2043151855469
2016-03-16,392.3978576660156
2016-03-17,396.87396240234375
2016-03-18,403.8365783691406
2016-03-21,403.6376953125
2016-03-22,407.5169372558594
2016-03-23,406.9201354980469
2016-03-24,402.04620361328125
2016-03-29,403.2398376464844
2016-03-30,410.6998596191406
2016-03-31,407.11907958984375
2016-04-01,407.3179931640625
2016-04-04,408.6110534667969
2016-04-05,401.1510009765625
2016-04-06,406.1242980957031
2016-04-07,395.5809020996094
2016-04-08,403.43878173828125
2016-04-11,404.03558349609375
2016-04-12,407.5169372558594
2016-04-13,415.27532958984375
2016-04-14,415.27532958984375
2016-04-15,417.6625671386719
2016-04-18,418.0603942871094
2016-04-19,418.3588562011719
2016-04-20,411.992919921875
2016-04-21,420.3481750488281
2016-04-22,417.56304931640625
2016-04-25,418.9555969238281
2016-04-26,419.3534851074219
2016-04-27,423.4316711425781
2016-04-28,422.73541259765625
2016-04-29,418.6573181152344
2016-05-03,416.5684509277344
2016-05-04,412.2912292480469
2016-05-05,413.385498046875
2016-05-06,409.8046569824219
2016-05-09,412.78863525390625
2016-05-10,413.7833251953125
2016-05-11,414.67852783203125
2016-05-12,414.0817565917969
2016-05-13,416.6678466796875
2016-05-16,416.9662780761719
2016-05-17,419.15447998046875
2016-05-18,422.73541259765625
2016-05-19,417.56304931640625
2016-05-20,427.6092529296875
2016-05-23,429.0017395019531
2016-05-24,436.26287841796875
2016-05-25,440.9378356933594
2016-05-26,437.8543701171875
2016-05-27,440.6394958496094
2016-05-31,439.8437805175781
2016-06-01,432.5826110839844
2016-06-02,430.6926574707031
2016-06-03,430.6926574707031
2016-06-06,433.875732421875
2016-06-07,434.3730163574219
2016-06-08,432.6820983886719
2016-06-09,434.4724426269531
2016-06-10,421.7406921386719
2016-06-13,411.8934631347656
2016-06-14,400.4548034667969
2016-06-15,401.84722900390625
2016-06-16,395.48138427734375
2016-06-17,409.5062561035156
2016-06-20,429.9964599609375
2016-06-21,431.6874084472656
2016-06-22,437.8543701171875
2016-06-23,444.22027587890625
2016-06-24,380.959228515625
2016-06-27,335.10479736328125
2016-06-28,345.1510925292969
2016-06-29,359.7726745605469
2016-06-30,363.6518859863281
2016-07-01,365.64117431640625
2016-07-04,352.611083984375
2016-07-05,336.497314453125
2016-07-06,327.1474609375
2016-07-07,342.4653625488281
2016-07-08,352.611083984375
2016-07-11,366.8348388671875
2016-07-12,374.5932922363281
2016-07-13,372.7033386230469
2016-07-14,382.5505676269531
2016-07-15,383.3463439941406
2016-07-18,390.30908203125
2016-07-19,392.895263671875
2016-07-20,396.3766174316406
2016-07-21,396.87396240234375
2016-07-22,393.889892578125
2016-07-25,398.86322021484375
2016-07-26,397.07281494140625
2016-07-27,414.4796447753906
2016-07-28,412.8880920410156
2016-07-29,420.1492614746094
2016-08-01,410.8988037109375
2016-08-02,410.50091552734375
2016-08-03,408.1136474609375
2016-08-04,407.8600769042969
2016-08-05,414.0277099609375
2016-08-08,427.45721435546875
2016-08-09,427.2582702636719
2016-08-10,425.26873779296875
2016-08-11,421.9859313964844
2016-08-12,426.1639099121094
2016-08-15,425.76611328125
2016-08-16,423.47808837890625
2016-08-17,409.3521728515625
2016-08-18,415.2214050292969
2016-08-19,412.5354919433594
2016-08-22,415.1219177246094
2016-08-23,419.3994445800781
2016-08-24,420.8916320800781
2016-08-25,416.81304931640625
2016-08-26,416.5146484375
2016-08-30,416.1167297363281
2016-08-31,417.31048583984375
2016-09-01,423.6769714355469
2016-09-02,428.94940185546875
2016-09-05,427.75567626953125
2016-09-06,424.3734130859375
2016-09-07,426.46240234375
2016-09-08,436.7086486816406
2016-09-09,428.15350341796875
2016-09-12,421.4884948730469
2016-09-13,427.75567626953125
2016-09-14,425.66656494140625
2016-09-15,432.1326599121094
2016-09-16,432.8289794921875
2016-09-19,435.8133239746094
2016-09-20,436.2112731933594
2016-09-21,437.1065673828125
2016-09-22,435.7138671875
2016-09-23,431.5357971191406
2016-09-26,424.3734130859375
2016-09-27,420.09588623046875
2016-09-28,422.4832763671875
2016-09-29,426.06451416015625
2016-09-30,423.1795959472656
2016-10-03,448.7455139160156
2016-10-04,451.23248291015625
2016-10-05,450.0387268066406
2016-10-06,447.3528137207031
2016-10-07,440.88671875
2016-10-10,436.2112731933594
2016-10-11,449.0439453125
2016-10-12,445.66168212890625
2016-10-13,441.085693359375
2016-10-14,440.78729248046875
2016-10-17,440.1904296875
2016-10-18,444.4678649902344
2016-10-19,444.6668701171875
2016-10-20,443.672119140625
2016-10-21,445.7611083984375
2016-10-24,440.9862060546875
2016-10-25,437.7033996582031
2016-10-26,435.1170654296875
2016-10-27,429.9441223144531
2016-10-28,431.2373352050781
2016-10-31,429.44677734375
2016-11-01,430.73992919921875
2016-11-02,430.73992919921875
2016-11-03,432.6300354003906
2016-11-04,420.69268798828125
2016-11-07,427.0592346191406
2016-11-08,427.2582702636719
2016-11-09,429.3472900390625
2016-11-10,437.4049987792969
2016-11-11,432.43109130859375
2016-11-14,435.01751708984375
2016-11-15,442.3789367675781
2016-11-16,437.3055114746094
2016-11-17,444.86578369140625
2016-11-18,434.52008056640625
2016-11-21,429.9441223144531
2016-11-22,432.33160400390625
2016-11-23,433.326416015625
2016-11-24,433.2269592285156
2016-11-25,437.1065673828125
2016-11-28,432.7294616699219
2016-11-29,431.3368225097656
2016-11-30,427.2582702636719
2016-12-01,425.865478515625
2016-12-02,427.15875244140625
2016-12-05,424.1744384765625
2016-12-06,425.169189453125
2016-12-07,427.0592346191406
2016-12-08,426.2633972167969
2016-12-09,425.66656494140625
2016-12-12,422.78173828125
2016-12-13,423.5774841308594
2016-12-14,427.75567626953125
2016-12-15,430.04364013671875
2016-12-16,430.73992919921875
2016-12-19,428.15350341796875
2016-12-20,428.7503967285156
2016-12-21,430.73992919921875
2016-12-22,434.12225341796875
2016-12-23,435.4154357910156
2016-12-28,438.4991760253906
2016-12-29,441.6824645996094
2016-12-30,441.2846374511719
2017-01-03,451.5308837890625
2017-01-04,443.07525634765625
2017-01-05,444.76641845703125
2017-01-06,443.4731140136719
2017-01-09,449.8397521972656
2017-01-10,443.672119140625
2017-01-11,442.67730712890625
2017-01-12,413.8287353515625
2017-01-13,414.7240295410156
2017-01-16,412.3365173339844
2017-01-17,411.341796875
2017-01-18,406.8652648925781
2017-01-19,402.0903015136719
2017-01-20,400.89654541015625
2017-01-23,398.01165771484375
2017-01-24,391.3466491699219
2017-01-25,391.4461669921875
2017-01-26,394.6294860839844
2017-01-27,393.93310546875
2017-01-30,395.4252624511719
2017-01-31,399.4043884277344
2017-02-01,413.0328369140625
2017-02-02,410.24755859375
2017-02-03,414.9229431152344
2017-02-06,414.22662353515625
2017-02-07,419.3000183105469
2017-02-08,417.31048583984375
2017-02-09,419.7973937988281
2017-02-10,425.865478515625
2017-02-13,427.0592346191406
2017-02-14,427.15875244140625
2017-02-15,425.76611328125
2017-02-16,423.1795959472656
2017-02-17,424.57232666015625
2017-02-20,431.63525390625
2017-02-21,429.44677734375
2017-02-22,428.8498840332031
2017-02-23,428.5514831542969
2017-02-24,414.32611083984375
2017-02-27,413.7292785644531
2017-02-28,417.1114807128906
2017-03-01,420.7921447753906
2017-03-02,418.00677490234375
2017-03-03,420.7921447753906
2017-03-06,430.93896484375
2017-03-07,426.56182861328125
2017-03-08,425.0697326660156
2017-03-09,409.25091552734375
2017-03-10,410.9424743652344
2017-03-13,412.6339416503906
2017-03-14,411.5394592285156
2017-03-15,413.5295104980469
2017-03-16,418.40521240234375
2017-03-17,418.8031005859375
2017-03-20,422.2856140136719
2017-03-21,420.49462890625
2017-03-22,418.1065979003906
2017-03-23,422.4846496582031
2017-03-24,419.99713134765625
2017-03-27,418.70367431640625
2017-03-28,418.5046081542969
2017-03-29,418.40521240234375
2017-03-30,422.58416748046875
2017-03-31,423.87762451171875
2017-04-03,424.17620849609375
2017-04-04,433.82781982421875
2017-04-05,442.08648681640625
2017-04-06,439.3999328613281
2017-04-07,438.70343017578125
2017-04-10,441.98699951171875
2017-04-11,447.0616455078125
2017-04-12,446.962158203125
2017-04-13,449.2506103515625
2017-04-18,444.7730712890625
2017-04-19,450.5441589355469
2017-04-20,452.8326721191406
2017-04-21,454.02679443359375
2017-04-24,467.65850830078125
2017-04-25,462.4844055175781
2017-04-26,468.653564453125
2017-04-27,474.1261291503906
2017-04-28,472.2355651855469
2017-05-02,481.19073486328125
2017-05-03,472.13604736328125
2017-05-04,479.6982421875
2017-05-05,478.9021301269531
2017-05-08,483.3797607421875
2017-05-09,485.8673095703125
2017-05-10,490.2453918457031
2017-05-11,487.4593200683594
2017-05-12,488.6534423828125
2017-05-15,489.9468994140625
2017-05-16,486.1658935546875
2017-05-17,476.6136169433594
2017-05-18,479.3996276855469
2017-05-19,480.4941711425781
2017-05-22,481.5887451171875
2017-05-23,482.5837707519531
2017-05-24,484.8722839355469
2017-05-25,494.52398681640625
2017-05-26,491.04144287109375
2017-05-30,491.63848876953125
2017-05-31,491.1409606933594
2017-06-01,501.4891052246094
2017-06-02,503.4791259765625
2017-06-05,495.0215759277344
2017-06-06,485.1707763671875
2017-06-07,492.7329406738281
2017-06-08,492.3349304199219
2017-06-09,494.7230224609375
2017-06-12,490.9419250488281
2017-06-13,497.0115051269531
2017-06-14,493.42950439453125
2017-06-15,486.6632995605469
2017-06-16,498.5040588378906
2017-06-19,499.9966125488281
2017-06-20,500.494140625
2017-06-21,494.2254638671875
2017-06-22,499.9966125488281
2017-06-23,505.4692077636719
2017-06-26,498.4592590332031
2017-06-27,490.9419250488281
2017-06-28,500.494140625
2017-06-29,496.613525390625
2017-06-30,502.484130859375
2017-07-03,499.9966125488281
2017-07-04,498.5040588378906
2017-07-05,502.98162841796875
2017-07-06,504.97174072265625
2017-07-07,507.45916748046875
2017-07-10,514.4244384765625
2017-07-11,514.4244384765625
2017-07-12,514.921875
2017-07-13,519.8968505859375
2017-07-14,521.3895263671875
2017-07-17,529.3497314453125
2017-07-18,530.8422241210938
2017-07-19,537.3098754882812
2017-07-20,543.77734375
2017-07-21,540.7924194335938
2017-07-24,541.787353515625
2017-07-25,534.822265625
2017-07-26,527.8571166992188
2017-07-27,534.3248291015625
2017-07-28,529.84716796875
2017-07-31,531.3396606445312
2017-08-01,541.289794921875
2017-08-02,530.8422241210938
2017-08-03,527.4268188476562
2017-08-04,527.4268188476562
2017-08-07,524.9390258789062
2017-08-08,525.9340209960938
2017-08-09,522.4510498046875
2017-08-10,514.9874877929688
2017-08-11,509.5141906738281
2017-08-14,512.4996337890625
2017-08-15,516.9778442382812
2017-08-16,522.4510498046875
2017-08-17,518.9681396484375
2017-08-18,518.9681396484375
2017-08-21,524.9390258789062
2017-08-22,527.9244384765625
2017-08-23,527.4268188476562
2017-08-24,527.9244384765625
2017-08-25,526.92919921875
2017-08-29,522.9486694335938
2017-08-30,525.4364624023438
2017-08-31,533.8951416015625
2017-09-01,538.3734130859375
2017-09-04,529.9146728515625
2017-09-05,527.9244384765625
2017-09-06,527.9244384765625
2017-09-07,528.421875
2017-09-08,526.92919921875
2017-09-11,533.8951416015625
2017-09-12,536.8807373046875
2017-09-13,532.9000854492188
2017-09-14,536.8807373046875
2017-09-15,533.8951416015625
2017-09-18,536.383056640625
2017-09-19,538.8709106445312
2017-09-20,537.3783569335938
2017-09-21,532.9000854492188
2017-09-22,528.9195556640625
2017-09-25,533.8951416015625
2017-09-26,523.94384765625
2017-09-27,536.8807373046875
2017-09-28,542.3540649414062
2017-09-29,549.3199462890625
2017-10-02,555.2908935546875
2017-10-03,554.295654296875
2017-10-04,549.8175048828125
2017-10-05,551.310302734375
2017-10-06,552.8029174804688
2017-10-09,552.305419921875
2017-10-10,550.8125610351562
2017-10-11,555.2908935546875
2017-10-12,577.1840209960938
2017-10-13,584.1500244140625
2017-10-16,586.1403198242188
2017-10-17,581.6622314453125
2017-10-18,587.6331176757812
2017-10-19,585.1451416015625
2017-10-20,585.642822265625
2017-10-23,587.6331176757812
2017-10-24,588.130615234375
2017-10-25,588.130615234375
2017-10-26,599.0771484375
2017-10-27,587.6331176757812
2017-10-30,590.1209716796875
2017-10-31,591.6137084960938
2017-11-01,595.59423828125
2017-11-02,597.0868530273438
2017-11-03,601.0675048828125
2017-11-06,597.0868530273438
2017-11-07,599.0771484375
2017-11-08,598.579833984375
2017-11-09,582.6573486328125
2017-11-10,586.637939453125
2017-11-13,579.1742553710938
2017-11-14,584.6476440429688
2017-11-15,577.1840209960938
2017-11-16,583.1549682617188
2017-11-17,576.6863403320312
2017-11-20,578.1792602539062
2017-11-21,589.6233520507812
2017-11-22,583.6525268554688
2017-11-23,579.1742553710938
2017-11-24,582.6573486328125
2017-11-27,577.6814575195312
2017-11-28,583.6525268554688
2017-11-29,587.1355590820312
2017-11-30,595.59423828125
2017-12-01,592.6087646484375
2017-12-04,599.5748901367188
2017-12-05,600.56982421875
2017-12-06,607.038330078125
2017-12-07,601.5651245117188
2017-12-08,605.5457153320312
2017-12-11,608.5311279296875
2017-12-12,597.58447265625
2017-12-13,610.5213012695312
2017-12-14,613.0092163085938
2017-12-15,617.4873046875
2017-12-18,622.960693359375
2017-12-19,622.960693359375
2017-12-20,616.9899291992188
2017-12-21,620.4727783203125
2017-12-22,618.4825439453125
2017-12-27,624.950927734375
2017-12-28,622.463134765625
2017-12-29,625.448486328125
2018-01-02,620.9703979492188
2018-01-03,621.1693725585938
2018-01-04,626.7421875
2018-01-05,628.3345947265625
2018-01-08,613.8052978515625
2018-01-09,610.0238647460938
2018-01-10,602.0626831054688
2018-01-11,582.1597290039062
2018-01-12,584.7470703125
2018-01-15,584.7470703125
2018-01-16,589.1258544921875
2018-01-17,584.1500244140625
2018-01-18,583.1549682617188
2018-01-19,587.9315185546875
2018-01-22,584.1500244140625
2018-01-23,582.9559326171875
2018-01-24,587.5335693359375
2018-01-25,595.0967407226562
2018-01-26,599.0771484375
2018-01-29,604.6500854492188
2018-01-30,587.1355590820312
2018-01-31,588.7277221679688
2018-02-01,589.921875
2018-02-02,573.9995727539062
2018-02-05,559.6694946289062
2018-02-06,549.9169921875
2018-02-07,561.2616577148438
2018-02-08,537.3783569335938
2018-02-09,532.0044555664062
2018-02-12,537.3783569335938
2018-02-13,532.6016235351562
2018-02-14,534.392822265625
2018-02-15,538.3734130859375
2018-02-16,539.1696166992188
2018-02-19,540.3635864257812
2018-02-20,543.1500854492188
2018-02-21,544.5432739257812
2018-02-22,529.417236328125
2018-02-23,528.421875
2018-02-26,524.2423095703125
2018-02-27,504.9365539550781
2018-02-28,509.7132568359375
2018-03-01,504.5384521484375
2018-03-02,504.9365539550781
2018-03-05,515.68408203125
2018-03-06,515.2860717773438
2018-03-07,516.6792602539062
2018-03-08,497.27301025390625
2018-03-09,502.4488220214844
2018-03-12,496.2777099609375
2018-03-13,483.73638916015625
2018-03-14,485.5279541015625
2018-03-15,487.6181335449219
2018-03-16,488.9121398925781
2018-03-19,485.2293395996094
2018-03-20,487.71771240234375
2018-03-21,487.6181335449219
2018-03-22,477.4657287597656
2018-03-23,474.5791931152344
2018-03-26,471.6927185058594
2018-03-27,474.2806091308594
2018-03-28,467.6118469238281
2018-03-29,469.4034729003906
2018-04-03,460.94305419921875
2018-04-04,468.70672607421875
2018-04-05,474.77825927734375
2018-04-06,469.30389404296875
2018-04-09,468.8062744140625
2018-04-10,469.60247802734375
2018-04-11,465.12347412109375
2018-04-12,467.0146789550781
2018-04-13,466.8155822753906
2018-04-16,463.43133544921875
2018-04-17,464.1281433105469
2018-04-18,442.92730712890625
2018-04-19,449.1980285644531
2018-04-20,452.1840515136719
2018-04-23,454.4733581542969
2018-04-24,451.88543701171875
2018-04-25,453.57745361328125
2018-04-26,453.2789001464844
2018-04-27,454.57281494140625
2018-04-30,453.3784484863281
2018-05-01,455.7672119140625
2018-05-02,458.9523620605469
2018-05-03,456.1653747558594
2018-05-04,459.8481750488281
2018-05-08,460.0472717285156
2018-05-09,460.74395751953125
2018-05-10,464.02862548828125
2018-05-11,460.544921875
2018-05-14,454.17474365234375
2018-05-15,460.94305419921875
2018-05-16,460.84356689453125
2018-05-17,466.2182922363281
2018-05-18,470.5978088378906
2018-05-21,476.968017578125
2018-05-22,485.7270202636719
2018-05-23,473.68341064453125
2018-05-24,464.3271484375
2018-05-25,467.7113342285156
2018-05-29,448.501220703125
2018-05-30,450.6910400390625
2018-05-31,451.785888671875
2018-06-01,452.0845031738281
2018-06-04,455.8667907714844
2018-06-05,452.0845031738281
2018-06-06,456.3644714355469
2018-06-07,459.5495300292969
2018-06-08,458.6537170410156
2018-06-11,467.5122985839844
2018-06-12,470.19970703125
2018-06-13,464.725341796875
2018-06-14,467.6118469238281
2018-06-15,463.43133544921875
2018-06-18,460.0472717285156
2018-06-19,455.9662780761719
2018-06-20,456.6630554199219
2018-06-21,453.87615966796875
2018-06-22,454.27423095703125
2018-06-25,446.4110107421875
2018-06-26,441.8324890136719
2018-06-27,443.2259521484375
2018-06-28,437.75152587890625
2018-06-29,443.92266845703125
2018-07-02,436.35809326171875
2018-07-03,441.4342956542969
2018-07-04,439.64263916015625
2018-07-05,439.443603515625
2018-07-06,439.2445373535156
2018-07-09,442.33013916015625
2018-07-10,442.2305603027344
2018-07-11,435.6613464355469
2018-07-12,435.7608642578125
2018-07-13,437.5525207519531
2018-07-16,438.2193908691406
2018-07-17,439.64263916015625
2018-07-18,448.1031188964844
2018-07-19,450.0938415527344
2018-07-20,444.022216796875
2018-07-23,436.9552917480469
2018-07-24,444.12176513671875
2018-07-25,448.1031188964844
2018-07-26,440.7375793457031
2018-07-27,427.3004150390625
2018-07-30,430.0873718261719
2018-07-31,435.9599914550781
2018-08-01,428.79345703125
2018-08-02,416.65032958984375
2018-08-03,423.91619873046875
2018-08-06,424.91162109375
2018-08-07,426.0065002441406
2018-08-08,431.2817687988281
2018-08-09,421.1065673828125
2018-08-10,415.0338439941406
2018-08-13,415.43212890625
2018-08-14,416.92535400390625
2018-08-15,413.4410400390625
2018-08-16,420.111083984375
2018-08-17,418.5182189941406
2018-08-20,419.81243896484375
2018-08-21,427.776611328125
2018-08-22,426.8806457519531
2018-08-23,417.9208679199219
2018-08-24,415.13348388671875
2018-08-28,419.3146667480469
2018-08-29,415.5316467285156
2018-08-30,415.830322265625
2018-08-31,417.3236083984375
2018-09-03,415.73077392578125
2018-09-04,409.4589538574219
2018-09-05,408.56298828125
2018-09-06,408.3638916015625
2018-09-07,405.3773193359375
2018-09-10,408.66253662109375
2018-09-11,406.0741882324219
2018-09-12,404.38177490234375
2018-09-13,400.399658203125
2018-09-14,409.0606689453125
2018-09-17,409.35943603515625
2018-09-18,415.33258056640625
2018-09-19,414.0384216308594
2018-09-20,416.8258361816406
2018-09-21,417.12451171875
2018-09-24,416.0293884277344
2018-09-25,407.6669616699219
2018-09-26,410.5540466308594
2018-09-27,407.7666320800781
2018-09-28,403.48577880859375
2018-10-01,405.17822265625
2018-10-02,400.4992980957031
2018-10-03,389.94671630859375
2018-10-04,389.249755859375
2018-10-05,386.56195068359375
2018-10-08,381.8829040527344
2018-10-09,379.69281005859375
2018-10-10,375.5115966796875
2018-10-11,346.6414489746094
2018-10-12,343.95343017578125
2018-10-15,346.5419006347656
2018-10-16,346.6414489746094
2018-10-17,340.46923828125
2018-10-18,341.3651428222656
2018-10-19,334.794677734375
2018-10-22,337.68170166015625
2018-10-23,327.7264404296875
2018-10-24,323.8439025878906
2018-10-25,328.5228576660156
2018-10-26,323.54522705078125
2018-10-29,327.3282470703125
2018-10-30,332.7040710449219
2018-10-31,335.4915466308594
2018-11-01,334.9937744140625
2018-11-02,340.66827392578125
2018-11-05,333.60003662109375
2018-11-06,334.39642333984375
2018-11-07,331.70855712890625
2018-11-08,332.5050048828125
2018-11-09,331.90765380859375
2018-11-12,323.74432373046875
2018-11-13,328.8215637207031
2018-11-14,331.2108459472656
2018-11-15,317.5720520019531
2018-11-16,317.2734069824219
2018-11-19,316.4770202636719
2018-11-20,311.1011657714844
2018-11-21,317.97027587890625
2018-11-22,316.6761474609375
2018-11-23,323.54522705078125
2018-11-26,328.72198486328125
2018-11-27,328.12469482421875
2018-11-28,328.42327880859375
2018-11-29,331.11126708984375
2018-11-30,320.0609130859375
2018-12-03,326.4322509765625
2018-12-04,320.3595886230469
2018-12-05,317.67169189453125
2018-12-06,298.955810546875
2018-12-07,298.15948486328125
2018-12-10,286.3126220703125
2018-12-11,291.7880554199219
2018-12-12,300.1504211425781
2018-12-13,296.367431640625
2018-12-14,291.5889587402344
2018-12-17,291.0911865234375
2018-12-18,288.00506591796875
2018-12-19,291.7880554199219
2018-12-20,290.9915466308594
2018-12-21,292.0867004394531
2018-12-24,295.471435546875
2018-12-27,289.6974182128906
2018-12-28,292.78350830078125
2018-12-31,293.878662109375
2019-01-02,292.8830871582031
2019-01-03,289.5978088378906
2019-01-04,299.6526794433594
2019-01-07,299.4535217285156
2019-01-08,302.9378662109375
2019-01-09,303.1370544433594
2019-01-10,306.4222412109375
2019-01-11,308.5128173828125
2019-01-14,309.6079406738281
2019-01-15,309.70745849609375
2019-01-16,313.3909606933594
2019-01-17,310.5038757324219
2019-01-18,316.57659912109375
2019-01-21,325.2376403808594
2019-01-22,325.4367370605469
2019-01-23,319.06536865234375
2019-01-24,320.9569091796875
2019-01-25,324.54071044921875
2019-01-28,328.12469482421875
2019-01-29,327.2287292480469
2019-01-30,324.2420654296875
2019-01-31,325.9344482421875
2019-02-01,329.91656494140625
2019-02-04,329.51837158203125
2019-02-05,331.90765380859375
2019-02-06,332.3058776855469
2019-02-07,320.16046142578125
2019-02-08,312.9927062988281
2019-02-11,319.4635925292969
2019-02-12,321.156005859375
2019-02-13,323.94342041015625
2019-02-14,318.5676574707031
2019-02-15,320.6582336425781
2019-02-18,324.7398986816406
2019-02-19,320.5586853027344
2019-02-20,324.54071044921875
2019-02-21,325.73541259765625
2019-02-22,327.2287292480469
2019-02-25,333.0027160644531
2019-02-26,334.0978088378906
2019-02-27,335.4915466308594
2019-02-28,337.1839294433594
2019-03-01,361.07647705078125
2019-03-04,368.045166015625
2019-03-05,370.0361633300781
2019-03-06,372.02734375
2019-03-07,358.58770751953125
2019-03-08,354.90423583984375
2019-03-11,357.49261474609375
2019-03-12,360.08099365234375
2019-03-13,363.5653381347656
2019-03-14,346.1313171386719
2019-03-15,351.5084228515625
2019-03-18,353.30084228515625
2019-03-19,354.7944641113281
2019-03-20,348.81988525390625
2019-03-21,348.5211486816406
2019-03-22,338.5634460449219
2019-03-25,335.0781555175781
2019-03-26,340.5550231933594
2019-03-27,342.148193359375
2019-03-28,345.6333923339844
2019-03-29,360.271240234375
2019-04-01,367.24169921875
2019-04-02,369.4324035644531
2019-04-03,378.39434814453125
2019-04-04,378.4939880371094
2019-04-05,378.39434814453125
2019-04-08,373.4154968261719
2019-04-09,370.92608642578125
2019-04-10,371.3243713378906
2019-04-11,381.3816833496094
2019-04-12,379.9876708984375
2019-04-15,387.3563232421875
2019-04-16,394.0281066894531
2019-04-17,392.7335205078125
2019-04-18,394.82470703125
2019-04-23,395.4221496582031
2019-04-24,397.5132751464844
2019-04-25,389.7461853027344
2019-04-26,387.3563232421875
2019-04-29,382.37750244140625
2019-04-30,373.7142028808594
2019-05-01,372.32012939453125
2019-05-02,367.0426025390625
2019-05-03,363.65692138671875
2019-05-07,358.97674560546875
2019-05-08,358.4788513183594
2019-05-09,352.7034606933594
2019-05-10,356.2881774902344
2019-05-13,349.8155822753906
2019-05-14,357.6822509765625
2019-05-15,358.3793029785156
