Date,COLO-B.CO
2017-02-27,404.796142578125
2017-02-28,405.53399658203125
2017-03-01,410.69842529296875
2017-03-02,408.321044921875
2017-03-03,410.2884826660156
2017-03-06,408.2390441894531
2017-03-07,407.0914611816406
2017-03-08,405.6978759765625
2017-03-09,408.9769592285156
2017-03-10,412.337890625
2017-03-13,416.02679443359375
2017-03-14,415.2071228027344
2017-03-15,413.56756591796875
2017-03-16,415.2071228027344
2017-03-17,417.6662902832031
2017-03-20,420.94537353515625
2017-03-21,422.9947814941406
2017-03-22,434.88128662109375
2017-03-23,445.94793701171875
2017-03-24,447.17767333984375
2017-03-27,449.6368713378906
2017-03-28,444.30841064453125
2017-03-29,441.4393615722656
2017-03-30,440.2095947265625
2017-03-31,446.3578796386719
2017-04-03,440.6195068359375
2017-04-04,446.3578796386719
2017-04-05,445.53814697265625
2017-04-06,443.89862060546875
2017-04-07,442.2590637207031
2017-04-10,447.58740234375
2017-04-11,448.40728759765625
2017-04-12,453.7356872558594
2017-04-18,458.6541748046875
2017-04-19,464.3925476074219
2017-04-20,468.9011535644531
2017-04-21,466.4418640136719
2017-04-24,473.81964111328125
2017-04-25,472.59014892578125
2017-04-26,473.81964111328125
2017-04-27,475.0493469238281
2017-04-28,479.1482238769531
2017-05-01,472.1802978515625
2017-05-02,480.78759765625
2017-05-03,456.1949157714844
2017-05-04,452.5059509277344
2017-05-05,454.55535888671875
2017-05-08,450.0098571777344
2017-05-09,451.6627502441406
2017-05-10,454.5553894042969
2017-05-11,451.6627502441406
2017-05-15,453.72894287109375
2017-05-16,453.72894287109375
2017-05-17,447.530517578125
2017-05-18,448.35687255859375
2017-05-19,451.6627502441406
2017-05-22,455.79510498046875
2017-05-23,462.82000732421875
2017-05-24,461.1671447753906
2017-05-29,459.9274597167969
2017-05-30,457.8612365722656
2017-05-31,468.6053161621094
2017-06-01,470.2582092285156
2017-06-02,479.349365234375
2017-06-06,473.977294921875
2017-06-07,478.5229797363281
2017-06-08,473.977294921875
2017-06-09,473.977294921875
2017-06-12,467.3656311035156
2017-06-13,473.56414794921875
2017-06-14,478.93609619140625
2017-06-15,475.2169494628906
2017-06-16,484.7212829589844
2017-06-19,486.3742370605469
2017-06-20,485.1346130371094
2017-06-21,483.8948974609375
2017-06-22,480.17578125
2017-06-23,478.109619140625
2017-06-26,474.39056396484375
2017-06-27,465.2994384765625
2017-06-28,459.5142517089844
2017-06-29,451.2494812011719
2017-06-30,449.5965881347656
2017-07-03,449.5965881347656
2017-07-04,447.530517578125
2017-07-05,450.4230651855469
2017-07-06,445.8775329589844
2017-07-07,445.0511474609375
2017-07-10,448.7701721191406
2017-07-11,445.0511474609375
2017-07-12,454.5553894042969
2017-07-13,450.8363952636719
2017-07-14,454.14215087890625
2017-07-17,454.9686584472656
2017-07-18,452.0760803222656
2017-07-19,450.0098571777344
2017-07-20,444.6378479003906
2017-07-21,456.208251953125
2017-07-24,448.7701721191406
2017-07-25,445.8775329589844
2017-07-26,446.29071044921875
2017-07-27,448.7701721191406
2017-07-28,442.98492431640625
2017-07-31,446.29071044921875
2017-08-01,443.8113098144531
2017-08-02,444.22454833984375
2017-08-03,442.57171630859375
2017-08-04,445.0511474609375
2017-08-07,446.29071044921875
2017-08-08,452.9025573730469
2017-08-09,451.2494812011719
2017-08-10,447.530517578125
2017-08-11,445.0511474609375
2017-08-14,454.5553894042969
2017-08-15,457.8612365722656
2017-08-16,429.3482360839844
2017-08-17,414.8851013183594
2017-08-18,420.6703796386719
2017-08-21,421.08355712890625
2017-08-22,429.7615051269531
2017-08-23,427.2821044921875
2017-08-24,430.17474365234375
2017-08-25,428.52178955078125
2017-08-28,426.45562744140625
2017-08-29,421.08355712890625
2017-08-30,421.08355712890625
2017-08-31,422.73651123046875
2017-09-01,425.2159423828125
2017-09-04,424.3894958496094
2017-09-05,420.6703796386719
2017-09-06,419.8438415527344
2017-09-07,423.9762268066406
2017-09-08,424.3894958496094
2017-09-11,427.2821044921875
2017-09-12,419.8438415527344
2017-09-13,414.8851013183594
2017-09-14,415.7115783691406
2017-09-15,414.4718933105469
2017-09-18,416.9512634277344
2017-09-19,412.7362976074219
2017-09-20,417.7777099609375
2017-09-21,416.1247863769531
2017-09-22,420.2571716308594
2017-09-25,421.9100341796875
2017-09-26,423.9762268066406
2017-09-27,419.4306640625
2017-09-28,422.3233337402344
2017-09-29,422.3233337402344
2017-10-02,427.2821044921875
2017-10-03,438.02606201171875
2017-10-04,446.29071044921875
2017-10-05,442.98492431640625
2017-10-06,445.0511474609375
2017-10-09,449.1834411621094
2017-10-10,442.1584777832031
2017-10-11,449.1834411621094
2017-10-12,450.8363952636719
2017-10-13,452.0760803222656
2017-10-16,453.3157043457031
2017-10-17,449.1834411621094
2017-10-18,456.208251953125
2017-10-19,450.0098571777344
2017-10-20,454.14215087890625
2017-10-23,455.3819274902344
2017-10-24,453.3157043457031
2017-10-25,455.79510498046875
2017-10-26,457.4480285644531
2017-10-27,467.7788391113281
2017-10-30,466.9523620605469
2017-10-31,464.47296142578125
2017-11-01,463.646484375
2017-11-02,408.9346008300781
2017-11-03,397.44677734375
2017-11-06,419.0174255371094
2017-11-07,428.52178955078125
2017-11-08,426.45562744140625
2017-11-09,416.9512634277344
2017-11-10,419.0174255371094
2017-11-13,423.9762268066406
2017-11-14,426.86883544921875
2017-11-15,421.08355712890625
2017-11-16,422.73651123046875
2017-11-17,419.0174255371094
2017-11-20,421.496826171875
2017-11-21,419.4306640625
2017-11-22,416.9512634277344
2017-11-23,416.5380554199219
2017-11-24,412.5710754394531
2017-11-27,413.2322082519531
2017-11-28,409.3478088378906
2017-11-29,405.79400634765625
2017-11-30,405.0501403808594
2017-12-01,404.9675598144531
2017-12-04,412.4057312011719
2017-12-05,408.9346008300781
2017-12-06,405.79400634765625
2017-12-07,406.703125
2017-12-08,410.6722106933594
2017-12-11,408.13873291015625
2017-12-12,409.1521301269531
2017-12-13,409.1521301269531
2017-12-14,413.79681396484375
2017-12-15,408.30767822265625
2017-12-18,416.8369445800781
2017-12-19,418.0191955566406
2017-12-20,413.1212158203125
2017-12-21,415.9079895019531
2017-12-22,424.352783203125
2017-12-27,421.39715576171875
2017-12-28,418.52587890625
2017-12-29,416.75250244140625
2018-01-02,416.33026123046875
2018-01-03,420.0460205078125
2018-01-04,418.0191955566406
2018-01-05,425.61956787109375
2018-01-08,426.9707336425781
2018-01-09,430.17974853515625
2018-01-10,432.54437255859375
2018-01-11,430.17974853515625
2018-01-12,430.68646240234375
2018-01-15,431.36199951171875
2018-01-16,431.8687744140625
2018-01-17,431.69989013671875
2018-01-18,433.8955078125
2018-01-19,439.97576904296875
2018-01-22,441.6647033691406
2018-01-23,448.42059326171875
2018-01-24,448.5895080566406
2018-01-25,450.9540100097656
2018-01-26,451.2918395996094
2018-01-29,449.6029052734375
2018-01-30,448.082763671875
2018-01-31,449.7716979980469
2018-02-01,432.54437255859375
2018-02-02,420.4681701660156
2018-02-05,415.9924621582031
2018-02-06,418.0191955566406
2018-02-07,422.57940673828125
2018-02-08,417.4281005859375
2018-02-09,415.5702209472656
2018-02-12,423.9305725097656
2018-02-13,421.2281799316406
2018-02-14,430.17974853515625
2018-02-15,432.8821105957031
2018-02-16,441.495849609375
2018-02-19,433.3887939453125
2018-02-20,438.11785888671875
2018-02-21,441.495849609375
2018-02-22,441.6647033691406
2018-02-23,443.6915283203125
2018-02-26,445.8870849609375
2018-02-27,442.34033203125
2018-02-28,437.1044921875
2018-03-01,431.193115234375
2018-03-02,428.9974365234375
2018-03-05,430.17974853515625
2018-03-06,429.1664123535156
2018-03-07,430.3487243652344
2018-03-08,434.9089050292969
2018-03-09,435.75335693359375
2018-03-12,436.5978698730469
2018-03-13,434.2332763671875
2018-03-14,431.5309753417969
2018-03-15,431.5309753417969
2018-03-16,430.0108337402344
2018-03-19,427.984130859375
2018-03-20,426.2950744628906
2018-03-21,428.1529846191406
2018-03-22,423.4239196777344
2018-03-23,422.0727233886719
2018-03-26,419.5392761230469
2018-03-27,423.0861511230469
2018-03-28,431.193115234375
2018-04-03,428.32196044921875
2018-04-04,419.2015075683594
2018-04-05,427.4774169921875
2018-04-06,430.3487243652344
2018-04-09,433.051025390625
2018-04-10,438.28680419921875
2018-04-11,430.17974853515625
2018-04-12,431.5309753417969
2018-04-13,433.21990966796875
2018-04-16,434.0644226074219
2018-04-17,438.11785888671875
2018-04-18,444.87384033203125
2018-04-19,441.495849609375
2018-04-20,439.97576904296875
2018-04-23,446.0560607910156
2018-04-24,442.6781311035156
2018-04-25,437.7801208496094
2018-04-26,439.97576904296875
2018-04-30,442.5092468261719
2018-05-01,443.8603820800781
2018-05-02,452.9809265136719
2018-05-03,482.1998596191406
2018-05-04,481.1866760253906
2018-05-07,488.8541564941406
2018-05-08,491.0693054199219
2018-05-09,506.574951171875
2018-05-14,512.5386962890625
2018-05-15,508.4492492675781
2018-05-16,511.85711669921875
2018-05-17,521.5693359375
2018-05-18,524.6364135742188
2018-05-22,523.4437255859375
2018-05-23,522.4213256835938
2018-05-24,519.0134887695312
2018-05-25,525.8291625976562
2018-05-28,525.6588134765625
2018-05-29,519.3543090820312
2018-05-30,517.9910278320312
2018-05-31,515.605712890625
2018-06-01,524.4661254882812
2018-06-04,527.36279296875
2018-06-06,535.7118530273438
2018-06-07,532.1336669921875
2018-06-08,536.7343139648438
2018-06-11,538.6085815429688
2018-06-12,540.9940795898438
2018-06-13,543.5499267578125
2018-06-14,544.06103515625
2018-06-15,540.9940795898438
2018-06-18,533.6674194335938
2018-06-19,528.8963012695312
2018-06-20,538.6085815429688
2018-06-21,535.3712158203125
2018-06-22,545.5946655273438
2018-06-25,539.6309204101562
2018-06-26,544.06103515625
2018-06-27,537.2454223632812
2018-06-28,537.2454223632812
2018-06-29,543.3794555664062
2018-07-02,533.326416015625
2018-07-03,535.0302124023438
2018-07-04,534.6895141601562
2018-07-05,534.5191650390625
2018-07-06,538.779052734375
2018-07-09,550.7063598632812
2018-07-10,558.8851928710938
2018-07-11,561.4412231445312
2018-07-12,570.9830932617188
2018-07-13,567.0640258789062
2018-07-16,566.3825073242188
2018-07-17,567.4047241210938
2018-07-18,565.189697265625
2018-07-19,569.4496459960938
2018-07-20,582.5697021484375
2018-07-23,581.5473022460938
2018-07-24,588.3629150390625
2018-07-25,597.5642700195312
2018-07-26,600.6312866210938
2018-07-27,607.276611328125
2018-07-30,603.0167236328125
2018-07-31,592.1116943359375
2018-08-01,593.9860229492188
2018-08-02,596.3715209960938
2018-08-03,590.7484741210938
2018-08-06,580.8657836914062
2018-08-07,575.4132690429688
2018-08-08,551.047119140625
2018-08-09,549.1728515625
2018-08-10,552.7510375976562
2018-08-13,567.74560546875
2018-08-14,570.8126220703125
2018-08-15,569.4496459960938
2018-08-16,579.6729736328125
2018-08-17,579.332275390625
2018-08-20,579.161865234375
2018-08-21,576.9468383789062
2018-08-22,584.9552001953125
2018-08-23,586.14794921875
2018-08-24,586.4885864257812
2018-08-27,584.7847900390625
2018-08-28,579.332275390625
2018-08-29,585.9775390625
2018-08-30,581.8880615234375
2018-08-31,585.6369018554688
2018-09-03,584.2735595703125
2018-09-04,580.5250244140625
2018-09-05,570.3015747070312
2018-09-06,567.4047241210938
2018-09-07,564.8489379882812
2018-09-10,567.5751342773438
2018-09-11,574.561279296875
2018-09-12,576.4356079101562
2018-09-13,576.0946655273438
2018-09-14,574.2205200195312
2018-09-17,565.3600463867188
2018-09-18,558.20361328125
2018-09-19,554.6253662109375
2018-09-20,558.0333251953125
2018-09-21,554.7957763671875
2018-09-24,546.787353515625
2018-09-25,552.580810546875
2018-09-26,559.0555419921875
2018-09-27,557.3517456054688
2018-09-28,559.5667114257812
2018-10-01,566.8936157226562
2018-10-02,567.5751342773438
2018-10-03,569.960693359375
2018-10-04,554.6253662109375
2018-10-05,556.158935546875
2018-10-08,540.8236694335938
2018-10-09,531.9632568359375
2018-10-10,511.1755065917969
2018-10-11,515.605712890625
2018-10-12,521.91015625
2018-10-15,517.4800415039062
2018-10-16,534.8599853515625
2018-10-17,546.2761840820312
2018-10-18,555.1366577148438
2018-10-19,547.9801635742188
2018-10-22,542.357177734375
2018-10-23,530.6001586914062
2018-10-24,534.3486938476562
2018-10-25,527.5331420898438
2018-10-26,516.4577026367188
2018-10-29,522.7620239257812
2018-10-30,524.2957153320312
2018-10-31,523.9548950195312
2018-11-01,504.70068359375
2018-11-02,519.6951293945312
2018-11-05,519.8654174804688
2018-11-06,525.1476440429688
2018-11-07,529.0667114257812
2018-11-08,536.3934936523438
2018-11-09,539.6309204101562
2018-11-12,539.9717407226562
2018-11-13,527.36279296875
2018-11-14,532.815185546875
2018-11-15,524.4661254882812
2018-11-16,528.3851318359375
2018-11-19,524.806884765625
2018-11-20,523.7845458984375
2018-11-21,523.1029052734375
2018-11-22,524.806884765625
2018-11-23,526.1700439453125
2018-11-26,528.8963012695312
2018-11-27,524.806884765625
2018-11-28,524.806884765625
2018-11-29,548.3208618164062
2018-11-30,535.54150390625
2018-12-03,519.6951293945312
2018-12-04,529.7482299804688
2018-12-05,533.326416015625
2018-12-06,540.0905151367188
2018-12-07,545.2937622070312
2018-12-10,548.93603515625
2018-12-11,542.518798828125
2018-12-12,545.6405639648438
2018-12-13,548.7625732421875
2018-12-14,547.7218627929688
2018-12-17,544.5999755859375
2018-12-18,543.559326171875
2018-12-19,542.6920776367188
2018-12-20,531.4186401367188
2018-12-21,527.4295654296875
2018-12-27,520.4918823242188
2018-12-28,524.6544799804688
2019-01-02,530.0311279296875
2019-01-03,515.982421875
2019-01-04,521.1856689453125
2019-01-07,528.4700927734375
2019-01-08,526.3888549804688
2019-01-09,526.2154541015625
2019-01-10,521.7060546875
2019-01-11,521.0122680664062
2019-01-14,513.5543823242188
2019-01-15,516.3294677734375
2019-01-16,524.3075561523438
2019-01-17,528.8169555664062
2019-01-18,534.1937255859375
2019-01-21,525.34814453125
2019-01-22,526.3888549804688
2019-01-23,530.7247924804688
2019-01-24,528.8169555664062
2019-01-25,518.757568359375
2019-01-28,519.27783203125
2019-01-29,518.4107055664062
2019-01-30,516.8496704101562
2019-01-31,516.156005859375
2019-02-01,523.61376953125
2019-02-04,530.5513305664062
2019-02-05,555.1797485351562
2019-02-06,540.6109619140625
2019-02-07,545.4672241210938
2019-02-08,542.171875
2019-02-11,536.7952880859375
2019-02-12,537.6625366210938
2019-02-13,538.182861328125
2019-02-14,544.7735595703125
2019-02-15,544.0797729492188
2019-02-18,543.385986328125
2019-02-19,543.7328491210938
2019-02-20,553.2719116210938
2019-02-21,559.34228515625
2019-02-22,552.751708984375
2019-02-25,555.5266723632812
2019-02-26,555.1797485351562
2019-02-27,551.7111206054688
2019-02-28,566.9735717773438
2019-03-01,573.2174682617188
2019-03-04,583.9708251953125
2019-03-05,586.919189453125
2019-03-06,587.9598999023438
2019-03-07,589.6942749023438
2019-03-08,586.3988037109375
2019-03-11,587.2661743164062
2019-03-12,594.0302734375
2019-03-13,601.314697265625
2019-03-14,606.5180053710938
2019-03-15,613.8023071289062
2019-03-18,610.5069580078125
2019-03-19,618.3118286132812
2019-03-20,620.5665283203125
2019-03-21,620.9133911132812
2019-03-22,622.1275024414062
2019-03-25,619.52587890625
2019-03-26,629.411865234375
2019-03-27,625.7696533203125
2019-03-28,633.9213256835938
2019-03-29,633.2276000976562
2019-04-01,641.3792724609375
2019-04-02,641.7261962890625
2019-04-03,639.644775390625
2019-04-04,620.0462646484375
2019-04-05,624.2086181640625
2019-04-08,621.7804565429688
2019-04-09,624.2086181640625
2019-04-10,615.7101440429688
2019-04-11,611.20068359375
2019-04-12,601.314697265625
2019-04-15,605.1304321289062
2019-04-16,604.4366455078125
2019-04-17,594.3770751953125
2019-04-23,600.1006469726562
2019-04-24,599.0599975585938
2019-04-25,597.4990844726562
2019-04-26,615.36328125
2019-04-29,610.5069580078125
2019-04-30,622.8212280273438
2019-05-01,620.5665283203125
2019-05-02,611.374267578125
2019-05-03,611.8943481445312
2019-05-06,621.1524658203125
2019-05-07,634.2532958984375
2019-05-08,625.8687133789062
2019-05-09,631.9824829101562
2019-05-10,627.0914306640625
2019-05-13,620.1043701171875
2019-05-14,618.5322875976562
2019-05-15,612.2437744140625
2019-05-16,625.6940307617188
2019-05-20,623.597900390625
2019-05-21,629.3621826171875
2019-05-22,639.8428344726562
2019-05-23,630.934326171875
2019-05-24,633.0303955078125
2019-05-27,629.5369262695312
