Date,COLO-B.CO
2015-08-24,338.7025451660156
2015-08-25,351.49114990234375
2015-08-26,344.8222961425781
2015-08-27,355.4925842285156
2015-08-28,354.0018310546875
2015-08-31,355.4925842285156
2015-09-01,346.78363037109375
2015-09-02,350.86346435546875
2015-09-03,360.9060974121094
2015-09-04,356.59088134765625
2015-09-07,355.88482666015625
2015-09-08,360.12152099609375
2015-09-09,366.0843811035156
2015-09-10,366.71197509765625
2015-09-11,372.9101257324219
2015-09-14,372.4394226074219
2015-09-15,374.55780029296875
2015-09-16,378.5591125488281
2015-09-17,378.1668395996094
2015-09-18,376.3623046875
2015-09-21,384.600341796875
2015-09-22,376.6761169433594
2015-09-23,359.1015930175781
2015-09-24,366.3981628417969
2015-09-25,371.96868896484375
2015-09-28,364.5935974121094
2015-09-29,364.5935974121094
2015-09-30,370.87017822265625
2015-10-01,372.8316955566406
2015-10-02,372.2040100097656
2015-10-05,382.4820556640625
2015-10-06,384.8357849121094
2015-10-07,382.08966064453125
2015-10-08,366.3197021484375
2015-10-09,369.53643798828125
2015-10-12,365.8489685058594
2015-10-13,362.0829162597656
2015-10-14,353.5310974121094
2015-10-15,371.41949462890625
2015-10-16,372.6748352050781
2015-10-19,373.8516540527344
2015-10-20,372.04718017578125
2015-10-21,370.791748046875
2015-10-22,373.4593200683594
2015-10-23,378.4805908203125
2015-10-26,383.1096496582031
2015-10-27,379.0299072265625
2015-10-28,383.5019226074219
2015-10-29,385.46343994140625
2015-10-30,381.7759704589844
2015-11-02,379.657470703125
2015-11-03,415.0419006347656
2015-11-04,421.7108154296875
2015-11-05,420.1418151855469
2015-11-06,425.24151611328125
2015-11-09,420.9263000488281
2015-11-10,422.4955139160156
2015-11-11,429.94903564453125
2015-11-12,425.24151611328125
2015-11-13,427.2030029296875
2015-11-16,429.556640625
2015-11-17,429.556640625
2015-11-18,431.1258239746094
2015-11-19,431.910400390625
2015-11-20,429.1645202636719
2015-11-23,429.1645202636719
2015-11-24,434.6564636230469
2015-11-25,445.2483215332031
2015-11-26,442.5024108886719
2015-11-27,446.03289794921875
2015-11-30,446.03289794921875
2015-12-01,454.27099609375
2015-12-02,444.0714111328125
2015-12-03,444.0714111328125
2015-12-04,436.2256774902344
2015-12-07,436.2256774902344
2015-12-08,433.8719177246094
2015-12-09,434.2641906738281
2015-12-10,440.63287353515625
2015-12-11,424.711181640625
2015-12-14,424.711181640625
2015-12-15,433.0700988769531
2015-12-16,427.4974365234375
2015-12-17,427.4974365234375
2015-12-18,428.2935791015625
2015-12-21,428.2935791015625
2015-12-22,419.9346008300781
2015-12-23,432.6720275878906
2015-12-28,435.060302734375
2015-12-29,435.060302734375
2015-12-30,443.4190979003906
2016-01-04,443.4190979003906
2016-01-05,433.4681091308594
2016-01-06,431.8758544921875
2016-01-07,425.10919189453125
2016-01-08,425.10919189453125
2016-01-11,416.75030517578125
2016-01-12,427.4974365234375
2016-01-13,426.701416015625
2016-01-14,421.52685546875
2016-01-15,417.5464172363281
2016-01-18,415.5561828613281
2016-01-19,420.33270263671875
2016-01-20,412.7698974609375
2016-01-21,426.3033752441406
2016-01-22,427.099365234375
2016-01-25,439.83685302734375
2016-01-26,438.6427307128906
2016-01-27,445.8074035644531
2016-01-28,437.8465270996094
2016-01-29,447.79754638671875
2016-02-01,446.20538330078125
2016-02-02,427.4974365234375
2016-02-03,412.7698974609375
2016-02-04,411.1777038574219
2016-02-05,402.81878662109375
2016-02-08,391.0367736816406
2016-02-09,382.59832763671875
2016-02-10,399.6344909667969
2016-02-11,386.1011047363281
2016-02-12,389.9222717285156
2016-02-15,407.1972961425781
2016-02-16,406.003173828125
2016-02-17,412.7698974609375
2016-02-18,419.1385498046875
2016-02-19,409.9836730957031
2016-02-22,416.75030517578125
2016-02-23,414.7601623535156
2016-02-24,409.5855712890625
2016-02-25,415.5561828613281
2016-02-26,418.3424987792969
2016-02-29,413.9640197753906
2016-03-01,417.9444885253906
2016-03-02,416.75030517578125
2016-03-03,410.7796325683594
2016-03-04,416.352294921875
2016-03-07,428.6916198730469
2016-03-08,422.720947265625
2016-03-09,421.1286926269531
2016-03-10,419.1385498046875
2016-03-11,409.5855712890625
2016-03-14,414.7601623535156
2016-03-15,406.401123046875
2016-03-16,397.88311767578125
2016-03-17,389.285400390625
2016-03-18,388.40966796875
2016-03-21,389.0465393066406
2016-03-22,389.3650207519531
2016-03-23,391.9921569824219
2016-03-29,394.8580322265625
2016-03-30,398.4403381347656
2016-03-31,395.0171813964844
2016-04-01,392.39013671875
2016-04-04,394.30078125
2016-04-05,393.345458984375
2016-04-06,392.2309265136719
2016-04-07,394.1414794921875
2016-04-08,392.78814697265625
2016-04-11,390.4795837402344
2016-04-12,387.295166015625
2016-04-13,384.1903991699219
2016-04-14,390.4795837402344
2016-04-15,390.4795837402344
2016-04-18,393.26580810546875
2016-04-19,398.8385009765625
2016-04-20,393.74346923828125
2016-04-21,392.0716857910156
2016-04-25,388.0913391113281
2016-04-26,389.285400390625
2016-04-27,393.82318115234375
2016-04-28,393.02703857421875
2016-04-29,388.01165771484375
2016-05-02,392.0716857910156
2016-05-03,394.38031005859375
2016-05-04,398.8385009765625
2016-05-09,395.946533203125
2016-05-10,396.3482360839844
2016-05-11,395.3842468261719
2016-05-12,393.135009765625
2016-05-13,395.625244140625
2016-05-17,399.5614013671875
2016-05-18,397.7941589355469
2016-05-19,395.22357177734375
2016-05-20,399.8826904296875
2016-05-23,398.99908447265625
2016-05-24,405.6664733886719
2016-05-25,404.46148681640625
2016-05-26,402.0515441894531
2016-05-27,404.0598449707031
2016-05-30,406.068115234375
2016-05-31,406.46978759765625
2016-06-01,404.46148681640625
2016-06-02,400.4450378417969
2016-06-03,389.6004943847656
2016-06-06,396.2678527832031
2016-06-07,393.6972961425781
2016-06-08,392.2513732910156
2016-06-09,391.1268005371094
2016-06-10,379.6395568847656
2016-06-13,379.7198486328125
2016-06-14,372.2491760253906
2016-06-15,375.542724609375
2016-06-16,373.2934875488281
2016-06-17,371.9278869628906
2016-06-20,384.7806701660156
2016-06-21,391.44805908203125
2016-06-22,395.22357177734375
2016-06-23,405.6664733886719
2016-06-24,391.1268005371094
2016-06-27,373.8558044433594
2016-06-28,384.1380615234375
2016-06-29,398.276123046875
2016-06-30,399.80230712890625
2016-07-01,409.6829833984375
2016-07-04,405.6664733886719
2016-07-05,409.2813720703125
2016-07-06,403.6581726074219
2016-07-07,408.07635498046875
2016-07-08,410.48626708984375
2016-07-11,418.1176452636719
2016-07-12,417.3143005371094
2016-07-13,418.9208984375
2016-07-14,417.3143005371094
2016-07-15,417.3143005371094
2016-07-18,417.7159423828125
2016-07-19,414.50274658203125
2016-07-20,420.1258850097656
2016-07-21,419.32257080078125
2016-07-22,421.7325134277344
2016-07-25,415.707763671875
2016-07-26,420.1258850097656
2016-07-27,418.519287109375
2016-07-28,418.519287109375
2016-07-29,419.32257080078125
2016-08-01,417.3143005371094
2016-08-02,414.9044494628906
2016-08-03,414.50274658203125
2016-08-04,417.7159423828125
2016-08-05,420.1258850097656
2016-08-08,418.1176452636719
2016-08-09,424.9456481933594
2016-08-10,421.3308410644531
2016-08-11,425.74896240234375
2016-08-12,423.74072265625
2016-08-15,425.74896240234375
2016-08-16,415.707763671875
2016-08-17,409.2813720703125
2016-08-18,412.49456787109375
2016-08-19,409.6829833984375
2016-08-22,406.46978759765625
2016-08-23,405.6664733886719
2016-08-24,404.46148681640625
2016-08-25,403.256591796875
2016-08-26,404.46148681640625
2016-08-29,408.07635498046875
2016-08-30,405.6664733886719
2016-08-31,407.6746826171875
2016-09-01,404.0598449707031
2016-09-02,410.8879089355469
2016-09-05,407.2731018066406
2016-09-06,406.068115234375
2016-09-07,405.6664733886719
2016-09-08,406.87139892578125
2016-09-09,403.6581726074219
2016-09-12,398.67767333984375
2016-09-13,402.4532775878906
2016-09-14,403.256591796875
2016-09-15,405.2648620605469
2016-09-16,408.07635498046875
2016-09-19,409.6829833984375
2016-09-20,410.8879089355469
2016-09-21,410.0845947265625
2016-09-22,417.3143005371094
2016-09-23,413.2978820800781
2016-09-26,411.6912536621094
2016-09-27,410.0845947265625
2016-09-28,410.48626708984375
2016-09-29,412.8961486816406
2016-09-30,412.8961486816406
2016-10-03,412.8961486816406
2016-10-04,413.6994934082031
2016-10-05,408.4780578613281
2016-10-06,396.7497863769531
2016-10-07,394.1792907714844
2016-10-10,392.81365966796875
2016-10-11,396.18756103515625
2016-10-12,391.6087646484375
2016-10-13,388.95782470703125
2016-10-14,390.24310302734375
2016-10-17,386.3070068359375
2016-10-18,389.8414611816406
2016-10-19,392.2513732910156
2016-10-20,392.7333679199219
2016-10-21,391.92999267578125
2016-10-24,393.295654296875
2016-10-25,387.1101989746094
2016-10-26,382.7724304199219
2016-10-27,382.8528137207031
2016-10-28,383.1741027832031
2016-10-31,379.8002624511719
2016-11-01,375.4624328613281
2016-11-02,359.2357482910156
2016-11-03,357.4683837890625
2016-11-04,355.6208801269531
2016-11-07,360.19970703125
2016-11-08,358.9144287109375
2016-11-09,367.9917297363281
2016-11-10,358.51275634765625
2016-11-11,353.5323181152344
2016-11-14,348.8731384277344
2016-11-15,349.837158203125
2016-11-16,349.0337829589844
2016-11-17,349.3551330566406
2016-11-18,352.8896484375
2016-11-21,359.7177429199219
2016-11-22,356.8258056640625
2016-11-23,352.5683898925781
2016-11-24,356.18316650390625
2016-11-25,358.5930480957031
2016-11-28,360.6816101074219
2016-11-29,354.65692138671875
2016-11-30,358.19146728515625
2016-12-01,356.7454833984375
2016-12-02,357.30780029296875
2016-12-05,360.1192932128906
2016-12-06,362.4967346191406
2016-12-07,358.8077392578125
2016-12-08,361.512939453125
2016-12-09,379.54766845703125
2016-12-12,376.1865539550781
2016-12-13,381.760986328125
2016-12-14,376.5964660644531
2016-12-15,380.77728271484375
2016-12-16,385.28594970703125
2016-12-19,385.5318603515625
2016-12-20,388.4010314941406
2016-12-21,383.6463928222656
2016-12-22,389.7126159667969
2016-12-23,393.6474304199219
2016-12-27,395.20501708984375
2016-12-28,393.48358154296875
2016-12-29,395.3688659667969
2016-12-30,390.45037841796875
2017-01-02,398.4020690917969
2017-01-03,394.1393737792969
2017-01-04,396.3526916503906
2017-01-05,400.6153564453125
2017-01-06,398.97589111328125
2017-01-09,398.4840393066406
2017-01-10,398.4020690917969
2017-01-11,398.8118896484375
2017-01-12,392.4178466796875
2017-01-13,398.4020690917969
2017-01-16,397.4183349609375
2017-01-17,398.8938903808594
2017-01-18,402.00897216796875
2017-01-19,403.1566162109375
2017-01-20,400.20556640625
2017-01-23,396.6805419921875
2017-01-24,399.71368408203125
2017-01-25,403.8944091796875
2017-01-26,404.7141418457031
2017-01-27,406.0257873535156
2017-01-30,403.23858642578125
2017-01-31,403.97637939453125
2017-02-01,405.12408447265625
2017-02-02,413.15765380859375
2017-02-03,411.1083068847656
2017-02-06,405.2879638671875
2017-02-07,406.681640625
2017-02-08,404.7141418457031
2017-02-09,409.8786315917969
2017-02-10,409.05889892578125
2017-02-13,410.2884826660156
2017-02-14,405.53399658203125
2017-02-15,405.77984619140625
2017-02-16,406.35369873046875
2017-02-17,403.56646728515625
2017-02-20,404.6322021484375
2017-02-21,409.3047790527344
2017-02-22,409.1408386230469
2017-02-23,406.0257873535156
2017-02-24,406.599609375
